"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-07-02,24471,9,100
2020-07-02,24323,Suppressed*,26
2020-07-02,24646,0,16
2020-07-02,24354,24,918
2020-07-02,23894,Suppressed*,49
2020-07-02,22401,243,2327
2020-07-02,22182,125,1534
2020-07-02,24630,0,184
2020-07-02,23140,22,483
2020-07-02,23839,Suppressed*,63
2020-07-02,24477,31,535
2020-07-02,20176,769,4989
2020-07-02,20137,16,134
2020-07-02,24649,0,57
2020-07-02,22947,8,310
2020-07-02,23851,49,1705
2020-07-02,22601,337,11032
2020-07-02,22509,Suppressed*,6
2020-07-02,22015,381,2730
2020-07-02,23690,Suppressed*,150
2020-07-02,24348,10,189
2020-07-02,22637,Suppressed*,54
2020-07-02,20139,Suppressed*,16
2020-07-02,24176,6,44
2020-07-02,23314,18,453
2020-07-02,24421,7,155
2020-07-02,20198,6,126
2020-07-02,22976,0,17
2020-07-02,22435,5,166
2020-07-02,24605,8,509
2020-07-02,24340,9,155
2020-07-02,23221,46,1288
2020-07-02,23336,10,174
2020-07-02,22044,273,1291
2020-07-02,24065,5,109
2020-07-02,22851,73,268
2020-07-02,22181,65,799
2020-07-02,24014,82,526
2020-07-02,23237,384,2616
2020-07-02,24266,7,302
2020-07-02,24531,14,361
2020-07-02,23942,14,120
2020-07-02,23883,5,120
2020-07-02,23231,197,3181
2020-07-02,24078,56,430
2020-07-02,23460,Suppressed*,40
2020-07-02,24102,Suppressed*,33
2020-07-02,22611,27,446
2020-07-02,23967,Suppressed*,66
2020-07-02,23923,8,166
2020-07-02,24378,Suppressed*,43
2020-07-02,24416,16,327
2020-07-02,24375,0,42
2020-07-02,24651,0,413
2020-07-02,22576,0,100
2020-07-02,22066,79,989
2020-07-02,23486,Suppressed*,8
2020-07-02,23701,167,2031
2020-07-02,24011,0,15282
2020-07-02,23806,0,174
2020-07-02,23551,0,10
2020-07-02,23875,53,905
2020-07-02,23821,Suppressed*,212
2020-07-02,23846,Suppressed*,51
2020-07-02,23156,5,81
2020-07-02,20169,104,1501
2020-07-02,24541,42,1382
2020-07-02,23898,11,141
2020-07-02,23876,0,15
2020-07-02,22640,Suppressed*,13
2020-07-02,23669,96,2689
2020-07-02,22035,Suppressed*,39
2020-07-02,24301,17,679
2020-07-02,23917,13,291
2020-07-02,23503,111,1663
2020-07-02,22939,12,475
2020-07-02,24216,10,111
2020-07-02,24538,5,235
2020-07-02,24473,0,28
2020-07-02,20166,206,1212
2020-07-02,22041,747,3404
2020-07-02,24631,0,37
2020-07-02,22193,1557,8149
2020-07-02,20135,10,196
2020-07-02,22201,223,2391
2020-07-02,23434,253,4359
2020-07-02,20144,Suppressed*,50
2020-07-02,23303,19,130
2020-07-02,24350,Suppressed*,37
2020-07-02,23395,18,94
2020-07-02,24598,5,78
2020-07-02,20120,356,2525
2020-07-02,22812,39,546
2020-07-02,20180,30,515
2020-07-02,24079,Suppressed*,40
2020-07-02,22134,20,142
2020-07-02,23059,101,2257
2020-07-02,24374,0,39
2020-07-02,23461,Suppressed*,81
2020-07-02,24016,24,408
2020-07-02,22508,59,934
2020-07-02,23139,62,1507
2020-07-02,23837,56,297
2020-07-02,22802,531,2581
2020-07-02,24445,0,62
2020-07-02,23021,0,12
2020-07-02,24503,43,1137
2020-07-02,22952,5,132
2020-07-02,22042,815,3579
2020-07-02,22973,14,649
2020-07-02,24258,0,37
