"Report Date","ZIP Code","Number of Cases","Number of Testing Encounters"
2020-05-17,22514,Suppressed*,29
2020-05-17,22520,27,119
2020-05-17,22529,0,5
2020-05-17,22530,0,3
2020-05-17,22534,Suppressed*,42
2020-05-17,22535,0,9
2020-05-17,22538,0,10
2020-05-17,22539,Suppressed*,50
2020-05-17,22542,Suppressed*,36
2020-05-17,22546,25,251
2020-05-17,22548,0,3
2020-05-17,22551,54,435
2020-05-17,22553,14,298
2020-05-17,22554,231,1411
2020-05-17,22556,112,703
2020-05-17,22560,26,154
2020-05-17,22567,Suppressed*,78
2020-05-17,22572,248,454
2020-05-17,22576,0,32
2020-05-17,22578,0,40
2020-05-17,22579,Suppressed*,6
2020-05-17,22580,6,98
2020-05-17,22601,85,240
2020-05-17,22602,84,238
2020-05-17,22603,34,98
2020-05-17,22610,7,15
2020-05-17,22611,11,102
2020-05-17,22620,Suppressed*,17
2020-05-17,22623,Suppressed*,2
2020-05-17,22624,Suppressed*,14
2020-05-17,22625,5,17
2020-05-17,22627,0,10
2020-05-17,22630,75,204
2020-05-17,22637,Suppressed*,8
2020-05-17,22639,0,4
2020-05-17,22640,Suppressed*,7
2020-05-17,22641,0,1
2020-05-17,22642,15,59
2020-05-17,22643,0,6
2020-05-17,22644,40,36
2020-05-17,22645,14,33
2020-05-17,22646,0,5
2020-05-17,22650,Suppressed*,13
2020-05-17,22652,Suppressed*,13
2020-05-17,22654,Suppressed*,8
2020-05-17,22655,55,217
2020-05-17,22656,6,44
2020-05-17,22657,27,98
2020-05-17,22660,7,11
2020-05-17,22663,Suppressed*,5
2020-05-17,22664,90,118
2020-05-17,22701,321,870
2020-05-17,22709,0,17
2020-05-17,22711,0,2
2020-05-17,22712,54,252
2020-05-17,22713,5,28
2020-05-17,22714,5,25
2020-05-17,22715,Suppressed*,15
2020-05-17,22716,Suppressed*,9
2020-05-17,22718,Suppressed*,14
2020-05-17,22719,0,4
2020-05-17,22720,0,7
2020-05-17,22723,0,3
2020-05-17,22724,6,40
2020-05-17,22726,Suppressed*,14
2020-05-17,22727,15,116
2020-05-17,22728,Suppressed*,45
2020-05-17,22729,0,7
2020-05-17,22730,0,1
2020-05-17,22731,0,4
2020-05-17,22732,Suppressed*,8
2020-05-17,22733,6,33
2020-05-17,22734,16,85
2020-05-17,22735,Suppressed*,30
2020-05-17,22736,Suppressed*,10
2020-05-17,22737,Suppressed*,41
2020-05-17,22738,Suppressed*,25
2020-05-17,22740,Suppressed*,24
2020-05-17,22741,0,5
2020-05-17,22742,8,40
2020-05-17,22743,0,1
2020-05-17,22747,0,14
2020-05-17,22749,0,4
2020-05-17,22801,442,1000
2020-05-17,22802,370,924
2020-05-17,22807,Suppressed*,2
2020-05-17,22810,Suppressed*,12
2020-05-17,22811,Suppressed*,15
2020-05-17,22812,13,162
2020-05-17,22815,48,174
2020-05-17,22820,0,1
2020-05-17,22821,16,83
2020-05-17,22824,45,61
2020-05-17,22827,36,231
2020-05-17,22830,13,36
2020-05-17,22831,Suppressed*,11
2020-05-17,22832,Suppressed*,17
2020-05-17,22834,0,19
2020-05-17,22835,100,236
2020-05-17,22840,Suppressed*,72
2020-05-17,22841,8,46
2020-05-17,22842,49,92
2020-05-17,22843,Suppressed*,28
2020-05-17,22844,28,93
2020-05-17,22845,0,1
2020-05-17,22846,6,53
2020-05-17,22847,Suppressed*,11
2020-05-17,22849,11,87
2020-05-17,22850,5,26
2020-05-17,22851,44,105
2020-05-17,22853,37,120
2020-05-17,22901,90,1104
2020-05-17,22902,28,654
2020-05-17,22903,42,781
2020-05-17,22904,0,6
2020-05-17,22911,16,471
2020-05-17,22920,Suppressed*,44
2020-05-17,22922,Suppressed*,40
2020-05-17,22923,6,108
2020-05-17,22931,0,9
2020-05-17,22932,13,207
2020-05-17,22935,Suppressed*,25
2020-05-17,22936,Suppressed*,110
2020-05-17,22937,Suppressed*,43
2020-05-17,22938,Suppressed*,20
2020-05-17,22939,Suppressed*,67
2020-05-17,22940,Suppressed*,28
2020-05-17,22942,7,261
2020-05-17,22943,0,11
2020-05-17,22946,Suppressed*,4
2020-05-17,22947,Suppressed*,99
2020-05-17,22948,0,2
2020-05-17,22949,0,33
2020-05-17,22952,0,29
2020-05-17,22958,Suppressed*,32
2020-05-17,22959,Suppressed*,54
2020-05-17,22960,18,309
2020-05-17,22963,24,419
2020-05-17,22964,0,4
2020-05-17,22967,Suppressed*,26
2020-05-17,22968,9,200
2020-05-17,22969,Suppressed*,28
2020-05-17,22971,0,41
2020-05-17,22972,Suppressed*,21
2020-05-17,22973,5,167
2020-05-17,22974,5,129
2020-05-17,22976,0,7
2020-05-17,22980,29,477
2020-05-17,22989,0,4
2020-05-17,23002,17,269
2020-05-17,23004,9,39
2020-05-17,23005,28,262
2020-05-17,23009,11,118
2020-05-17,23011,Suppressed*,25
2020-05-17,23015,9,91
2020-05-17,23021,0,4
2020-05-17,23022,5,31
2020-05-17,23023,Suppressed*,5
2020-05-17,23024,20,157
2020-05-17,23025,0,7
2020-05-17,23027,Suppressed*,37
2020-05-17,23030,15,109
2020-05-17,23032,0,1
2020-05-17,23035,Suppressed*,22
2020-05-17,23038,7,36
2020-05-17,23039,Suppressed*,27
2020-05-17,23040,8,110
2020-05-17,23043,Suppressed*,17
2020-05-17,23045,0,2
2020-05-17,23047,0,24
2020-05-17,23050,Suppressed*,9
2020-05-17,23055,38,61
2020-05-17,23056,0,2
2020-05-17,23059,38,595
2020-05-17,23060,86,724
2020-05-17,23061,16,318
2020-05-17,23062,Suppressed*,62
2020-05-17,23063,53,185
2020-05-17,23064,0,2
2020-05-17,23065,Suppressed*,27
2020-05-17,23066,0,5
2020-05-17,23068,0,8
2020-05-17,23069,Suppressed*,58
2020-05-17,23070,0,6
2020-05-17,23071,Suppressed*,15
2020-05-17,23072,7,208
2020-05-17,23075,107,298
2020-05-17,23076,0,11
2020-05-17,23079,0,1
2020-05-17,23083,Suppressed*,42
2020-05-17,23084,5,69
2020-05-17,23085,Suppressed*,5
2020-05-17,23086,Suppressed*,39
2020-05-17,23089,8,131
2020-05-17,23091,0,8
2020-05-17,23092,0,5
2020-05-17,23093,25,373
2020-05-17,23102,7,47
2020-05-17,23103,14,135
2020-05-17,23106,0,23
2020-05-17,23108,0,1
2020-05-17,23109,Suppressed*,38
2020-05-17,23110,0,18
2020-05-17,23111,66,699
2020-05-17,23112,91,1069
2020-05-17,23113,63,676
2020-05-17,23114,33,444
2020-05-17,23115,0,5
2020-05-17,23116,94,775
2020-05-17,23117,9,226
2020-05-17,23119,Suppressed*,2
2020-05-17,23120,22,300
2020-05-17,23123,16,91
2020-05-17,23124,6,83
2020-05-17,23126,0,5
2020-05-17,23128,Suppressed*,24
2020-05-17,23129,0,5
2020-05-17,23130,Suppressed*,4
2020-05-17,23138,0,5
2020-05-17,23139,24,511
2020-05-17,23140,13,140
2020-05-17,23141,9,132
2020-05-17,23146,6,45
2020-05-17,23148,Suppressed*,23
2020-05-17,23149,5,63
2020-05-17,23150,42,267
2020-05-17,23153,Suppressed*,31
2020-05-17,23156,Suppressed*,24
2020-05-17,23160,0,9
2020-05-17,23161,0,1
2020-05-17,23163,0,1
2020-05-17,23168,8,217
2020-05-17,23169,0,12
2020-05-17,23173,0,1
2020-05-17,23175,Suppressed*,21
2020-05-17,23176,0,3
2020-05-17,23177,0,12
2020-05-17,23180,0,2
2020-05-17,23181,Suppressed*,124
2020-05-17,23185,129,1405
2020-05-17,23187,0,14
2020-05-17,23188,124,1409
2020-05-17,23192,10,101
2020-05-17,23219,13,105
2020-05-17,23220,58,538
2020-05-17,23221,17,268
2020-05-17,23222,74,525
2020-05-17,23223,206,1256
2020-05-17,23224,297,1164
2020-05-17,23225,172,1174
2020-05-17,23226,85,455
2020-05-17,23227,63,573
2020-05-17,23228,104,808
2020-05-17,23229,77,739
2020-05-17,23230,10,161
2020-05-17,23231,104,750
2020-05-17,23233,105,716
2020-05-17,23234,269,1124
2020-05-17,23235,94,905
2020-05-17,23236,56,701
2020-05-17,23237,88,538
2020-05-17,23238,220,733
2020-05-17,23250,0,2
2020-05-17,23294,49,346
2020-05-17,23301,58,116
2020-05-17,23302,Suppressed*,6
2020-05-17,23303,13,37
2020-05-17,23304,Suppressed*,6
2020-05-17,23306,21,63
2020-05-17,23307,12,38
2020-05-17,23308,35,84
2020-05-17,23310,18,94
2020-05-17,23313,Suppressed*,4
2020-05-17,23314,9,173
2020-05-17,23315,Suppressed*,24
2020-05-17,23316,11,37
2020-05-17,23320,134,1497
2020-05-17,23321,46,666
2020-05-17,23322,73,911
2020-05-17,23323,55,632
2020-05-17,23324,37,413
2020-05-17,23325,37,347
2020-05-17,23336,8,53
2020-05-17,23337,0,8
2020-05-17,23347,14,32
2020-05-17,23350,52,149
2020-05-17,23354,9,18
2020-05-17,23356,Suppressed*,28
2020-05-17,23357,31,52
2020-05-17,23359,11,21
2020-05-17,23389,Suppressed*,4
2020-05-17,23395,14,32
2020-05-17,23398,Suppressed*,8
2020-05-17,23401,Suppressed*,12
2020-05-17,23405,10,29
2020-05-17,23407,42,65
2020-05-17,23408,Suppressed*,4
2020-05-17,23409,Suppressed*,4
2020-05-17,23410,46,119
2020-05-17,23413,69,206
2020-05-17,23414,22,39
2020-05-17,23415,32,90
2020-05-17,23416,11,33
2020-05-17,23417,46,140
2020-05-17,23418,42,87
2020-05-17,23420,62,137
2020-05-17,23421,114,372
2020-05-17,23422,Suppressed*,16
2020-05-17,23423,Suppressed*,8
2020-05-17,23426,5,6
2020-05-17,23427,5,9
2020-05-17,23430,28,323
2020-05-17,23432,5,24
2020-05-17,23433,0,31
2020-05-17,23434,151,1269
2020-05-17,23435,99,644
2020-05-17,23436,0,19
2020-05-17,23437,6,77
2020-05-17,23438,Suppressed*,49
2020-05-17,23440,0,2
2020-05-17,23441,18,39
2020-05-17,23442,19,56
2020-05-17,23451,43,999
2020-05-17,23452,78,1413
2020-05-17,23453,51,725
2020-05-17,23454,82,1349
2020-05-17,23455,38,1036
2020-05-17,23456,57,1180
2020-05-17,23457,5,77
2020-05-17,23459,Suppressed*,20
2020-05-17,23460,0,7
2020-05-17,23461,0,7
2020-05-17,23462,114,1474
2020-05-17,23464,78,1382
2020-05-17,23480,Suppressed*,11
2020-05-17,23486,0,4
2020-05-17,23487,58,145
2020-05-17,23488,8,18
2020-05-17,23502,39,527
2020-05-17,23503,36,587
2020-05-17,23504,51,882
2020-05-17,23505,33,516
2020-05-17,23507,8,158
2020-05-17,23508,23,279
2020-05-17,23509,29,282
2020-05-17,23510,47,429
2020-05-17,23511,0,28
2020-05-17,23513,29,600
2020-05-17,23517,5,95
2020-05-17,23518,37,725
2020-05-17,23523,8,145
2020-05-17,23551,0,1
2020-05-17,23601,22,533
2020-05-17,23602,42,697
2020-05-17,23603,Suppressed*,49
2020-05-17,23604,0,25
2020-05-17,23605,13,237
2020-05-17,23606,29,476
2020-05-17,23607,21,313
2020-05-17,23608,60,718
2020-05-17,23651,Suppressed*,7
2020-05-17,23661,15,218
2020-05-17,23662,7,201
2020-05-17,23663,10,203
2020-05-17,23664,7,150
2020-05-17,23665,Suppressed*,31
2020-05-17,23666,68,859
2020-05-17,23669,54,649
2020-05-17,23690,0,52
2020-05-17,23691,0,5
2020-05-17,23692,12,343
2020-05-17,23693,12,330
2020-05-17,23696,0,62
2020-05-17,23701,107,670
2020-05-17,23702,14,198
2020-05-17,23703,48,511
2020-05-17,23704,31,436
2020-05-17,23707,22,276
2020-05-17,23708,Suppressed*,70
2020-05-17,23709,0,61
2020-05-17,23801,10,95
2020-05-17,23803,74,751
2020-05-17,23805,26,365
2020-05-17,23821,Suppressed*,33
2020-05-17,23824,9,166
2020-05-17,23827,Suppressed*,18
2020-05-17,23828,0,5
2020-05-17,23829,78,460
2020-05-17,23830,Suppressed*,29
2020-05-17,23831,68,599
2020-05-17,23832,146,876
2020-05-17,23833,Suppressed*,29
2020-05-17,23834,99,545
2020-05-17,23836,22,220
2020-05-17,23837,47,59
2020-05-17,23838,26,276
2020-05-17,23839,0,22
2020-05-17,23840,Suppressed*,48
2020-05-17,23841,7,66
2020-05-17,23842,7,106
2020-05-17,23843,0,4
2020-05-17,23844,Suppressed*,6
2020-05-17,23845,0,7
2020-05-17,23846,0,17
2020-05-17,23847,78,347
2020-05-17,23850,0,26
2020-05-17,23851,30,265
2020-05-17,23856,Suppressed*,5
2020-05-17,23857,Suppressed*,7
2020-05-17,23860,59,652
2020-05-17,23866,Suppressed*,44
2020-05-17,23867,18,69
2020-05-17,23868,12,77
2020-05-17,23872,Suppressed*,55
2020-05-17,23874,0,14
2020-05-17,23875,20,238
2020-05-17,23876,0,2
2020-05-17,23878,Suppressed*,19
2020-05-17,23879,5,14
2020-05-17,23881,Suppressed*,28
2020-05-17,23882,5,52
2020-05-17,23883,Suppressed*,50
2020-05-17,23884,Suppressed*,0
2020-05-17,23885,Suppressed*,52
2020-05-17,23887,0,4
2020-05-17,23888,Suppressed*,47
2020-05-17,23889,Suppressed*,9
2020-05-17,23890,18,87
2020-05-17,23891,55,107
2020-05-17,23893,Suppressed*,6
2020-05-17,23894,0,9
2020-05-17,23897,Suppressed*,8
2020-05-17,23898,5,34
2020-05-17,23899,Suppressed*,12
2020-05-17,23901,68,437
2020-05-17,23915,Suppressed*,14
2020-05-17,23917,10,54
2020-05-17,23919,5,31
2020-05-17,23920,Suppressed*,35
2020-05-17,23921,7,70
2020-05-17,23922,6,127
2020-05-17,23923,5,56
2020-05-17,23924,52,148
2020-05-17,23927,60,185
2020-05-17,23930,Suppressed*,162
2020-05-17,23934,Suppressed*,20
2020-05-17,23936,375,243
2020-05-17,23937,Suppressed*,50
2020-05-17,23938,0,5
2020-05-17,23942,Suppressed*,33
2020-05-17,23944,Suppressed*,63
2020-05-17,23947,Suppressed*,103
2020-05-17,23950,8,58
2020-05-17,23952,0,8
2020-05-17,23954,Suppressed*,53
2020-05-17,23958,9,102
2020-05-17,23959,0,26
2020-05-17,23960,Suppressed*,58
2020-05-17,23962,Suppressed*,22
2020-05-17,23963,0,9
2020-05-17,23964,0,29
2020-05-17,23966,Suppressed*,59
2020-05-17,23967,0,20
2020-05-17,23968,Suppressed*,14
2020-05-17,23970,14,120
2020-05-17,23974,Suppressed*,117
2020-05-17,23976,0,9
2020-05-17,24011,0,10
2020-05-17,24012,39,215
2020-05-17,24013,5,43
2020-05-17,24014,54,127
2020-05-17,24015,12,76
2020-05-17,24016,Suppressed*,72
2020-05-17,24017,14,182
2020-05-17,24018,34,311
2020-05-17,24019,10,184
2020-05-17,24053,Suppressed*,32
2020-05-17,24054,5,55
2020-05-17,24055,Suppressed*,120
2020-05-17,24058,0,4
2020-05-17,24059,0,5
2020-05-17,24060,33,534
2020-05-17,24064,0,28
2020-05-17,24065,Suppressed*,32
2020-05-17,24066,Suppressed*,16
2020-05-17,24067,Suppressed*,10
2020-05-17,24069,Suppressed*,24
2020-05-17,24070,0,9
2020-05-17,24072,0,11
2020-05-17,24073,19,425
2020-05-17,24076,0,10
2020-05-17,24077,Suppressed*,4
2020-05-17,24078,8,85
2020-05-17,24079,0,14
2020-05-17,24082,0,4
2020-05-17,24083,7,26
2020-05-17,24084,7,167
2020-05-17,24085,7,10
2020-05-17,24087,6,58
2020-05-17,24088,0,11
2020-05-17,24089,Suppressed*,36
2020-05-17,24090,9,24
2020-05-17,24091,Suppressed*,68
2020-05-17,24092,Suppressed*,12
2020-05-17,24093,0,1
2020-05-17,24095,Suppressed*,27
2020-05-17,24101,Suppressed*,32
2020-05-17,24102,0,2
2020-05-17,24104,Suppressed*,55
2020-05-17,24105,0,5
2020-05-17,24112,17,302
2020-05-17,24120,0,9
2020-05-17,24121,Suppressed*,88
2020-05-17,24122,Suppressed*,17
2020-05-17,24124,Suppressed*,40
2020-05-17,24127,Suppressed*,37
2020-05-17,24128,Suppressed*,21
2020-05-17,24131,0,2
2020-05-17,24132,0,4
2020-05-17,24133,0,37
2020-05-17,24134,0,36
2020-05-17,24136,0,14
2020-05-17,24137,Suppressed*,14
2020-05-17,24138,0,21
2020-05-17,24139,0,7
2020-05-17,24141,Suppressed*,176
2020-05-17,24142,0,1
2020-05-17,24147,Suppressed*,13
2020-05-17,24148,5,72
2020-05-17,24149,0,33
2020-05-17,24150,Suppressed*,4
2020-05-17,24151,13,60
2020-05-17,24153,55,498
2020-05-17,24161,0,5
2020-05-17,24162,6,41
2020-05-17,24165,Suppressed*,25
2020-05-17,24167,0,3
2020-05-17,24168,Suppressed*,14
2020-05-17,24171,5,89
2020-05-17,24174,Suppressed*,24
2020-05-17,24175,Suppressed*,52
2020-05-17,24176,Suppressed*,11
2020-05-17,24179,13,99
2020-05-17,24184,6,13
2020-05-17,24185,0,4
2020-05-17,24201,Suppressed*,272
2020-05-17,24202,7,169
2020-05-17,24210,19,309
2020-05-17,24211,9,168
2020-05-17,24216,10,64
2020-05-17,24217,0,1
2020-05-17,24219,9,389
2020-05-17,24220,0,7
2020-05-17,24221,0,4
2020-05-17,24224,5,69
2020-05-17,24225,0,12
2020-05-17,24226,0,14
2020-05-17,24228,0,100
2020-05-17,24230,0,93
2020-05-17,24236,5,45
2020-05-17,24237,0,7
2020-05-17,24239,0,4
2020-05-17,24243,0,42
2020-05-17,24244,Suppressed*,105
2020-05-17,24245,0,15
2020-05-17,24246,0,6
2020-05-17,24248,Suppressed*,37
2020-05-17,24250,0,15
2020-05-17,24251,Suppressed*,159
2020-05-17,24256,0,38
2020-05-17,24258,0,22
2020-05-17,24260,0,61
2020-05-17,24263,Suppressed*,106
2020-05-17,24265,0,11
2020-05-17,24266,Suppressed*,116
2020-05-17,24269,0,4
2020-05-17,24270,Suppressed*,7
2020-05-17,24271,0,35
2020-05-17,24272,0,7
2020-05-17,24273,Suppressed*,75
2020-05-17,24277,Suppressed*,100
2020-05-17,24279,0,38
2020-05-17,24280,0,6
2020-05-17,24281,0,32
2020-05-17,24282,0,14
2020-05-17,24283,0,36
2020-05-17,24290,0,29
2020-05-17,24292,0,11
2020-05-17,24293,Suppressed*,133
2020-05-17,24301,Suppressed*,264
2020-05-17,24311,0,26
2020-05-17,24312,0,24
2020-05-17,24313,Suppressed*,7
2020-05-17,24314,0,37
2020-05-17,24315,0,42
2020-05-17,24316,0,2
2020-05-17,24317,Suppressed*,34
2020-05-17,24318,0,9
2020-05-17,24319,5,90
2020-05-17,24322,0,3
2020-05-17,24323,Suppressed*,10
2020-05-17,24324,0,38
2020-05-17,24325,0,5
2020-05-17,24326,0,5
2020-05-17,24328,0,17
2020-05-17,24330,10,52
2020-05-17,24333,118,427
2020-05-17,24340,Suppressed*,84
2020-05-17,24343,10,116
2020-05-17,24347,Suppressed*,22
2020-05-17,24348,0,74
2020-05-17,24350,0,11
2020-05-17,24351,0,4
2020-05-17,24352,Suppressed*,12
2020-05-17,24354,6,225
2020-05-17,24360,5,92
2020-05-17,24361,Suppressed*,84
2020-05-17,24363,0,7
2020-05-17,24366,Suppressed*,17
2020-05-17,24368,Suppressed*,63
2020-05-17,24370,Suppressed*,77
2020-05-17,24374,0,14
2020-05-17,24375,0,10
2020-05-17,24377,0,3
2020-05-17,24378,Suppressed*,11
2020-05-17,24380,Suppressed*,9
2020-05-17,24381,Suppressed*,39
2020-05-17,24382,6,194
2020-05-17,24401,42,394
2020-05-17,24412,0,1
2020-05-17,24413,0,4
2020-05-17,24415,0,2
2020-05-17,24416,9,34
2020-05-17,24421,Suppressed*,17
2020-05-17,24422,6,106
2020-05-17,24426,Suppressed*,183
2020-05-17,24430,Suppressed*,25
2020-05-17,24431,5,37
2020-05-17,24432,Suppressed*,1
2020-05-17,24433,0,1
2020-05-17,24435,Suppressed*,8
2020-05-17,24437,0,9
2020-05-17,24439,0,8
2020-05-17,24440,8,35
2020-05-17,24441,15,102
2020-05-17,24442,0,2
2020-05-17,24445,0,27
2020-05-17,24448,0,4
2020-05-17,24450,8,71
2020-05-17,24457,0,13
2020-05-17,24458,0,4
2020-05-17,24459,6,2
2020-05-17,24460,0,14
2020-05-17,24465,Suppressed*,12
2020-05-17,24467,Suppressed*,17
2020-05-17,24471,Suppressed*,28
2020-05-17,24472,0,14
2020-05-17,24473,0,6
2020-05-17,24474,0,7
2020-05-17,24476,Suppressed*,4
2020-05-17,24477,13,137
2020-05-17,24479,0,17
2020-05-17,24482,5,48
2020-05-17,24483,Suppressed*,4
2020-05-17,24484,0,5
2020-05-17,24485,0,2
2020-05-17,24486,15,59
2020-05-17,24487,0,3
2020-05-17,24501,24,439
2020-05-17,24502,32,605
2020-05-17,24503,12,316
2020-05-17,24504,7,141
2020-05-17,24517,0,94
2020-05-17,24520,Suppressed*,32
2020-05-17,24521,7,196
2020-05-17,24522,15,194
2020-05-17,24523,7,298
2020-05-17,24526,Suppressed*,24
2020-05-17,24527,Suppressed*,43
2020-05-17,24528,Suppressed*,57
2020-05-17,24529,Suppressed*,50
2020-05-17,24530,0,16
2020-05-17,24531,Suppressed*,79
2020-05-17,24534,Suppressed*,31
2020-05-17,24536,0,3
2020-05-17,24538,Suppressed*,84
2020-05-17,24539,0,7
2020-05-17,24540,23,375
2020-05-17,24541,24,366
2020-05-17,24549,Suppressed*,48
2020-05-17,24550,5,102
2020-05-17,24551,19,390
2020-05-17,24553,Suppressed*,38
2020-05-17,24554,Suppressed*,61
2020-05-17,24555,Suppressed*,10
2020-05-17,24556,0,54
2020-05-17,24557,Suppressed*,88
2020-05-17,24558,5,115
2020-05-17,24562,0,12
2020-05-17,24563,Suppressed*,84
2020-05-17,24565,0,8
2020-05-17,24566,Suppressed*,14
2020-05-17,24569,0,14
2020-05-17,24571,Suppressed*,24
2020-05-17,24572,12,298
2020-05-17,24574,Suppressed*,48
2020-05-17,24577,Suppressed*,61
2020-05-17,24578,Suppressed*,5
2020-05-17,24579,0,6
2020-05-17,24580,Suppressed*,15
2020-05-17,24586,Suppressed*,68
2020-05-17,24588,Suppressed*,152
2020-05-17,24589,0,31
2020-05-17,24590,11,205
2020-05-17,24592,11,282
2020-05-17,24593,Suppressed*,25
2020-05-17,24594,Suppressed*,33
2020-05-17,24595,0,4
2020-05-17,24597,Suppressed*,18
2020-05-17,24598,Suppressed*,37
2020-05-17,24599,Suppressed*,16
2020-05-17,24602,0,11
2020-05-17,24603,Suppressed*,11
2020-05-17,24605,Suppressed*,144
2020-05-17,24606,0,3
2020-05-17,24607,0,2
2020-05-17,24609,Suppressed*,89
2020-05-17,24612,0,3
2020-05-17,24613,0,21
2020-05-17,24614,15,136
2020-05-17,24620,0,18
2020-05-17,24622,0,16
2020-05-17,24628,0,5
2020-05-17,24630,0,71
2020-05-17,24631,0,21
2020-05-17,24634,0,7
2020-05-17,24635,0,11
2020-05-17,24637,0,29
2020-05-17,24639,Suppressed*,52
2020-05-17,24641,0,97
2020-05-17,24646,0,6
2020-05-17,24649,0,24
2020-05-17,24651,0,73
2020-05-17,24656,0,37
2020-05-17,24657,0,2
2020-05-17,"Not Reported",610,24782
2020-05-17,Out-of-State,0,3019
