"Report Date","ZIP Code","Number of Cases","Number of Testing Encounters"
2020-05-11,23086,Suppressed*,30
2020-05-11,23089,8,110
2020-05-11,23091,0,8
2020-05-11,23092,0,5
2020-05-11,23093,23,325
2020-05-11,23102,6,30
2020-05-11,23103,13,99
2020-05-11,23106,Suppressed*,16
2020-05-11,23109,Suppressed*,24
2020-05-11,23110,0,15
2020-05-11,23111,56,568
2020-05-11,23112,79,799
2020-05-11,23113,58,503
2020-05-11,23114,30,335
2020-05-11,23115,0,4
2020-05-11,23116,70,624
2020-05-11,23117,7,184
2020-05-11,23119,Suppressed*,0
2020-05-11,23120,20,212
2020-05-11,23123,16,81
2020-05-11,23124,Suppressed*,63
2020-05-11,23126,0,5
2020-05-11,23128,Suppressed*,20
2020-05-11,23129,0,3
2020-05-11,23130,Suppressed*,4
2020-05-11,23138,0,4
2020-05-11,23139,19,401
2020-05-11,23140,14,110
2020-05-11,23141,10,104
2020-05-11,23146,5,35
2020-05-11,23148,0,19
2020-05-11,23149,Suppressed*,55
2020-05-11,23150,25,199
2020-05-11,23153,Suppressed*,23
2020-05-11,23156,Suppressed*,20
2020-05-11,23160,0,7
2020-05-11,23161,0,1
2020-05-11,23163,0,1
2020-05-11,23168,8,186
2020-05-11,23169,0,11
2020-05-11,23173,0,1
2020-05-11,23175,Suppressed*,18
2020-05-11,23176,0,1
2020-05-11,23177,0,11
2020-05-11,23180,0,2
2020-05-11,23181,0,101
2020-05-11,23185,117,1145
2020-05-11,23187,0,13
2020-05-11,23188,120,1165
2020-05-11,23192,10,87
2020-05-11,23219,13,86
2020-05-11,23220,52,419
2020-05-11,23221,14,200
2020-05-11,23222,63,423
2020-05-11,23223,183,999
2020-05-11,23224,167,828
2020-05-11,23225,136,881
2020-05-11,23226,66,331
2020-05-11,23227,46,473
2020-05-11,23228,77,631
2020-05-11,23229,59,537
2020-05-11,23230,10,121
2020-05-11,23231,94,614
2020-05-11,23233,96,602
2020-05-11,23234,175,799
2020-05-11,23235,83,712
2020-05-11,23236,46,537
2020-05-11,23237,64,418
2020-05-11,23238,209,550
2020-05-11,23250,0,2
2020-05-11,23294,41,303
2020-05-11,23301,47,91
2020-05-11,23302,Suppressed*,6
2020-05-11,23303,9,25
2020-05-11,23304,Suppressed*,6
2020-05-11,23306,16,45
2020-05-11,23307,9,28
2020-05-11,23308,31,73
2020-05-11,23310,16,77
2020-05-11,23313,Suppressed*,4
2020-05-11,23314,7,142
2020-05-11,23315,Suppressed*,21
2020-05-11,23316,9,32
2020-05-11,23320,120,1114
2020-05-11,23321,44,552
2020-05-11,23322,63,714
2020-05-11,23323,51,524
2020-05-11,23324,30,335
2020-05-11,23325,32,277
2020-05-11,23336,5,41
2020-05-11,23337,0,7
2020-05-11,23347,8,24
2020-05-11,23350,42,125
2020-05-11,23354,8,17
2020-05-11,23356,Suppressed*,22
2020-05-11,23357,22,40
2020-05-11,23359,8,16
2020-05-11,23389,0,2
2020-05-11,23395,11,23
2020-05-11,23398,Suppressed*,7
2020-05-11,23401,Suppressed*,11
2020-05-11,23405,9,26
2020-05-11,23407,27,46
2020-05-11,23408,Suppressed*,2
2020-05-11,23409,Suppressed*,2
2020-05-11,23410,37,94
2020-05-11,23413,63,188
2020-05-11,23414,17,31
2020-05-11,23415,29,77
2020-05-11,23416,6,25
2020-05-11,23417,34,116
2020-05-11,23418,27,66
2020-05-11,23420,51,117
2020-05-11,23421,87,209
2020-05-11,23422,Suppressed*,12
2020-05-11,23423,Suppressed*,8
2020-05-11,23426,5,6
2020-05-11,23427,5,6
2020-05-11,23430,27,258
2020-05-11,23432,Suppressed*,21
2020-05-11,23433,0,28
2020-05-11,23434,114,1040
2020-05-11,23435,93,525
2020-05-11,23436,0,14
2020-05-11,23437,5,68
2020-05-11,23438,Suppressed*,41
2020-05-11,23440,0,1
2020-05-11,23441,13,27
2020-05-11,23442,13,42
2020-05-11,23451,41,771
2020-05-11,23452,71,1154
2020-05-11,23453,47,604
2020-05-11,23454,75,1074
2020-05-11,23455,37,835
2020-05-11,23456,56,954
2020-05-11,23457,Suppressed*,57
2020-05-11,23459,Suppressed*,19
2020-05-11,23460,0,6
2020-05-11,23461,0,5
2020-05-11,23462,102,1204
2020-05-11,23464,69,1117
2020-05-11,23480,Suppressed*,9
2020-05-11,23486,0,3
2020-05-11,23487,58,127
2020-05-11,23488,8,17
2020-05-11,23502,40,445
2020-05-11,23503,27,477
2020-05-11,23504,49,795
2020-05-11,23505,29,408
2020-05-11,23507,7,134
2020-05-11,23508,20,228
2020-05-11,23509,26,230
2020-05-11,23510,46,391
2020-05-11,23511,0,25
2020-05-11,23513,21,446
2020-05-11,23517,5,75
2020-05-11,23518,29,567
2020-05-11,23523,6,116
2020-05-11,23551,0,1
2020-05-11,23601,20,349
2020-05-11,23602,35,585
2020-05-11,23603,Suppressed*,40
2020-05-11,23604,0,23
2020-05-11,23605,13,192
2020-05-11,23606,21,392
2020-05-11,23607,20,239
2020-05-11,23608,50,602
2020-05-11,23651,Suppressed*,7
2020-05-11,23661,14,179
2020-05-11,23662,7,164
2020-05-11,23663,10,171
2020-05-11,23664,7,124
2020-05-11,23665,Suppressed*,27
2020-05-11,23666,65,723
2020-05-11,23669,45,550
2020-05-11,23690,0,47
2020-05-11,23691,0,5
2020-05-11,23692,9,284
2020-05-11,23693,12,279
2020-05-11,23696,0,53
2020-05-11,23701,100,575
2020-05-11,23702,13,161
2020-05-11,23703,41,428
2020-05-11,23704,31,383
2020-05-11,23707,20,219
2020-05-11,23708,Suppressed*,65
2020-05-11,23709,0,59
2020-05-11,23801,10,92
2020-05-11,23803,60,584
2020-05-11,23805,22,292
2020-05-11,23821,Suppressed*,28
2020-05-11,23824,7,140
2020-05-11,23827,Suppressed*,14
2020-05-11,23828,0,4
2020-05-11,23829,78,454
2020-05-11,23830,Suppressed*,25
2020-05-11,23831,52,421
2020-05-11,23832,123,685
2020-05-11,23833,Suppressed*,23
2020-05-11,23834,87,417
2020-05-11,23836,19,175
2020-05-11,23837,44,51
2020-05-11,23838,25,213
2020-05-11,23839,0,17
2020-05-11,23840,Suppressed*,39
2020-05-11,23841,Suppressed*,49
2020-05-11,23842,6,82
2020-05-11,23843,0,2
2020-05-11,23844,Suppressed*,6
2020-05-11,23845,0,4
2020-05-11,23846,0,14
2020-05-11,23847,74,307
2020-05-11,23850,0,22
2020-05-11,23851,26,212
2020-05-11,23856,Suppressed*,5
2020-05-11,23857,Suppressed*,6
2020-05-11,23860,46,511
2020-05-11,23866,Suppressed*,36
2020-05-11,23867,17,55
2020-05-11,23868,12,60
2020-05-11,23872,Suppressed*,47
2020-05-11,23874,0,11
2020-05-11,23875,19,189
2020-05-11,23876,0,2
2020-05-11,23878,Suppressed*,17
2020-05-11,23879,5,13
2020-05-11,23881,Suppressed*,22
2020-05-11,23882,5,48
2020-05-11,23883,Suppressed*,41
2020-05-11,23884,Suppressed*,0
2020-05-11,23885,Suppressed*,37
2020-05-11,23887,0,3
2020-05-11,23888,Suppressed*,39
2020-05-11,23889,Suppressed*,7
2020-05-11,23890,5,50
2020-05-11,23891,22,100
2020-05-11,23893,Suppressed*,5
2020-05-11,23894,0,6
2020-05-11,23897,Suppressed*,4
2020-05-11,23898,5,28
2020-05-11,23899,Suppressed*,9
2020-05-11,23901,56,327
2020-05-11,23915,Suppressed*,13
2020-05-11,23917,10,49
2020-05-11,23919,5,24
2020-05-11,23920,Suppressed*,29
2020-05-11,23921,7,66
2020-05-11,23922,6,116
2020-05-11,23923,5,44
2020-05-11,23924,26,115
2020-05-11,23927,58,168
2020-05-11,23930,Suppressed*,133
2020-05-11,23934,Suppressed*,17
2020-05-11,23936,210,197
2020-05-11,23937,Suppressed*,43
2020-05-11,23938,0,5
2020-05-11,23942,Suppressed*,28
2020-05-11,23944,Suppressed*,52
2020-05-11,23947,0,76
2020-05-11,23950,8,52
2020-05-11,23952,0,7
2020-05-11,23954,Suppressed*,45
2020-05-11,23958,8,81
2020-05-11,23959,0,23
2020-05-11,23960,Suppressed*,48
2020-05-11,23962,Suppressed*,16
2020-05-11,23963,0,7
2020-05-11,23964,0,20
2020-05-11,23966,Suppressed*,49
2020-05-11,23967,0,16
2020-05-11,23968,Suppressed*,12
2020-05-11,23970,12,95
2020-05-11,23974,Suppressed*,96
2020-05-11,23976,0,8
2020-05-11,24011,0,8
2020-05-11,24012,30,154
2020-05-11,24013,Suppressed*,37
2020-05-11,24014,51,102
2020-05-11,24015,11,60
2020-05-11,24016,Suppressed*,50
2020-05-11,24017,14,135
2020-05-11,24018,32,222
2020-05-11,24019,10,145
2020-05-11,24053,0,27
2020-05-11,24054,Suppressed*,35
2020-05-11,24055,Suppressed*,90
2020-05-11,24058,0,3
2020-05-11,24059,0,4
2020-05-11,24060,34,469
2020-05-11,24064,0,24
2020-05-11,24065,Suppressed*,26
2020-05-11,24066,Suppressed*,11
2020-05-11,24067,Suppressed*,7
2020-05-11,24069,0,17
2020-05-11,24070,0,8
2020-05-11,24072,0,10
2020-05-11,24073,18,368
2020-05-11,24076,0,8
2020-05-11,24077,Suppressed*,3
2020-05-11,24078,5,65
2020-05-11,24079,0,13
2020-05-11,24082,0,3
2020-05-11,24083,6,17
2020-05-11,24084,6,140
2020-05-11,24085,7,8
2020-05-11,24087,6,50
2020-05-11,24088,0,11
2020-05-11,24089,Suppressed*,25
2020-05-11,24090,9,21
2020-05-11,24091,Suppressed*,55
2020-05-11,24092,0,11
2020-05-11,24093,0,1
2020-05-11,24095,Suppressed*,19
2020-05-11,24101,Suppressed*,28
2020-05-11,24102,0,2
2020-05-11,24104,Suppressed*,40
2020-05-11,24105,0,2
2020-05-11,24112,13,228
2020-05-11,24120,0,7
2020-05-11,24121,Suppressed*,69
2020-05-11,24122,Suppressed*,14
2020-05-11,24124,Suppressed*,35
2020-05-11,24127,Suppressed*,27
2020-05-11,24128,Suppressed*,19
2020-05-11,24131,0,1
2020-05-11,24132,0,3
2020-05-11,24133,0,23
2020-05-11,24134,Suppressed*,29
2020-05-11,24136,0,13
2020-05-11,24137,Suppressed*,9
2020-05-11,24138,0,18
2020-05-11,24139,0,5
2020-05-11,24141,Suppressed*,149
2020-05-11,24142,0,1
2020-05-11,24147,Suppressed*,10
2020-05-11,24148,Suppressed*,56
2020-05-11,24149,0,28
2020-05-11,24150,Suppressed*,3
2020-05-11,24151,13,37
2020-05-11,24153,52,380
2020-05-11,24161,0,3
2020-05-11,24162,6,41
2020-05-11,24165,0,14
2020-05-11,24167,0,3
2020-05-11,24168,Suppressed*,7
2020-05-11,24171,Suppressed*,63
2020-05-11,24174,Suppressed*,14
2020-05-11,24175,Suppressed*,37
2020-05-11,24176,Suppressed*,7
2020-05-11,24179,12,69
2020-05-11,24184,6,10
2020-05-11,24185,0,1
2020-05-11,24201,Suppressed*,186
2020-05-11,24202,7,127
2020-05-11,24210,19,261
2020-05-11,24211,9,138
2020-05-11,24216,9,56
2020-05-11,24217,0,1
2020-05-11,24219,9,363
2020-05-11,24220,0,7
2020-05-11,24221,0,4
2020-05-11,24224,5,62
2020-05-11,24225,0,10
2020-05-11,24226,0,13
2020-05-11,24228,0,93
2020-05-11,24230,0,88
2020-05-11,24236,5,45
2020-05-11,24237,0,7
2020-05-11,24239,0,4
2020-05-11,24243,0,34
2020-05-11,24244,Suppressed*,83
2020-05-11,24245,0,14
2020-05-11,24246,0,5
2020-05-11,24248,Suppressed*,29
2020-05-11,24250,0,11
2020-05-11,24251,Suppressed*,131
2020-05-11,24256,0,36
2020-05-11,24258,0,19
2020-05-11,24260,0,53
2020-05-11,24263,Suppressed*,84
2020-05-11,24265,0,9
2020-05-11,24266,Suppressed*,103
2020-05-11,24269,0,4
2020-05-11,24270,Suppressed*,6
2020-05-11,24271,0,20
2020-05-11,24272,0,6
2020-05-11,24273,Suppressed*,69
2020-05-11,24277,Suppressed*,86
2020-05-11,24279,0,34
2020-05-11,24280,0,5
2020-05-11,24281,0,21
2020-05-11,24282,0,10
2020-05-11,24283,0,36
2020-05-11,24290,0,20
2020-05-11,24292,0,8
2020-05-11,24293,Suppressed*,124
2020-05-11,24301,Suppressed*,216
2020-05-11,24311,0,24
2020-05-11,24312,0,18
2020-05-11,24313,Suppressed*,7
2020-05-11,24314,0,31
2020-05-11,24315,0,40
2020-05-11,24316,0,2
2020-05-11,24317,Suppressed*,25
2020-05-11,24318,0,8
2020-05-11,24319,5,83
2020-05-11,24322,0,3
2020-05-11,24323,Suppressed*,9
2020-05-11,24324,0,32
2020-05-11,24325,0,4
2020-05-11,24326,0,4
2020-05-11,24328,0,13
2020-05-11,24330,5,35
2020-05-11,24333,84,331
2020-05-11,24340,Suppressed*,80
2020-05-11,24343,8,92
2020-05-11,24347,0,16
2020-05-11,24348,0,66
2020-05-11,24350,0,9
2020-05-11,24351,0,4
2020-05-11,24352,0,10
2020-05-11,24354,Suppressed*,197
2020-05-11,24360,Suppressed*,84
2020-05-11,24361,Suppressed*,73
2020-05-11,24363,0,6
2020-05-11,24366,Suppressed*,13
2020-05-11,24368,Suppressed*,54
2020-05-11,24370,Suppressed*,71
2020-05-11,24374,0,13
2020-05-11,24375,0,10
2020-05-11,24377,0,2
2020-05-11,24378,Suppressed*,7
2020-05-11,24380,Suppressed*,8
2020-05-11,24381,Suppressed*,29
2020-05-11,24382,Suppressed*,167
2020-05-11,24401,23,311
2020-05-11,24412,0,1
2020-05-11,24413,0,4
2020-05-11,24415,0,2
2020-05-11,24416,9,25
2020-05-11,24421,Suppressed*,10
2020-05-11,24422,6,85
2020-05-11,24426,Suppressed*,147
2020-05-11,24430,0,19
2020-05-11,24431,5,22
2020-05-11,24432,Suppressed*,1
2020-05-11,24433,0,1
2020-05-11,24435,Suppressed*,7
2020-05-11,24437,0,5
2020-05-11,24439,0,8
2020-05-11,24440,7,28
2020-05-11,24441,14,81
2020-05-11,24442,0,2
2020-05-11,24445,0,26
2020-05-11,24448,0,4
2020-05-11,24450,7,58
2020-05-11,24457,0,11
2020-05-11,24458,0,4
2020-05-11,24460,0,9
2020-05-11,24465,Suppressed*,11
2020-05-11,24467,Suppressed*,12
2020-05-11,24471,Suppressed*,22
2020-05-11,24472,0,13
2020-05-11,24473,0,2
2020-05-11,24474,0,5
2020-05-11,24476,0,4
2020-05-11,24477,11,109
2020-05-11,24479,0,16
2020-05-11,24482,Suppressed*,41
2020-05-11,24483,Suppressed*,3
2020-05-11,24484,0,4
2020-05-11,24485,0,1
2020-05-11,24486,13,47
2020-05-11,24487,0,2
2020-05-11,24501,23,377
2020-05-11,24502,32,505
2020-05-11,24503,11,247
2020-05-11,24504,5,118
2020-05-11,24517,0,76
2020-05-11,24520,0,27
2020-05-11,24521,Suppressed*,167
2020-05-11,24522,15,150
2020-05-11,24523,6,224
2020-05-11,24526,Suppressed*,20
2020-05-11,24527,Suppressed*,34
2020-05-11,24528,Suppressed*,46
2020-05-11,24529,Suppressed*,44
2020-05-11,24530,0,13
2020-05-11,24531,Suppressed*,64
2020-05-11,24534,Suppressed*,26
2020-05-11,24536,0,2
2020-05-11,24538,Suppressed*,69
2020-05-11,24539,0,7
2020-05-11,24540,19,309
2020-05-11,24541,21,316
2020-05-11,24549,0,40
2020-05-11,24550,5,80
2020-05-11,24551,19,307
2020-05-11,24553,Suppressed*,30
2020-05-11,24554,Suppressed*,45
2020-05-11,24555,0,5
2020-05-11,24556,0,41
2020-05-11,24557,Suppressed*,70
2020-05-11,24558,Suppressed*,95
2020-05-11,24562,0,11
2020-05-11,24563,Suppressed*,70
2020-05-11,24565,0,8
2020-05-11,24566,Suppressed*,10
2020-05-11,24569,0,12
2020-05-11,24571,Suppressed*,20
2020-05-11,24572,10,250
2020-05-11,24574,Suppressed*,38
2020-05-11,24577,Suppressed*,48
2020-05-11,24578,Suppressed*,3
2020-05-11,24579,0,4
2020-05-11,24580,Suppressed*,12
2020-05-11,24586,Suppressed*,57
2020-05-11,24588,Suppressed*,126
2020-05-11,24589,0,28
2020-05-11,24590,10,166
2020-05-11,24592,10,238
2020-05-11,24593,Suppressed*,23
2020-05-11,24594,Suppressed*,29
2020-05-11,24595,0,3
2020-05-11,24597,Suppressed*,13
2020-05-11,24598,Suppressed*,28
2020-05-11,24599,Suppressed*,13
2020-05-11,24602,0,11
2020-05-11,24603,Suppressed*,10
2020-05-11,24605,Suppressed*,116
2020-05-11,24606,0,2
2020-05-11,24607,0,2
2020-05-11,24609,Suppressed*,80
2020-05-11,24612,0,3
2020-05-11,24613,0,20
2020-05-11,24614,15,128
2020-05-11,24620,0,18
2020-05-11,24622,0,15
2020-05-11,24628,0,5
2020-05-11,24630,0,67
2020-05-11,24631,0,20
2020-05-11,24634,0,7
2020-05-11,24635,0,11
2020-05-11,24637,0,25
2020-05-11,24639,Suppressed*,52
2020-05-11,24641,0,92
2020-05-11,24646,0,6
2020-05-11,24649,0,20
2020-05-11,24651,0,68
2020-05-11,24656,0,35
2020-05-11,24657,0,2
2020-05-11,"Not Reported",476,21110
2020-05-11,Out-of-State,0,2310
