"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-28,Lenowisco,70-79,5,4,1
2020-06-28,"Virginia Beach",0-9,24,0,0
2020-06-28,Lenowisco,50-59,15,5,0
2020-06-28,Chesapeake,70-79,66,26,3
2020-06-28,"Western Tidewater",80+,130,23,21
2020-06-28,"Thomas Jefferson",10-19,59,1,0
2020-06-28,Richmond,40-49,372,26,1
2020-06-28,"Lord Fairfax",50-59,320,25,2
2020-06-28,"Lord Fairfax",10-19,135,1,0
2020-06-28,"Rappahannock Rapidan",10-19,129,3,0
2020-06-28,Crater,50-59,257,29,3
2020-06-28,Arlington,Missing,11,1,0
2020-06-28,Roanoke,50-59,39,1,0
2020-06-28,Rappahannock,10-19,219,2,0
2020-06-28,Roanoke,10-19,31,0,0
2020-06-28,"Eastern Shore",Missing,6,0,0
2020-06-28,"Mount Rogers",Missing,1,0,0
2020-06-28,"Prince William",60-69,736,157,34
2020-06-28,Alleghany,70-79,32,7,7
2020-06-28,Crater,20-29,219,7,0
2020-06-28,Loudoun,60-69,249,47,5
2020-06-28,Fairfax,0-9,462,18,0
2020-06-28,Roanoke,Missing,3,0,0
2020-06-28,Alexandria,20-29,359,8,1
2020-06-28,Portsmouth,70-79,29,11,5
2020-06-28,Alleghany,30-39,38,2,0
2020-06-28,"Prince William",20-29,1590,49,0
2020-06-28,Southside,70-79,55,9,12
2020-06-28,Piedmont,Missing,1,0,0
2020-06-28,Rappahannock,0-9,111,1,0
2020-06-28,Henrico,30-39,441,15,0
2020-06-28,"Prince William",10-19,738,8,0
2020-06-28,Chickahominy,10-19,36,0,0
2020-06-28,"Lord Fairfax",0-9,56,1,0
2020-06-28,"Central Virginia",Missing,1,0,0
2020-06-28,Chesapeake,20-29,132,3,0
2020-06-28,"Three Rivers",Missing,1,0,0
2020-06-28,Henrico,10-19,155,3,0
2020-06-28,"Mount Rogers",30-39,99,4,0
2020-06-28,"Eastern Shore",30-39,234,8,0
2020-06-28,Chesterfield,0-9,113,0,0
2020-06-28,"Central Shenandoah",10-19,110,1,0
2020-06-28,Crater,0-9,23,1,0
2020-06-28,Fairfax,70-79,659,231,103
2020-06-28,Rappahannock,80+,89,30,17
2020-06-28,Alexandria,10-19,165,3,0
2020-06-28,Portsmouth,40-49,65,6,0
2020-06-28,"Three Rivers",50-59,94,7,0
2020-06-28,Alleghany,Missing,1,0,0
2020-06-28,Alexandria,30-39,537,30,0
2020-06-28,Southside,Missing,0,0,0
2020-06-28,Portsmouth,60-69,51,16,5
2020-06-28,Roanoke,30-39,77,0,0
2020-06-28,"Three Rivers",60-69,68,11,0
2020-06-28,Fairfax,50-59,2189,286,31
2020-06-28,Portsmouth,50-59,72,18,2
2020-06-28,Chickahominy,80+,83,34,22
2020-06-28,"Rappahannock Rapidan",50-59,206,23,2
2020-06-28,Fairfax,80+,787,291,280
2020-06-28,Hampton,Missing,5,0,0
2020-06-28,"Cumberland Plateau",80+,0,0,0
2020-06-28,Alleghany,50-59,57,5,1
2020-06-28,"Prince William",40-49,1906,142,6
2020-06-28,Fairfax,Missing,151,3,0
2020-06-28,"Virginia Beach",40-49,160,19,1
2020-06-28,Richmond,Missing,18,0,0
2020-06-28,Norfolk,40-49,121,12,0
2020-06-28,Piedmont,80+,47,14,6
2020-06-28,"Virginia Beach",60-69,138,18,1
2020-06-28,"West Piedmont",40-49,76,7,2
2020-06-28,Arlington,10-19,91,5,0
2020-06-28,Lenowisco,0-9,3,0,0
2020-06-28,Pittsylvania-Danville,50-59,38,10,0
2020-06-28,"Virginia Beach",50-59,146,13,0
2020-06-28,Chesapeake,Missing,12,1,0
2020-06-28,"Central Shenandoah",80+,105,25,14
2020-06-28,"Thomas Jefferson",40-49,147,9,0
2020-06-28,"Rappahannock Rapidan",60-69,110,16,4
2020-06-28,Norfolk,30-39,162,11,0
2020-06-28,"Rappahannock Rapidan",Missing,7,0,0
2020-06-28,"Lord Fairfax",80+,136,31,35
2020-06-28,"Three Rivers",10-19,24,0,0
2020-06-28,Piedmont,40-49,184,9,0
2020-06-28,Norfolk,80+,20,7,3
2020-06-28,Peninsula,20-29,184,1,0
2020-06-28,Norfolk,50-59,124,20,2
2020-06-28,"Thomas Jefferson",50-59,112,9,1
2020-06-28,Richmond,70-79,84,38,13
2020-06-28,Chesterfield,70-79,126,21,14
2020-06-28,Piedmont,30-39,189,2,0
2020-06-28,"Prince William",30-39,1689,91,2
2020-06-28,Alleghany,20-29,75,1,0
2020-06-28,Alleghany,0-9,8,0,0
2020-06-28,"Mount Rogers",40-49,101,3,1
2020-06-28,"Eastern Shore",40-49,245,10,2
2020-06-28,"Central Virginia",60-69,43,4,2
2020-06-28,Richmond,10-19,184,2,0
2020-06-28,Pittsylvania-Danville,60-69,23,8,1
2020-06-28,Pittsylvania-Danville,Missing,0,0,0
2020-06-28,Chesterfield,60-69,273,33,9
2020-06-28,Southside,10-19,7,0,0
2020-06-28,"New River",80+,12,4,1
2020-06-28,"Central Virginia",50-59,56,2,1
2020-06-28,Hampton,70-79,20,8,0
2020-06-28,Pittsylvania-Danville,10-19,8,0,0
2020-06-28,Richmond,60-69,195,45,6
2020-06-28,Chickahominy,40-49,83,11,1
2020-06-28,"Three Rivers",80+,30,5,3
2020-06-28,Rappahannock,30-39,481,21,0
2020-06-28,"Lord Fairfax",60-69,214,44,12
2020-06-28,"Western Tidewater",0-9,7,0,0
2020-06-28,Rappahannock,70-79,99,28,14
2020-06-28,"Prince William",80+,224,74,64
2020-06-28,Hampton,80+,6,3,2
2020-06-28,Alexandria,80+,89,28,25
2020-06-28,"Mount Rogers",60-69,79,8,0
2020-06-28,"Eastern Shore",60-69,176,28,8
2020-06-28,"Lord Fairfax",70-79,126,37,15
2020-06-28,"New River",30-39,24,1,0
2020-06-28,Chesapeake,10-19,43,1,0
2020-06-28,Hampton,40-49,43,5,0
2020-06-28,Fairfax,60-69,1412,300,57
2020-06-28,Hampton,20-29,68,2,0
2020-06-28,"Central Shenandoah",40-49,330,13,0
2020-06-28,Pittsylvania-Danville,0-9,4,0,0
2020-06-28,Crater,30-39,257,4,0
2020-06-28,"Virginia Beach",70-79,68,25,7
2020-06-28,"Virginia Beach",30-39,166,11,0
2020-06-28,Piedmont,0-9,20,0,0
2020-06-28,"Central Shenandoah",30-39,305,6,0
2020-06-28,Hampton,50-59,47,9,1
2020-06-28,Peninsula,70-79,86,38,11
2020-06-28,Arlington,20-29,419,20,0
2020-06-28,"West Piedmont",70-79,23,7,3
2020-06-28,Richmond,20-29,445,13,0
2020-06-28,Roanoke,0-9,10,0,0
2020-06-28,Hampton,30-39,53,3,0
2020-06-28,"Thomas Jefferson",30-39,188,5,0
2020-06-28,"Western Tidewater",40-49,95,5,1
2020-06-28,Richmond,50-59,282,44,1
2020-06-28,"Western Tidewater",50-59,136,12,2
2020-06-28,Crater,Missing,7,0,0
2020-06-28,Arlington,50-59,378,66,6
2020-06-28,Piedmont,70-79,63,17,2
2020-06-28,Alexandria,60-69,196,44,2
2020-06-28,Portsmouth,30-39,94,4,0
2020-06-28,Lenowisco,20-29,7,0,0
2020-06-28,"Central Virginia",30-39,54,1,0
2020-06-28,Norfolk,10-19,50,1,0
2020-06-28,"New River",10-19,17,0,0
2020-06-28,"Central Virginia",20-29,74,2,0
2020-06-28,Rappahannock,50-59,370,45,4
2020-06-28,Rappahannock,60-69,204,44,5
2020-06-28,Piedmont,20-29,152,2,0
2020-06-28,"New River",60-69,25,4,0
2020-06-28,Roanoke,40-49,53,1,0
2020-06-28,"Three Rivers",20-29,107,4,0
2020-06-28,Rappahannock,40-49,434,37,2
2020-06-28,Portsmouth,80+,20,7,4
2020-06-28,"Central Shenandoah",Missing,0,0,0
2020-06-28,"Eastern Shore",70-79,47,16,9
2020-06-28,"Mount Rogers",70-79,59,26,9
2020-06-28,"Cumberland Plateau",70-79,4,0,0
2020-06-28,Piedmont,10-19,31,0,0
2020-06-28,Southside,20-29,39,2,0
2020-06-28,Chesterfield,50-59,427,29,4
2020-06-28,"Rappahannock Rapidan",20-29,270,4,0
2020-06-28,"Cumberland Plateau",60-69,5,1,0
2020-06-28,Roanoke,70-79,11,3,0
2020-06-28,"Central Shenandoah",20-29,383,7,0
2020-06-28,Pittsylvania-Danville,80+,6,4,2
2020-06-28,"Virginia Beach",80+,86,28,20
2020-06-28,"Central Shenandoah",50-59,361,31,2
2020-06-28,Lenowisco,Missing,0,0,0
2020-06-28,Fairfax,30-39,2679,163,4
2020-06-28,Lenowisco,60-69,5,4,2
2020-06-28,Loudoun,30-39,714,23,0
2020-06-28,"West Piedmont",80+,13,6,1
2020-06-28,Roanoke,80+,38,3,10
2020-06-28,Fairfax,40-49,2615,240,9
2020-06-28,"Thomas Jefferson",80+,75,25,14
2020-06-28,Roanoke,20-29,77,3,0
2020-06-28,Henrico,60-69,286,46,27
2020-06-28,"Lord Fairfax",40-49,311,16,1
2020-06-28,"Western Tidewater",Missing,5,0,0
2020-06-28,Chickahominy,60-69,73,18,6
2020-06-28,Peninsula,Missing,7,0,0
2020-06-28,Henrico,70-79,207,45,34
2020-06-28,"Western Tidewater",20-29,71,3,0
2020-06-28,Peninsula,0-9,33,0,0
2020-06-28,Loudoun,40-49,786,45,1
2020-06-28,Pittsylvania-Danville,30-39,26,1,0
2020-06-28,Loudoun,20-29,637,6,0
2020-06-28,Crater,60-69,212,41,11
2020-06-28,Loudoun,80+,188,50,65
2020-06-28,Arlington,80+,204,84,69
2020-06-28,"Virginia Beach",10-19,59,0,0
2020-06-28,"Mount Rogers",80+,72,25,18
2020-06-28,"Eastern Shore",80+,50,21,18
2020-06-28,Crater,10-19,49,0,0
2020-06-28,Lenowisco,30-39,5,1,1
2020-06-28,Norfolk,Missing,7,1,0
2020-06-28,Henrico,Missing,29,1,1
2020-06-28,"New River",40-49,31,1,0
2020-06-28,"Central Virginia",0-9,7,0,0
2020-06-28,"New River",70-79,16,8,4
2020-06-28,Loudoun,0-9,149,3,0
2020-06-28,"Central Virginia",70-79,21,4,2
2020-06-28,Southside,0-9,3,0,0
2020-06-28,"Three Rivers",40-49,133,11,2
2020-06-28,Chickahominy,30-39,85,2,0
2020-06-28,"Central Shenandoah",60-69,254,44,8
2020-06-28,"Western Tidewater",60-69,120,13,6
2020-06-28,"Cumberland Plateau",30-39,8,0,0
2020-06-28,Portsmouth,10-19,16,0,0
2020-06-28,Chesterfield,Missing,71,0,0
2020-06-28,Alexandria,40-49,429,37,0
2020-06-28,"Thomas Jefferson",70-79,61,19,2
2020-06-28,"Three Rivers",30-39,137,3,0
2020-06-28,"Western Tidewater",70-79,87,21,16
2020-06-28,Arlington,60-69,279,77,19
2020-06-28,"Cumberland Plateau",10-19,19,0,0
2020-06-28,"West Piedmont",30-39,67,1,0
2020-06-28,Peninsula,10-19,50,1,0
2020-06-28,Lenowisco,10-19,3,0,0
2020-06-28,Chesapeake,0-9,23,1,0
2020-06-28,Peninsula,50-59,132,19,3
2020-06-28,"Cumberland Plateau",Missing,0,0,0
2020-06-28,Peninsula,60-69,121,29,3
2020-06-28,"Lord Fairfax",30-39,324,11,1
2020-06-28,"Virginia Beach",Missing,25,0,0
2020-06-28,Arlington,40-49,421,47,6
2020-06-28,"West Piedmont",10-19,47,0,0
2020-06-28,Chickahominy,70-79,55,20,6
2020-06-28,Pittsylvania-Danville,20-29,20,0,0
2020-06-28,Loudoun,50-59,618,49,1
2020-06-28,Richmond,30-39,471,24,1
2020-06-28,"Thomas Jefferson",Missing,1,0,0
2020-06-28,"Rappahannock Rapidan",80+,20,13,4
2020-06-28,"Lord Fairfax",Missing,2,0,0
2020-06-28,"Cumberland Plateau",50-59,6,1,0
2020-06-28,Loudoun,Missing,59,0,1
2020-06-28,Southside,50-59,57,8,0
2020-06-28,Chesterfield,20-29,486,5,0
2020-06-28,Norfolk,70-79,33,21,3
2020-06-28,Alleghany,10-19,43,0,0
2020-06-28,Crater,80+,96,17,2
2020-06-28,Portsmouth,Missing,7,0,0
2020-06-28,"Western Tidewater",10-19,15,0,0
2020-06-28,Chesterfield,10-19,291,0,0
2020-06-28,Southside,60-69,53,11,4
