"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-30,Alexandria,60-69,169,32,2
2020-05-30,Portsmouth,30-39,71,3,0
2020-05-30,Lenowisco,20-29,6,0,0
2020-05-30,"Central Virginia",30-39,37,2,0
2020-05-30,Norfolk,10-19,28,1,0
2020-05-30,"New River",10-19,5,0,0
2020-05-30,"Central Virginia",20-29,28,2,0
2020-05-30,Rappahannock,50-59,245,31,2
2020-05-30,Rappahannock,60-69,145,35,4
2020-05-30,Piedmont,20-29,113,0,0
2020-05-30,"New River",60-69,17,2,0
2020-05-30,Roanoke,40-49,21,1,0
2020-05-30,"Three Rivers",20-29,79,2,0
2020-05-30,Rappahannock,40-49,289,27,2
2020-05-30,Portsmouth,80+,17,6,3
2020-05-30,"Central Shenandoah",Missing,1,0,0
2020-05-30,"Eastern Shore",70-79,42,11,6
2020-05-30,"Mount Rogers",70-79,22,9,1
2020-05-30,"Cumberland Plateau",70-79,2,0,0
2020-05-30,Piedmont,10-19,12,0,0
2020-05-30,Southside,20-29,28,2,0
2020-05-30,Chesterfield,50-59,237,19,1
2020-05-30,"Rappahannock Rapidan",20-29,220,2,0
2020-05-30,"Cumberland Plateau",60-69,4,1,0
2020-05-30,Roanoke,70-79,9,3,0
2020-05-30,"Central Shenandoah",20-29,280,5,0
2020-05-30,Pittsylvania-Danville,80+,3,2,2
2020-05-30,"Virginia Beach",80+,70,19,14
2020-05-30,"Central Shenandoah",50-59,271,22,1
2020-05-30,Lenowisco,Missing,0,0,0
2020-05-30,Fairfax,30-39,2158,133,3
2020-05-30,Lenowisco,60-69,5,4,2
2020-05-30,Loudoun,30-39,454,14,0
2020-05-30,"West Piedmont",80+,7,3,0
2020-05-30,Roanoke,80+,36,3,9
2020-05-30,Fairfax,40-49,2111,197,6
2020-05-30,"Thomas Jefferson",80+,63,21,14
2020-05-30,Roanoke,20-29,21,0,0
2020-05-30,Henrico,60-69,218,34,23
2020-05-30,"Lord Fairfax",40-49,223,9,1
2020-05-30,"Western Tidewater",Missing,2,0,0
2020-05-30,Chickahominy,60-69,60,16,6
2020-05-30,Chesapeake,20-29,66,3,0
2020-05-30,"Three Rivers",Missing,1,0,0
2020-05-30,Lenowisco,10-19,2,0,0
2020-05-30,Chesapeake,0-9,12,1,0
2020-05-30,Peninsula,50-59,101,16,2
2020-05-30,"Cumberland Plateau",Missing,0,0,0
2020-05-30,Peninsula,60-69,101,27,3
2020-05-30,"Lord Fairfax",30-39,214,9,1
2020-05-30,"Virginia Beach",Missing,24,0,0
2020-05-30,Arlington,40-49,361,45,3
2020-05-30,"West Piedmont",10-19,18,0,0
2020-05-30,Chickahominy,70-79,45,17,5
2020-05-30,Pittsylvania-Danville,20-29,9,0,0
2020-05-30,Loudoun,50-59,412,27,1
2020-05-30,Richmond,30-39,260,13,0
2020-05-30,"Thomas Jefferson",Missing,1,0,0
2020-05-30,"Rappahannock Rapidan",80+,19,11,4
2020-05-30,"Lord Fairfax",Missing,2,0,0
2020-05-30,"Cumberland Plateau",50-59,3,1,0
2020-05-30,Loudoun,Missing,46,0,0
2020-05-30,Southside,50-59,40,5,0
2020-05-30,Chesterfield,20-29,221,4,0
2020-05-30,Norfolk,70-79,19,13,2
2020-05-30,Alleghany,10-19,4,0,0
2020-05-30,Crater,80+,52,8,1
2020-05-30,Portsmouth,Missing,2,0,0
2020-05-30,"Western Tidewater",10-19,11,0,0
2020-05-30,Chesterfield,10-19,127,0,0
2020-05-30,Southside,60-69,42,10,3
2020-05-30,"Virginia Beach",0-9,5,0,0
2020-05-30,Lenowisco,50-59,13,5,0
2020-05-30,Chesapeake,70-79,39,19,2
2020-05-30,"Western Tidewater",80+,127,22,20
2020-05-30,"Thomas Jefferson",10-19,20,0,0
2020-05-30,Richmond,40-49,234,18,1
2020-05-30,"Lord Fairfax",50-59,236,16,2
2020-05-30,"Lord Fairfax",10-19,72,0,0
2020-05-30,"Rappahannock Rapidan",10-19,99,1,0
2020-05-30,Crater,50-59,125,17,2
2020-05-30,Arlington,Missing,6,0,0
2020-05-30,Roanoke,50-59,17,1,0
2020-05-30,Rappahannock,10-19,114,1,0
2020-05-30,Roanoke,10-19,4,0,0
2020-05-30,"Eastern Shore",Missing,0,0,0
2020-05-30,"Mount Rogers",Missing,0,0,0
2020-05-30,"Prince William",60-69,595,102,24
2020-05-30,Alleghany,70-79,24,4,8
2020-05-30,Crater,20-29,111,6,0
2020-05-30,Loudoun,60-69,188,27,3
2020-05-30,Fairfax,0-9,296,11,0
2020-05-30,Roanoke,Missing,3,0,0
2020-05-30,Alexandria,20-29,291,5,1
2020-05-30,Portsmouth,70-79,19,6,3
2020-05-30,Alleghany,30-39,17,2,0
2020-05-30,"Prince William",20-29,1199,32,0
2020-05-30,Southside,70-79,46,9,10
2020-05-30,Piedmont,Missing,0,0,0
2020-05-30,Rappahannock,0-9,56,1,0
2020-05-30,Henrico,30-39,247,8,0
2020-05-30,"Prince William",10-19,441,4,0
2020-05-30,Chickahominy,10-19,18,0,0
2020-05-30,"Lord Fairfax",0-9,33,0,0
2020-05-30,"Central Virginia",Missing,0,0,0
2020-05-30,Fairfax,60-69,1147,235,41
2020-05-30,Hampton,20-29,33,1,0
2020-05-30,"Central Shenandoah",40-49,254,7,0
2020-05-30,Pittsylvania-Danville,0-9,1,0,0
2020-05-30,Crater,30-39,108,2,0
2020-05-30,"Virginia Beach",70-79,55,23,7
2020-05-30,"Virginia Beach",30-39,102,8,0
2020-05-30,Piedmont,0-9,6,0,0
2020-05-30,"Central Shenandoah",30-39,237,5,0
2020-05-30,Hampton,50-59,37,8,1
2020-05-30,Peninsula,70-79,77,36,10
2020-05-30,Arlington,20-29,328,19,0
2020-05-30,"West Piedmont",70-79,14,6,3
2020-05-30,Richmond,20-29,247,7,0
2020-05-30,Roanoke,0-9,5,0,0
2020-05-30,Hampton,30-39,34,2,0
2020-05-30,"Thomas Jefferson",30-39,96,4,0
2020-05-30,"Western Tidewater",40-49,82,5,1
2020-05-30,Richmond,50-59,175,32,1
2020-05-30,"Western Tidewater",50-59,110,9,1
2020-05-30,Chickahominy,40-49,67,10,1
2020-05-30,"Three Rivers",80+,25,5,3
2020-05-30,Rappahannock,30-39,321,15,0
2020-05-30,"Lord Fairfax",60-69,172,32,8
2020-05-30,"Western Tidewater",0-9,5,0,0
2020-05-30,Rappahannock,70-79,43,17,6
2020-05-30,"Prince William",80+,161,52,52
2020-05-30,Hampton,80+,4,2,1
2020-05-30,Alexandria,80+,75,24,19
2020-05-30,"Mount Rogers",60-69,36,3,0
2020-05-30,"Eastern Shore",60-69,153,17,6
2020-05-30,"Lord Fairfax",70-79,93,24,11
2020-05-30,"New River",30-39,11,1,0
2020-05-30,Chesapeake,10-19,18,0,0
2020-05-30,Hampton,40-49,28,2,0
2020-05-30,Peninsula,Missing,11,0,0
2020-05-30,Henrico,70-79,174,44,35
2020-05-30,"Western Tidewater",20-29,46,2,0
2020-05-30,Peninsula,0-9,16,0,0
2020-05-30,Loudoun,40-49,543,22,0
2020-05-30,Pittsylvania-Danville,30-39,10,0,0
2020-05-30,Loudoun,20-29,391,3,0
2020-05-30,Crater,60-69,107,27,10
2020-05-30,Loudoun,80+,155,38,48
2020-05-30,Arlington,80+,186,70,58
2020-05-30,"Virginia Beach",10-19,22,0,0
2020-05-30,"Mount Rogers",80+,19,5,5
2020-05-30,"Eastern Shore",80+,44,16,13
2020-05-30,Crater,10-19,21,0,0
2020-05-30,Lenowisco,30-39,3,1,1
2020-05-30,Norfolk,Missing,7,1,0
2020-05-30,Henrico,Missing,29,1,1
2020-05-30,"New River",40-49,13,1,0
2020-05-30,"Central Virginia",0-9,5,0,0
2020-05-30,"New River",70-79,10,6,1
2020-05-30,Loudoun,0-9,87,1,0
2020-05-30,"Central Virginia",70-79,16,4,2
2020-05-30,Southside,0-9,1,0,0
2020-05-30,"Three Rivers",40-49,107,8,1
2020-05-30,Chickahominy,30-39,61,0,0
2020-05-30,"Central Shenandoah",60-69,187,34,7
2020-05-30,"Western Tidewater",60-69,102,12,4
2020-05-30,"Cumberland Plateau",30-39,5,0,0
2020-05-30,Portsmouth,10-19,8,0,0
2020-05-30,Chesterfield,Missing,28,0,0
2020-05-30,Alexandria,40-49,371,31,0
2020-05-30,"Thomas Jefferson",70-79,52,15,2
2020-05-30,"Three Rivers",30-39,109,2,0
2020-05-30,"Western Tidewater",70-79,77,17,13
2020-05-30,Arlington,60-69,255,70,17
2020-05-30,"Cumberland Plateau",10-19,12,0,0
2020-05-30,"West Piedmont",30-39,25,1,0
2020-05-30,Peninsula,10-19,15,1,0
