"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-06-23,24471,7,87
2020-06-23,24323,Suppressed*,19
2020-06-23,24646,0,15
2020-06-23,24354,20,456
2020-06-23,23894,Suppressed*,40
2020-06-23,22401,222,2001
2020-06-23,22182,122,1308
2020-06-23,24630,0,148
2020-06-23,23140,22,388
2020-06-23,23839,Suppressed*,53
2020-06-23,24477,29,438
2020-06-23,20176,688,3995
2020-06-23,20137,16,116
2020-06-23,24649,0,50
2020-06-23,22947,8,248
2020-06-23,23851,44,1415
2020-06-23,22601,304,10226
2020-06-23,22509,Suppressed*,7
2020-06-23,22015,370,2340
2020-06-23,23690,0,124
2020-06-23,24348,10,164
2020-06-23,22637,Suppressed*,31
2020-06-23,20139,Suppressed*,13
2020-06-23,24176,Suppressed*,35
2020-06-23,23314,17,387
2020-06-23,24421,Suppressed*,125
2020-06-23,20198,6,105
2020-06-23,22976,0,16
2020-06-23,22435,Suppressed*,137
2020-06-23,24605,Suppressed*,305
2020-06-23,24340,9,128
2020-06-23,23221,43,1063
2020-06-23,23336,10,146
2020-06-23,22044,268,1140
2020-06-23,24065,Suppressed*,79
2020-06-23,22851,71,220
2020-06-23,22181,63,669
2020-06-23,24014,64,386
2020-06-23,23237,340,2296
2020-06-23,24266,Suppressed*,274
2020-06-23,24531,9,298
2020-06-23,23942,14,109
2020-06-23,23883,5,106
2020-06-23,23231,175,2752
2020-06-23,24078,47,341
2020-06-23,23460,Suppressed*,32
2020-06-23,24102,0,20
2020-06-23,22611,24,246
2020-06-23,23967,Suppressed*,61
2020-06-23,23923,8,151
2020-06-23,24378,Suppressed*,26
2020-06-23,24416,14,190
2020-06-23,24375,0,18
2020-06-23,24651,0,369
2020-06-23,22576,0,72
2020-06-23,22066,75,828
2020-06-23,23486,Suppressed*,8
2020-06-23,23701,152,1774
2020-06-23,24011,0,12136
2020-06-23,23806,0,179
2020-06-23,23551,0,7
2020-06-23,23875,46,789
2020-06-23,23821,Suppressed*,167
2020-06-23,23846,Suppressed*,43
2020-06-23,23156,5,63
2020-06-23,20169,95,1224
2020-06-23,24541,35,1158
2020-06-23,23898,10,107
2020-06-23,23876,0,13
2020-06-23,22640,Suppressed*,12
2020-06-23,23669,80,2326
2020-06-23,22035,Suppressed*,39
2020-06-23,24301,13,573
2020-06-23,23917,12,255
2020-06-23,23503,94,1393
2020-06-23,22939,12,335
2020-06-23,24216,10,100
2020-06-23,24538,Suppressed*,209
2020-06-23,24473,0,26
2020-06-23,20166,193,1069
2020-06-23,22041,730,3169
2020-06-23,24631,0,33
2020-06-23,22193,1485,7354
2020-06-23,20135,10,154
2020-06-23,22201,216,2050
2020-06-23,23434,224,3767
2020-06-23,20144,Suppressed*,40
2020-06-23,23303,19,116
2020-06-23,24350,Suppressed*,31
2020-06-23,23395,18,79
2020-06-23,24598,Suppressed*,74
2020-06-23,20120,331,2159
2020-06-23,22812,29,469
2020-06-23,20180,25,383
2020-06-23,24079,Suppressed*,29
2020-06-23,22134,18,118
2020-06-23,23059,96,1941
2020-06-23,24374,0,29
2020-06-23,23461,Suppressed*,62
2020-06-23,24016,14,204
2020-06-23,22508,58,810
2020-06-23,23139,56,1293
2020-06-23,23837,53,237
2020-06-23,22802,513,2270
2020-06-23,24445,0,52
2020-06-23,23021,0,12
2020-06-23,24503,21,926
