"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
6/21/2020,20105,110,1424
6/21/2020,20106,38,234
6/21/2020,20109,1121,4260
6/21/2020,20110,1448,6105
6/21/2020,20111,921,3470
6/21/2020,20112,214,1690
6/21/2020,20115,36,297
6/21/2020,20117,8,117
6/21/2020,20118,Suppressed*,90
6/21/2020,20119,27,223
6/21/2020,20120,321,2082
6/21/2020,20121,223,1401
6/21/2020,20124,64,707
6/21/2020,20129,7,60
6/21/2020,20130,0,18
6/21/2020,20132,63,900
6/21/2020,20135,10,148
6/21/2020,20136,189,1504
6/21/2020,20137,16,104
6/21/2020,20139,Suppressed*,12
6/21/2020,20141,18,331
6/21/2020,20143,Suppressed*,62
6/21/2020,20144,Suppressed*,36
6/21/2020,20147,374,3859
6/21/2020,20148,180,2203
6/21/2020,20151,264,1366
6/21/2020,20152,164,1682
6/21/2020,20155,245,2138
6/21/2020,20158,17,218
6/21/2020,20164,1144,4322
6/21/2020,20165,280,2900
6/21/2020,20166,194,1046
6/21/2020,20169,94,1190
6/21/2020,20170,1001,3460
6/21/2020,20171,294,1951
6/21/2020,20175,227,2335
6/21/2020,20176,680,3882
6/21/2020,20180,25,368
6/21/2020,20181,37,512
6/21/2020,20184,Suppressed*,49
6/21/2020,20186,71,1133
6/21/2020,20187,73,866
6/21/2020,20190,216,1696
6/21/2020,20191,309,1693
6/21/2020,20194,35,541
6/21/2020,20197,6,137
6/21/2020,20198,6,100
6/21/2020,22003,1223,4967
6/21/2020,22015,369,2274
6/21/2020,22025,115,1030
6/21/2020,22026,236,1456
6/21/2020,22027,55,164
6/21/2020,22030,397,3305
6/21/2020,22031,396,2553
6/21/2020,22032,131,1345
6/21/2020,22033,255,2025
6/21/2020,22035,Suppressed*,39
6/21/2020,22039,58,797
6/21/2020,22041,722,3126
6/21/2020,22042,779,3118
6/21/2020,22043,240,1296
6/21/2020,22044,267,1120
6/21/2020,22046,201,1222
6/21/2020,22060,14,181
6/21/2020,22066,75,795
6/21/2020,22079,305,1919
6/21/2020,22101,125,1950
6/21/2020,22102,124,1345
6/21/2020,22124,61,807
6/21/2020,22125,Suppressed*,52
6/21/2020,22134,18,115
6/21/2020,22150,752,3371
6/21/2020,22151,276,1238
6/21/2020,22152,198,1437
6/21/2020,22153,167,1480
6/21/2020,22172,148,788
6/21/2020,22180,219,1434
6/21/2020,22181,62,639
6/21/2020,22182,121,1261
6/21/2020,22191,1533,7194
6/21/2020,22192,674,5007
6/21/2020,22193,1465,7165
6/21/2020,22201,215,1981
6/21/2020,22202,204,1448
6/21/2020,22203,319,1832
6/21/2020,22204,978,4878
6/21/2020,22205,138,1425
6/21/2020,22206,172,1384
6/21/2020,22207,271,2203
6/21/2020,22209,85,736
6/21/2020,22211,Suppressed*,19
6/21/2020,22213,18,173
6/21/2020,22214,0,3
6/21/2020,22301,81,878
6/21/2020,22302,234,2266
6/21/2020,22303,208,1056
6/21/2020,22304,659,4045
6/21/2020,22305,591,2147
6/21/2020,22306,838,3078
6/21/2020,22307,74,636
6/21/2020,22308,69,546
6/21/2020,22309,620,2366
6/21/2020,22310,289,1624
6/21/2020,22311,429,2212
6/21/2020,22312,557,2482
6/21/2020,22314,192,2034
6/21/2020,22315,105,1289
6/21/2020,22401,210,1946
6/21/2020,22405,135,1731
6/21/2020,22406,114,1398
6/21/2020,22407,564,4282
6/21/2020,22408,187,1707
6/21/2020,22427,15,199
6/21/2020,22432,Suppressed*,40
6/21/2020,22433,Suppressed*,9
6/21/2020,22435,Suppressed*,134
6/21/2020,22436,0,43
6/21/2020,22437,Suppressed*,53
6/21/2020,22438,Suppressed*,38
6/21/2020,22443,33,380
6/21/2020,22448,Suppressed*,33
6/21/2020,22454,Suppressed*,88
6/21/2020,22460,5,112
6/21/2020,22469,13,132
6/21/2020,22473,21,271
6/21/2020,22476,Suppressed*,21
6/21/2020,22480,0,50
6/21/2020,22482,5,151
6/21/2020,22485,94,1276
6/21/2020,22488,Suppressed*,70
6/21/2020,22503,6,257
6/21/2020,22504,0,10
6/21/2020,22508,57,783
6/21/2020,22509,Suppressed*,6
6/21/2020,22511,5,65
6/21/2020,22514,14,135
6/21/2020,22520,39,356
6/21/2020,22529,Suppressed*,15
6/21/2020,22530,0,3
6/21/2020,22534,5,128
6/21/2020,22535,Suppressed*,31
6/21/2020,22538,0,16
6/21/2020,22539,Suppressed*,115
6/21/2020,22542,7,122
6/21/2020,22546,65,812
6/21/2020,22548,0,4
6/21/2020,22551,91,1059
6/21/2020,22553,46,808
6/21/2020,22554,437,3260
6/21/2020,22556,221,1572
6/21/2020,22560,39,785
6/21/2020,22567,6,184
6/21/2020,22572,282,941
6/21/2020,22576,0,71
6/21/2020,22578,Suppressed*,100
6/21/2020,22579,Suppressed*,14
6/21/2020,22580,19,268
6/21/2020,22601,293,10091
6/21/2020,22602,161,609
6/21/2020,22603,106,379
6/21/2020,22610,8,31
6/21/2020,22611,22,226
6/21/2020,22620,9,82
6/21/2020,22623,Suppressed*,9
6/21/2020,22624,7,40
6/21/2020,22625,6,49
6/21/2020,22627,0,25
6/21/2020,22630,224,1188
6/21/2020,22637,Suppressed*,25
6/21/2020,22639,0,17
6/21/2020,22640,Suppressed*,12
6/21/2020,22641,0,2
6/21/2020,22642,21,120
6/21/2020,22643,0,18
6/21/2020,22644,49,80
6/21/2020,22645,24,88
6/21/2020,22646,0,11
6/21/2020,22650,Suppressed*,18
6/21/2020,22652,7,31
6/21/2020,22654,Suppressed*,13
6/21/2020,22655,112,392
6/21/2020,22656,21,94
6/21/2020,22657,57,279
6/21/2020,22660,16,39
6/21/2020,22663,13,31
6/21/2020,22664,187,809
6/21/2020,22701,689,2676
6/21/2020,22709,Suppressed*,46
6/21/2020,22711,0,3
6/21/2020,22712,101,646
6/21/2020,22713,7,57
6/21/2020,22714,14,64
6/21/2020,22715,Suppressed*,60
6/21/2020,22716,Suppressed*,29
6/21/2020,22718,Suppressed*,25
6/21/2020,22719,0,10
6/21/2020,22720,Suppressed*,46
6/21/2020,22722,0,7
6/21/2020,22723,0,7
6/21/2020,22724,14,107
6/21/2020,22726,22,90
6/21/2020,22727,19,271
6/21/2020,22728,12,155
6/21/2020,22729,Suppressed*,13
6/21/2020,22730,Suppressed*,5
6/21/2020,22731,Suppressed*,16
6/21/2020,22732,Suppressed*,17
6/21/2020,22733,17,83
6/21/2020,22734,25,200
6/21/2020,22735,Suppressed*,88
6/21/2020,22736,Suppressed*,25
6/21/2020,22737,7,122
6/21/2020,22738,Suppressed*,47
6/21/2020,22740,Suppressed*,52
6/21/2020,22741,0,12
6/21/2020,22742,20,125
6/21/2020,22743,Suppressed*,4
6/21/2020,22747,Suppressed*,37
6/21/2020,22749,0,16
6/21/2020,22801,632,2674
6/21/2020,22802,508,2138
6/21/2020,22807,Suppressed*,6
6/21/2020,22810,Suppressed*,39
6/21/2020,22811,Suppressed*,30
6/21/2020,22812,29,447
6/21/2020,22815,87,470
6/21/2020,22820,0,5
