"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-27,Norfolk,0-9,30,1,0
2020-06-27,"Cumberland Plateau",40-49,11,0,0
2020-06-27,"Eastern Shore",10-19,57,1,0
2020-06-27,"Mount Rogers",10-19,50,0,0
2020-06-27,"Rappahannock Rapidan",0-9,70,1,0
2020-06-27,"Three Rivers",0-9,9,1,0
2020-06-27,Henrico,40-49,377,25,1
2020-06-27,Alexandria,50-59,298,48,10
2020-06-27,Arlington,0-9,43,2,0
2020-06-27,Chickahominy,Missing,12,0,0
2020-06-27,"New River",20-29,49,0,0
2020-06-27,"Virginia Beach",20-29,242,4,0
2020-06-27,Chesapeake,50-59,130,19,1
2020-06-27,Alleghany,80+,23,8,5
2020-06-27,Fairfax,10-19,791,23,0
2020-06-27,Chesapeake,60-69,110,27,5
2020-06-27,"West Piedmont",Missing,0,0,0
2020-06-27,Peninsula,80+,50,24,15
2020-06-27,Crater,40-49,208,14,1
2020-06-27,Chesapeake,40-49,134,19,0
2020-06-27,"Thomas Jefferson",20-29,144,1,0
2020-06-27,"Lord Fairfax",20-29,333,5,0
2020-06-27,Norfolk,20-29,223,3,0
2020-06-27,Arlington,30-39,443,43,0
2020-06-27,"West Piedmont",60-69,44,5,0
2020-06-27,Henrico,50-59,313,34,8
2020-06-27,"West Piedmont",50-59,86,10,1
2020-06-27,"Cumberland Plateau",20-29,4,0,0
2020-06-27,Alexandria,70-79,100,38,19
2020-06-27,Portsmouth,20-29,91,5,0
2020-06-27,"Western Tidewater",30-39,111,6,0
2020-06-27,"Central Shenandoah",0-9,55,0,0
2020-06-27,Henrico,80+,311,66,70
2020-06-27,Alexandria,0-9,127,2,0
2020-06-27,Pittsylvania-Danville,40-49,43,6,0
2020-06-27,Henrico,20-29,346,14,0
2020-06-27,Roanoke,60-69,28,3,0
2020-06-27,Peninsula,30-39,153,7,1
2020-06-27,Alleghany,60-69,37,7,1
2020-06-27,"Prince William",70-79,284,80,40
2020-06-27,Norfolk,60-69,79,24,1
2020-06-27,Southside,40-49,47,5,0
2020-06-27,Chesterfield,30-39,603,4,0
2020-06-27,Loudoun,70-79,139,41,14
2020-06-27,"Central Virginia",40-49,48,0,0
2020-06-27,"New River",Missing,0,0,0
2020-06-27,Chickahominy,20-29,81,0,0
2020-06-27,"New River",0-9,3,0,0
2020-06-27,"Cumberland Plateau",0-9,1,0,0
2020-06-27,"Three Rivers",70-79,32,7,4
2020-06-27,"Rappahannock Rapidan",40-49,288,19,2
2020-06-27,Hampton,0-9,11,0,0
2020-06-27,Piedmont,50-59,181,19,0
2020-06-27,Rappahannock,20-29,406,11,0
2020-06-27,"West Piedmont",20-29,52,1,0
2020-06-27,Arlington,70-79,172,72,32
2020-06-27,Chickahominy,50-59,113,22,1
2020-06-27,Alleghany,40-49,51,1,0
2020-06-27,"Prince William",50-59,1396,179,14
2020-06-27,"Mount Rogers",0-9,33,1,0
2020-06-27,"Eastern Shore",0-9,19,1,0
2020-06-27,"Thomas Jefferson",60-69,79,18,2
