"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-09,Hampton,70-79,9,6,0
2020-05-09,Pittsylvania-Danville,10-19,1,0,0
2020-05-09,Richmond,60-69,81,25,5
2020-05-09,Chickahominy,40-49,47,7,1
2020-05-09,"Three Rivers",80+,20,5,3
2020-05-09,Rappahannock,30-39,150,9,0
2020-05-09,"Virginia Beach",0-9,2,0,0
2020-05-09,Lenowisco,50-59,13,5,0
2020-05-09,Chesapeake,70-79,29,15,0
2020-05-09,"Western Tidewater",80+,113,19,11
2020-05-09,"Thomas Jefferson",10-19,6,0,0
2020-05-09,Richmond,40-49,99,8,0
2020-05-09,"Lord Fairfax",50-59,138,7,1
2020-05-09,"Lord Fairfax",10-19,30,0,0
2020-05-09,"Rappahannock Rapidan",10-19,34,0,0
2020-05-09,Crater,50-59,48,13,1
2020-05-09,Arlington,Missing,1,0,0
2020-05-09,Roanoke,50-59,12,1,0
2020-05-09,Rappahannock,10-19,38,0,0
2020-05-09,Roanoke,10-19,0,0,0
2020-05-09,"Eastern Shore",Missing,0,0,0
2020-05-09,"Mount Rogers",Missing,0,0,0
2020-05-09,"Prince William",60-69,299,57,10
2020-05-09,Alleghany,70-79,15,3,1
2020-05-09,Crater,20-29,36,4,0
2020-05-09,Loudoun,60-69,103,18,1
2020-05-09,Fairfax,0-9,88,4,0
2020-05-09,Roanoke,Missing,0,0,0
2020-05-09,Alexandria,20-29,160,4,1
2020-05-09,Portsmouth,70-79,14,5,2
2020-05-09,Alleghany,30-39,11,1,0
2020-05-09,"Prince William",20-29,486,23,0
2020-05-09,Southside,70-79,24,8,4
2020-05-09,Piedmont,Missing,0,0,0
2020-05-09,Rappahannock,0-9,13,1,0
2020-05-09,Henrico,30-39,110,3,0
2020-05-09,"Prince William",10-19,138,3,0
2020-05-09,Chickahominy,10-19,5,0,0
2020-05-09,"Lord Fairfax",0-9,14,0,0
2020-05-09,"Central Virginia",Missing,0,0,0
2020-05-09,Fairfax,60-69,675,184,26
2020-05-09,Hampton,20-29,27,1,0
2020-05-09,"Central Shenandoah",40-49,180,2,0
2020-05-09,Pittsylvania-Danville,0-9,1,0,0
2020-05-09,Crater,30-39,37,1,0
2020-05-09,"Virginia Beach",70-79,48,22,4
2020-05-09,"Virginia Beach",30-39,70,6,0
2020-05-09,Piedmont,0-9,1,0,0
2020-05-09,"Central Shenandoah",30-39,160,4,0
2020-05-09,Hampton,50-59,30,8,1
2020-05-09,Peninsula,70-79,69,35,10
2020-05-09,Arlington,20-29,182,15,0
2020-05-09,"West Piedmont",70-79,8,5,1
2020-05-09,Richmond,20-29,84,5,0
2020-05-09,Roanoke,0-9,0,0,0
2020-05-09,Hampton,30-39,25,2,0
2020-05-09,"Thomas Jefferson",30-39,51,2,0
2020-05-09,"Western Tidewater",40-49,62,3,0
2020-05-09,Richmond,50-59,87,16,0
2020-05-09,"Western Tidewater",50-59,81,5,0
2020-05-09,Crater,Missing,0,0,0
2020-05-09,"Lord Fairfax",60-69,101,20,5
2020-05-09,"Western Tidewater",0-9,3,0,0
2020-05-09,Rappahannock,70-79,20,14,4
2020-05-09,"Prince William",80+,78,27,20
2020-05-09,Hampton,80+,3,2,1
2020-05-09,Alexandria,80+,47,19,13
2020-05-09,"Mount Rogers",60-69,15,1,0
2020-05-09,"Eastern Shore",60-69,95,7,3
2020-05-09,"Lord Fairfax",70-79,49,12,5
2020-05-09,"New River",30-39,4,0,0
2020-05-09,Chesapeake,10-19,7,0,0
2020-05-09,Hampton,40-49,15,2,0
2020-05-09,Peninsula,Missing,1,0,0
2020-05-09,Henrico,70-79,149,35,30
2020-05-09,"Western Tidewater",20-29,30,0,0
2020-05-09,Peninsula,0-9,9,0,0
2020-05-09,Loudoun,40-49,248,14,0
2020-05-09,Pittsylvania-Danville,30-39,6,0,0
2020-05-09,Loudoun,20-29,160,2,0
2020-05-09,Crater,60-69,50,20,8
2020-05-09,Loudoun,80+,103,26,22
2020-05-09,Arlington,80+,129,45,30
2020-05-09,"Virginia Beach",10-19,11,0,0
2020-05-09,"Mount Rogers",80+,4,4,3
2020-05-09,"Eastern Shore",80+,31,9,4
2020-05-09,Crater,10-19,9,0,0
2020-05-09,Lenowisco,30-39,3,1,1
2020-05-09,Norfolk,Missing,3,0,0
2020-05-09,Henrico,Missing,7,0,0
2020-05-09,"New River",40-49,13,1,0
2020-05-09,"Central Virginia",0-9,3,0,0
2020-05-09,"New River",70-79,9,5,1
2020-05-09,Loudoun,0-9,26,0,0
2020-05-09,"Central Virginia",70-79,13,4,0
2020-05-09,Southside,0-9,1,0,0
2020-05-09,"Three Rivers",40-49,74,6,1
2020-05-09,Chickahominy,30-39,37,0,0
2020-05-09,"Central Shenandoah",60-69,138,16,4
2020-05-09,"Western Tidewater",60-69,87,10,4
2020-05-09,"Cumberland Plateau",30-39,5,0,0
2020-05-09,Portsmouth,10-19,1,0,0
2020-05-09,Chesterfield,Missing,2,0,0
2020-05-09,Alexandria,40-49,231,20,0
2020-05-09,"Thomas Jefferson",70-79,44,14,1
2020-05-09,"Three Rivers",30-39,64,2,0
2020-05-09,"Western Tidewater",70-79,64,17,9
2020-05-09,Arlington,60-69,185,44,9
2020-05-09,"Cumberland Plateau",10-19,11,0,0
2020-05-09,"West Piedmont",30-39,1,0,0
2020-05-09,Peninsula,10-19,8,1,0
2020-05-09,Lenowisco,10-19,2,0,0
2020-05-09,Chickahominy,50-59,61,12,0
2020-05-09,Alleghany,40-49,16,0,0
2020-05-09,"Prince William",50-59,553,68,4
2020-05-09,"Mount Rogers",0-9,6,1,0
2020-05-09,"Eastern Shore",0-9,8,0,0
2020-05-09,"Thomas Jefferson",60-69,45,12,2
2020-05-09,Pittsylvania-Danville,70-79,9,6,0
2020-05-09,Chesterfield,80+,89,11,16
2020-05-09,Richmond,0-9,10,2,0
2020-05-09,Chesapeake,80+,30,10,5
2020-05-09,Peninsula,40-49,50,3,1
2020-05-09,Henrico,0-9,23,0,0
2020-05-09,Lenowisco,80+,0,0,0
2020-05-09,Piedmont,60-69,57,7,1
2020-05-09,"West Piedmont",0-9,0,0,0
2020-05-09,"Rappahannock Rapidan",70-79,16,2,3
2020-05-09,"Central Shenandoah",70-79,63,12,8
2020-05-09,Chesapeake,30-39,55,3,0
2020-05-09,Chickahominy,0-9,1,0,0
2020-05-09,"Prince William",0-9,73,2,0
2020-05-09,"Eastern Shore",50-59,151,5,3
2020-05-09,"Mount Rogers",50-59,23,1,0
2020-05-09,Loudoun,10-19,40,0,0
2020-05-09,Southside,80+,38,4,5
2020-05-09,"Central Virginia",80+,5,2,0
2020-05-09,Rappahannock,Missing,4,0,0
2020-05-09,"Rappahannock Rapidan",30-39,107,7,1
2020-05-09,"New River",50-59,17,2,0
2020-05-09,Richmond,80+,22,9,7
2020-05-09,"Mount Rogers",20-29,24,0,0
2020-05-09,"Eastern Shore",20-29,79,1,0
2020-05-09,Hampton,10-19,5,0,0
2020-05-09,Portsmouth,0-9,1,1,0
2020-05-09,Crater,70-79,31,11,4
2020-05-09,Chesterfield,40-49,157,6,2
2020-05-09,Alexandria,Missing,1,0,0
2020-05-09,Southside,30-39,15,0,0
2020-05-09,"Prince William",Missing,21,0,0
2020-05-09,Hampton,60-69,20,8,1
2020-05-09,Fairfax,20-29,780,40,1
2020-05-09,"Thomas Jefferson",0-9,5,1,0
2020-05-09,Lenowisco,40-49,4,1,0
2020-05-09,"Central Virginia",10-19,10,1,0
2020-05-09,Lenowisco,70-79,4,3,0
2020-05-09,Arlington,50-59,226,41,3
2020-05-09,Piedmont,70-79,25,11,2
2020-05-09,Alexandria,60-69,98,21,1
2020-05-09,Portsmouth,30-39,53,3,0
2020-05-09,Lenowisco,20-29,6,0,0
2020-05-09,"Central Virginia",30-39,26,1,0
2020-05-09,Norfolk,10-19,10,0,0
2020-05-09,"New River",10-19,3,0,0
2020-05-09,"Central Virginia",20-29,24,1,0
2020-05-09,Rappahannock,50-59,126,22,1
2020-05-09,Rappahannock,60-69,84,31,4
2020-05-09,Piedmont,20-29,58,0,0
2020-05-09,"New River",60-69,15,2,0
2020-05-09,Roanoke,40-49,11,0,0
2020-05-09,"Three Rivers",20-29,43,1,0
2020-05-09,Rappahannock,40-49,147,21,1
2020-05-09,Portsmouth,80+,13,4,1
2020-05-09,"Central Shenandoah",Missing,0,0,0
2020-05-09,"Eastern Shore",70-79,28,5,1
2020-05-09,"Mount Rogers",70-79,11,6,1
2020-05-09,"Cumberland Plateau",70-79,2,0,0
2020-05-09,Piedmont,10-19,3,0,0
2020-05-09,Southside,20-29,18,2,0
2020-05-09,Chesterfield,50-59,132,16,1
2020-05-09,"Rappahannock Rapidan",20-29,87,1,0
2020-05-09,"Cumberland Plateau",60-69,2,1,0
2020-05-09,Roanoke,70-79,6,1,0
2020-05-09,"Central Shenandoah",20-29,175,1,0
2020-05-09,Pittsylvania-Danville,80+,3,2,1
2020-05-09,"Virginia Beach",80+,61,18,11
2020-05-09,"Central Shenandoah",50-59,201,15,1
2020-05-09,Lenowisco,Missing,0,0,0
2020-05-09,Fairfax,30-39,1055,86,3
2020-05-09,Lenowisco,60-69,5,4,2
2020-05-09,Loudoun,30-39,164,8,0
2020-05-09,"West Piedmont",80+,3,1,0
2020-05-09,Roanoke,80+,35,3,1
2020-05-09,Fairfax,40-49,1105,134,4
2020-05-09,"Thomas Jefferson",80+,57,19,9
2020-05-09,Roanoke,20-29,9,0,0
2020-05-09,Henrico,60-69,145,23,17
2020-05-09,"Lord Fairfax",40-49,101,4,0
2020-05-09,"Western Tidewater",Missing,0,0,0
2020-05-09,Chickahominy,60-69,39,13,3
2020-05-09,Chesapeake,20-29,32,3,0
2020-05-09,"Three Rivers",Missing,1,0,0
2020-05-09,Henrico,10-19,16,0,0
2020-05-09,"Mount Rogers",30-39,26,3,0
2020-05-09,"Eastern Shore",30-39,119,2,0
2020-05-09,Chesapeake,0-9,5,1,0
2020-05-09,Peninsula,50-59,75,15,2
2020-05-09,"Cumberland Plateau",Missing,0,0,0
2020-05-09,Peninsula,60-69,86,24,3
2020-05-09,"Lord Fairfax",30-39,99,6,0
2020-05-09,"Virginia Beach",Missing,6,0,0
2020-05-09,Arlington,40-49,204,32,2
2020-05-09,"West Piedmont",10-19,2,0,0
2020-05-09,Chickahominy,70-79,26,11,3
2020-05-09,Pittsylvania-Danville,20-29,7,0,0
2020-05-09,Loudoun,50-59,216,19,1
2020-05-09,Richmond,30-39,85,6,0
2020-05-09,"Thomas Jefferson",Missing,0,0,0
2020-05-09,"Rappahannock Rapidan",80+,13,7,4
2020-05-09,"Lord Fairfax",Missing,1,0,0
2020-05-09,"Cumberland Plateau",50-59,3,1,0
2020-05-09,Loudoun,Missing,1,0,0
2020-05-09,Southside,50-59,23,4,0
2020-05-09,Chesterfield,20-29,96,3,0
2020-05-09,Norfolk,70-79,15,11,1
2020-05-09,Alleghany,10-19,2,0,0
2020-05-09,Crater,80+,19,5,0
2020-05-09,Portsmouth,Missing,0,0,0
2020-05-09,"Western Tidewater",10-19,3,0,0
2020-05-09,Chesterfield,10-19,52,0,0
2020-05-09,Southside,60-69,22,7,1
