"Report Date","ZIP Code","Number of Cases","Total Number of People Tested"
5/8/2020,22407,139,870
5/8/2020,22408,43,429
5/8/2020,22427,Suppressed*,41
5/8/2020,22432,0,11
5/8/2020,22433,Suppressed*,3
5/8/2020,22435,Suppressed*,39
5/8/2020,22436,0,6
5/8/2020,22437,Suppressed*,14
5/8/2020,22438,Suppressed*,2
5/8/2020,22443,9,81
5/8/2020,22448,Suppressed*,8
5/8/2020,22454,0,12
5/8/2020,22460,Suppressed*,15
5/8/2020,22469,Suppressed*,26
5/8/2020,22473,Suppressed*,65
5/8/2020,22476,Suppressed*,1
5/8/2020,22480,0,17
5/8/2020,22482,Suppressed*,49
5/8/2020,22485,37,273
5/8/2020,22488,Suppressed*,16
5/8/2020,22503,Suppressed*,67
5/8/2020,22504,0,2
5/8/2020,22508,19,180
5/8/2020,22511,Suppressed*,9
5/8/2020,22514,Suppressed*,22
5/8/2020,22520,23,82
5/8/2020,22529,0,5
5/8/2020,22534,0,25
5/8/2020,22535,0,8
5/8/2020,22538,0,6
5/8/2020,22539,Suppressed*,34
5/8/2020,22542,0,20
5/8/2020,22546,23,180
5/8/2020,22548,0,3
5/8/2020,22551,42,284
5/8/2020,22553,12,212
5/8/2020,22554,173,953
5/8/2020,22556,86,453
5/8/2020,22560,15,95
5/8/2020,22567,Suppressed*,48
5/8/2020,22572,178,305
5/8/2020,22576,0,25
5/8/2020,22578,0,31
5/8/2020,22579,0,2
5/8/2020,22580,5,73
5/8/2020,22601,66,156
5/8/2020,22602,59,157
5/8/2020,22603,27,79
5/8/2020,22610,7,10
5/8/2020,22611,9,66
5/8/2020,22620,Suppressed*,12
5/8/2020,22623,Suppressed*,0
5/8/2020,22624,Suppressed*,10
5/8/2020,22625,Suppressed*,10
5/8/2020,22627,0,7
5/8/2020,22630,59,129
5/8/2020,22637,0,5
5/8/2020,22639,0,2
5/8/2020,22640,Suppressed*,4
5/8/2020,22641,0,1
5/8/2020,22642,12,36
5/8/2020,22643,0,5
5/8/2020,22644,23,26
5/8/2020,22645,12,24
5/8/2020,22646,0,2
5/8/2020,22650,Suppressed*,12
5/8/2020,22652,Suppressed*,9
5/8/2020,22654,Suppressed*,6
5/8/2020,22655,36,98
5/8/2020,22656,Suppressed*,33
5/8/2020,22657,22,79
5/8/2020,22660,5,9
5/8/2020,22663,Suppressed*,4
5/8/2020,22664,63,70
5/8/2020,22701,196,535
5/8/2020,22709,0,14
5/8/2020,22712,39,176
5/8/2020,22713,5,13
5/8/2020,22714,Suppressed*,14
5/8/2020,22715,Suppressed*,14
5/8/2020,22716,0,5
5/8/2020,22718,Suppressed*,8
5/8/2020,22719,0,3
5/8/2020,22720,0,5
5/8/2020,22723,0,2
5/8/2020,22724,6,25
5/8/2020,22726,Suppressed*,10
5/8/2020,22727,11,76
5/8/2020,22728,Suppressed*,31
5/8/2020,22729,0,5
5/8/2020,22730,0,1
5/8/2020,22731,0,2
5/8/2020,22732,Suppressed*,5
5/8/2020,22733,6,24
5/8/2020,22734,10,51
5/8/2020,22735,Suppressed*,17
5/8/2020,22736,Suppressed*,6
5/8/2020,22737,Suppressed*,27
5/8/2020,22738,Suppressed*,19
5/8/2020,22740,0,18
5/8/2020,22741,0,4
5/8/2020,22742,6,29
5/8/2020,22747,0,8
5/8/2020,22749,0,1
5/8/2020,22801,394,748
5/8/2020,22802,327,708
5/8/2020,22807,Suppressed*,2
5/8/2020,22810,Suppressed*,7
5/8/2020,22811,Suppressed*,9
5/8/2020,22812,12,109
5/8/2020,22815,37,129
5/8/2020,22820,0,1
5/8/2020,22821,12,47
5/8/2020,22824,34,40
5/8/2020,22827,26,167
5/8/2020,22830,12,26
5/8/2020,22831,Suppressed*,6
5/8/2020,22832,Suppressed*,12
5/8/2020,22834,0,11
5/8/2020,22835,74,179
5/8/2020,22840,Suppressed*,51
5/8/2020,22841,7,33
5/8/2020,22842,39,61
5/8/2020,22843,Suppressed*,23
5/8/2020,22844,23,65
5/8/2020,22846,6,36
5/8/2020,22847,0,8
5/8/2020,22849,9,68
5/8/2020,22850,Suppressed*,18
5/8/2020,22851,35,87
5/8/2020,22853,32,90
5/8/2020,22901,78,830
5/8/2020,22902,24,473
5/8/2020,22903,39,588
5/8/2020,22904,0,5
5/8/2020,22911,14,308
5/8/2020,22920,Suppressed*,29
5/8/2020,22922,Suppressed*,34
5/8/2020,22923,5,78
5/8/2020,22931,0,7
5/8/2020,22932,9,131
5/8/2020,22935,Suppressed*,15
5/8/2020,22936,Suppressed*,71
5/8/2020,22937,Suppressed*,31
5/8/2020,22938,Suppressed*,15
5/8/2020,22939,Suppressed*,46
5/8/2020,22940,Suppressed*,17
5/8/2020,22942,5,188
5/8/2020,22943,0,5
5/8/2020,22946,Suppressed*,3
5/8/2020,22947,Suppressed*,69
5/8/2020,22948,0,1
5/8/2020,22949,0,21
5/8/2020,22952,0,23
5/8/2020,22958,Suppressed*,22
5/8/2020,22959,Suppressed*,40
5/8/2020,22960,15,220
5/8/2020,22963,23,294
5/8/2020,22964,0,1
5/8/2020,22967,0,18
5/8/2020,22968,6,153
5/8/2020,22969,Suppressed*,22
5/8/2020,22971,0,35
5/8/2020,22972,Suppressed*,11
5/8/2020,22973,Suppressed*,112
5/8/2020,22974,6,100
5/8/2020,22976,0,7
5/8/2020,22980,28,292
5/8/2020,22989,0,2
5/8/2020,23002,16,196
5/8/2020,23004,8,31
5/8/2020,23005,17,179
5/8/2020,23009,9,78
5/8/2020,23011,Suppressed*,17
5/8/2020,23015,Suppressed*,54
5/8/2020,23021,0,4
5/8/2020,23022,5,26
5/8/2020,23023,Suppressed*,5
5/8/2020,23024,18,102
5/8/2020,23025,0,6
5/8/2020,23027,Suppressed*,22
5/8/2020,23030,13,72
5/8/2020,23032,0,1
5/8/2020,23035,Suppressed*,14
5/8/2020,23038,6,27
5/8/2020,23039,Suppressed*,17
5/8/2020,23040,6,69
5/8/2020,23043,Suppressed*,10
5/8/2020,23045,0,1
5/8/2020,23047,0,16
5/8/2020,23050,Suppressed*,6
5/8/2020,23055,36,53
5/8/2020,23056,0,2
5/8/2020,23059,36,407
5/8/2020,23060,63,515
5/8/2020,23061,16,209
5/8/2020,23062,Suppressed*,41
5/8/2020,23063,53,153
5/8/2020,23064,0,2
5/8/2020,23065,Suppressed*,18
5/8/2020,23066,0,2
5/8/2020,23068,0,4
5/8/2020,23069,Suppressed*,36
5/8/2020,23070,0,5
5/8/2020,23071,Suppressed*,11
5/8/2020,23072,6,141
5/8/2020,23075,101,227
5/8/2020,23076,0,8
5/8/2020,23079,0,1
5/8/2020,23083,Suppressed*,29
5/8/2020,23084,5,48
5/8/2020,23085,0,4
5/8/2020,23086,Suppressed*,20
5/8/2020,23089,7,97
5/8/2020,23091,0,8
5/8/2020,23092,0,5
5/8/2020,23093,23,280
5/8/2020,23102,6,26
5/8/2020,23103,13,84
5/8/2020,23106,Suppressed*,12
5/8/2020,23109,0,20
5/8/2020,23110,0,11
5/8/2020,23111,55,477
5/8/2020,23112,77,642
5/8/2020,23113,57,423
5/8/2020,23114,30,263
5/8/2020,23115,0,3
5/8/2020,23116,63,490
5/8/2020,23117,Suppressed*,150
5/8/2020,23119,Suppressed*,0
5/8/2020,23120,20,179
5/8/2020,23123,16,73
5/8/2020,23124,Suppressed*,48
5/8/2020,23126,0,3
5/8/2020,23128,Suppressed*,16
5/8/2020,23129,0,2
5/8/2020,23130,Suppressed*,4
5/8/2020,23138,0,2
5/8/2020,23139,19,329
5/8/2020,23140,14,87
5/8/2020,23141,10,92
5/8/2020,23146,5,29
5/8/2020,23148,0,18
5/8/2020,23149,Suppressed*,46
5/8/2020,23150,25,166
5/8/2020,23153,Suppressed*,17
5/8/2020,23156,Suppressed*,17
5/8/2020,23160,0,6
5/8/2020,23161,0,1
5/8/2020,23163,0,1
5/8/2020,23168,8,165
5/8/2020,23169,0,9
5/8/2020,23173,0,1
5/8/2020,23175,Suppressed*,12
5/8/2020,23176,0,1
5/8/2020,23177,0,10
5/8/2020,23180,0,2
5/8/2020,23181,0,78
5/8/2020,23185,103,980
5/8/2020,23187,0,13
5/8/2020,23188,118,998
5/8/2020,23192,8,70
5/8/2020,23219,11,75
5/8/2020,23220,50,371
5/8/2020,23221,13,156
5/8/2020,23222,61,362
5/8/2020,23223,176,893
5/8/2020,23224,152,718
5/8/2020,23225,118,732
5/8/2020,23226,61,279
5/8/2020,23227,42,377
5/8/2020,23228,71,556
5/8/2020,23229,50,458
5/8/2020,23230,8,96
5/8/2020,23231,93,530
5/8/2020,23233,94,534
5/8/2020,23234,151,659
5/8/2020,23235,78,611
5/8/2020,23236,42,441
5/8/2020,23237,56,340
5/8/2020,23238,209,490
5/8/2020,23250,0,2
5/8/2020,23294,30,260
5/8/2020,23301,40,82
5/8/2020,23302,Suppressed*,6
5/8/2020,23303,9,24
5/8/2020,23304,Suppressed*,5
5/8/2020,23306,14,39
5/8/2020,23307,8,21
5/8/2020,23308,29,59
5/8/2020,23310,12,59
5/8/2020,23313,Suppressed*,3
5/8/2020,23314,6,113
5/8/2020,23315,Suppressed*,20
5/8/2020,23316,7,27
5/8/2020,23320,114,"1,008"
5/8/2020,23321,41,466
5/8/2020,23322,56,629
5/8/2020,23323,46,445
5/8/2020,23324,27,289
5/8/2020,23325,30,253
5/8/2020,23336,Suppressed*,28
5/8/2020,23337,0,5
5/8/2020,23347,7,21
5/8/2020,23350,40,110
5/8/2020,23354,6,15
5/8/2020,23356,Suppressed*,20
5/8/2020,23357,16,32
5/8/2020,23359,8,13
5/8/2020,23389,0,2
5/8/2020,23395,7,17
5/8/2020,23398,Suppressed*,7
5/8/2020,23401,Suppressed*,9
5/8/2020,23405,9,23
5/8/2020,23407,23,36
5/8/2020,23408,Suppressed*,1
5/8/2020,23409,Suppressed*,2
5/8/2020,23410,34,80
5/8/2020,23413,55,156
5/8/2020,23414,17,29
5/8/2020,23415,25,65
5/8/2020,23416,6,21
5/8/2020,23417,29,96
5/8/2020,23418,26,57
5/8/2020,23420,44,98
5/8/2020,23421,82,184
5/8/2020,23422,Suppressed*,12
5/8/2020,23423,Suppressed*,7
5/8/2020,23426,5,6
5/8/2020,23427,Suppressed*,3
5/8/2020,23430,22,215
5/8/2020,23432,Suppressed*,18
5/8/2020,23433,0,22
5/8/2020,23434,112,884
5/8/2020,23435,88,437
5/8/2020,23436,0,14
5/8/2020,23437,5,61
5/8/2020,23438,Suppressed*,33
5/8/2020,23440,0,2
5/8/2020,23441,10,23
5/8/2020,23442,12,34
5/8/2020,23451,38,668
5/8/2020,23452,70,"1,029"
5/8/2020,23453,43,519
5/8/2020,23454,68,941
5/8/2020,23455,31,721
5/8/2020,23456,55,815
5/8/2020,23457,Suppressed*,47
5/8/2020,23459,0,19
5/8/2020,23460,0,6
5/8/2020,23461,0,5
5/8/2020,23462,95,"1,042"
5/8/2020,23464,63,974
5/8/2020,23480,Suppressed*,8
5/8/2020,23486,0,3
5/8/2020,23487,58,107
5/8/2020,23488,7,16
5/8/2020,23502,35,393
5/8/2020,23503,22,391
5/8/2020,23504,46,741
5/8/2020,23505,23,330
5/8/2020,23507,6,118
5/8/2020,23508,19,190
5/8/2020,23509,20,199
5/8/2020,23510,45,368
5/8/2020,23511,0,24
5/8/2020,23513,17,374
5/8/2020,23517,5,61
5/8/2020,23518,28,487
5/8/2020,23523,5,99
5/8/2020,23551,0,1
5/8/2020,23601,17,289
5/8/2020,23602,28,465
5/8/2020,23603,Suppressed*,35
5/8/2020,23604,0,20
5/8/2020,23605,11,164
5/8/2020,23606,16,323
5/8/2020,23607,18,176
5/8/2020,23608,49,509
5/8/2020,23651,Suppressed*,7
5/8/2020,23661,13,154
5/8/2020,23662,7,132
5/8/2020,23663,10,139
5/8/2020,23664,7,97
5/8/2020,23665,Suppressed*,22
5/8/2020,23666,58,618
5/8/2020,23669,41,433
5/8/2020,23690,0,41
5/8/2020,23691,0,5
5/8/2020,23692,9,240
5/8/2020,23693,11,239
5/8/2020,23696,0,43
5/8/2020,23701,93,505
5/8/2020,23702,13,135
5/8/2020,23703,40,362
5/8/2020,23704,27,358
5/8/2020,23707,18,191
5/8/2020,23708,Suppressed*,65
5/8/2020,23709,0,59
5/8/2020,23801,10,91
5/8/2020,23803,52,484
5/8/2020,23805,21,250
5/8/2020,23821,Suppressed*,25
5/8/2020,23824,7,123
5/8/2020,23827,Suppressed*,12
5/8/2020,23828,0,4
5/8/2020,23829,78,453
5/8/2020,23830,Suppressed*,23
5/8/2020,23831,51,358
5/8/2020,23832,121,563
5/8/2020,23833,0,18
5/8/2020,23834,84,373
5/8/2020,23836,17,141
5/8/2020,23837,44,48
5/8/2020,23838,24,193
5/8/2020,23839,0,14
5/8/2020,23840,Suppressed*,27
5/8/2020,23841,Suppressed*,44
5/8/2020,23842,6,74
5/8/2020,23843,0,2
5/8/2020,23844,Suppressed*,6
5/8/2020,23845,0,4
5/8/2020,23846,0,13
5/8/2020,23847,70,289
5/8/2020,23850,0,21
5/8/2020,23851,24,185
5/8/2020,23856,Suppressed*,3
5/8/2020,23857,Suppressed*,5
5/8/2020,23860,38,426
5/8/2020,23866,0,30
5/8/2020,23867,16,45
5/8/2020,23868,10,52
5/8/2020,23872,Suppressed*,41
5/8/2020,23874,0,11
5/8/2020,23875,18,160
5/8/2020,23876,0,2
5/8/2020,23878,Suppressed*,14
5/8/2020,23879,5,13
5/8/2020,23881,Suppressed*,17
5/8/2020,23882,5,43
5/8/2020,23883,Suppressed*,38
5/8/2020,23884,Suppressed*,0
5/8/2020,23885,Suppressed*,32
5/8/2020,23887,0,3
5/8/2020,23888,Suppressed*,33
5/8/2020,23889,Suppressed*,6
5/8/2020,23890,Suppressed*,39
5/8/2020,23891,22,100
5/8/2020,23893,Suppressed*,5
5/8/2020,23894,0,4
5/8/2020,23897,Suppressed*,3
5/8/2020,23898,5,26
5/8/2020,23899,Suppressed*,8
5/8/2020,23901,55,273
5/8/2020,23915,Suppressed*,13
5/8/2020,23917,10,45
5/8/2020,23919,Suppressed*,21
5/8/2020,23920,Suppressed*,28
5/8/2020,23921,7,58
5/8/2020,23922,6,73
5/8/2020,23923,Suppressed*,39
5/8/2020,23924,11,83
5/8/2020,23927,55,161
5/8/2020,23930,Suppressed*,118
5/8/2020,23934,Suppressed*,14
5/8/2020,23936,190,182
5/8/2020,23937,Suppressed*,36
5/8/2020,23938,0,4
5/8/2020,23942,Suppressed*,25
5/8/2020,23944,Suppressed*,41
5/8/2020,23947,0,65
5/8/2020,23950,7,50
5/8/2020,23952,0,3
5/8/2020,23954,Suppressed*,35
5/8/2020,23958,7,67
5/8/2020,23959,0,22
5/8/2020,23960,Suppressed*,42
5/8/2020,23962,Suppressed*,12
5/8/2020,23963,0,6
5/8/2020,23964,Suppressed*,19
5/8/2020,23966,Suppressed*,44
5/8/2020,23967,0,11
5/8/2020,23968,Suppressed*,11
5/8/2020,23970,10,84
5/8/2020,23974,Suppressed*,83
5/8/2020,23976,0,4
5/8/2020,24011,0,4
5/8/2020,24012,24,124
5/8/2020,24013,Suppressed*,32
5/8/2020,24014,47,90
5/8/2020,24015,10,48
5/8/2020,24016,Suppressed*,40
5/8/2020,24017,12,112
5/8/2020,24018,23,175
5/8/2020,24019,8,123
5/8/2020,24053,0,20
5/8/2020,24054,Suppressed*,30
5/8/2020,24055,Suppressed*,74
5/8/2020,24058,0,3
5/8/2020,24059,0,1
5/8/2020,24060,30,439
5/8/2020,24064,0,17
5/8/2020,24065,Suppressed*,22
5/8/2020,24066,Suppressed*,11
5/8/2020,24067,Suppressed*,6
5/8/2020,24069,0,14
5/8/2020,24070,0,8
5/8/2020,24072,0,10
5/8/2020,24073,18,336
5/8/2020,24076,0,5
5/8/2020,24077,Suppressed*,3
5/8/2020,24078,Suppressed*,61
5/8/2020,24079,0,11
5/8/2020,24082,0,2
5/8/2020,24083,6,15
5/8/2020,24084,6,130
5/8/2020,24085,6,6
5/8/2020,24087,6,37
5/8/2020,24088,0,7
5/8/2020,24089,0,22
5/8/2020,24090,10,19
5/8/2020,24091,Suppressed*,50
5/8/2020,24092,0,6
5/8/2020,24093,0,1
5/8/2020,24095,Suppressed*,17
5/8/2020,24101,Suppressed*,26
5/8/2020,24102,0,2
5/8/2020,24104,Suppressed*,35
5/8/2020,24105,0,2
5/8/2020,24112,12,193
5/8/2020,24120,0,7
5/8/2020,24121,Suppressed*,62
5/8/2020,24122,Suppressed*,10
5/8/2020,24124,0,31
5/8/2020,24127,Suppressed*,22
5/8/2020,24128,Suppressed*,17
5/8/2020,24131,0,1
5/8/2020,24132,0,4
5/8/2020,24133,0,21
5/8/2020,24134,0,21
5/8/2020,24136,0,12
5/8/2020,24137,Suppressed*,8
5/8/2020,24138,0,18
5/8/2020,24139,0,3
5/8/2020,24141,Suppressed*,134
5/8/2020,24142,0,1
5/8/2020,24147,Suppressed*,9
5/8/2020,24148,Suppressed*,50
5/8/2020,24149,0,26
5/8/2020,24150,Suppressed*,3
5/8/2020,24151,11,32
5/8/2020,24153,47,319
5/8/2020,24161,0,3
5/8/2020,24162,5,39
5/8/2020,24165,0,12
5/8/2020,24167,0,2
5/8/2020,24168,Suppressed*,6
5/8/2020,24171,Suppressed*,50
5/8/2020,24174,Suppressed*,13
5/8/2020,24175,Suppressed*,27
5/8/2020,24176,Suppressed*,6
5/8/2020,24179,9,60
5/8/2020,24184,6,7
5/8/2020,24185,0,1
5/8/2020,24201,Suppressed*,141
5/8/2020,24202,7,101
5/8/2020,24210,14,228
5/8/2020,24211,8,118
5/8/2020,24216,9,53
5/8/2020,24217,0,1
5/8/2020,24219,9,357
5/8/2020,24220,0,5
5/8/2020,24221,0,3
5/8/2020,24224,5,57
5/8/2020,24225,0,7
5/8/2020,24226,0,12
5/8/2020,24228,0,86
5/8/2020,24230,0,87
5/8/2020,24236,5,37
5/8/2020,24237,0,7
5/8/2020,24239,0,4
5/8/2020,24243,0,26
5/8/2020,24244,Suppressed*,78
5/8/2020,24245,0,12
5/8/2020,24246,0,4
5/8/2020,24248,Suppressed*,28
5/8/2020,24250,0,8
5/8/2020,24251,Suppressed*,119
5/8/2020,24256,0,35
5/8/2020,24258,0,16
5/8/2020,24260,0,48
5/8/2020,24263,Suppressed*,80
5/8/2020,24265,0,8
5/8/2020,24266,Suppressed*,98
5/8/2020,24269,0,4
5/8/2020,24270,Suppressed*,4
5/8/2020,24271,0,15
5/8/2020,24272,0,6
5/8/2020,24273,Suppressed*,67
5/8/2020,24277,Suppressed*,81
5/8/2020,24279,0,29
5/8/2020,24280,0,5
5/8/2020,24281,0,19
5/8/2020,24282,0,9
5/8/2020,24283,0,32
5/8/2020,24290,0,17
5/8/2020,24292,0,8
5/8/2020,24293,Suppressed*,115
5/8/2020,24301,Suppressed*,191
5/8/2020,24311,0,23
5/8/2020,24312,0,13
5/8/2020,24313,Suppressed*,5
5/8/2020,24314,0,26
5/8/2020,24315,0,32
5/8/2020,24316,0,2
5/8/2020,24317,Suppressed*,22
5/8/2020,24318,0,8
5/8/2020,24319,5,77
5/8/2020,24322,0,1
5/8/2020,24323,Suppressed*,7
5/8/2020,24324,0,30
5/8/2020,24325,0,3
5/8/2020,24326,0,4
5/8/2020,24328,0,9
5/8/2020,24330,Suppressed*,25
5/8/2020,24333,50,219
5/8/2020,24340,Suppressed*,75
5/8/2020,24343,6,75
5/8/2020,24347,0,14
5/8/2020,24348,0,57
5/8/2020,24350,0,7
5/8/2020,24351,0,2
5/8/2020,24352,0,6
5/8/2020,24354,Suppressed*,181
5/8/2020,24360,Suppressed*,76
5/8/2020,24361,Suppressed*,62
5/8/2020,24363,0,4
5/8/2020,24366,Suppressed*,13
5/8/2020,24368,Suppressed*,53
5/8/2020,24370,Suppressed*,68
5/8/2020,24374,0,11
5/8/2020,24375,0,10
5/8/2020,24377,0,2
5/8/2020,24378,0,5
5/8/2020,24380,Suppressed*,7
5/8/2020,24381,Suppressed*,25
5/8/2020,24382,Suppressed*,151
5/8/2020,24401,20,284
5/8/2020,24412,0,1
5/8/2020,24413,0,4
5/8/2020,24415,0,2
5/8/2020,24416,9,20
5/8/2020,24421,Suppressed*,9
5/8/2020,24422,6,70
5/8/2020,24426,Suppressed*,122
5/8/2020,24430,0,18
5/8/2020,24431,Suppressed*,21
5/8/2020,24432,Suppressed*,1
5/8/2020,24433,0,1
5/8/2020,24435,Suppressed*,6
5/8/2020,24437,0,4
5/8/2020,24439,0,7
5/8/2020,24440,7,25
5/8/2020,24441,14,75
5/8/2020,24442,0,2
5/8/2020,24445,0,23
5/8/2020,24448,0,3
5/8/2020,24450,6,56
5/8/2020,24457,0,8
5/8/2020,24458,0,4
5/8/2020,24460,0,7
5/8/2020,24465,Suppressed*,10
5/8/2020,24467,Suppressed*,11
5/8/2020,24471,Suppressed*,19
5/8/2020,24472,0,11
5/8/2020,24473,0,2
5/8/2020,24474,0,5
5/8/2020,24476,0,4
5/8/2020,24477,8,93
5/8/2020,24479,0,13
5/8/2020,24482,Suppressed*,36
5/8/2020,24483,Suppressed*,3
5/8/2020,24484,0,4
5/8/2020,24485,0,1
5/8/2020,24486,13,44
5/8/2020,24487,0,2
5/8/2020,24501,23,335
5/8/2020,24502,33,441
5/8/2020,24503,10,219
5/8/2020,24504,5,100
5/8/2020,24517,0,64
5/8/2020,24520,0,24
5/8/2020,24521,Suppressed*,147
5/8/2020,24522,15,135
5/8/2020,24523,6,192
5/8/2020,24526,Suppressed*,17
5/8/2020,24527,Suppressed*,30
5/8/2020,24528,Suppressed*,42
5/8/2020,24529,Suppressed*,40
5/8/2020,24530,0,12
5/8/2020,24531,Suppressed*,54
5/8/2020,24534,Suppressed*,22
5/8/2020,24536,0,2
5/8/2020,24538,Suppressed*,59
5/8/2020,24539,0,7
5/8/2020,24540,18,274
5/8/2020,24541,21,269
5/8/2020,24549,0,31
5/8/2020,24550,5,70
5/8/2020,24551,18,257
5/8/2020,24553,Suppressed*,25
5/8/2020,24554,Suppressed*,40
5/8/2020,24555,0,4
5/8/2020,24556,0,33
5/8/2020,24557,Suppressed*,52
5/8/2020,24558,Suppressed*,82
5/8/2020,24562,0,11
5/8/2020,24563,Suppressed*,58
5/8/2020,24565,0,7
5/8/2020,24566,Suppressed*,10
5/8/2020,24569,0,12
5/8/2020,24571,Suppressed*,19
5/8/2020,24572,9,217
5/8/2020,24574,Suppressed*,30
5/8/2020,24577,Suppressed*,43
5/8/2020,24578,Suppressed*,3
5/8/2020,24579,0,4
5/8/2020,24580,Suppressed*,12
5/8/2020,24586,Suppressed*,47
5/8/2020,24588,Suppressed*,113
5/8/2020,24589,0,23
5/8/2020,24590,10,150
5/8/2020,24592,9,220
5/8/2020,24593,Suppressed*,22
5/8/2020,24594,Suppressed*,23
5/8/2020,24595,0,2
5/8/2020,24597,Suppressed*,12
5/8/2020,24598,Suppressed*,22
5/8/2020,24599,Suppressed*,11
5/8/2020,24602,0,9
5/8/2020,24603,Suppressed*,9
5/8/2020,24605,Suppressed*,103
5/8/2020,24606,0,2
5/8/2020,24607,0,2
5/8/2020,24609,Suppressed*,75
5/8/2020,24612,0,3
5/8/2020,24613,0,18
5/8/2020,24614,15,113
5/8/2020,24620,0,18
5/8/2020,24622,0,15
5/8/2020,24628,0,5
5/8/2020,24630,0,59
5/8/2020,24631,0,16
5/8/2020,24634,0,7
5/8/2020,24635,0,11
5/8/2020,24637,0,21
5/8/2020,24639,Suppressed*,50
5/8/2020,24641,0,81
5/8/2020,24646,0,5
5/8/2020,24649,0,19
5/8/2020,24651,0,59
5/8/2020,24656,0,31
5/8/2020,24657,0,2
5/8/2020,"Not Reported",432,17674
5/8/2020,Out-of-State,0,1986
