Report Date,ZIP Code,Number of Cases,Total Number of People Tested
2020-05-09,22601,69,171
2020-05-09,22602,65,163
2020-05-09,22603,29,82
2020-05-09,22610,8,11
2020-05-09,22611,9,70
2020-05-09,22620,Suppressed*,12
2020-05-09,22623,Suppressed*,0
2020-05-09,22624,Suppressed*,11
2020-05-09,22625,Suppressed*,10
2020-05-09,22627,0,8
2020-05-09,22630,61,137
2020-05-09,22637,0,5
2020-05-09,22639,0,2
2020-05-09,22640,Suppressed*,4
2020-05-09,22641,0,1
2020-05-09,22642,12,37
2020-05-09,22643,0,5
2020-05-09,22644,26,28
2020-05-09,22645,14,25
2020-05-09,22646,0,3
2020-05-09,22650,Suppressed*,11
2020-05-09,22652,Suppressed*,9
2020-05-09,22654,Suppressed*,7
2020-05-09,22655,36,106
2020-05-09,22656,Suppressed*,33
2020-05-09,22657,24,80
2020-05-09,22660,5,10
2020-05-09,22663,Suppressed*,4
2020-05-09,22664,62,74
2020-05-09,22701,209,567
2020-05-09,22709,0,14
2020-05-09,22712,42,187
2020-05-09,22713,5,15
2020-05-09,22714,Suppressed*,16
2020-05-09,22715,Suppressed*,14
2020-05-09,22716,0,5
2020-05-09,22718,Suppressed*,8
2020-05-09,22719,0,3
2020-05-09,22720,0,6
2020-05-09,22723,0,2
2020-05-09,22724,6,26
2020-05-09,22726,Suppressed*,10
2020-05-09,22727,11,81
2020-05-09,22728,Suppressed*,34
2020-05-09,22729,0,5
2020-05-09,22730,0,1
2020-05-09,22731,0,2
2020-05-09,22732,Suppressed*,5
2020-05-09,22733,6,27
2020-05-09,22734,13,54
2020-05-09,22735,Suppressed*,20
2020-05-09,22736,Suppressed*,7
2020-05-09,22737,Suppressed*,30
2020-05-09,22738,Suppressed*,19
2020-05-09,22740,Suppressed*,22
2020-05-09,22741,0,5
2020-05-09,22742,6,33
2020-05-09,22747,0,9
2020-05-09,22749,0,1
2020-05-09,22801,400,781
2020-05-09,22802,335,735
2020-05-09,22807,Suppressed*,2
2020-05-09,22810,Suppressed*,7
2020-05-09,22811,Suppressed*,9
2020-05-09,22812,12,113
2020-05-09,22815,43,135
2020-05-09,22820,0,1
2020-05-09,22821,13,52
2020-05-09,22824,38,42
2020-05-09,22827,28,170
2020-05-09,22830,13,27
2020-05-09,22831,Suppressed*,7
2020-05-09,22832,Suppressed*,12
2020-05-09,22834,0,12
2020-05-09,22835,76,182
2020-05-09,22840,Suppressed*,54
2020-05-09,22841,7,36
2020-05-09,22842,40,63
2020-05-09,22843,Suppressed*,23
2020-05-09,22844,23,70
2020-05-09,22846,6,37
2020-05-09,22847,0,8
2020-05-09,22849,10,70
2020-05-09,22850,Suppressed*,19
2020-05-09,22851,37,88
2020-05-09,22853,32,91
2020-05-09,22901,80,859
2020-05-09,22902,24,498
2020-05-09,22903,39,613
2020-05-09,22904,0,5
2020-05-09,22911,14,320
2020-05-09,22920,Suppressed*,31
2020-05-09,22922,Suppressed*,34
2020-05-09,22923,5,79
2020-05-09,22931,0,7
2020-05-09,22932,10,137
2020-05-09,22935,Suppressed*,16
2020-05-09,22936,Suppressed*,76
2020-05-09,22937,Suppressed*,31
2020-05-09,22938,Suppressed*,15
2020-05-09,22939,Suppressed*,48
2020-05-09,22940,Suppressed*,18
2020-05-09,22942,5,194
2020-05-09,22943,0,6
2020-05-09,22946,Suppressed*,3
2020-05-09,22947,Suppressed*,76
2020-05-09,22948,0,1
2020-05-09,22949,0,22
2020-05-09,22952,0,23
2020-05-09,22958,Suppressed*,22
2020-05-09,22959,Suppressed*,41
2020-05-09,22960,15,224
2020-05-09,22963,24,308
2020-05-09,22964,0,1
2020-05-09,22967,0,18
2020-05-09,22968,6,158
2020-05-09,22969,Suppressed*,23
2020-05-09,22971,0,35
2020-05-09,22972,Suppressed*,15
2020-05-09,22973,Suppressed*,117
2020-05-09,22974,6,103
2020-05-09,22976,0,7
2020-05-09,22980,29,322
2020-05-09,22989,0,2
2020-05-09,23002,16,207
2020-05-09,23004,9,33
2020-05-09,23005,20,186
2020-05-09,23009,9,86
2020-05-09,23011,Suppressed*,19
2020-05-09,23015,Suppressed*,57
2020-05-09,23021,0,4
2020-05-09,23022,5,26
2020-05-09,23023,Suppressed*,5
2020-05-09,23024,18,107
2020-05-09,23025,0,6
2020-05-09,23027,Suppressed*,23
2020-05-09,23030,14,72
2020-05-09,23032,0,1
2020-05-09,23035,Suppressed*,15
2020-05-09,23038,6,27
2020-05-09,23039,Suppressed*,17
2020-05-09,23040,6,72
2020-05-09,23043,Suppressed*,10
2020-05-09,23045,0,2
2020-05-09,23047,0,16
2020-05-09,23050,Suppressed*,6
2020-05-09,23055,36,54
2020-05-09,23056,0,2
2020-05-09,23059,37,439
2020-05-09,23060,66,542
2020-05-09,23061,16,226
2020-05-09,23062,Suppressed*,42
2020-05-09,23063,53,160
2020-05-09,23064,0,2
2020-05-09,23065,Suppressed*,18
2020-05-09,23066,0,2
2020-05-09,23068,0,4
2020-05-09,23069,Suppressed*,40
2020-05-09,23070,0,5
2020-05-09,23071,Suppressed*,11
2020-05-09,23072,6,147
2020-05-09,23075,102,237
2020-05-09,23076,0,8
2020-05-09,23079,0,1
2020-05-09,23083,Suppressed*,32
2020-05-09,23084,5,52
2020-05-09,23085,Suppressed*,4
2020-05-09,23086,Suppressed*,22
2020-05-09,23089,8,100
2020-05-09,23091,0,8
2020-05-09,23092,0,5
2020-05-09,23093,23,287
2020-05-09,23102,6,27
2020-05-09,23103,13,90
2020-05-09,23106,Suppressed*,12
2020-05-09,23109,Suppressed*,23
2020-05-09,23110,0,14
2020-05-09,23111,56,502
2020-05-09,23112,79,697
2020-05-09,23113,57,454
2020-05-09,23114,30,299
2020-05-09,23115,0,4
2020-05-09,23116,64,516
2020-05-09,23117,6,158
2020-05-09,23119,Suppressed*,0
2020-05-09,23120,20,196
2020-05-09,23123,16,74
2020-05-09,23124,Suppressed*,56
2020-05-09,23126,0,4
2020-05-09,23128,Suppressed*,16
2020-05-09,23129,0,2
2020-05-09,23130,Suppressed*,4
2020-05-09,23138,0,3
2020-05-09,23139,19,350
2020-05-09,23140,14,93
2020-05-09,23141,10,96
2020-05-09,23146,5,30
2020-05-09,23148,0,18
2020-05-09,23149,Suppressed*,49
2020-05-09,23150,25,179
2020-05-09,23153,Suppressed*,19
2020-05-09,23156,Suppressed*,17
2020-05-09,23160,0,6
2020-05-09,23161,0,1
2020-05-09,23163,0,1
2020-05-09,23168,8,173
2020-05-09,23169,0,10
2020-05-09,23173,0,1
2020-05-09,23175,Suppressed*,14
2020-05-09,23176,0,1
2020-05-09,23177,0,11
2020-05-09,23180,0,2
2020-05-09,23181,0,87
2020-05-09,23185,103,1040
2020-05-09,23187,0,13
2020-05-09,23188,118,1053
2020-05-09,23192,10,74
2020-05-09,23219,11,77
2020-05-09,23220,50,383
2020-05-09,23221,14,173
2020-05-09,23222,62,380
2020-05-09,23223,178,932
2020-05-09,23224,157,752
2020-05-09,23225,126,779
2020-05-09,23226,65,304
2020-05-09,23227,46,401
2020-05-09,23228,75,582
2020-05-09,23229,52,484
2020-05-09,23230,9,109
2020-05-09,23231,94,565
2020-05-09,23233,95,558
2020-05-09,23234,163,703
2020-05-09,23235,79,643
2020-05-09,23236,45,478
2020-05-09,23237,59,364
2020-05-09,23238,209,516
2020-05-09,23250,0,2
2020-05-09,23294,31,274
2020-05-09,23301,42,86
2020-05-09,23302,Suppressed*,6
2020-05-09,23303,9,25
2020-05-09,23304,Suppressed*,5
2020-05-09,23306,15,41
2020-05-09,23307,9,24
2020-05-09,23308,31,68
2020-05-09,23310,15,64
2020-05-09,23313,Suppressed*,3
2020-05-09,23314,7,119
2020-05-09,23315,Suppressed*,20
2020-05-09,23316,8,31
2020-05-09,23320,115,1048
2020-05-09,23321,42,491
2020-05-09,23322,59,660
2020-05-09,23323,50,465
2020-05-09,23324,28,305
2020-05-09,23325,31,260
2020-05-09,23336,Suppressed*,33
2020-05-09,23337,0,7
2020-05-09,23347,7,22
2020-05-09,23350,40,116
2020-05-09,23354,8,17
2020-05-09,23356,Suppressed*,22
2020-05-09,23357,20,36
2020-05-09,23359,8,16
2020-05-09,23389,0,2
2020-05-09,23395,8,19
2020-05-09,23398,Suppressed*,7
2020-05-09,23401,Suppressed*,10
2020-05-09,23405,9,26
2020-05-09,23407,26,42
2020-05-09,23408,Suppressed*,1
2020-05-09,23409,Suppressed*,2
2020-05-09,23410,36,85
2020-05-09,23413,57,160
2020-05-09,23414,17,29
2020-05-09,23415,29,71
2020-05-09,23416,6,24
2020-05-09,23417,32,105
2020-05-09,23418,27,63
2020-05-09,23420,47,105
2020-05-09,23421,86,201
2020-05-09,23422,Suppressed*,12
2020-05-09,23423,Suppressed*,8
2020-05-09,23426,5,6
2020-05-09,23427,Suppressed*,3
2020-05-09,23430,24,237
2020-05-09,23432,Suppressed*,19
2020-05-09,23433,0,22
2020-05-09,23434,114,945
2020-05-09,23435,92,462
2020-05-09,23436,0,14
2020-05-09,23437,5,64
2020-05-09,23438,Suppressed*,36
2020-05-09,23440,0,2
2020-05-09,23441,12,26
2020-05-09,23442,12,37
2020-05-09,23451,38,699
2020-05-09,23452,71,1063
2020-05-09,23453,45,543
2020-05-09,23454,68,983
2020-05-09,23455,32,757
2020-05-09,23456,55,856
2020-05-09,23457,Suppressed*,52
2020-05-09,23459,Suppressed*,19
2020-05-09,23460,0,6
2020-05-09,23461,0,5
2020-05-09,23462,97,1094
2020-05-09,23464,65,1013
2020-05-09,23480,Suppressed*,8
2020-05-09,23486,0,3
2020-05-09,23487,58,110
2020-05-09,23488,7,16
2020-05-09,23502,37,411
2020-05-09,23503,24,411
2020-05-09,23504,47,761
2020-05-09,23505,25,348
2020-05-09,23507,6,123
2020-05-09,23508,20,201
2020-05-09,23509,23,209
2020-05-09,23510,46,376
2020-05-09,23511,0,24
2020-05-09,23513,20,394
2020-05-09,23517,5,66
2020-05-09,23518,29,508
2020-05-09,23523,5,105
2020-05-09,23551,0,1
2020-05-09,23601,19,312
2020-05-09,23602,31,494
2020-05-09,23603,Suppressed*,38
2020-05-09,23604,0,22
2020-05-09,23605,12,170
2020-05-09,23606,18,348
2020-05-09,23607,18,193
2020-05-09,23608,49,540
2020-05-09,23651,Suppressed*,7
2020-05-09,23661,13,163
2020-05-09,23662,7,142
2020-05-09,23663,10,156
2020-05-09,23664,7,109
2020-05-09,23665,Suppressed*,23
2020-05-09,23666,61,660
2020-05-09,23669,42,504
2020-05-09,23690,0,42
2020-05-09,23691,0,5
2020-05-09,23692,9,263
2020-05-09,23693,11,253
2020-05-09,23696,0,45
2020-05-09,23701,97,527
2020-05-09,23702,13,140
2020-05-09,23703,40,378
2020-05-09,23704,30,361
2020-05-09,23707,19,197
2020-05-09,23708,Suppressed*,65
2020-05-09,23709,0,59
2020-05-09,23801,10,92
2020-05-09,23803,53,516
2020-05-09,23805,21,260
2020-05-09,23821,Suppressed*,26
2020-05-09,23824,7,129
2020-05-09,23827,Suppressed*,12
2020-05-09,23828,0,4
2020-05-09,23829,78,454
2020-05-09,23830,Suppressed*,24
2020-05-09,23831,51,376
2020-05-09,23832,123,600
2020-05-09,23833,0,20
2020-05-09,23834,84,389
2020-05-09,23836,17,152
2020-05-09,23837,44,48
2020-05-09,23838,24,196
2020-05-09,23839,0,14
2020-05-09,23840,Suppressed*,28
2020-05-09,23841,Suppressed*,45
2020-05-09,23842,6,78
2020-05-09,23843,0,2
2020-05-09,23844,Suppressed*,6
2020-05-09,23845,0,4
2020-05-09,23846,0,13
2020-05-09,23847,70,294
2020-05-09,23850,0,21
2020-05-09,23851,25,195
2020-05-09,23856,Suppressed*,3
2020-05-09,23857,Suppressed*,6
2020-05-09,23860,38,450
2020-05-09,23866,Suppressed*,33
2020-05-09,23867,16,50
2020-05-09,23868,10,54
2020-05-09,23872,Suppressed*,43
2020-05-09,23874,0,11
2020-05-09,23875,18,169
2020-05-09,23876,0,2
2020-05-09,23878,Suppressed*,15
2020-05-09,23879,5,13
2020-05-09,23881,Suppressed*,18
2020-05-09,23882,5,43
2020-05-09,23883,Suppressed*,39
2020-05-09,23884,Suppressed*,0
2020-05-09,23885,Suppressed*,35
2020-05-09,23887,0,3
2020-05-09,23888,Suppressed*,34
2020-05-09,23889,Suppressed*,7
2020-05-09,23890,Suppressed*,41
2020-05-09,23891,22,100
2020-05-09,23893,Suppressed*,5
2020-05-09,23894,0,4
2020-05-09,23897,Suppressed*,3
2020-05-09,23898,5,27
2020-05-09,23899,Suppressed*,8
2020-05-09,23901,56,290
2020-05-09,23915,Suppressed*,13
2020-05-09,23917,10,46
2020-05-09,23919,Suppressed*,22
2020-05-09,23920,Suppressed*,28
2020-05-09,23921,7,61
2020-05-09,23922,6,80
2020-05-09,23923,5,40
2020-05-09,23924,14,88
2020-05-09,23927,56,163
2020-05-09,23930,Suppressed*,124
2020-05-09,23934,Suppressed*,15
2020-05-09,23936,210,189
2020-05-09,23937,Suppressed*,38
2020-05-09,23938,0,4
2020-05-09,23942,Suppressed*,26
2020-05-09,23944,Suppressed*,43
2020-05-09,23947,0,67
2020-05-09,23950,8,51
2020-05-09,23952,0,3
2020-05-09,23954,Suppressed*,40
2020-05-09,23958,8,70
2020-05-09,23959,0,22
2020-05-09,23960,Suppressed*,43
2020-05-09,23962,Suppressed*,13
2020-05-09,23963,0,6
2020-05-09,23964,Suppressed*,20
2020-05-09,23966,Suppressed*,47
2020-05-09,23967,0,12
2020-05-09,23968,Suppressed*,11
2020-05-09,23970,11,86
2020-05-09,23974,Suppressed*,85
2020-05-09,23976,0,6
2020-05-09,24011,0,4
2020-05-09,24012,24,140
2020-05-09,24013,Suppressed*,34
2020-05-09,24014,47,93
2020-05-09,24015,11,53
2020-05-09,24016,Suppressed*,47
2020-05-09,24017,13,118
2020-05-09,24018,23,190
2020-05-09,24019,8,131
2020-05-09,24053,0,24
2020-05-09,24054,Suppressed*,32
2020-05-09,24055,Suppressed*,75
2020-05-09,24058,0,3
2020-05-09,24059,0,1
2020-05-09,24060,33,446
2020-05-09,24064,0,20
2020-05-09,24065,Suppressed*,25
2020-05-09,24066,Suppressed*,11
2020-05-09,24067,Suppressed*,7
2020-05-09,24069,0,15
2020-05-09,24070,0,8
2020-05-09,24072,0,10
2020-05-09,24073,18,344
2020-05-09,24076,0,5
2020-05-09,24077,Suppressed*,3
2020-05-09,24078,Suppressed*,63
2020-05-09,24079,0,12
2020-05-09,24082,0,2
2020-05-09,24083,6,17
2020-05-09,24084,6,135
2020-05-09,24085,6,6
2020-05-09,24087,6,41
2020-05-09,24088,0,8
2020-05-09,24089,Suppressed*,23
2020-05-09,24090,9,20
2020-05-09,24091,Suppressed*,50
2020-05-09,24092,0,7
2020-05-09,24093,0,1
2020-05-09,24095,Suppressed*,17
2020-05-09,24101,Suppressed*,26
2020-05-09,24102,0,2
2020-05-09,24104,Suppressed*,36
2020-05-09,24105,0,2
2020-05-09,24112,12,202
2020-05-09,24120,0,7
2020-05-09,24121,Suppressed*,61
2020-05-09,24122,Suppressed*,11
2020-05-09,24124,Suppressed*,33
2020-05-09,24127,Suppressed*,24
2020-05-09,24128,Suppressed*,17
2020-05-09,24131,0,1
2020-05-09,24132,0,4
2020-05-09,24133,0,21
2020-05-09,24134,Suppressed*,24
2020-05-09,24136,0,12
2020-05-09,24137,Suppressed*,9
2020-05-09,24138,0,18
2020-05-09,24139,0,4
2020-05-09,24141,Suppressed*,141
2020-05-09,24142,0,1
2020-05-09,24147,Suppressed*,9
2020-05-09,24148,Suppressed*,51
2020-05-09,24149,0,27
2020-05-09,24150,Suppressed*,3
2020-05-09,24151,12,33
2020-05-09,24153,48,329
2020-05-09,24161,0,3
2020-05-09,24162,5,39
2020-05-09,24165,0,12
2020-05-09,24167,0,3
2020-05-09,24168,Suppressed*,6
2020-05-09,24171,Suppressed*,54
2020-05-09,24174,Suppressed*,13
2020-05-09,24175,Suppressed*,28
2020-05-09,24176,Suppressed*,6
2020-05-09,24179,9,62
2020-05-09,24184,6,8
2020-05-09,24185,0,1
2020-05-09,24201,Suppressed*,148
2020-05-09,24202,7,112
2020-05-09,24210,14,254
2020-05-09,24211,8,130
2020-05-09,24216,9,53
2020-05-09,24217,0,1
2020-05-09,24219,9,358
2020-05-09,24220,0,6
2020-05-09,24221,0,4
2020-05-09,24224,5,59
2020-05-09,24225,0,8
2020-05-09,24226,0,12
2020-05-09,24228,0,91
2020-05-09,24230,0,88
2020-05-09,24236,5,43
2020-05-09,24237,0,7
2020-05-09,24239,0,4
2020-05-09,24243,0,30
2020-05-09,24244,Suppressed*,81
2020-05-09,24245,0,12
2020-05-09,24246,0,4
2020-05-09,24248,Suppressed*,29
2020-05-09,24250,0,9
2020-05-09,24251,Suppressed*,122
2020-05-09,24256,0,36
2020-05-09,24258,0,16
2020-05-09,24260,0,49
2020-05-09,24263,Suppressed*,82
2020-05-09,24265,0,8
2020-05-09,24266,Suppressed*,100
2020-05-09,24269,0,4
2020-05-09,24270,Suppressed*,6
2020-05-09,24271,0,17
2020-05-09,24272,0,6
2020-05-09,24273,Suppressed*,69
2020-05-09,24277,Suppressed*,84
2020-05-09,24279,0,29
2020-05-09,24280,0,5
2020-05-09,24281,0,19
2020-05-09,24282,0,10
2020-05-09,24283,0,33
2020-05-09,24290,0,18
2020-05-09,24292,0,8
2020-05-09,24293,Suppressed*,118
2020-05-09,24301,Suppressed*,201
2020-05-09,24311,0,23
2020-05-09,24312,0,13
2020-05-09,24313,Suppressed*,5
2020-05-09,24314,0,28
2020-05-09,24315,0,34
2020-05-09,24316,0,2
2020-05-09,24317,Suppressed*,22
2020-05-09,24318,0,8
2020-05-09,24319,5,79
2020-05-09,24322,0,2
2020-05-09,24323,Suppressed*,7
2020-05-09,24324,0,32
2020-05-09,24325,0,3
2020-05-09,24326,0,4
2020-05-09,24328,0,9
2020-05-09,24330,Suppressed*,26
2020-05-09,24333,51,235
2020-05-09,24340,Suppressed*,78
2020-05-09,24343,8,81
2020-05-09,24347,0,14
2020-05-09,24348,0,58
2020-05-09,24350,0,7
2020-05-09,24351,0,2
2020-05-09,24352,0,7
2020-05-09,24354,Suppressed*,183
2020-05-09,24360,Suppressed*,79
2020-05-09,24361,Suppressed*,67
2020-05-09,24363,0,4
2020-05-09,24366,Suppressed*,13
2020-05-09,24368,Suppressed*,53
2020-05-09,24370,Suppressed*,68
2020-05-09,24374,0,13
2020-05-09,24375,0,10
2020-05-09,24377,0,2
2020-05-09,24378,0,6
2020-05-09,24380,Suppressed*,8
2020-05-09,24381,Suppressed*,26
2020-05-09,24382,Suppressed*,153
2020-05-09,24401,20,292
2020-05-09,24412,0,1
2020-05-09,24413,0,4
2020-05-09,24415,0,2
2020-05-09,24416,9,21
2020-05-09,24421,Suppressed*,10
2020-05-09,24422,6,76
2020-05-09,24426,Suppressed*,132
2020-05-09,24430,0,18
2020-05-09,24431,5,21
2020-05-09,24432,Suppressed*,1
2020-05-09,24433,0,1
2020-05-09,24435,Suppressed*,6
2020-05-09,24437,0,4
2020-05-09,24439,0,8
2020-05-09,24440,7,26
2020-05-09,24441,14,77
2020-05-09,24442,0,2
2020-05-09,24445,0,24
2020-05-09,24448,0,3
2020-05-09,24450,6,55
2020-05-09,24457,0,9
2020-05-09,24458,0,4
2020-05-09,24460,0,7
2020-05-09,24465,Suppressed*,10
2020-05-09,24467,Suppressed*,12
2020-05-09,24471,Suppressed*,20
2020-05-09,24472,0,13
2020-05-09,24473,0,2
2020-05-09,24474,0,5
2020-05-09,24476,0,4
2020-05-09,24477,11,106
2020-05-09,24479,0,13
2020-05-09,24482,Suppressed*,40
2020-05-09,24483,Suppressed*,3
2020-05-09,24484,0,4
2020-05-09,24485,0,1
2020-05-09,24486,13,44
2020-05-09,24487,0,2
2020-05-09,24501,23,346
2020-05-09,24502,32,455
2020-05-09,24503,11,224
2020-05-09,24504,5,102
2020-05-09,24517,0,67
2020-05-09,24520,0,25
2020-05-09,24521,Suppressed*,152
2020-05-09,24522,15,140
2020-05-09,24523,6,201
2020-05-09,24526,Suppressed*,19
2020-05-09,24527,Suppressed*,32
2020-05-09,24528,Suppressed*,42
2020-05-09,24529,Suppressed*,42
2020-05-09,24530,0,12
2020-05-09,24531,Suppressed*,57
2020-05-09,24534,Suppressed*,23
2020-05-09,24536,0,2
2020-05-09,24538,Suppressed*,62
2020-05-09,24539,0,7
2020-05-09,24540,18,280
2020-05-09,24541,21,283
2020-05-09,24549,0,38
2020-05-09,24550,5,74
2020-05-09,24551,19,267
2020-05-09,24553,Suppressed*,26
2020-05-09,24554,Suppressed*,43
2020-05-09,24555,0,4
2020-05-09,24556,0,37
2020-05-09,24557,Suppressed*,55
2020-05-09,24558,Suppressed*,86
2020-05-09,24562,0,11
2020-05-09,24563,Suppressed*,62
2020-05-09,24565,0,7
2020-05-09,24566,Suppressed*,9
2020-05-09,24569,0,12
2020-05-09,24571,Suppressed*,19
2020-05-09,24572,9,228
2020-05-09,24574,Suppressed*,34
2020-05-09,24577,Suppressed*,43
2020-05-09,24578,Suppressed*,3
2020-05-09,24579,0,4
2020-05-09,24580,Suppressed*,12
2020-05-09,24586,Suppressed*,47
2020-05-09,24588,Suppressed*,116
2020-05-09,24589,0,26
2020-05-09,24590,10,159
2020-05-09,24592,10,226
2020-05-09,24593,Suppressed*,22
2020-05-09,24594,Suppressed*,24
2020-05-09,24595,0,2
2020-05-09,24597,Suppressed*,12
2020-05-09,24598,Suppressed*,22
2020-05-09,24599,Suppressed*,11
2020-05-09,24602,0,9
2020-05-09,24603,Suppressed*,9
2020-05-09,24605,Suppressed*,108
2020-05-09,24606,0,2
2020-05-09,24607,0,2
2020-05-09,24609,Suppressed*,75
2020-05-09,24612,0,3
2020-05-09,24613,0,19
2020-05-09,24614,15,114
2020-05-09,24620,0,18
2020-05-09,24622,0,15
2020-05-09,24628,0,5
2020-05-09,24630,0,60
2020-05-09,24631,0,19
2020-05-09,24634,0,7
2020-05-09,24635,0,11
2020-05-09,24637,0,22
2020-05-09,24639,Suppressed*,50
2020-05-09,24641,0,83
2020-05-09,24646,0,5
2020-05-09,24649,0,19
2020-05-09,24651,0,60
2020-05-09,24656,0,32
2020-05-09,24657,0,2
2020-05-09,Not Reported,437,18622
2020-05-09,Out-of-State,0,2092
