"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-27,Southside,"Not Reported",3,0,0
2020-05-27,Chesapeake,Female,268,45,6
2020-05-27,Richmond,Female,531,55,4
2020-05-27,Roanoke,Male,61,5,2
2020-05-27,Fairfax,"Not Reported",83,4,7
2020-05-27,"Thomas Jefferson",Female,262,37,9
2020-05-27,Chesapeake,"Not Reported",0,0,0
2020-05-27,"Cumberland Plateau",Male,14,1,0
2020-05-27,"Eastern Shore",Female,522,30,14
2020-05-27,"Lord Fairfax","Not Reported",10,0,0
2020-05-27,Rappahannock,"Not Reported",11,1,0
2020-05-27,"Central Shenandoah","Not Reported",3,0,0
2020-05-27,Peninsula,Male,265,60,12
2020-05-27,Norfolk,Male,227,30,5
2020-05-27,Alexandria,Female,936,76,21
2020-05-27,Lenowisco,Male,22,8,3
2020-05-27,Pittsylvania-Danville,Female,49,14,2
2020-05-27,"New River","Not Reported",1,0,0
2020-05-27,Chesterfield,"Not Reported",35,0,1
2020-05-27,Loudoun,Male,1132,83,25
2020-05-27,"Rappahannock Rapidan",Female,519,26,4
2020-05-27,Piedmont,Female,160,16,2
2020-05-27,Richmond,Male,562,80,15
2020-05-27,Crater,Female,296,48,13
2020-05-27,Portsmouth,Female,131,22,5
2020-05-27,Arlington,"Not Reported",8,1,0
2020-05-27,"Mount Rogers","Not Reported",1,0,0
2020-05-27,"Thomas Jefferson","Not Reported",1,0,0
2020-05-27,"Three Rivers","Not Reported",2,0,0
2020-05-27,Hampton,Male,82,19,2
2020-05-27,Alleghany,Male,75,15,6
2020-05-27,Roanoke,Female,85,4,7
2020-05-27,Loudoun,"Not Reported",7,0,0
2020-05-27,Fairfax,Female,5042,552,181
2020-05-27,"Western Tidewater",Male,308,45,22
2020-05-27,Peninsula,"Not Reported",3,0,0
2020-05-27,"New River",Male,46,8,1
2020-05-27,"Central Shenandoah",Male,680,55,15
2020-05-27,Southside,Male,86,18,8
2020-05-27,Chesterfield,Male,632,43,19
2020-05-27,Arlington,Female,973,168,53
2020-05-27,Rappahannock,Male,660,81,12
2020-05-27,"Central Virginia",Male,109,9,4
2020-05-27,Alleghany,"Not Reported",1,0,0
2020-05-27,Henrico,Male,672,92,58
2020-05-27,"Thomas Jefferson",Male,207,31,10
2020-05-27,"Lord Fairfax",Male,555,55,22
2020-05-27,"Three Rivers",Male,349,14,1
2020-05-27,Richmond,"Not Reported",19,2,2
2020-05-27,Pittsylvania-Danville,Male,33,11,1
2020-05-27,Portsmouth,"Not Reported",3,0,0
2020-05-27,Norfolk,"Not Reported",0,0,0
2020-05-27,Chesapeake,Male,204,40,8
2020-05-27,Chickahominy,Female,261,39,14
2020-05-27,"Prince William",Male,3205,289,60
2020-05-27,"Eastern Shore","Not Reported",3,0,0
2020-05-27,"Eastern Shore",Male,480,35,16
2020-05-27,"Rappahannock Rapidan",Male,544,47,7
2020-05-27,Henrico,"Not Reported",4,0,0
2020-05-27,"Cumberland Plateau",Female,18,1,0
2020-05-27,"West Piedmont",Male,79,11,3
2020-05-27,Hampton,"Not Reported",2,0,0
2020-05-27,Alexandria,"Not Reported",6,0,0
2020-05-27,"Western Tidewater","Not Reported",3,0,0
2020-05-27,"Cumberland Plateau","Not Reported",0,0,0
2020-05-27,"Virginia Beach",Male,283,51,13
2020-05-27,Alleghany,Female,108,9,10
2020-05-27,Lenowisco,Female,20,7,1
2020-05-27,"Virginia Beach","Not Reported",3,0,0
2020-05-27,"Western Tidewater",Female,305,20,15
2020-05-27,"Mount Rogers",Male,148,16,4
2020-05-27,"Lord Fairfax",Female,641,57,23
2020-05-27,Piedmont,"Not Reported",0,0,0
2020-05-27,Alexandria,Male,882,99,21
2020-05-27,Pittsylvania-Danville,"Not Reported",1,0,0
2020-05-27,"West Piedmont","Not Reported",2,0,0
2020-05-27,Loudoun,Female,1135,72,28
2020-05-27,Hampton,Female,99,11,1
2020-05-27,Henrico,Female,903,88,61
2020-05-27,"Prince William","Not Reported",58,1,0
2020-05-27,Chickahominy,Male,197,39,16
2020-05-27,"Rappahannock Rapidan","Not Reported",26,1,0
2020-05-27,Peninsula,Female,307,53,20
2020-05-27,Lenowisco,"Not Reported",0,0,0
2020-05-27,Crater,"Not Reported",10,2,0
2020-05-27,Chickahominy,"Not Reported",7,0,0
2020-05-27,Portsmouth,Male,148,19,6
2020-05-27,"New River",Female,54,6,0
2020-05-27,Rappahannock,Female,710,57,4
2020-05-27,"Central Virginia",Female,90,7,0
2020-05-27,Roanoke,"Not Reported",0,0,0
2020-05-27,"West Piedmont",Female,90,7,3
2020-05-27,"Mount Rogers",Female,166,6,2
2020-05-27,Piedmont,Male,523,27,4
2020-05-27,Chesterfield,Female,710,33,22
2020-05-27,Fairfax,Male,5056,729,188
2020-05-27,Crater,Male,287,33,4
2020-05-27,"Central Virginia","Not Reported",0,0,0
2020-05-27,"Prince William",Female,3057,236,55
2020-05-27,"Virginia Beach",Female,360,39,9
2020-05-27,Norfolk,Female,224,32,1
2020-05-27,"Three Rivers",Female,143,20,5
2020-05-27,Arlington,Male,1007,202,56
2020-05-27,"Central Shenandoah",Female,764,61,13
2020-05-27,Southside,Female,174,19,14
