"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-17,"New River",40-49,21,1,0
2020-06-17,"Central Virginia",0-9,5,0,0
2020-06-17,"New River",70-79,13,8,3
2020-06-17,Loudoun,0-9,132,2,0
2020-06-17,"Central Virginia",70-79,20,4,2
2020-06-17,Southside,0-9,2,0,0
2020-06-17,"Three Rivers",40-49,124,11,2
2020-06-17,Chickahominy,30-39,74,1,0
2020-06-17,"Central Shenandoah",60-69,227,39,8
2020-06-17,"Western Tidewater",60-69,113,13,6
2020-06-17,"Cumberland Plateau",30-39,5,0,0
2020-06-17,Portsmouth,10-19,13,0,0
2020-06-17,Chesterfield,Missing,58,0,0
2020-06-17,Alexandria,40-49,405,34,0
2020-06-17,"Thomas Jefferson",70-79,58,19,2
2020-06-17,"Three Rivers",30-39,128,3,0
2020-06-17,"Western Tidewater",70-79,81,20,16
2020-06-17,Arlington,60-69,271,76,19
2020-06-17,"Cumberland Plateau",10-19,13,0,0
2020-06-17,"West Piedmont",30-39,52,1,0
2020-06-17,Peninsula,10-19,34,1,0
2020-06-17,Lenowisco,10-19,3,0,0
2020-06-17,Chesapeake,0-9,18,1,0
2020-06-17,Peninsula,50-59,122,18,2
2020-06-17,"Cumberland Plateau",Missing,0,0,0
2020-06-17,Peninsula,60-69,112,28,3
2020-06-17,"Lord Fairfax",30-39,301,11,1
2020-06-17,"Virginia Beach",Missing,25,0,0
2020-06-17,Arlington,40-49,404,46,4
2020-06-17,"West Piedmont",10-19,31,0,0
2020-06-17,Chickahominy,70-79,51,20,6
2020-06-17,Pittsylvania-Danville,20-29,14,0,0
2020-06-17,Loudoun,50-59,560,37,1
2020-06-17,Richmond,30-39,401,23,1
2020-06-17,"Thomas Jefferson",Missing,1,0,0
2020-06-17,"Rappahannock Rapidan",80+,20,12,4
2020-06-17,"Lord Fairfax",Missing,2,0,0
2020-06-17,"Cumberland Plateau",50-59,4,1,0
2020-06-17,Loudoun,Missing,57,0,1
2020-06-17,Southside,50-59,48,7,0
2020-06-17,Chesterfield,20-29,372,5,0
2020-06-17,Norfolk,70-79,25,15,3
2020-06-17,Alleghany,10-19,12,0,0
2020-06-17,Crater,80+,81,15,2
2020-06-17,Portsmouth,Missing,7,0,0
2020-06-17,"Western Tidewater",10-19,12,0,0
2020-06-17,Chesterfield,10-19,219,0,0
2020-06-17,Southside,60-69,49,12,3
