"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-22,"Eastern Shore",60-69,173,26,8
2020-06-22,"Lord Fairfax",70-79,119,33,14
2020-06-22,"New River",30-39,22,1,0
2020-06-22,Chesapeake,10-19,37,1,0
2020-06-22,Hampton,40-49,42,3,0
2020-06-22,Peninsula,Missing,7,0,0
2020-06-22,Henrico,70-79,201,44,34
2020-06-22,"Western Tidewater",20-29,62,2,0
2020-06-22,Peninsula,0-9,32,0,0
2020-06-22,Loudoun,40-49,746,44,1
2020-06-22,Pittsylvania-Danville,30-39,20,1,0
2020-06-22,Loudoun,20-29,606,6,0
2020-06-22,Crater,60-69,194,37,10
2020-06-22,Loudoun,80+,185,49,63
2020-06-22,Arlington,80+,202,82,65
2020-06-22,"Virginia Beach",10-19,47,0,0
2020-06-22,"Mount Rogers",80+,69,23,13
2020-06-22,"Eastern Shore",80+,50,21,18
2020-06-22,Crater,10-19,42,0,0
2020-06-22,Lenowisco,30-39,5,1,1
2020-06-22,Norfolk,Missing,7,1,0
2020-06-22,Henrico,Missing,33,1,1
2020-06-22,"New River",40-49,26,1,0
2020-06-22,"Central Virginia",0-9,5,0,0
2020-06-22,"New River",70-79,15,8,3
2020-06-22,Loudoun,0-9,136,3,0
2020-06-22,"Central Virginia",70-79,20,4,2
2020-06-22,Southside,0-9,3,0,0
2020-06-22,"Three Rivers",40-49,136,11,2
2020-06-22,Chickahominy,30-39,79,2,0
2020-06-22,"Central Shenandoah",60-69,240,39,8
2020-06-22,"Western Tidewater",60-69,117,13,6
2020-06-22,"Cumberland Plateau",30-39,5,0,0
2020-06-22,Portsmouth,10-19,13,0,0
2020-06-22,Chesterfield,Missing,64,0,0
2020-06-22,Alexandria,40-49,413,35,0
2020-06-22,"Thomas Jefferson",70-79,58,19,2
2020-06-22,"Three Rivers",30-39,136,3,0
2020-06-22,"Western Tidewater",70-79,81,20,16
2020-06-22,Arlington,60-69,276,77,19
2020-06-22,"Cumberland Plateau",10-19,13,0,0
2020-06-22,"West Piedmont",30-39,59,1,0
2020-06-22,Peninsula,10-19,44,1,0
2020-06-22,Lenowisco,10-19,3,0,0
2020-06-22,Chickahominy,50-59,110,22,2
2020-06-22,Alleghany,40-49,46,1,0
2020-06-22,"Prince William",50-59,1351,175,13
2020-06-22,"Mount Rogers",0-9,32,1,0
2020-06-22,"Eastern Shore",0-9,17,1,0
2020-06-22,"Thomas Jefferson",60-69,72,17,2
2020-06-22,Pittsylvania-Danville,70-79,20,9,0
2020-06-22,Chesterfield,80+,130,26,36
2020-06-22,Richmond,0-9,81,4,0
2020-06-22,Chesapeake,80+,42,14,9
2020-06-22,Peninsula,40-49,114,7,1
2020-06-22,Henrico,0-9,99,1,0
2020-06-22,Lenowisco,80+,0,0,0
2020-06-22,Piedmont,60-69,131,19,2
2020-06-22,"West Piedmont",0-9,9,0,0
2020-06-22,"Rappahannock Rapidan",70-79,36,12,7
2020-06-22,"Central Shenandoah",70-79,116,38,12
2020-06-22,Chesapeake,30-39,144,6,0
2020-06-22,Chickahominy,0-9,11,0,0
2020-06-22,"Prince William",0-9,298,7,0
2020-06-22,"Eastern Shore",50-59,276,18,5
2020-06-22,"Mount Rogers",50-59,80,5,1
2020-06-22,Loudoun,10-19,253,0,0
2020-06-22,Southside,80+,78,12,12
2020-06-22,"Central Virginia",80+,14,2,0
2020-06-22,Rappahannock,Missing,18,0,0
2020-06-22,"Rappahannock Rapidan",30-39,287,14,1
2020-06-22,"New River",50-59,29,4,0
2020-06-22,Richmond,80+,38,16,9
2020-06-22,"Mount Rogers",20-29,96,0,0
2020-06-22,"Eastern Shore",20-29,197,6,0
2020-06-22,Hampton,10-19,14,0,0
2020-06-22,Portsmouth,0-9,9,1,0
2020-06-22,Crater,70-79,124,27,6
2020-06-22,Chesterfield,40-49,490,15,2
2020-06-22,Alexandria,Missing,11,0,0
2020-06-22,Southside,30-39,42,0,0
2020-06-22,"Prince William",Missing,135,2,0
2020-06-22,Hampton,60-69,36,11,2
2020-06-22,Fairfax,20-29,2091,67,2
2020-06-22,"Thomas Jefferson",0-9,33,1,0
2020-06-22,Lenowisco,40-49,7,2,0
2020-06-22,"Central Virginia",10-19,18,1,0
2020-06-22,Lenowisco,70-79,5,4,1
2020-06-22,Chesterfield,0-9,92,0,0
2020-06-22,"Central Shenandoah",10-19,102,1,0
2020-06-22,Crater,0-9,20,1,0
2020-06-22,Fairfax,70-79,657,225,93
2020-06-22,Rappahannock,80+,83,26,10
2020-06-22,Alexandria,10-19,159,3,0
2020-06-22,Portsmouth,40-49,58,6,0
2020-06-22,"Three Rivers",50-59,84,6,0
2020-06-22,Alleghany,Missing,1,0,0
2020-06-22,Alexandria,30-39,524,28,0
2020-06-22,Southside,Missing,0,0,0
2020-06-22,Portsmouth,60-69,48,14,4
2020-06-22,Roanoke,30-39,67,0,0
2020-06-22,"Three Rivers",60-69,68,10,0
2020-06-22,Fairfax,50-59,2155,275,27
2020-06-22,Portsmouth,50-59,67,17,2
2020-06-22,Chickahominy,80+,82,32,21
2020-06-22,"Rappahannock Rapidan",50-59,200,22,2
2020-06-22,Fairfax,80+,788,285,268
2020-06-22,Hampton,Missing,5,0,0
2020-06-22,"Cumberland Plateau",80+,0,0,0
2020-06-22,Alleghany,50-59,55,5,1
2020-06-22,"Prince William",40-49,1849,135,6
2020-06-22,Fairfax,Missing,149,3,0
2020-06-22,"Virginia Beach",40-49,150,19,1
2020-06-22,Richmond,Missing,17,0,0
2020-06-22,Norfolk,40-49,112,12,0
2020-06-22,Piedmont,80+,44,12,3
2020-06-22,"Virginia Beach",60-69,130,16,1
2020-06-22,"West Piedmont",40-49,65,7,1
2020-06-22,Arlington,10-19,91,5,0
2020-06-22,Lenowisco,0-9,3,0,0
2020-06-22,Pittsylvania-Danville,50-59,31,9,0
2020-06-22,"Virginia Beach",50-59,133,13,0
2020-06-22,Chesapeake,Missing,7,1,0
2020-06-22,"Central Shenandoah",80+,90,21,12
2020-06-22,"Thomas Jefferson",40-49,132,5,0
2020-06-22,"Rappahannock Rapidan",60-69,106,16,2
2020-06-22,Norfolk,30-39,143,10,0
2020-06-22,"Rappahannock Rapidan",Missing,6,0,0
2020-06-22,"Lord Fairfax",80+,128,30,34
2020-06-22,"Three Rivers",10-19,22,0,0
2020-06-22,Piedmont,40-49,180,8,0
2020-06-22,Norfolk,80+,15,7,3
2020-06-22,Peninsula,20-29,147,1,0
2020-06-22,Norfolk,50-59,113,18,0
2020-06-22,"Thomas Jefferson",50-59,98,9,1
2020-06-22,Richmond,70-79,73,33,11
2020-06-22,Chesterfield,70-79,115,19,14
2020-06-22,Piedmont,30-39,186,2,0
2020-06-22,"Prince William",30-39,1628,89,2
2020-06-22,Alleghany,20-29,70,1,0
2020-06-22,Alleghany,0-9,7,0,0
2020-06-22,"Mount Rogers",40-49,87,1,0
2020-06-22,"Eastern Shore",40-49,246,10,2
2020-06-22,"Central Virginia",60-69,41,4,1
2020-06-22,Richmond,10-19,165,2,0
2020-06-22,Pittsylvania-Danville,60-69,21,7,1
2020-06-22,Pittsylvania-Danville,Missing,0,0,0
2020-06-22,Chesterfield,60-69,256,32,9
2020-06-22,Southside,10-19,5,0,0
2020-06-22,"New River",80+,12,4,1
2020-06-22,"Central Virginia",50-59,49,2,1
2020-06-22,Hampton,70-79,16,7,0
2020-06-22,Pittsylvania-Danville,10-19,7,0,0
2020-06-22,Richmond,60-69,185,43,6
2020-06-22,Chickahominy,40-49,80,11,1
2020-06-22,"Three Rivers",80+,29,5,3
2020-06-22,Rappahannock,30-39,451,20,0
2020-06-22,"Virginia Beach",0-9,20,0,0
2020-06-22,Lenowisco,50-59,13,5,0
2020-06-22,Chesapeake,70-79,58,23,2
2020-06-22,"Western Tidewater",80+,128,22,21
2020-06-22,"Thomas Jefferson",10-19,46,1,0
2020-06-22,Richmond,40-49,346,26,1
2020-06-22,"Lord Fairfax",50-59,306,22,2
2020-06-22,"Lord Fairfax",10-19,121,1,0
2020-06-22,"Rappahannock Rapidan",10-19,125,3,0
2020-06-22,Crater,50-59,232,24,2
2020-06-22,Arlington,Missing,10,1,0
2020-06-22,Roanoke,50-59,34,1,0
2020-06-22,Rappahannock,10-19,199,2,0
2020-06-22,Roanoke,10-19,21,0,0
2020-06-22,"Eastern Shore",Missing,6,0,0
2020-06-22,"Mount Rogers",Missing,1,0,0
2020-06-22,"Prince William",60-69,716,153,33
2020-06-22,Alleghany,70-79,32,7,7
2020-06-22,Crater,20-29,207,7,0
2020-06-22,Loudoun,60-69,238,44,4
2020-06-22,Fairfax,0-9,441,18,0
2020-06-22,Roanoke,Missing,3,0,0
2020-06-22,Alexandria,20-29,338,7,1
2020-06-22,Portsmouth,70-79,28,9,4
2020-06-22,Alleghany,30-39,36,2,0
2020-06-22,"Prince William",20-29,1533,47,0
2020-06-22,Southside,70-79,52,9,11
2020-06-22,Piedmont,Missing,1,0,0
2020-06-22,Rappahannock,0-9,98,1,0
2020-06-22,Henrico,30-39,411,13,0
2020-06-22,"Prince William",10-19,683,8,0
2020-06-22,Chickahominy,10-19,32,0,0
2020-06-22,"Lord Fairfax",0-9,55,1,0
2020-06-22,"Central Virginia",Missing,1,0,0
2020-06-22,Fairfax,60-69,1401,295,50
2020-06-22,Hampton,20-29,54,2,0
2020-06-22,"Central Shenandoah",40-49,307,10,0
2020-06-22,Pittsylvania-Danville,0-9,3,0,0
2020-06-22,Crater,30-39,239,3,0
2020-06-22,"Virginia Beach",70-79,67,26,7
2020-06-22,"Virginia Beach",30-39,145,10,0
2020-06-22,Piedmont,0-9,17,0,0
2020-06-22,"Central Shenandoah",30-39,293,6,0
2020-06-22,Hampton,50-59,44,8,1
2020-06-22,Peninsula,70-79,84,38,11
2020-06-22,Arlington,20-29,406,20,0
2020-06-22,"West Piedmont",70-79,21,6,3
2020-06-22,Richmond,20-29,403,13,0
2020-06-22,Roanoke,0-9,9,0,0
2020-06-22,Hampton,30-39,45,3,0
2020-06-22,"Thomas Jefferson",30-39,159,5,0
2020-06-22,"Western Tidewater",40-49,91,5,1
2020-06-22,Richmond,50-59,263,39,1
2020-06-22,"Western Tidewater",50-59,131,12,2
2020-06-22,Crater,Missing,7,0,0
2020-06-22,Chesapeake,0-9,21,1,0
2020-06-22,Peninsula,50-59,129,18,2
2020-06-22,"Cumberland Plateau",Missing,0,0,0
2020-06-22,Peninsula,60-69,118,28,3
2020-06-22,"Lord Fairfax",30-39,315,11,1
2020-06-22,"Virginia Beach",Missing,25,0,0
2020-06-22,Arlington,40-49,415,46,4
2020-06-22,"West Piedmont",10-19,34,0,0
2020-06-22,Chickahominy,70-79,51,19,5
2020-06-22,Pittsylvania-Danville,20-29,16,0,0
2020-06-22,Loudoun,50-59,580,47,1
2020-06-22,Richmond,30-39,437,23,1
2020-06-22,"Thomas Jefferson",Missing,1,0,0
2020-06-22,"Rappahannock Rapidan",80+,20,12,4
2020-06-22,"Lord Fairfax",Missing,2,0,0
2020-06-22,"Cumberland Plateau",50-59,4,1,0
2020-06-22,Loudoun,Missing,58,0,1
2020-06-22,Southside,50-59,54,7,0
2020-06-22,Chesterfield,20-29,434,5,0
2020-06-22,Norfolk,70-79,26,16,3
2020-06-22,Alleghany,10-19,21,0,0
2020-06-22,Crater,80+,88,16,2
2020-06-22,Portsmouth,Missing,8,0,0
2020-06-22,"Western Tidewater",10-19,15,0,0
2020-06-22,Chesterfield,10-19,250,0,0
2020-06-22,Southside,60-69,52,12,3
