"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-06-25,20105,113,1520
2020-06-25,20106,39,253
2020-06-25,20109,1146,4437
2020-06-25,20110,1468,6319
2020-06-25,20111,937,3633
2020-06-25,20112,219,1798
2020-06-25,20115,39,336
2020-06-25,20117,8,124
2020-06-25,20118,Suppressed*,96
2020-06-25,20119,28,238
2020-06-25,20120,338,2240
2020-06-25,20121,232,1495
2020-06-25,20124,66,760
2020-06-25,20129,7,64
2020-06-25,20130,0,21
2020-06-25,20132,66,975
2020-06-25,20135,10,159
2020-06-25,20136,190,1585
2020-06-25,20137,16,120
2020-06-25,20139,Suppressed*,14
2020-06-25,20141,21,363
2020-06-25,20143,Suppressed*,66
2020-06-25,20144,Suppressed*,44
2020-06-25,20147,389,4139
2020-06-25,20148,191,2398
2020-06-25,20151,273,1470
2020-06-25,20152,173,1794
2020-06-25,20155,246,2257
2020-06-25,20158,18,242
2020-06-25,20164,1196,4589
2020-06-25,20165,289,3078
2020-06-25,20166,197,1100
2020-06-25,20169,96,1280
2020-06-25,20170,1028,3659
2020-06-25,20171,299,2092
2020-06-25,20175,235,2476
2020-06-25,20176,708,4220
2020-06-25,20180,26,401
2020-06-25,20181,41,544
2020-06-25,20184,Suppressed*,51
2020-06-25,20186,76,1291
2020-06-25,20187,76,988
2020-06-25,20190,216,1770
2020-06-25,20191,320,1812
2020-06-25,20194,36,570
2020-06-25,20197,7,150
2020-06-25,20198,6,107
2020-06-25,22003,1244,5210
2020-06-25,22015,371,2427
2020-06-25,22025,120,1090
2020-06-25,22026,242,1555
2020-06-25,22027,55,171
2020-06-25,22030,402,3499
2020-06-25,22031,402,2692
2020-06-25,22032,131,1437
2020-06-25,22033,257,2157
2020-06-25,22035,Suppressed*,39
2020-06-25,22039,60,867
2020-06-25,22041,731,3225
2020-06-25,22042,799,3288
2020-06-25,22043,243,1386
2020-06-25,22044,269,1173
2020-06-25,22046,202,1295
2020-06-25,22060,15,191
2020-06-25,22066,77,874
2020-06-25,22079,308,2059
2020-06-25,22101,127,2078
2020-06-25,22102,126,1422
2020-06-25,22124,63,875
2020-06-25,22125,Suppressed*,57
2020-06-25,22134,18,119
2020-06-25,22150,770,3504
2020-06-25,22151,282,1315
2020-06-25,22152,208,1533
2020-06-25,22153,167,1609
2020-06-25,22172,153,830
2020-06-25,22180,219,1540
2020-06-25,22181,64,692
2020-06-25,22182,122,1361
2020-06-25,22191,1588,7585
2020-06-25,22192,701,5311
2020-06-25,22193,1502,7517
2020-06-25,22201,218,2094
2020-06-25,22202,210,1537
2020-06-25,22203,327,1919
2020-06-25,22204,986,5049
2020-06-25,22205,140,1495
2020-06-25,22206,174,1465
2020-06-25,22207,272,2328
2020-06-25,22209,85,776
2020-06-25,22211,Suppressed*,19
2020-06-25,22213,18,186
2020-06-25,22214,0,3
2020-06-25,22301,84,933
2020-06-25,22302,237,2338
2020-06-25,22303,211,1121
2020-06-25,22304,673,4265
2020-06-25,22305,589,2207
2020-06-25,22306,854,3203
2020-06-25,22307,74,693
2020-06-25,22308,68,591
2020-06-25,22309,633,2512
2020-06-25,22310,289,1748
2020-06-25,22311,441,2291
2020-06-25,22312,571,2622
2020-06-25,22314,198,2160
2020-06-25,22315,106,1403
2020-06-25,22401,225,2049
2020-06-25,22405,138,1796
2020-06-25,22406,116,1453
2020-06-25,22407,580,4466
2020-06-25,22408,192,1794
2020-06-25,22427,15,247
2020-06-25,22432,Suppressed*,45
2020-06-25,22433,Suppressed*,9
2020-06-25,22435,Suppressed*,147
2020-06-25,22436,0,48
2020-06-25,22437,Suppressed*,62
2020-06-25,22438,Suppressed*,38
2020-06-25,22443,33,413
2020-06-25,22448,Suppressed*,35
2020-06-25,22454,Suppressed*,97
2020-06-25,22460,5,126
2020-06-25,22469,14,140
2020-06-25,22473,21,318
2020-06-25,22476,Suppressed*,22
2020-06-25,22480,0,303
