"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
2020-05-22,20105,66,526
2020-05-22,20106,28,93
2020-05-22,20109,666,1735
2020-05-22,20110,840,2019
2020-05-22,20111,537,1410
2020-05-22,20112,124,747
2020-05-22,20115,25,125
2020-05-22,20117,7,46
2020-05-22,20118,Suppressed*,33
2020-05-22,20119,17,101
2020-05-22,20120,182,865
2020-05-22,20121,128,599
2020-05-22,20124,37,277
2020-05-22,20129,7,24
2020-05-22,20130,0,7
2020-05-22,20132,34,297
2020-05-22,20135,5,59
2020-05-22,20136,109,602
2020-05-22,20137,5,32
2020-05-22,20139,Suppressed*,6
2020-05-22,20141,10,112
2020-05-22,20143,Suppressed*,19
2020-05-22,20144,Suppressed*,14
2020-05-22,20147,237,1448
2020-05-22,20148,91,740
2020-05-22,20151,154,529
2020-05-22,20152,151,493
2020-05-22,20155,152,796
2020-05-22,20158,10,62
2020-05-22,20164,528,1420
2020-05-22,20165,152,741
2020-05-22,20166,83,372
2020-05-22,20169,66,454
2020-05-22,20170,515,1362
2020-05-22,20171,203,828
2020-05-22,20175,92,590
2020-05-22,20176,280,1103
2020-05-22,20180,9,138
2020-05-22,20181,27,229
2020-05-22,20184,Suppressed*,25
2020-05-22,20186,47,384
2020-05-22,20187,44,358
2020-05-22,20190,146,639
2020-05-22,20191,197,789
2020-05-22,20194,24,230
2020-05-22,20197,Suppressed*,49
2020-05-22,20198,Suppressed*,41
2020-05-22,22003,785,2159
2020-05-22,22015,280,1041
2020-05-22,22025,79,461
2020-05-22,22026,130,631
2020-05-22,22027,41,76
2020-05-22,22030,243,1264
2020-05-22,22031,244,999
2020-05-22,22032,94,590
2020-05-22,22033,154,817
2020-05-22,22035,0,5
2020-05-22,22039,49,352
2020-05-22,22041,516,1319
2020-05-22,22042,476,1368
2020-05-22,22043,163,591
2020-05-22,22044,183,493
2020-05-22,22046,115,473
2020-05-22,22060,12,89
2020-05-22,22066,43,369
2020-05-22,22079,209,973
2020-05-22,22101,92,761
2020-05-22,22102,80,626
2020-05-22,22124,38,330
2020-05-22,22125,Suppressed*,25
2020-05-22,22134,14,55
2020-05-22,22150,548,1458
2020-05-22,22151,195,617
2020-05-22,22152,144,640
2020-05-22,22153,115,666
2020-05-22,22172,93,353
2020-05-22,22180,125,615
2020-05-22,22181,35,280
2020-05-22,22182,82,551
2020-05-22,22191,988,3387
2020-05-22,22192,414,2031
2020-05-22,22193,930,3243
2020-05-22,22201,170,928
2020-05-22,22202,136,630
2020-05-22,22203,241,674
2020-05-22,22204,716,2060
2020-05-22,22205,104,527
2020-05-22,22206,133,609
2020-05-22,22207,211,954
2020-05-22,22209,60,348
2020-05-22,22211,Suppressed*,12
2020-05-22,22213,12,74
2020-05-22,22214,0,2
2020-05-22,22301,58,380
2020-05-22,22302,168,576
2020-05-22,22303,128,530
2020-05-22,22304,489,1730
2020-05-22,22305,463,1111
2020-05-22,22306,569,1482
2020-05-22,22307,47,298
2020-05-22,22308,53,227
2020-05-22,22309,416,1181
2020-05-22,22310,207,785
2020-05-22,22311,310,885
2020-05-22,22312,344,1083
2020-05-22,22314,153,915
2020-05-22,22315,73,552
2020-05-22,22401,102,646
2020-05-22,22405,77,682
2020-05-22,22406,59,534
2020-05-22,22407,224,1418
2020-05-22,22408,73,623
2020-05-22,22427,Suppressed*,61
2020-05-22,22432,Suppressed*,16
2020-05-22,22433,Suppressed*,6
2020-05-22,22435,Suppressed*,57
2020-05-22,22436,0,11
2020-05-22,22437,Suppressed*,16
2020-05-22,22438,Suppressed*,7
2020-05-22,22443,12,147
2020-05-22,22448,Suppressed*,16
2020-05-22,22454,Suppressed*,31
2020-05-22,22460,Suppressed*,26
2020-05-22,22469,Suppressed*,40
2020-05-22,22473,13,113
2020-05-22,22476,Suppressed*,4
2020-05-22,22480,0,23
2020-05-22,22482,Suppressed*,84
2020-05-22,22485,49,533
2020-05-22,22488,Suppressed*,22
2020-05-22,22503,5,119
2020-05-22,22504,0,6
2020-05-22,22508,32,307
2020-05-22,22511,Suppressed*,26
2020-05-22,22514,Suppressed*,29
2020-05-22,22520,27,124
2020-05-22,22529,0,7
