"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-23,Lenowisco,10-19,2,0,0
2020-05-23,Chesapeake,0-9,9,1,0
2020-05-23,Peninsula,50-59,98,15,2
2020-05-23,"Cumberland Plateau",Missing,0,0,0
2020-05-23,Peninsula,60-69,99,26,3
2020-05-23,"Lord Fairfax",30-39,166,9,0
2020-05-23,"Virginia Beach",Missing,14,0,0
2020-05-23,Arlington,40-49,297,41,3
2020-05-23,"West Piedmont",10-19,12,0,0
2020-05-23,Chickahominy,70-79,39,17,4
2020-05-23,Pittsylvania-Danville,20-29,8,0,0
2020-05-23,Loudoun,50-59,316,23,1
2020-05-23,Richmond,30-39,200,12,0
2020-05-23,"Thomas Jefferson",Missing,0,0,0
2020-05-23,"Rappahannock Rapidan",80+,19,11,4
2020-05-23,"Lord Fairfax",Missing,1,0,0
2020-05-23,"Cumberland Plateau",50-59,3,1,0
2020-05-23,Loudoun,Missing,11,0,0
2020-05-23,Southside,50-59,37,5,0
2020-05-23,Chesterfield,20-29,172,4,0
2020-05-23,Norfolk,70-79,18,13,2
2020-05-23,Alleghany,10-19,2,0,0
2020-05-23,Crater,80+,40,7,0
2020-05-23,Portsmouth,Missing,1,0,0
2020-05-23,"Western Tidewater",10-19,8,0,0
2020-05-23,Chesterfield,10-19,97,0,0
2020-05-23,Southside,60-69,37,10,3
2020-05-23,Norfolk,0-9,5,0,0
2020-05-23,"Cumberland Plateau",40-49,5,0,0
2020-05-23,"Eastern Shore",10-19,40,0,0
2020-05-23,"Mount Rogers",10-19,17,0,0
2020-05-23,"Rappahannock Rapidan",0-9,43,1,0
2020-05-23,"Three Rivers",0-9,3,0,0
2020-05-23,Henrico,40-49,204,14,0
2020-05-23,Alexandria,50-59,227,35,7
2020-05-23,Arlington,0-9,29,2,0
2020-05-23,Chickahominy,Missing,5,0,0
2020-05-23,"New River",20-29,25,0,0
2020-05-23,"Virginia Beach",20-29,75,2,0
2020-05-23,Chesapeake,50-59,84,16,1
2020-05-23,Alleghany,80+,21,7,5
2020-05-23,Fairfax,10-19,408,12,0
2020-05-23,Chesapeake,60-69,57,17,4
2020-05-23,"West Piedmont",Missing,1,0,0
2020-05-23,Peninsula,80+,45,23,15
2020-05-23,Crater,40-49,74,11,1
2020-05-23,Chesapeake,40-49,67,12,0
2020-05-23,"Thomas Jefferson",20-29,51,0,0
2020-05-23,"Lord Fairfax",20-29,163,2,0
2020-05-23,Norfolk,20-29,82,1,0
2020-05-23,Arlington,30-39,330,37,0
2020-05-23,"West Piedmont",60-69,20,1,0
2020-05-23,Henrico,50-59,191,22,6
2020-05-23,"West Piedmont",50-59,28,3,1
2020-05-23,"Cumberland Plateau",20-29,1,0,0
2020-05-23,Alexandria,70-79,83,32,12
2020-05-23,Portsmouth,20-29,37,2,0
2020-05-23,"Western Tidewater",30-39,52,2,0
2020-05-23,"Central Shenandoah",0-9,32,0,0
2020-05-23,Henrico,80+,245,53,58
2020-05-23,Alexandria,0-9,86,1,0
2020-05-23,Pittsylvania-Danville,40-49,15,5,0
2020-05-23,Henrico,20-29,148,8,0
2020-05-23,Roanoke,60-69,10,1,0
2020-05-23,Peninsula,30-39,65,6,1
2020-05-23,Alleghany,60-69,26,6,1
2020-05-23,"Prince William",70-79,169,50,27
2020-05-23,Norfolk,60-69,40,14,1
2020-05-23,Southside,40-49,19,5,0
2020-05-23,Chesterfield,30-39,251,1,0
2020-05-23,Loudoun,70-79,79,29,10
2020-05-23,"Central Virginia",40-49,27,0,0
2020-05-23,"New River",Missing,0,0,0
2020-05-23,Chickahominy,20-29,47,0,0
2020-05-23,"New River",0-9,2,0,0
2020-05-23,"Cumberland Plateau",0-9,0,0,0
2020-05-23,"Three Rivers",70-79,21,4,2
2020-05-23,"Rappahannock Rapidan",40-49,192,12,1
2020-05-23,Hampton,0-9,6,0,0
2020-05-23,Piedmont,50-59,132,11,0
2020-05-23,Rappahannock,20-29,212,8,0
2020-05-23,"Virginia Beach",0-9,4,0,0
2020-05-23,Lenowisco,50-59,13,5,0
2020-05-23,Chesapeake,70-79,36,18,2
2020-05-23,"Western Tidewater",80+,127,21,17
2020-05-23,"Thomas Jefferson",10-19,12,0,0
2020-05-23,Richmond,40-49,188,13,0
2020-05-23,"Lord Fairfax",50-59,195,14,2
2020-05-23,"Lord Fairfax",10-19,52,0,0
2020-05-23,"Rappahannock Rapidan",10-19,84,1,0
2020-05-23,Crater,50-59,87,17,1
2020-05-23,Arlington,Missing,4,0,0
2020-05-23,Roanoke,50-59,15,1,0
2020-05-23,Rappahannock,10-19,82,1,0
2020-05-23,Roanoke,10-19,4,0,0
2020-05-23,"Eastern Shore",Missing,0,0,0
