"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
5/29/2020,20105,80,739
5/29/2020,20106,29,127
5/29/2020,20109,832,2566
5/29/2020,20110,1084,2955
5/29/2020,20111,667,2081
5/29/2020,20112,153,1043
5/29/2020,20115,30,174
5/29/2020,20117,7,74
5/29/2020,20118,Suppressed*,40
5/29/2020,20119,21,132
5/29/2020,20120,236,1244
5/29/2020,20121,173,834
5/29/2020,20124,45,384
5/29/2020,20129,7,29
5/29/2020,20130,0,8
5/29/2020,20132,44,433
5/29/2020,20135,5,90
5/29/2020,20136,137,854
5/29/2020,20137,10,52
5/29/2020,20139,Suppressed*,9
5/29/2020,20141,13,177
5/29/2020,20143,Suppressed*,30
5/29/2020,20144,Suppressed*,19
5/29/2020,20147,291,2037
5/29/2020,20148,119,1104
5/29/2020,20151,209,773
5/29/2020,20152,132,741
5/29/2020,20155,183,1150
5/29/2020,20158,12,104
5/29/2020,20164,766,2198
5/29/2020,20165,204,1115
5/29/2020,20166,114,566
5/29/2020,20169,79,687
5/29/2020,20170,703,1954
5/29/2020,20171,227,1088
5/29/2020,20175,132,954
5/29/2020,20176,417,1809
5/29/2020,20180,17,193
5/29/2020,20181,32,296
5/29/2020,20184,Suppressed*,35
5/29/2020,20186,54,481
5/29/2020,20187,56,472
5/29/2020,20190,177,817
5/29/2020,20191,239,1031
5/29/2020,20194,28,305
5/29/2020,20197,Suppressed*,65
5/29/2020,20198,6,46
5/29/2020,22003,993,3204
5/29/2020,22015,325,1396
5/29/2020,22025,97,626
5/29/2020,22026,167,846
5/29/2020,22027,42,88
5/29/2020,22030,321,1690
5/29/2020,22031,300,1305
5/29/2020,22032,109,812
5/29/2020,22033,200,1121
5/29/2020,22035,0,6
5/29/2020,22039,52,452
5/29/2020,22041,611,2125
5/29/2020,22042,610,1952
5/29/2020,22043,184,778
5/29/2020,22044,216,693
5/29/2020,22046,158,656
5/29/2020,22060,13,119
5/29/2020,22066,59,472
5/29/2020,22079,253,1261
5/29/2020,22101,109,952
5/29/2020,22102,91,807
5/29/2020,22124,51,447
5/29/2020,22125,Suppressed*,35
5/29/2020,22134,16,66
5/29/2020,22150,645,1930
5/29/2020,22151,237,812
5/29/2020,22152,168,893
5/29/2020,22153,126,879
5/29/2020,22172,121,478
5/29/2020,22180,163,807
5/29/2020,22181,42,346
5/29/2020,22182,95,700
5/29/2020,22191,1187,4432
5/29/2020,22192,501,2710
5/29/2020,22193,1136,4432
5/29/2020,22201,184,1213
5/29/2020,22202,171,848
5/29/2020,22203,281,1097
5/29/2020,22204,845,3098
5/29/2020,22205,115,895
5/29/2020,22206,150,833
5/29/2020,22207,236,1252
5/29/2020,22209,72,473
5/29/2020,22211,Suppressed*,15
5/29/2020,22213,15,99
5/29/2020,22214,0,2
5/29/2020,22301,64,586
5/29/2020,22302,195,870
5/29/2020,22303,164,715
5/29/2020,22304,570,2775
5/29/2020,22305,545,1646
5/29/2020,22306,688,2014
5/29/2020,22307,52,373
5/29/2020,22308,58,305
5/29/2020,22309,494,1597
5/29/2020,22310,245,1068
5/29/2020,22311,372,1293
5/29/2020,22312,431,1651
5/29/2020,22314,165,1320
5/29/2020,22315,85,758
5/29/2020,22401,130,869
5/29/2020,22405,96,901
5/29/2020,22406,70,718
5/29/2020,22407,308,1871
5/29/2020,22408,103,824
5/29/2020,22427,5,79
5/29/2020,22432,Suppressed*,23
5/29/2020,22433,Suppressed*,7
5/29/2020,22435,Suppressed*,64
5/29/2020,22436,0,13
5/29/2020,22437,Suppressed*,20
5/29/2020,22438,Suppressed*,7
5/29/2020,22443,18,199
5/29/2020,22448,Suppressed*,22
5/29/2020,22454,Suppressed*,36
5/29/2020,22460,Suppressed*,35
5/29/2020,22469,9,59
5/29/2020,22473,18,148
5/29/2020,22476,Suppressed*,6
5/29/2020,22480,0,26
5/29/2020,22482,Suppressed*,95
5/29/2020,22485,61,668
5/29/2020,22488,Suppressed*,28
5/29/2020,22503,5,147
5/29/2020,22504,0,7
5/29/2020,22508,42,415
5/29/2020,22509,Suppressed*,1
5/29/2020,22511,5,28
5/29/2020,22514,Suppressed*,46
5/29/2020,22520,29,147
5/29/2020,22529,0,7
5/29/2020,22530,0,2
5/29/2020,22534,Suppressed*,53
5/29/2020,22535,0,17
5/29/2020,22538,0,8
5/29/2020,22539,Suppressed*,62
5/29/2020,22542,Suppressed*,59
5/29/2020,22546,34,351
5/29/2020,22548,0,3
5/29/2020,22551,61,548
5/29/2020,22553,28,416
5/29/2020,22554,334,1833
5/29/2020,22556,167,885
5/29/2020,22560,34,201
5/29/2020,22567,6,107
5/29/2020,22572,262,514
5/29/2020,22576,0,39
5/29/2020,22578,Suppressed*,52
5/29/2020,22579,Suppressed*,5
5/29/2020,22580,8,123
5/29/2020,22601,183,392
5/29/2020,22602,123,278
5/29/2020,22603,68,164
5/29/2020,22610,8,17
5/29/2020,22611,13,102
5/29/2020,22620,Suppressed*,33
5/29/2020,22623,Suppressed*,0
5/29/2020,22624,Suppressed*,12
5/29/2020,22625,6,21
5/29/2020,22627,0,13
5/29/2020,22630,120,280
5/29/2020,22637,Suppressed*,11
5/29/2020,22639,0,6
5/29/2020,22640,Suppressed*,6
5/29/2020,22641,0,1
5/29/2020,22642,17,65
5/29/2020,22643,0,6
5/29/2020,22644,46,42
5/29/2020,22645,17,35
5/29/2020,22646,0,5
5/29/2020,22650,6,13
5/29/2020,22652,Suppressed*,16
5/29/2020,22654,Suppressed*,5
5/29/2020,22655,83,169
5/29/2020,22656,15,47
5/29/2020,22657,42,118
5/29/2020,22660,8,11
5/29/2020,22663,8,11
5/29/2020,22664,152,165
5/29/2020,22701,571,1454
5/29/2020,22709,Suppressed*,27
5/29/2020,22711,0,2
5/29/2020,22712,79,364
5/29/2020,22713,6,33
5/29/2020,22714,15,46
5/29/2020,22715,Suppressed*,28
5/29/2020,22716,Suppressed*,15
5/29/2020,22718,Suppressed*,13
5/29/2020,22719,0,6
5/29/2020,22720,0,22
5/29/2020,22722,0,2
5/29/2020,22723,0,4
5/29/2020,22724,12,63
5/29/2020,22726,22,83
5/29/2020,22727,18,166
5/29/2020,22728,7,87
5/29/2020,22729,Suppressed*,12
5/29/2020,22730,Suppressed*,3
5/29/2020,22731,Suppressed*,9
5/29/2020,22732,Suppressed*,11
5/29/2020,22733,12,49
5/29/2020,22734,20,124
5/29/2020,22735,Suppressed*,50
5/29/2020,22736,Suppressed*,18
5/29/2020,22737,6,70
5/29/2020,22738,Suppressed*,29
5/29/2020,22740,Suppressed*,30
5/29/2020,22741,0,5
5/29/2020,22742,15,70
5/29/2020,22743,0,2
5/29/2020,22747,0,22
5/29/2020,22749,0,4
5/29/2020,22801,535,1385
5/29/2020,22802,444,1277
5/29/2020,22807,Suppressed*,3
5/29/2020,22810,Suppressed*,17
5/29/2020,22811,Suppressed*,21
5/29/2020,22812,18,229
5/29/2020,22815,67,257
5/29/2020,22820,0,2
5/29/2020,22821,18,135
5/29/2020,22824,68,85
5/29/2020,22827,48,339
5/29/2020,22830,14,52
5/29/2020,22831,Suppressed*,21
5/29/2020,22832,Suppressed*,24
5/29/2020,22834,Suppressed*,37
5/29/2020,22835,134,340
5/29/2020,22840,10,105
5/29/2020,22841,13,75
5/29/2020,22842,55,114
5/29/2020,22843,Suppressed*,44
5/29/2020,22844,32,131
5/29/2020,22845,0,3
5/29/2020,22846,7,58
5/29/2020,22847,Suppressed*,16
5/29/2020,22849,15,127
5/29/2020,22850,6,33
5/29/2020,22851,59,138
