"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-10,Norfolk,0-9,4,0,0
2020-05-10,"Cumberland Plateau",40-49,4,0,0
2020-05-10,"Eastern Shore",10-19,21,0,0
2020-05-10,"Mount Rogers",10-19,9,0,0
2020-05-10,"Rappahannock Rapidan",0-9,15,1,0
2020-05-10,"Three Rivers",0-9,2,0,0
2020-05-10,Henrico,40-49,143,13,0
2020-05-10,Alexandria,50-59,151,27,7
2020-05-10,Arlington,0-9,12,2,0
2020-05-10,Chickahominy,Missing,1,0,0
2020-05-10,"New River",20-29,21,0,0
2020-05-10,"Virginia Beach",20-29,54,1,0
2020-05-10,Chesapeake,50-59,66,14,1
2020-05-10,Alleghany,80+,18,5,2
2020-05-10,Fairfax,10-19,204,6,0
2020-05-10,Chesapeake,60-69,50,14,3
2020-05-10,"West Piedmont",Missing,0,0,0
2020-05-10,Peninsula,80+,33,22,12
2020-05-10,Crater,40-49,41,9,1
2020-05-10,Chesapeake,40-49,53,8,0
2020-05-10,"Thomas Jefferson",20-29,43,0,0
2020-05-10,"Lord Fairfax",20-29,110,0,0
2020-05-10,Norfolk,20-29,59,0,0
2020-05-10,Arlington,30-39,245,28,0
2020-05-10,"West Piedmont",60-69,14,1,0
2020-05-10,Henrico,50-59,150,19,5
2020-05-10,"West Piedmont",50-59,12,1,0
2020-05-10,"Cumberland Plateau",20-29,1,0,0
2020-05-10,Alexandria,70-79,70,28,8
2020-05-10,Portsmouth,20-29,25,2,0
2020-05-10,"Western Tidewater",30-39,37,1,0
2020-05-10,"Central Shenandoah",0-9,18,0,0
2020-05-10,Henrico,80+,226,51,57
2020-05-10,Alexandria,0-9,47,2,0
2020-05-10,Pittsylvania-Danville,40-49,9,4,0
2020-05-10,Henrico,20-29,92,6,0
2020-05-10,Roanoke,60-69,8,1,0
2020-05-10,Peninsula,30-39,50,5,1
2020-05-10,Alleghany,60-69,21,5,0
2020-05-10,"Prince William",70-79,119,35,14
2020-05-10,Norfolk,60-69,31,13,1
2020-05-10,Southside,40-49,14,3,0
2020-05-10,Chesterfield,30-39,161,1,0
2020-05-10,Loudoun,70-79,66,25,6
2020-05-10,"Central Virginia",40-49,20,0,0
2020-05-10,"New River",Missing,0,0,0
2020-05-10,Chickahominy,20-29,33,0,0
2020-05-10,"New River",0-9,2,0,0
2020-05-10,"Cumberland Plateau",0-9,0,0,0
2020-05-10,"Three Rivers",70-79,19,4,2
2020-05-10,"Rappahannock Rapidan",40-49,116,5,1
2020-05-10,Hampton,0-9,5,0,0
2020-05-10,Piedmont,50-59,72,6,0
2020-05-10,Rappahannock,20-29,137,7,0
2020-05-10,"West Piedmont",20-29,5,0,0
2020-05-10,Arlington,70-79,127,49,16
2020-05-10,Chickahominy,50-59,61,12,0
2020-05-10,Alleghany,40-49,16,0,0
2020-05-10,"Prince William",50-59,599,72,4
2020-05-10,"Mount Rogers",0-9,8,1,0
2020-05-10,"Eastern Shore",0-9,9,0,0
2020-05-10,"Thomas Jefferson",60-69,45,12,2
2020-05-10,Pittsylvania-Danville,70-79,9,6,0
2020-05-10,Chesterfield,80+,90,11,16
2020-05-10,Richmond,0-9,12,2,0
2020-05-10,Chesapeake,80+,30,10,5
2020-05-10,Peninsula,40-49,52,3,1
2020-05-10,Henrico,0-9,23,0,0
2020-05-10,Lenowisco,80+,0,0,0
2020-05-10,Piedmont,60-69,57,7,1
2020-05-10,"West Piedmont",0-9,0,0,0
2020-05-10,"Rappahannock Rapidan",70-79,17,3,3
2020-05-10,"Central Shenandoah",70-79,63,12,9
2020-05-10,Chesapeake,30-39,55,3,0
2020-05-10,Chickahominy,0-9,1,0,0
2020-05-10,"Prince William",0-9,77,2,0
2020-05-10,"Eastern Shore",50-59,153,5,3
2020-05-10,"Mount Rogers",50-59,26,2,0
2020-05-10,Loudoun,10-19,45,0,0
2020-05-10,Southside,80+,40,4,5
2020-05-10,"Central Virginia",80+,5,2,0
2020-05-10,Rappahannock,Missing,5,0,0
2020-05-10,"Rappahannock Rapidan",30-39,114,7,1
2020-05-10,"New River",50-59,17,2,0
2020-05-10,Richmond,80+,22,9,7
2020-05-10,"Mount Rogers",20-29,27,0,0
2020-05-10,"Eastern Shore",20-29,81,1,0
2020-05-10,Hampton,10-19,6,0,0
2020-05-10,Portsmouth,0-9,1,1,0
2020-05-10,Crater,70-79,34,12,4
2020-05-10,Chesterfield,40-49,161,6,2
2020-05-10,Alexandria,Missing,1,0,0
2020-05-10,Southside,30-39,15,0,0
2020-05-10,"Prince William",Missing,23,0,0
2020-05-10,Hampton,60-69,20,8,1
2020-05-10,Fairfax,20-29,820,41,1
2020-05-10,"Thomas Jefferson",0-9,5,1,0
2020-05-10,Lenowisco,40-49,4,1,0
2020-05-10,"Central Virginia",10-19,10,1,0
2020-05-10,Lenowisco,70-79,4,3,0
2020-05-10,"Virginia Beach",0-9,2,0,0
2020-05-10,Lenowisco,50-59,13,5,0
2020-05-10,Chesapeake,70-79,29,15,0
2020-05-10,"Western Tidewater",80+,113,19,11
2020-05-10,"Thomas Jefferson",10-19,7,0,0
2020-05-10,Richmond,40-49,105,8,0
2020-05-10,"Lord Fairfax",50-59,140,7,1
2020-05-10,"Lord Fairfax",10-19,30,0,0
2020-05-10,"Rappahannock Rapidan",10-19,33,0,0
2020-05-10,Crater,50-59,49,13,1
2020-05-10,Arlington,Missing,1,0,0
2020-05-10,Roanoke,50-59,12,1,0
2020-05-10,Rappahannock,10-19,44,0,0
2020-05-10,Roanoke,10-19,0,0,0
2020-05-10,"Eastern Shore",Missing,0,0,0
2020-05-10,"Mount Rogers",Missing,0,0,0
2020-05-10,"Prince William",60-69,320,58,10
2020-05-10,Alleghany,70-79,15,3,1
2020-05-10,Crater,20-29,38,5,0
2020-05-10,Loudoun,60-69,105,18,1
2020-05-10,Fairfax,0-9,101,4,0
2020-05-10,Roanoke,Missing,0,0,0
2020-05-10,Alexandria,20-29,171,4,1
2020-05-10,Portsmouth,70-79,14,5,2
2020-05-10,Alleghany,30-39,11,1,0
2020-05-10,"Prince William",20-29,533,24,0
2020-05-10,Southside,70-79,25,8,4
2020-05-10,Piedmont,Missing,0,0,0
2020-05-10,Rappahannock,0-9,15,1,0
2020-05-10,Henrico,30-39,115,3,0
2020-05-10,"Prince William",10-19,149,3,0
2020-05-10,Chickahominy,10-19,6,0,0
2020-05-10,"Lord Fairfax",0-9,14,0,0
2020-05-10,"Central Virginia",Missing,0,0,0
2020-05-10,Fairfax,60-69,699,190,29
2020-05-10,Hampton,20-29,27,1,0
2020-05-10,"Central Shenandoah",40-49,180,2,0
2020-05-10,Pittsylvania-Danville,0-9,1,0,0
2020-05-10,Crater,30-39,39,1,0
2020-05-10,"Virginia Beach",70-79,48,22,4
2020-05-10,"Virginia Beach",30-39,73,6,0
2020-05-10,Piedmont,0-9,1,0,0
2020-05-10,"Central Shenandoah",30-39,161,4,0
2020-05-10,Hampton,50-59,30,8,1
2020-05-10,Peninsula,70-79,71,35,10
2020-05-10,Arlington,20-29,190,15,0
2020-05-10,"West Piedmont",70-79,9,5,1
2020-05-10,Richmond,20-29,85,5,0
2020-05-10,Roanoke,0-9,0,0,0
2020-05-10,Hampton,30-39,26,2,0
2020-05-10,"Thomas Jefferson",30-39,51,2,0
2020-05-10,"Western Tidewater",40-49,63,3,0
2020-05-10,Richmond,50-59,91,16,0
2020-05-10,"Western Tidewater",50-59,82,5,0
2020-05-10,Crater,Missing,0,0,0
2020-05-10,Arlington,50-59,229,41,3
2020-05-10,Piedmont,70-79,25,11,2
2020-05-10,Alexandria,60-69,103,21,1
2020-05-10,Portsmouth,30-39,53,3,0
2020-05-10,Lenowisco,20-29,6,0,0
2020-05-10,"Central Virginia",30-39,26,1,0
2020-05-10,Norfolk,10-19,11,0,0
2020-05-10,"New River",10-19,3,0,0
2020-05-10,"Central Virginia",20-29,24,1,0
2020-05-10,Rappahannock,50-59,132,23,1
2020-05-10,Rappahannock,60-69,84,31,4
2020-05-10,Piedmont,20-29,58,0,0
2020-05-10,"New River",60-69,15,2,0
2020-05-10,Roanoke,40-49,11,0,0
