"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-03,Norfolk,0-9,40,1,0
2020-07-03,"Cumberland Plateau",40-49,14,0,0
2020-07-03,"Eastern Shore",10-19,57,1,0
2020-07-03,"Mount Rogers",10-19,56,0,0
2020-07-03,"Rappahannock Rapidan",0-9,70,1,0
2020-07-03,"Three Rivers",0-9,9,1,0
2020-07-03,Henrico,40-49,384,26,2
2020-07-03,Alexandria,50-59,303,49,10
2020-07-03,Arlington,0-9,44,2,0
2020-07-03,Chickahominy,Missing,12,0,0
2020-07-03,"New River",20-29,63,0,0
2020-07-03,"Virginia Beach",20-29,299,4,0
2020-07-03,Chesapeake,50-59,151,23,1
2020-07-03,Alleghany,80+,40,8,6
2020-07-03,Fairfax,10-19,841,25,0
2020-07-03,Chesapeake,60-69,117,30,5
2020-07-03,"West Piedmont",Missing,0,0,0
2020-07-03,Peninsula,80+,51,24,15
2020-07-03,Crater,40-49,233,14,1
2020-07-03,Chesapeake,40-49,151,23,0
2020-07-03,"Thomas Jefferson",20-29,158,2,0
2020-07-03,"Lord Fairfax",20-29,346,5,0
2020-07-03,Norfolk,20-29,275,4,0
2020-07-03,Arlington,30-39,452,43,0
2020-07-03,"West Piedmont",60-69,54,7,0
2020-07-03,Henrico,50-59,326,38,8
2020-07-03,"West Piedmont",50-59,94,11,1
2020-07-03,"Cumberland Plateau",20-29,5,0,0
2020-07-03,Alexandria,70-79,101,38,19
2020-07-03,Portsmouth,20-29,109,6,0
2020-07-03,"Western Tidewater",30-39,119,7,0
2020-07-03,"Central Shenandoah",0-9,54,0,0
2020-07-03,Henrico,80+,312,66,78
2020-07-03,Alexandria,0-9,127,2,0
2020-07-03,Pittsylvania-Danville,40-49,48,6,0
2020-07-03,Henrico,20-29,364,14,0
2020-07-03,Roanoke,60-69,34,3,0
2020-07-03,Peninsula,30-39,171,7,1
2020-07-03,Alleghany,60-69,52,7,1
2020-07-03,"Prince William",70-79,304,88,41
2020-07-03,Norfolk,60-69,89,27,2
2020-07-03,Southside,40-49,52,5,0
2020-07-03,Chesterfield,30-39,624,5,0
2020-07-03,Loudoun,70-79,144,46,14
2020-07-03,"Central Virginia",40-49,55,0,0
2020-07-03,"New River",Missing,0,0,0
2020-07-03,Chickahominy,20-29,87,0,0
2020-07-03,"New River",0-9,7,0,0
2020-07-03,"Cumberland Plateau",0-9,1,0,0
2020-07-03,"Three Rivers",70-79,32,7,4
2020-07-03,"Rappahannock Rapidan",40-49,288,19,2
2020-07-03,Hampton,0-9,11,0,0
2020-07-03,Piedmont,50-59,192,22,0
2020-07-03,Rappahannock,20-29,425,12,0
2020-07-03,"Virginia Beach",0-9,32,0,0
2020-07-03,Lenowisco,50-59,17,5,0
2020-07-03,Chesapeake,70-79,70,28,3
2020-07-03,"Western Tidewater",80+,132,23,28
2020-07-03,"Thomas Jefferson",10-19,65,1,0
2020-07-03,Richmond,40-49,382,29,1
2020-07-03,"Lord Fairfax",50-59,336,27,2
2020-07-03,"Lord Fairfax",10-19,146,1,0
