"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-19,Southside,"Not Reported",3,0,0
2020-05-19,Chesapeake,Female,225,41,4
2020-05-19,Richmond,Female,383,49,5
2020-05-19,Roanoke,Male,56,4,2
2020-05-19,Fairfax,"Not Reported",59,4,1
2020-05-19,"Thomas Jefferson",Female,212,36,5
2020-05-19,Chesapeake,"Not Reported",0,0,0
2020-05-19,"Cumberland Plateau",Male,14,1,0
2020-05-19,"Eastern Shore",Female,471,22,9
2020-05-19,"Lord Fairfax","Not Reported",8,0,0
2020-05-19,Rappahannock,"Not Reported",4,0,0
2020-05-19,"Central Shenandoah","Not Reported",0,0,0
2020-05-19,Peninsula,Male,243,60,12
2020-05-19,Norfolk,Male,187,28,5
2020-05-19,Alexandria,Female,792,74,18
2020-05-19,Lenowisco,Male,22,8,3
2020-05-19,Pittsylvania-Danville,Female,42,14,1
2020-05-19,"New River","Not Reported",1,0,0
2020-05-19,Chesterfield,"Not Reported",28,0,0
2020-05-19,Loudoun,Male,747,77,21
2020-05-19,"Rappahannock Rapidan",Female,376,21,4
2020-05-19,Piedmont,Female,118,13,1
2020-05-19,Richmond,Male,417,68,12
2020-05-19,Crater,Female,224,47,10
2020-05-19,Portsmouth,Female,112,21,4
2020-05-19,Arlington,"Not Reported",10,0,0
2020-05-19,"Mount Rogers","Not Reported",1,0,0
2020-05-19,"Thomas Jefferson","Not Reported",1,0,0
2020-05-19,"Three Rivers","Not Reported",1,0,0
2020-05-19,Hampton,Male,71,19,2
2020-05-19,Alleghany,Male,67,15,3
2020-05-19,Roanoke,Female,79,3,6
2020-05-19,Loudoun,"Not Reported",3,0,0
2020-05-19,Fairfax,Female,3993,491,143
2020-05-19,"Western Tidewater",Male,283,40,19
2020-05-19,Peninsula,"Not Reported",3,0,0
2020-05-19,"New River",Male,40,8,1
2020-05-19,"Central Shenandoah",Male,566,43,15
2020-05-19,Southside,Male,77,17,8
2020-05-19,Chesterfield,Male,522,40,19
2020-05-19,Arlington,Female,813,152,37
2020-05-19,Rappahannock,Male,498,73,10
2020-05-19,"Central Virginia",Male,101,10,3
2020-05-19,Alleghany,"Not Reported",1,0,0
2020-05-19,Henrico,Male,543,88,56
2020-05-19,"Thomas Jefferson",Male,174,30,8
2020-05-19,"Lord Fairfax",Male,416,42,16
2020-05-19,"Three Rivers",Male,313,13,1
2020-05-19,Richmond,"Not Reported",11,1,2
2020-05-19,Pittsylvania-Danville,Male,28,9,1
2020-05-19,Portsmouth,"Not Reported",2,0,0
2020-05-19,Norfolk,"Not Reported",0,0,0
2020-05-19,Chesapeake,Male,171,37,6
2020-05-19,Chickahominy,Female,221,38,13
2020-05-19,"Prince William",Male,2444,240,36
2020-05-19,"Eastern Shore","Not Reported",5,0,0
2020-05-19,"Eastern Shore",Male,429,29,11
2020-05-19,"Rappahannock Rapidan",Male,413,37,7
2020-05-19,Henrico,"Not Reported",1,0,0
2020-05-19,"Cumberland Plateau",Female,18,1,0
2020-05-19,"West Piedmont",Male,44,8,2
2020-05-19,Hampton,"Not Reported",2,0,0
2020-05-19,Alexandria,"Not Reported",5,0,0
2020-05-19,"Western Tidewater","Not Reported",3,0,0
2020-05-19,"Cumberland Plateau","Not Reported",0,0,0
2020-05-19,"Virginia Beach",Male,248,49,12
2020-05-19,Alleghany,Female,99,8,3
2020-05-19,Lenowisco,Female,20,7,1
2020-05-19,"Virginia Beach","Not Reported",2,0,0
2020-05-19,"Western Tidewater",Female,271,17,12
2020-05-19,"Mount Rogers",Male,116,12,4
2020-05-19,"Lord Fairfax",Female,511,46,19
2020-05-19,Piedmont,"Not Reported",0,0,0
2020-05-19,Alexandria,Male,747,94,16
2020-05-19,Pittsylvania-Danville,"Not Reported",0,0,0
2020-05-19,"West Piedmont","Not Reported",0,0,0
2020-05-19,Loudoun,Female,777,63,27
2020-05-19,Hampton,Female,91,11,1
2020-05-19,Henrico,Female,755,83,58
2020-05-19,"Prince William","Not Reported",32,1,0
2020-05-19,Chickahominy,Male,147,36,13
2020-05-19,"Rappahannock Rapidan","Not Reported",12,1,0
2020-05-19,Peninsula,Female,265,52,19
2020-05-19,Lenowisco,"Not Reported",0,0,0
2020-05-19,Crater,"Not Reported",5,2,0
2020-05-19,Chickahominy,"Not Reported",3,0,0
2020-05-19,Portsmouth,Male,123,18,6
2020-05-19,"New River",Female,47,4,0
2020-05-19,Rappahannock,Female,531,51,4
2020-05-19,"Central Virginia",Female,77,6,0
2020-05-19,Roanoke,"Not Reported",0,0,0
2020-05-19,"West Piedmont",Female,57,5,1
2020-05-19,"Mount Rogers",Female,120,6,1
2020-05-19,Piedmont,Male,468,26,4
2020-05-19,Chesterfield,Female,595,32,17
2020-05-19,Fairfax,Male,4059,633,155
2020-05-19,Crater,Male,221,31,4
2020-05-19,"Central Virginia","Not Reported",0,0,0
2020-05-19,"Prince William",Female,2340,207,45
2020-05-19,"Virginia Beach",Female,309,38,7
2020-05-19,Norfolk,Female,183,29,1
2020-05-19,"Three Rivers",Female,123,17,5
2020-05-19,Arlington,Male,865,179,42
2020-05-19,"Central Shenandoah",Female,661,51,12
2020-05-19,Southside,Female,148,17,10
