"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-17,Southside,"Not Reported",4,0,0
2020-06-17,Chesapeake,Female,379,51,7
2020-06-17,Richmond,Female,878,80,6
2020-06-17,Roanoke,Male,117,6,2
2020-06-17,Fairfax,"Not Reported",136,5,3
2020-06-17,"Thomas Jefferson",Female,374,43,9
2020-06-17,Chesapeake,"Not Reported",1,0,0
2020-06-17,"Cumberland Plateau",Male,18,1,0
2020-06-17,"Eastern Shore",Female,638,55,22
2020-06-17,"Lord Fairfax","Not Reported",14,0,0
2020-06-17,Rappahannock,"Not Reported",15,1,0
2020-06-17,"Central Shenandoah","Not Reported",0,0,0
2020-06-17,Peninsula,Male,366,62,12
2020-06-17,Norfolk,Male,351,43,6
2020-06-17,Alexandria,Female,1108,101,26
2020-06-17,Lenowisco,Male,24,8,3
2020-06-17,Pittsylvania-Danville,Female,76,16,2
2020-06-17,"New River","Not Reported",3,0,0
2020-06-17,Chesterfield,"Not Reported",79,0,1
2020-06-17,Loudoun,Male,1697,113,30
2020-06-17,"Rappahannock Rapidan",Female,657,39,6
2020-06-17,Piedmont,Female,251,36,3
2020-06-17,Richmond,Male,947,113,20
2020-06-17,Crater,Female,521,71,14
2020-06-17,Portsmouth,Female,187,35,7
2020-06-17,Arlington,"Not Reported",4,1,0
2020-06-17,"Mount Rogers","Not Reported",3,0,0
2020-06-17,"Thomas Jefferson","Not Reported",4,0,0
2020-06-17,"Three Rivers","Not Reported",18,0,0
2020-06-17,Hampton,Male,113,23,3
2020-06-17,Alleghany,Male,135,18,5
2020-06-17,Roanoke,Female,154,6,8
2020-06-17,Loudoun,"Not Reported",20,0,2
2020-06-17,Fairfax,Female,6674,671,220
2020-06-17,"Western Tidewater",Male,354,49,27
2020-06-17,Peninsula,"Not Reported",4,0,0
2020-06-17,"New River",Male,74,11,4
2020-06-17,"Central Shenandoah",Male,843,69,15
2020-06-17,Southside,Male,115,22,10
2020-06-17,Chesterfield,Male,1189,68,30
2020-06-17,Arlington,Female,1176,186,60
2020-06-17,Rappahannock,Male,1019,109,21
2020-06-17,"Central Virginia",Male,147,9,4
2020-06-17,Alleghany,"Not Reported",3,0,0
2020-06-17,Henrico,Male,1039,126,68
2020-06-17,"Thomas Jefferson",Male,344,38,10
2020-06-17,"Lord Fairfax",Male,842,78,30
2020-06-17,"Three Rivers",Male,399,16,3
2020-06-17,Richmond,"Not Reported",47,2,2
2020-06-17,Pittsylvania-Danville,Male,62,16,1
2020-06-17,Portsmouth,"Not Reported",3,0,0
2020-06-17,Norfolk,"Not Reported",1,0,0
2020-06-17,Chesapeake,Male,304,52,9
2020-06-17,Chickahominy,Female,321,49,16
2020-06-17,"Prince William",Male,4180,416,83
2020-06-17,"Eastern Shore","Not Reported",18,0,0
2020-06-17,"Eastern Shore",Male,627,50,19
2020-06-17,"Rappahannock Rapidan",Male,693,62,11
2020-06-17,Henrico,"Not Reported",11,0,1
2020-06-17,"Cumberland Plateau",Female,19,1,0
2020-06-17,"West Piedmont",Male,170,19,3
2020-06-17,Hampton,"Not Reported",2,0,0
2020-06-17,Alexandria,"Not Reported",9,0,0
2020-06-17,"Western Tidewater","Not Reported",2,0,0
2020-06-17,"Cumberland Plateau","Not Reported",0,0,0
2020-06-17,"Virginia Beach",Male,431,60,16
2020-06-17,Alleghany,Female,149,10,9
2020-06-17,Lenowisco,Female,22,8,1
2020-06-17,"Virginia Beach","Not Reported",7,0,0
2020-06-17,"Western Tidewater",Female,348,29,19
2020-06-17,"Mount Rogers",Male,257,42,14
2020-06-17,"Lord Fairfax",Female,908,71,32
2020-06-17,Piedmont,"Not Reported",1,0,0
2020-06-17,Alexandria,Male,1058,124,22
2020-06-17,Pittsylvania-Danville,"Not Reported",1,0,0
2020-06-17,"West Piedmont","Not Reported",5,0,0
2020-06-17,Loudoun,Female,1741,104,48
2020-06-17,Hampton,Female,133,14,2
2020-06-17,Henrico,Female,1282,115,71
2020-06-17,"Prince William","Not Reported",90,1,0
2020-06-17,Chickahominy,Male,247,52,19
2020-06-17,"Rappahannock Rapidan","Not Reported",32,2,1
2020-06-17,Peninsula,Female,425,61,21
2020-06-17,Lenowisco,"Not Reported",0,0,0
2020-06-17,Crater,"Not Reported",16,3,0
2020-06-17,Chickahominy,"Not Reported",7,1,0
2020-06-17,Portsmouth,Male,205,25,6
2020-06-17,"New River",Female,75,7,0
2020-06-17,Rappahannock,Female,1154,85,9
2020-06-17,"Central Virginia",Female,135,8,0
2020-06-17,Roanoke,"Not Reported",6,0,0
2020-06-17,"West Piedmont",Female,174,13,2
2020-06-17,"Mount Rogers",Female,323,20,9
2020-06-17,Piedmont,Male,668,40,4
2020-06-17,Chesterfield,Female,1219,60,26
2020-06-17,Fairfax,Male,6469,859,220
2020-06-17,Crater,Male,734,48,7
2020-06-17,"Central Virginia","Not Reported",0,0,0
2020-06-17,"Prince William",Female,4094,338,64
2020-06-17,"Virginia Beach",Female,485,52,12
2020-06-17,Norfolk,Female,346,42,1
2020-06-17,"Three Rivers",Female,169,30,7
2020-06-17,Arlington,Male,1192,220,64
2020-06-17,"Central Shenandoah",Female,974,78,17
2020-06-17,Southside,Female,210,24,16
