"Report Date","ZIP Code","Number of Cases","Number of Testing Encounters"
5/13/2020,23092,0,5
5/13/2020,23093,24,335
5/13/2020,23102,6,35
5/13/2020,23103,13,109
5/13/2020,23106,0,21
5/13/2020,23109,Suppressed*,32
5/13/2020,23110,0,15
5/13/2020,23111,59,606
5/13/2020,23112,82,869
5/13/2020,23113,60,541
5/13/2020,23114,30,361
5/13/2020,23115,0,5
5/13/2020,23116,71,654
5/13/2020,23117,9,200
5/13/2020,23119,Suppressed*,0
5/13/2020,23120,21,233
5/13/2020,23123,16,82
5/13/2020,23124,6,72
5/13/2020,23126,0,5
5/13/2020,23128,Suppressed*,21
5/13/2020,23129,0,3
5/13/2020,23130,Suppressed*,4
5/13/2020,23138,0,4
5/13/2020,23139,23,424
5/13/2020,23140,13,115
5/13/2020,23141,10,109
5/13/2020,23146,6,38
5/13/2020,23148,Suppressed*,22
5/13/2020,23149,Suppressed*,56
5/13/2020,23150,28,225
5/13/2020,23153,Suppressed*,25
5/13/2020,23156,Suppressed*,20
5/13/2020,23160,0,8
5/13/2020,23161,0,1
5/13/2020,23163,0,1
5/13/2020,23168,8,193
5/13/2020,23169,0,12
5/13/2020,23173,0,1
5/13/2020,23175,Suppressed*,19
5/13/2020,23176,0,1
5/13/2020,23177,0,11
5/13/2020,23180,0,2
5/13/2020,23181,Suppressed*,105
5/13/2020,23185,119,1208
5/13/2020,23187,0,13
5/13/2020,23188,120,1226
5/13/2020,23192,10,87
5/13/2020,23219,13,90
5/13/2020,23220,55,443
5/13/2020,23221,17,216
5/13/2020,23222,65,458
5/13/2020,23223,192,1103
5/13/2020,23224,192,897
5/13/2020,23225,145,973
5/13/2020,23226,75,366
5/13/2020,23227,52,500
5/13/2020,23228,89,684
5/13/2020,23229,65,586
5/13/2020,23230,10,136
5/13/2020,23231,97,653
5/13/2020,23233,102,634
5/13/2020,23234,210,885
5/13/2020,23235,89,762
5/13/2020,23236,52,581
5/13/2020,23237,76,448
5/13/2020,23238,211,609
5/13/2020,23250,0,2
5/13/2020,23294,41,313
5/13/2020,23301,46,97
5/13/2020,23302,Suppressed*,6
5/13/2020,23303,9,30
5/13/2020,23304,Suppressed*,6
5/13/2020,23306,16,47
5/13/2020,23307,10,31
5/13/2020,23308,33,81
5/13/2020,23310,16,81
5/13/2020,23313,Suppressed*,4
5/13/2020,23314,8,149
5/13/2020,23315,Suppressed*,21
5/13/2020,23316,9,34
5/13/2020,23320,124,1185
5/13/2020,23321,45,588
5/13/2020,23322,67,779
5/13/2020,23323,51,558
5/13/2020,23324,31,363
5/13/2020,23325,35,303
5/13/2020,23336,6,43
5/13/2020,23337,0,7
5/13/2020,23347,11,27
5/13/2020,23350,45,136
5/13/2020,23354,8,17
5/13/2020,23356,Suppressed*,23
5/13/2020,23357,23,44
5/13/2020,23359,8,18
5/13/2020,23389,Suppressed*,3
5/13/2020,23395,11,25
5/13/2020,23398,Suppressed*,7
5/13/2020,23401,Suppressed*,12
5/13/2020,23405,9,27
5/13/2020,23407,28,48
5/13/2020,23408,Suppressed*,3
5/13/2020,23409,Suppressed*,3
5/13/2020,23410,39,104
5/13/2020,23413,63,190
5/13/2020,23414,18,34
5/13/2020,23415,29,81
5/13/2020,23416,6,26
5/13/2020,23417,35,123
5/13/2020,23418,28,71
5/13/2020,23420,53,127
5/13/2020,23421,91,331
5/13/2020,23422,Suppressed*,14
5/13/2020,23423,Suppressed*,8
5/13/2020,23426,5,6
5/13/2020,23427,5,6
5/13/2020,23430,27,281
5/13/2020,23432,Suppressed*,21
5/13/2020,23433,0,29
5/13/2020,23434,116,1081
5/13/2020,23435,95,553
5/13/2020,23436,0,17
5/13/2020,23437,6,72
5/13/2020,23438,Suppressed*,42
5/13/2020,23440,0,1
5/13/2020,23441,13,32
5/13/2020,23442,15,51
5/13/2020,23451,42,829
5/13/2020,23452,74,1218
5/13/2020,23453,47,630
5/13/2020,23454,76,1143
5/13/2020,23455,37,896
5/13/2020,23456,56,1023
5/13/2020,23457,Suppressed*,63
5/13/2020,23459,Suppressed*,19
5/13/2020,23460,0,6
5/13/2020,23461,0,5
5/13/2020,23462,108,1264
5/13/2020,23464,72,1188
5/13/2020,23480,Suppressed*,9
5/13/2020,23486,0,3
5/13/2020,23487,58,131
5/13/2020,23488,8,17
5/13/2020,23502,39,469
5/13/2020,23503,33,508
5/13/2020,23504,51,823
5/13/2020,23505,30,427
5/13/2020,23507,7,140
5/13/2020,23508,22,234
5/13/2020,23509,26,247
5/13/2020,23510,46,397
5/13/2020,23511,0,25
5/13/2020,23513,24,486
5/13/2020,23517,5,77
5/13/2020,23518,32,616
5/13/2020,23523,8,128
5/13/2020,23551,0,1
5/13/2020,23601,20,360
5/13/2020,23602,39,609
5/13/2020,23603,Suppressed*,44
5/13/2020,23604,0,23
5/13/2020,23605,13,209
5/13/2020,23606,23,410
5/13/2020,23607,21,250
5/13/2020,23608,50,633
5/13/2020,23651,Suppressed*,7
5/13/2020,23661,14,188
5/13/2020,23662,7,173
5/13/2020,23663,10,183
5/13/2020,23664,7,130
5/13/2020,23665,Suppressed*,28
5/13/2020,23666,65,763
5/13/2020,23669,47,584
5/13/2020,23690,0,47
5/13/2020,23691,0,5
5/13/2020,23692,11,296
5/13/2020,23693,12,293
5/13/2020,23696,0,55
5/13/2020,23701,103,601
5/13/2020,23702,13,169
5/13/2020,23703,45,452
5/13/2020,23704,29,394
5/13/2020,23707,20,234
5/13/2020,23708,Suppressed*,65
5/13/2020,23709,0,59
5/13/2020,23801,10,92
5/13/2020,23803,64,632
5/13/2020,23805,24,310
5/13/2020,23821,Suppressed*,28
5/13/2020,23824,7,147
5/13/2020,23827,Suppressed*,16
5/13/2020,23828,0,4
5/13/2020,23829,78,456
5/13/2020,23830,Suppressed*,26
5/13/2020,23831,54,455
5/13/2020,23832,129,740
5/13/2020,23833,Suppressed*,23
5/13/2020,23834,93,458
5/13/2020,23836,20,186
5/13/2020,23837,45,55
5/13/2020,23838,26,224
5/13/2020,23839,0,19
5/13/2020,23840,Suppressed*,40
5/13/2020,23841,Suppressed*,55
5/13/2020,23842,6,90
5/13/2020,23843,0,3
5/13/2020,23844,Suppressed*,6
5/13/2020,23845,0,4
5/13/2020,23846,0,14
5/13/2020,23847,76,322
5/13/2020,23850,0,25
5/13/2020,23851,26,216
5/13/2020,23856,Suppressed*,5
5/13/2020,23857,Suppressed*,7
5/13/2020,23860,53,563
5/13/2020,23866,Suppressed*,38
5/13/2020,23867,18,63
5/13/2020,23868,12,64
5/13/2020,23872,Suppressed*,50
5/13/2020,23874,0,13
5/13/2020,23875,19,204
5/13/2020,23876,0,2
5/13/2020,23878,Suppressed*,19
5/13/2020,23879,5,13
5/13/2020,23881,Suppressed*,25
5/13/2020,23882,5,50
5/13/2020,23883,Suppressed*,43
5/13/2020,23884,Suppressed*,0
5/13/2020,23885,Suppressed*,44
5/13/2020,23887,0,3
5/13/2020,23888,Suppressed*,40
5/13/2020,23889,Suppressed*,7
5/13/2020,23890,8,51
5/13/2020,23891,23,101
5/13/2020,23893,Suppressed*,5
5/13/2020,23894,0,7
5/13/2020,23897,Suppressed*,5
5/13/2020,23898,5,29
5/13/2020,23899,Suppressed*,12
5/13/2020,23901,60,350
5/13/2020,23915,Suppressed*,13
5/13/2020,23917,10,50
5/13/2020,23919,5,26
5/13/2020,23920,Suppressed*,30
5/13/2020,23921,7,69
5/13/2020,23922,6,119
5/13/2020,23923,5,46
5/13/2020,23924,29,117
5/13/2020,23927,58,172
5/13/2020,23930,Suppressed*,141
5/13/2020,23934,Suppressed*,18
5/13/2020,23936,311,214
5/13/2020,23937,Suppressed*,44
5/13/2020,23938,0,5
5/13/2020,23942,Suppressed*,31
5/13/2020,23944,Suppressed*,53
5/13/2020,23947,0,83
5/13/2020,23950,8,53
5/13/2020,23952,0,8
5/13/2020,23954,Suppressed*,46
5/13/2020,23958,8,88
5/13/2020,23959,0,24
5/13/2020,23960,Suppressed*,51
5/13/2020,23962,Suppressed*,16
5/13/2020,23963,0,8
5/13/2020,23964,0,22
5/13/2020,23966,Suppressed*,53
5/13/2020,23967,0,16
5/13/2020,23968,Suppressed*,12
5/13/2020,23970,13,100
5/13/2020,23974,Suppressed*,105
5/13/2020,23976,0,8
5/13/2020,24011,0,8
5/13/2020,24012,36,175
5/13/2020,24013,Suppressed*,38
5/13/2020,24014,53,112
5/13/2020,24015,12,65
5/13/2020,24016,Suppressed*,61
5/13/2020,24017,14,146
5/13/2020,24018,33,256
5/13/2020,24019,10,159
5/13/2020,24053,Suppressed*,28
5/13/2020,24054,Suppressed*,42
5/13/2020,24055,Suppressed*,98
5/13/2020,24058,0,3
5/13/2020,24059,0,4
5/13/2020,24060,33,491
5/13/2020,24064,0,24
5/13/2020,24065,Suppressed*,27
5/13/2020,24066,Suppressed*,11
5/13/2020,24067,Suppressed*,8
5/13/2020,24069,0,21
5/13/2020,24070,0,8
5/13/2020,24072,0,10
5/13/2020,24073,19,394
5/13/2020,24076,0,8
5/13/2020,24077,Suppressed*,4
5/13/2020,24078,6,77
5/13/2020,24079,0,14
5/13/2020,24082,0,4
5/13/2020,24083,6,17
5/13/2020,24084,6,152
5/13/2020,24085,7,8
5/13/2020,24087,6,51
5/13/2020,24088,0,11
5/13/2020,24089,Suppressed*,29
5/13/2020,24090,9,20
5/13/2020,24091,Suppressed*,60
5/13/2020,24092,Suppressed*,12
5/13/2020,24093,0,1
5/13/2020,24095,Suppressed*,20
5/13/2020,24101,Suppressed*,30
5/13/2020,24102,0,2
5/13/2020,24104,Suppressed*,47
5/13/2020,24105,0,2
5/13/2020,24112,13,264
5/13/2020,24120,0,7
5/13/2020,24121,Suppressed*,78
5/13/2020,24122,Suppressed*,15
5/13/2020,24124,Suppressed*,37
5/13/2020,24127,Suppressed*,31
5/13/2020,24128,Suppressed*,20
5/13/2020,24131,0,1
5/13/2020,24132,0,4
5/13/2020,24133,0,30
5/13/2020,24134,0,29
5/13/2020,24136,0,13
5/13/2020,24137,Suppressed*,11
5/13/2020,24138,0,19
5/13/2020,24139,0,5
5/13/2020,24141,Suppressed*,163
5/13/2020,24142,0,1
5/13/2020,24147,Suppressed*,10
5/13/2020,24148,5,63
5/13/2020,24149,0,29
5/13/2020,24150,Suppressed*,3
5/13/2020,24151,13,40
5/13/2020,24153,53,426
5/13/2020,24161,0,3
5/13/2020,24162,6,41
5/13/2020,24165,0,17
5/13/2020,24167,0,3
5/13/2020,24168,Suppressed*,9
5/13/2020,24171,5,73
5/13/2020,24174,Suppressed*,16
5/13/2020,24175,Suppressed*,42
5/13/2020,24176,Suppressed*,10
5/13/2020,24179,12,76
5/13/2020,24184,6,12
5/13/2020,24185,0,2
5/13/2020,24201,Suppressed*,218
5/13/2020,24202,7,137
5/13/2020,24210,19,271
5/13/2020,24211,9,145
5/13/2020,24216,10,59
5/13/2020,24217,0,1
5/13/2020,24219,9,376
5/13/2020,24220,0,7
5/13/2020,24221,0,4
5/13/2020,24224,5,66
5/13/2020,24225,0,11
5/13/2020,24226,0,14
5/13/2020,24228,0,97
5/13/2020,24230,0,90
5/13/2020,24236,5,45
5/13/2020,24237,0,7
5/13/2020,24239,0,4
5/13/2020,24243,0,39
5/13/2020,24244,Suppressed*,88
5/13/2020,24245,0,15
5/13/2020,24246,0,5
5/13/2020,24248,Suppressed*,33
5/13/2020,24250,0,14
5/13/2020,24251,Suppressed*,139
5/13/2020,24256,0,38
5/13/2020,24258,0,20
5/13/2020,24260,0,58
5/13/2020,24263,Suppressed*,88
5/13/2020,24265,0,10
5/13/2020,24266,Suppressed*,107
5/13/2020,24269,0,4
5/13/2020,24270,Suppressed*,6
5/13/2020,24271,0,26
5/13/2020,24272,0,6
5/13/2020,24273,Suppressed*,71
5/13/2020,24277,Suppressed*,93
5/13/2020,24279,0,37
5/13/2020,24280,0,5
5/13/2020,24281,0,25
5/13/2020,24282,0,14
5/13/2020,24283,0,36
5/13/2020,24290,0,23
5/13/2020,24292,0,9
5/13/2020,24293,Suppressed*,126
5/13/2020,24301,Suppressed*,230
5/13/2020,24311,0,24
5/13/2020,24312,0,19
5/13/2020,24313,Suppressed*,7
5/13/2020,24314,0,33
5/13/2020,24315,0,41
5/13/2020,24316,0,2
5/13/2020,24317,Suppressed*,27
5/13/2020,24318,0,8
5/13/2020,24319,5,85
5/13/2020,24322,0,3
5/13/2020,24323,Suppressed*,9
5/13/2020,24324,0,33
5/13/2020,24325,0,4
5/13/2020,24326,0,4
5/13/2020,24328,0,15
5/13/2020,24330,7,37
5/13/2020,24333,97,341
5/13/2020,24340,Suppressed*,81
5/13/2020,24343,9,96
5/13/2020,24347,0,19
5/13/2020,24348,0,68
5/13/2020,24350,0,10
5/13/2020,24351,0,4
5/13/2020,24352,0,10
5/13/2020,24354,6,206
5/13/2020,24360,5,85
5/13/2020,24361,Suppressed*,75
5/13/2020,24363,0,7
5/13/2020,24366,Suppressed*,14
5/13/2020,24368,Suppressed*,56
5/13/2020,24370,Suppressed*,73
5/13/2020,24374,0,13
5/13/2020,24375,0,10
5/13/2020,24377,0,2
5/13/2020,24378,Suppressed*,7
5/13/2020,24380,Suppressed*,8
5/13/2020,24381,Suppressed*,29
5/13/2020,24382,5,176
5/13/2020,24401,26,330
5/13/2020,24412,0,1
5/13/2020,24413,0,4
5/13/2020,24415,0,2
5/13/2020,24416,9,27
5/13/2020,24421,Suppressed*,12
5/13/2020,24422,6,88
5/13/2020,24426,Suppressed*,153
5/13/2020,24430,0,19
5/13/2020,24431,5,25
5/13/2020,24432,Suppressed*,1
5/13/2020,24433,0,1
5/13/2020,24435,Suppressed*,7
5/13/2020,24437,0,6
5/13/2020,24439,0,8
5/13/2020,24440,7,29
5/13/2020,24441,14,92
5/13/2020,24442,0,2
5/13/2020,24445,0,27
5/13/2020,24448,0,4
5/13/2020,24450,8,64
5/13/2020,24457,0,11
5/13/2020,24458,0,4
5/13/2020,24459,0,1
5/13/2020,24460,0,10
5/13/2020,24465,Suppressed*,11
5/13/2020,24467,Suppressed*,14
5/13/2020,24471,Suppressed*,24
5/13/2020,24472,0,14
5/13/2020,24473,0,2
5/13/2020,24474,0,6
5/13/2020,24476,0,4
5/13/2020,24477,11,114
5/13/2020,24479,0,17
5/13/2020,24482,5,43
5/13/2020,24483,Suppressed*,3
5/13/2020,24484,0,5
5/13/2020,24485,0,1
5/13/2020,24486,13,54
5/13/2020,24487,0,2
5/13/2020,24501,25,396
5/13/2020,24502,32,545
5/13/2020,24503,11,266
5/13/2020,24504,6,124
5/13/2020,24517,0,79
5/13/2020,24520,Suppressed*,30
5/13/2020,24521,5,178
5/13/2020,24522,15,160
5/13/2020,24523,7,243
5/13/2020,24526,Suppressed*,23
5/13/2020,24527,Suppressed*,37
5/13/2020,24528,Suppressed*,49
5/13/2020,24529,Suppressed*,49
5/13/2020,24530,0,16
5/13/2020,24531,Suppressed*,69
5/13/2020,24534,Suppressed*,27
5/13/2020,24536,0,2
5/13/2020,24538,Suppressed*,73
5/13/2020,24539,0,7
5/13/2020,24540,19,339
5/13/2020,24541,23,343
5/13/2020,24549,0,42
5/13/2020,24550,5,87
5/13/2020,24551,19,331
5/13/2020,24553,Suppressed*,30
5/13/2020,24554,Suppressed*,47
5/13/2020,24555,0,5
5/13/2020,24556,0,45
5/13/2020,24557,Suppressed*,75
5/13/2020,24558,Suppressed*,99
5/13/2020,24562,0,11
5/13/2020,24563,Suppressed*,73
5/13/2020,24565,0,8
5/13/2020,24566,Suppressed*,11
5/13/2020,24569,0,12
5/13/2020,24571,Suppressed*,20
5/13/2020,24572,11,270
5/13/2020,24574,Suppressed*,41
5/13/2020,24577,Suppressed*,53
5/13/2020,24578,Suppressed*,3
5/13/2020,24579,0,4
5/13/2020,24580,Suppressed*,12
5/13/2020,24586,Suppressed*,62
5/13/2020,24588,Suppressed*,137
5/13/2020,24589,0,28
5/13/2020,24590,11,177
5/13/2020,24592,11,249
5/13/2020,24593,Suppressed*,24
5/13/2020,24594,Suppressed*,30
5/13/2020,24595,0,3
5/13/2020,24597,Suppressed*,15
5/13/2020,24598,Suppressed*,31
5/13/2020,24599,Suppressed*,14
5/13/2020,24602,0,11
5/13/2020,24603,Suppressed*,11
5/13/2020,24605,Suppressed*,123
5/13/2020,24606,0,2
5/13/2020,24607,0,2
5/13/2020,24609,Suppressed*,81
5/13/2020,24612,0,3
5/13/2020,24613,0,20
5/13/2020,24614,15,132
5/13/2020,24620,0,18
5/13/2020,24622,0,15
5/13/2020,24628,0,5
5/13/2020,24630,0,68
5/13/2020,24631,0,21
5/13/2020,24634,0,7
5/13/2020,24635,0,11
5/13/2020,24637,0,26
5/13/2020,24639,Suppressed*,52
5/13/2020,24641,0,96
5/13/2020,24646,0,6
5/13/2020,24649,0,21
5/13/2020,24651,0,69
5/13/2020,24656,0,35
5/13/2020,24657,0,2
5/13/2020,"Not Reported",526,22300
5/13/2020,Out-of-State,0,2537
