"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
6/2/2020,22655,92,192
6/2/2020,22656,18,51
6/2/2020,22657,45,139
6/2/2020,22660,10,14
6/2/2020,22663,8,12
6/2/2020,22664,167,500
6/2/2020,22701,622,1965
6/2/2020,22709,Suppressed*,31
6/2/2020,22711,0,2
6/2/2020,22712,82,426
6/2/2020,22713,6,36
6/2/2020,22714,15,48
6/2/2020,22715,Suppressed*,38
6/2/2020,22716,Suppressed*,19
6/2/2020,22718,Suppressed*,14
6/2/2020,22719,0,8
6/2/2020,22720,0,24
6/2/2020,22722,0,3
6/2/2020,22723,0,4
6/2/2020,22724,12,69
6/2/2020,22726,22,86
6/2/2020,22727,18,194
6/2/2020,22728,7,95
6/2/2020,22729,Suppressed*,12
6/2/2020,22730,Suppressed*,3
6/2/2020,22731,Suppressed*,9
6/2/2020,22732,Suppressed*,12
6/2/2020,22733,17,58
6/2/2020,22734,21,133
6/2/2020,22735,Suppressed*,58
6/2/2020,22736,Suppressed*,18
6/2/2020,22737,6,81
6/2/2020,22738,Suppressed*,30
6/2/2020,22740,Suppressed*,36
6/2/2020,22741,0,6
6/2/2020,22742,16,78
6/2/2020,22743,0,2
6/2/2020,22747,Suppressed*,25
6/2/2020,22749,0,7
6/2/2020,22801,559,1732
6/2/2020,22802,461,1477
6/2/2020,22807,Suppressed*,4
6/2/2020,22810,Suppressed*,20
6/2/2020,22811,Suppressed*,21
6/2/2020,22812,24,270
6/2/2020,22815,70,290
6/2/2020,22820,0,2
6/2/2020,22821,19,155
6/2/2020,22824,68,87
6/2/2020,22827,59,392
6/2/2020,22830,16,58
6/2/2020,22831,Suppressed*,29
6/2/2020,22832,Suppressed*,29
6/2/2020,22834,Suppressed*,41
6/2/2020,22835,140,438
6/2/2020,22840,15,133
6/2/2020,22841,15,89
6/2/2020,22842,58,128
6/2/2020,22843,Suppressed*,46
6/2/2020,22844,40,144
6/2/2020,22845,0,4
6/2/2020,22846,8,66
6/2/2020,22847,Suppressed*,17
6/2/2020,22849,22,146
6/2/2020,22850,6,38
6/2/2020,22851,62,151
6/2/2020,22853,51,174
6/2/2020,22901,120,1609
6/2/2020,22902,62,933
6/2/2020,22903,71,1500
6/2/2020,22904,0,6
6/2/2020,22911,30,709
6/2/2020,22920,Suppressed*,93
6/2/2020,22922,6,65
6/2/2020,22923,11,166
6/2/2020,22931,0,9
6/2/2020,22932,18,277
6/2/2020,22935,Suppressed*,34
6/2/2020,22936,Suppressed*,149
6/2/2020,22937,Suppressed*,52
6/2/2020,22938,Suppressed*,48
6/2/2020,22939,7,180
6/2/2020,22940,Suppressed*,35
6/2/2020,22942,12,385
6/2/2020,22943,0,18
6/2/2020,22946,Suppressed*,8
6/2/2020,22947,Suppressed*,145
6/2/2020,22948,0,4
6/2/2020,22949,0,55
6/2/2020,22952,Suppressed*,56
6/2/2020,22958,Suppressed*,49
6/2/2020,22959,6,79
6/2/2020,22960,34,456
6/2/2020,22963,28,559
6/2/2020,22964,0,7
6/2/2020,22967,Suppressed*,45
6/2/2020,22968,18,386
6/2/2020,22969,Suppressed*,47
6/2/2020,22971,0,62
6/2/2020,22972,Suppressed*,19
6/2/2020,22973,9,324
6/2/2020,22974,8,180
6/2/2020,22976,0,11
6/2/2020,22980,51,963
6/2/2020,22989,0,5
6/2/2020,23002,23,393
6/2/2020,23004,10,60
6/2/2020,23005,62,607
6/2/2020,23009,19,210
6/2/2020,23011,Suppressed*,30
6/2/2020,23015,11,123
6/2/2020,23021,0,7
6/2/2020,23022,8,51
6/2/2020,23023,Suppressed*,7
6/2/2020,23024,28,256
6/2/2020,23025,0,9
6/2/2020,23027,5,62
6/2/2020,23030,18,177
6/2/2020,23032,0,6
6/2/2020,23035,Suppressed*,24
6/2/2020,23038,8,58
6/2/2020,23039,Suppressed*,35
6/2/2020,23040,17,184
6/2/2020,23043,Suppressed*,24
6/2/2020,23045,0,2
6/2/2020,23047,6,40
6/2/2020,23050,Suppressed*,11
6/2/2020,23055,38,75
6/2/2020,23056,0,0
6/2/2020,23059,63,861
6/2/2020,23060,135,1150
6/2/2020,23061,18,540
6/2/2020,23062,5,70
6/2/2020,23063,56,254
6/2/2020,23064,0,2
6/2/2020,23065,Suppressed*,48
6/2/2020,23066,0,4
6/2/2020,23068,0,6
6/2/2020,23069,9,85
6/2/2020,23070,0,7
6/2/2020,23071,Suppressed*,36
6/2/2020,23072,7,252
6/2/2020,23075,131,467
6/2/2020,23076,0,15
6/2/2020,23079,0,5
6/2/2020,23083,Suppressed*,67
6/2/2020,23084,6,91
6/2/2020,23085,Suppressed*,9
6/2/2020,23086,5,77
6/2/2020,23089,8,161
6/2/2020,23091,0,15
6/2/2020,23092,0,10
6/2/2020,23093,31,553
6/2/2020,23102,8,75
6/2/2020,23103,21,168
6/2/2020,23106,Suppressed*,29
6/2/2020,23108,0,2
6/2/2020,23109,Suppressed*,44
6/2/2020,23110,0,16
6/2/2020,23111,110,1264
6/2/2020,23112,126,1592
6/2/2020,23113,96,957
6/2/2020,23114,55,627
6/2/2020,23115,5,11
6/2/2020,23116,118,1017
6/2/2020,23117,17,344
6/2/2020,23119,Suppressed*,6
6/2/2020,23120,32,339
6/2/2020,23123,16,144
6/2/2020,23124,6,134
6/2/2020,23125,0,1
6/2/2020,23126,0,9
6/2/2020,23128,Suppressed*,25
6/2/2020,23129,0,5
6/2/2020,23130,Suppressed*,8
6/2/2020,23138,0,7
6/2/2020,23139,35,635
6/2/2020,23140,20,204
6/2/2020,23141,14,196
6/2/2020,23146,6,61
6/2/2020,23148,Suppressed*,40
6/2/2020,23149,8,72
6/2/2020,23150,77,457
6/2/2020,23153,Suppressed*,38
6/2/2020,23156,5,36
6/2/2020,23160,Suppressed*,12
6/2/2020,23161,0,1
6/2/2020,23163,0,1
6/2/2020,23168,10,250
6/2/2020,23169,0,19
6/2/2020,23173,0,3
6/2/2020,23175,Suppressed*,29
6/2/2020,23176,0,10
6/2/2020,23177,0,19
6/2/2020,23180,0,6
6/2/2020,23181,Suppressed*,157
6/2/2020,23185,148,1931
6/2/2020,23187,0,16
6/2/2020,23188,131,1451
6/2/2020,23192,12,151
6/2/2020,23219,16,387
6/2/2020,23220,74,748
6/2/2020,23221,35,415
6/2/2020,23222,115,811
6/2/2020,23223,306,2008
6/2/2020,23224,604,2900
6/2/2020,23225,313,2033
6/2/2020,23226,186,3258
6/2/2020,23227,122,1132
6/2/2020,23228,200,1418
6/2/2020,23229,179,1228
6/2/2020,23230,32,263
6/2/2020,23231,136,1142
6/2/2020,23233,121,973
6/2/2020,23234,550,2159
6/2/2020,23235,149,1414
6/2/2020,23236,91,1044
6/2/2020,23237,168,956
6/2/2020,23238,240,1117
6/2/2020,23250,0,3
6/2/2020,23294,94,676
6/2/2020,23301,84,206
6/2/2020,23302,Suppressed*,14
6/2/2020,23303,16,89
6/2/2020,23304,Suppressed*,11
6/2/2020,23306,23,84
6/2/2020,23307,15,47
6/2/2020,23308,50,166
6/2/2020,23310,24,138
6/2/2020,23313,Suppressed*,4
6/2/2020,23314,13,231
6/2/2020,23315,Suppressed*,45
6/2/2020,23316,12,58
6/2/2020,23320,175,3472
6/2/2020,23321,62,1076
6/2/2020,23322,100,1365
6/2/2020,23323,82,967
6/2/2020,23324,70,636
6/2/2020,23325,51,574
6/2/2020,23336,9,89
6/2/2020,23337,0,15
6/2/2020,23347,16,51
6/2/2020,23350,68,228
6/2/2020,23354,13,29
6/2/2020,23356,Suppressed*,48
6/2/2020,23357,41,90
6/2/2020,23358,0,2
6/2/2020,23359,13,36
6/2/2020,23389,Suppressed*,4
6/2/2020,23395,17,56
6/2/2020,23398,Suppressed*,12
6/2/2020,23401,6,25
6/2/2020,23405,10,43
6/2/2020,23407,56,122
6/2/2020,23408,Suppressed*,6
6/2/2020,23409,Suppressed*,8
6/2/2020,23410,60,185
6/2/2020,23413,77,268
6/2/2020,23414,29,70
6/2/2020,23415,37,170
6/2/2020,23416,11,80
6/2/2020,23417,76,244
6/2/2020,23418,63,136
6/2/2020,23420,82,207
6/2/2020,23421,167,699
6/2/2020,23422,6,22
6/2/2020,23423,Suppressed*,11
6/2/2020,23426,5,9
6/2/2020,23427,5,15
6/2/2020,23430,33,433
6/2/2020,23432,7,35
6/2/2020,23433,0,40
6/2/2020,23434,177,2037
6/2/2020,23435,120,998
6/2/2020,23436,0,24
6/2/2020,23437,6,151
6/2/2020,23438,Suppressed*,69
6/2/2020,23440,0,8
6/2/2020,23441,32,65
6/2/2020,23442,24,130
6/2/2020,23451,58,1390
6/2/2020,23452,119,2201
6/2/2020,23453,54,1077
6/2/2020,23454,104,1987
6/2/2020,23455,51,1497
6/2/2020,23456,81,1694
6/2/2020,23457,7,118
6/2/2020,23459,6,88
6/2/2020,23460,0,25
6/2/2020,23461,0,27
6/2/2020,23462,149,2378
6/2/2020,23464,105,2119
6/2/2020,23480,Suppressed*,19
6/2/2020,23486,Suppressed*,6
6/2/2020,23487,65,211
6/2/2020,23488,8,30
6/2/2020,23502,51,1381
6/2/2020,23503,66,851
6/2/2020,23504,65,1129
6/2/2020,23505,46,1218
6/2/2020,23507,10,709
6/2/2020,23508,34,415
6/2/2020,23509,37,1421
6/2/2020,23510,50,575
6/2/2020,23511,Suppressed*,145
6/2/2020,23513,61,948
6/2/2020,23517,9,148
6/2/2020,23518,71,1009
6/2/2020,23523,17,251
6/2/2020,23551,0,1
6/2/2020,23601,31,1571
6/2/2020,23602,56,925
6/2/2020,23603,Suppressed*,67
6/2/2020,23604,Suppressed*,39
6/2/2020,23605,22,331
6/2/2020,23606,52,691
6/2/2020,23607,33,464
6/2/2020,23608,86,1048
6/2/2020,23651,Suppressed*,12
6/2/2020,23661,18,326
6/2/2020,23662,8,289
6/2/2020,23663,13,288
6/2/2020,23664,11,229
6/2/2020,23665,Suppressed*,51
6/2/2020,23666,95,1324
6/2/2020,23669,65,1713
6/2/2020,23690,0,66
6/2/2020,23691,0,9
6/2/2020,23692,19,395
6/2/2020,23693,14,402
6/2/2020,23696,0,70
6/2/2020,23701,125,1181
6/2/2020,23702,24,374
6/2/2020,23703,72,879
6/2/2020,23704,53,876
6/2/2020,23707,35,505
6/2/2020,23708,Suppressed*,267
6/2/2020,23709,0,127
6/2/2020,23801,12,152
6/2/2020,23803,143,1391
6/2/2020,23805,71,1406
6/2/2020,23806,0,2
6/2/2020,23821,Suppressed*,40
6/2/2020,23824,12,211
6/2/2020,23827,Suppressed*,46
6/2/2020,23828,Suppressed*,17
6/2/2020,23829,81,679
6/2/2020,23830,Suppressed*,61
6/2/2020,23831,129,1090
6/2/2020,23832,187,1344
6/2/2020,23833,6,47
6/2/2020,23834,128,1092
6/2/2020,23836,48,396
6/2/2020,23837,50,145
6/2/2020,23838,38,417
6/2/2020,23839,Suppressed*,35
6/2/2020,23840,Suppressed*,62
6/2/2020,23841,13,119
6/2/2020,23842,14,179
6/2/2020,23843,0,9
6/2/2020,23844,Suppressed*,14
6/2/2020,23845,0,7
6/2/2020,23846,Suppressed*,25
6/2/2020,23847,145,642
6/2/2020,23850,Suppressed*,41
6/2/2020,23851,41,874
6/2/2020,23856,Suppressed*,15
6/2/2020,23857,Suppressed*,18
6/2/2020,23860,151,1403
6/2/2020,23866,5,74
6/2/2020,23867,27,107
6/2/2020,23868,15,111
6/2/2020,23872,5,79
6/2/2020,23874,0,38
6/2/2020,23875,37,392
6/2/2020,23876,0,3
6/2/2020,23878,Suppressed*,40
6/2/2020,23879,5,15
6/2/2020,23881,Suppressed*,63
6/2/2020,23882,9,80
6/2/2020,23883,Suppressed*,69
6/2/2020,23884,Suppressed*,0
6/2/2020,23885,Suppressed*,87
6/2/2020,23887,0,7
6/2/2020,23888,7,70
6/2/2020,23889,Suppressed*,12
6/2/2020,23890,73,216
6/2/2020,23891,65,140
6/2/2020,23893,Suppressed*,8
6/2/2020,23894,0,11
6/2/2020,23897,Suppressed*,21
6/2/2020,23898,6,55
6/2/2020,23899,Suppressed*,14
6/2/2020,23901,100,714
6/2/2020,23915,Suppressed*,19
6/2/2020,23917,10,70
6/2/2020,23919,5,40
6/2/2020,23920,Suppressed*,51
6/2/2020,23921,8,93
6/2/2020,23922,22,237
6/2/2020,23923,8,100
6/2/2020,23924,94,258
6/2/2020,23927,64,269
6/2/2020,23930,7,195
6/2/2020,23934,Suppressed*,39
6/2/2020,23936,426,437
6/2/2020,23937,Suppressed*,90
6/2/2020,23938,0,8
6/2/2020,23942,7,53
6/2/2020,23943,0,4
6/2/2020,23944,Suppressed*,94
6/2/2020,23947,5,154
6/2/2020,23950,11,69
6/2/2020,23952,0,8
6/2/2020,23954,Suppressed*,76
6/2/2020,23958,13,160
6/2/2020,23959,0,39
6/2/2020,23960,28,124
6/2/2020,23962,Suppressed*,33
6/2/2020,23963,0,13
6/2/2020,23964,0,36
6/2/2020,23966,8,96
6/2/2020,23967,Suppressed*,34
6/2/2020,23968,Suppressed*,28
6/2/2020,23970,17,168
6/2/2020,23974,9,145
6/2/2020,23976,Suppressed*,14
6/2/2020,24011,0,7227
6/2/2020,24012,69,342
6/2/2020,24013,9,60
6/2/2020,24014,55,273
6/2/2020,24015,20,113
6/2/2020,24016,7,101
6/2/2020,24017,20,288
6/2/2020,24018,37,410
6/2/2020,24019,18,257
6/2/2020,24053,Suppressed*,41
6/2/2020,24054,23,149
6/2/2020,24055,27,291
6/2/2020,24058,0,4
6/2/2020,24059,0,7
6/2/2020,24060,43,619
6/2/2020,24064,0,36
6/2/2020,24065,Suppressed*,42
6/2/2020,24066,Suppressed*,23
6/2/2020,24067,Suppressed*,18
6/2/2020,24069,Suppressed*,44
6/2/2020,24070,Suppressed*,25
6/2/2020,24072,0,12
6/2/2020,24073,23,1075
6/2/2020,24076,0,13
6/2/2020,24077,Suppressed*,8
6/2/2020,24078,28,221
6/2/2020,24079,Suppressed*,20
6/2/2020,24082,0,6
6/2/2020,24083,7,31
6/2/2020,24084,8,259
6/2/2020,24085,8,16
6/2/2020,24087,6,73
6/2/2020,24088,0,20
6/2/2020,24089,Suppressed*,62
6/2/2020,24090,10,30
6/2/2020,24091,Suppressed*,79
6/2/2020,24092,Suppressed*,16
6/2/2020,24093,0,1
6/2/2020,24095,Suppressed*,30
6/2/2020,24101,Suppressed*,49
6/2/2020,24102,0,9
6/2/2020,24104,Suppressed*,96
6/2/2020,24105,0,5
6/2/2020,24112,75,1009
6/2/2020,24120,Suppressed*,14
6/2/2020,24121,Suppressed*,149
6/2/2020,24122,Suppressed*,19
6/2/2020,24124,Suppressed*,46
6/2/2020,24127,Suppressed*,66
6/2/2020,24128,Suppressed*,21
6/2/2020,24131,0,1
6/2/2020,24132,0,9
6/2/2020,24133,Suppressed*,55
6/2/2020,24134,0,125
6/2/2020,24136,0,23
6/2/2020,24137,Suppressed*,22
6/2/2020,24138,0,30
6/2/2020,24139,Suppressed*,17
6/2/2020,24141,11,232
6/2/2020,24142,0,4
6/2/2020,24147,Suppressed*,13
6/2/2020,24148,17,170
6/2/2020,24149,0,36
6/2/2020,24150,Suppressed*,6
6/2/2020,24151,17,291
6/2/2020,24153,62,2246
6/2/2020,24161,0,8
6/2/2020,24162,6,53
6/2/2020,24165,Suppressed*,48
6/2/2020,24167,0,4
6/2/2020,24168,5,31
6/2/2020,24171,13,120
6/2/2020,24174,Suppressed*,44
6/2/2020,24175,Suppressed*,51
6/2/2020,24176,Suppressed*,23
6/2/2020,24179,22,155
6/2/2020,24184,6,29
6/2/2020,24185,0,12
6/2/2020,24201,Suppressed*,420
6/2/2020,24202,8,254
6/2/2020,24210,20,389
6/2/2020,24211,10,340
6/2/2020,24216,10,89
6/2/2020,24217,0,4
6/2/2020,24219,9,568
6/2/2020,24220,0,15
6/2/2020,24221,0,7
6/2/2020,24224,6,83
6/2/2020,24225,0,15
6/2/2020,24226,0,35
6/2/2020,24228,0,123
6/2/2020,24230,0,128
6/2/2020,24236,5,44
6/2/2020,24237,0,9
6/2/2020,24239,0,6
6/2/2020,24243,0,57
6/2/2020,24244,Suppressed*,162
6/2/2020,24245,0,26
6/2/2020,24246,0,9
6/2/2020,24248,Suppressed*,57
6/2/2020,24250,0,20
6/2/2020,24251,Suppressed*,226
6/2/2020,24256,0,54
6/2/2020,24258,0,32
6/2/2020,24260,0,92
6/2/2020,24263,Suppressed*,156
6/2/2020,24265,0,14
6/2/2020,24266,Suppressed*,181
6/2/2020,24269,0,8
6/2/2020,24270,Suppressed*,9
6/2/2020,24271,0,63
6/2/2020,24272,0,9
6/2/2020,24273,Suppressed*,159
6/2/2020,24277,Suppressed*,133
6/2/2020,24279,Suppressed*,50
6/2/2020,24280,0,10
6/2/2020,24281,0,45
6/2/2020,24282,0,16
6/2/2020,24283,0,65
6/2/2020,24290,0,43
6/2/2020,24292,0,12
6/2/2020,24293,Suppressed*,224
6/2/2020,24301,7,384
6/2/2020,24311,0,31
6/2/2020,24312,0,42
6/2/2020,24313,Suppressed*,15
6/2/2020,24314,0,32
6/2/2020,24315,0,50
6/2/2020,24316,0,2
6/2/2020,24317,5,71
6/2/2020,24318,0,10
6/2/2020,24319,5,104
6/2/2020,24322,0,4
6/2/2020,24323,Suppressed*,14
6/2/2020,24324,0,45
6/2/2020,24325,Suppressed*,15
6/2/2020,24326,Suppressed*,21
6/2/2020,24328,Suppressed*,31
6/2/2020,24330,18,109
6/2/2020,24333,183,787
6/2/2020,24340,Suppressed*,94
6/2/2020,24343,40,284
6/2/2020,24347,Suppressed*,33
6/2/2020,24348,Suppressed*,108
6/2/2020,24350,0,21
6/2/2020,24351,0,7
6/2/2020,24352,Suppressed*,18
6/2/2020,24354,6,300
6/2/2020,24360,5,135
6/2/2020,24361,Suppressed*,89
6/2/2020,24363,Suppressed*,16
6/2/2020,24366,Suppressed*,21
6/2/2020,24368,Suppressed*,87
6/2/2020,24370,Suppressed*,95
6/2/2020,24374,0,20
6/2/2020,24375,0,13
6/2/2020,24377,0,4
6/2/2020,24378,Suppressed*,14
6/2/2020,24380,Suppressed*,19
6/2/2020,24381,7,79
6/2/2020,24382,10,329
6/2/2020,24401,66,858
6/2/2020,24412,0,1
6/2/2020,24413,0,6
6/2/2020,24415,0,2
6/2/2020,24416,13,90
6/2/2020,24421,Suppressed*,50
6/2/2020,24422,7,149
6/2/2020,24426,16,309
6/2/2020,24430,Suppressed*,51
6/2/2020,24431,5,73
6/2/2020,24432,Suppressed*,3
6/2/2020,24433,0,2
6/2/2020,24435,Suppressed*,34
6/2/2020,24437,0,16
6/2/2020,24439,0,20
6/2/2020,24440,8,62
6/2/2020,24441,31,197
6/2/2020,24442,0,2
6/2/2020,24445,0,39
6/2/2020,24448,Suppressed*,10
6/2/2020,24450,9,459
6/2/2020,24457,Suppressed*,24
6/2/2020,24458,0,5
6/2/2020,24459,6,12
6/2/2020,24460,0,23
6/2/2020,24464,0,1
6/2/2020,24465,Suppressed*,28
6/2/2020,24467,Suppressed*,38
6/2/2020,24471,Suppressed*,46
6/2/2020,24472,Suppressed*,78
6/2/2020,24473,0,15
6/2/2020,24474,0,10
6/2/2020,24476,Suppressed*,11
6/2/2020,24477,15,232
6/2/2020,24479,Suppressed*,35
6/2/2020,24482,5,95
6/2/2020,24483,Suppressed*,10
6/2/2020,24484,0,8
6/2/2020,24485,Suppressed*,7
6/2/2020,24486,21,107
6/2/2020,24487,0,5
6/2/2020,24501,29,875
6/2/2020,24502,34,1022
6/2/2020,24503,13,505
6/2/2020,24504,7,250
6/2/2020,24517,Suppressed*,152
6/2/2020,24520,Suppressed*,46
6/2/2020,24521,8,304
6/2/2020,24522,21,299
6/2/2020,24523,23,688
6/2/2020,24526,Suppressed*,45
6/2/2020,24527,Suppressed*,61
6/2/2020,24528,Suppressed*,91
6/2/2020,24529,Suppressed*,65
6/2/2020,24530,0,29
6/2/2020,24531,6,160
6/2/2020,24534,5,45
6/2/2020,24536,0,3
6/2/2020,24538,Suppressed*,129
6/2/2020,24539,0,9
6/2/2020,24540,34,649
6/2/2020,24541,29,603
6/2/2020,24549,Suppressed*,73
6/2/2020,24550,5,172
6/2/2020,24551,20,601
6/2/2020,24553,Suppressed*,55
6/2/2020,24554,Suppressed*,96
6/2/2020,24555,Suppressed*,28
6/2/2020,24556,0,97
6/2/2020,24557,6,166
6/2/2020,24558,5,205
6/2/2020,24562,0,19
6/2/2020,24563,Suppressed*,143
6/2/2020,24565,0,20
6/2/2020,24566,Suppressed*,29
6/2/2020,24569,0,25
6/2/2020,24571,Suppressed*,45
6/2/2020,24572,13,473
6/2/2020,24574,Suppressed*,78
6/2/2020,24577,Suppressed*,115
6/2/2020,24578,Suppressed*,7
6/2/2020,24579,0,12
6/2/2020,24580,Suppressed*,22
6/2/2020,24586,Suppressed*,117
6/2/2020,24588,Suppressed*,254
6/2/2020,24589,0,57
6/2/2020,24590,11,290
6/2/2020,24592,13,544
6/2/2020,24593,Suppressed*,46
6/2/2020,24594,Suppressed*,45
6/2/2020,24595,0,7
6/2/2020,24597,Suppressed*,28
6/2/2020,24598,Suppressed*,45
6/2/2020,24599,Suppressed*,22
6/2/2020,24601,0,1
6/2/2020,24602,0,12
6/2/2020,24603,Suppressed*,14
6/2/2020,24605,Suppressed*,191
6/2/2020,24606,0,3
6/2/2020,24607,0,2
6/2/2020,24609,Suppressed*,119
6/2/2020,24612,0,4
6/2/2020,24613,0,26
6/2/2020,24614,17,328
6/2/2020,24620,0,28
6/2/2020,24622,0,21
6/2/2020,24628,0,6
6/2/2020,24630,0,116
6/2/2020,24631,0,29
6/2/2020,24634,0,10
6/2/2020,24635,0,21
6/2/2020,24637,Suppressed*,51
6/2/2020,24639,Suppressed*,72
6/2/2020,24641,0,149
6/2/2020,24646,0,9
6/2/2020,24649,0,37
6/2/2020,24651,0,291
6/2/2020,24656,0,49
6/2/2020,24657,0,4
6/2/2020,"Not Reported",1041,1995
6/2/2020,Out-of-State,0,6801
