"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-18,Norfolk,0-9,21,0,0
2020-06-18,"Cumberland Plateau",40-49,6,0,0
2020-06-18,"Eastern Shore",10-19,57,1,0
2020-06-18,"Mount Rogers",10-19,45,0,0
2020-06-18,"Rappahannock Rapidan",0-9,71,1,0
2020-06-18,"Three Rivers",0-9,9,1,0
2020-06-18,Henrico,40-49,338,23,1
2020-06-18,Alexandria,50-59,287,47,9
2020-06-18,Arlington,0-9,42,2,0
2020-06-18,Chickahominy,Missing,11,0,0
2020-06-18,"New River",20-29,34,0,0
2020-06-18,"Virginia Beach",20-29,181,3,0
2020-06-18,Chesapeake,50-59,113,19,1
2020-06-18,Alleghany,80+,24,8,5
2020-06-18,Fairfax,10-19,727,21,0
2020-06-18,Chesapeake,60-69,90,22,4
2020-06-18,"West Piedmont",Missing,0,0,0
2020-06-18,Peninsula,80+,50,23,15
2020-06-18,Crater,40-49,188,13,1
2020-06-18,Chesapeake,40-49,113,17,0
2020-06-18,"Thomas Jefferson",20-29,115,1,0
2020-06-18,"Lord Fairfax",20-29,310,4,0
2020-06-18,Norfolk,20-29,177,2,0
2020-06-18,Arlington,30-39,433,41,0
2020-06-18,"West Piedmont",60-69,41,4,0
2020-06-18,Henrico,50-59,287,31,8
2020-06-18,"West Piedmont",50-59,77,9,1
2020-06-18,"Cumberland Plateau",20-29,2,0,0
2020-06-18,Alexandria,70-79,100,37,15
2020-06-18,Portsmouth,20-29,73,3,0
2020-06-18,"Western Tidewater",30-39,88,4,0
2020-06-18,"Central Shenandoah",0-9,46,0,0
2020-06-18,Henrico,80+,304,65,68
2020-06-18,Alexandria,0-9,119,2,0
2020-06-18,Pittsylvania-Danville,40-49,33,5,0
2020-06-18,Henrico,20-29,313,15,0
2020-06-18,Roanoke,60-69,23,3,0
2020-06-18,Peninsula,30-39,129,7,1
2020-06-18,Alleghany,60-69,35,7,1
2020-06-18,"Prince William",70-79,265,74,38
2020-06-18,Norfolk,60-69,65,24,1
2020-06-18,Southside,40-49,34,5,0
2020-06-18,Chesterfield,30-39,507,4,0
2020-06-18,Loudoun,70-79,132,39,13
2020-06-18,"Central Virginia",40-49,40,0,0
2020-06-18,"New River",Missing,0,0,0
2020-06-18,Chickahominy,20-29,72,0,0
2020-06-18,"New River",0-9,3,0,0
2020-06-18,"Cumberland Plateau",0-9,0,0,0
2020-06-18,"Three Rivers",70-79,27,6,4
2020-06-18,"Rappahannock Rapidan",40-49,282,19,2
2020-06-18,Hampton,0-9,8,0,0
2020-06-18,Piedmont,50-59,174,19,0
2020-06-18,Rappahannock,20-29,374,10,0
2020-06-18,"West Piedmont",20-29,46,1,0
2020-06-18,Arlington,70-79,171,72,32
2020-06-18,Chickahominy,50-59,104,22,1
2020-06-18,Alleghany,40-49,39,1,0
2020-06-18,"Prince William",50-59,1317,174,12
2020-06-18,"Mount Rogers",0-9,30,1,0
2020-06-18,"Eastern Shore",0-9,15,1,0
2020-06-18,"Thomas Jefferson",60-69,67,17,2
2020-06-18,Pittsylvania-Danville,70-79,20,9,0
2020-06-18,Chesterfield,80+,129,25,31
2020-06-18,Richmond,0-9,72,4,0
2020-06-18,Chesapeake,80+,42,14,9
2020-06-18,Peninsula,40-49,104,7,1
2020-06-18,Henrico,0-9,96,1,0
2020-06-18,Lenowisco,80+,0,0,0
2020-06-18,Piedmont,60-69,131,19,2
2020-06-18,Hampton,20-29,47,2,0
2020-06-18,"Central Shenandoah",40-49,303,10,0
2020-06-18,Pittsylvania-Danville,0-9,1,0,0
2020-06-18,Crater,30-39,222,3,0
2020-06-18,"Virginia Beach",70-79,65,26,7
2020-06-18,"Virginia Beach",30-39,136,9,0
2020-06-18,Piedmont,0-9,16,0,0
2020-06-18,"Central Shenandoah",30-39,286,6,0
2020-06-18,Hampton,50-59,42,8,1
2020-06-18,Peninsula,70-79,81,38,11
2020-06-18,Arlington,20-29,396,20,0
2020-06-18,"West Piedmont",70-79,21,6,3
2020-06-18,Richmond,20-29,380,12,0
2020-06-18,Roanoke,0-9,7,0,0
2020-06-18,Hampton,30-39,45,3,0
2020-06-18,"Thomas Jefferson",30-39,144,5,0
2020-06-18,"Western Tidewater",40-49,87,5,1
2020-06-18,Richmond,50-59,253,39,1
2020-06-18,"Western Tidewater",50-59,127,12,2
2020-06-18,Crater,Missing,7,0,0
2020-06-18,Arlington,50-59,363,66,6
2020-06-18,Piedmont,70-79,60,17,2
2020-06-18,Alexandria,60-69,186,43,2
2020-06-18,Portsmouth,30-39,85,4,0
2020-06-18,Lenowisco,20-29,6,0,0
2020-06-18,"Central Virginia",30-39,47,2,0
2020-06-18,Norfolk,10-19,42,1,0
2020-06-18,"New River",10-19,7,0,0
2020-06-18,"Central Virginia",20-29,54,2,0
2020-06-18,Rappahannock,50-59,341,41,3
2020-06-18,Rappahannock,60-69,193,42,5
2020-06-18,Piedmont,20-29,146,2,0
2020-06-18,"New River",60-69,20,2,0
2020-06-18,Roanoke,40-49,38,1,0
2020-06-18,"Three Rivers",20-29,102,4,0
2020-06-18,Rappahannock,40-49,404,33,2
2020-06-18,Portsmouth,80+,20,7,3
2020-06-18,"Central Shenandoah",Missing,0,0,0
2020-06-18,"Eastern Shore",70-79,46,15,9
2020-06-18,"Mount Rogers",70-79,55,24,9
2020-06-18,"Cumberland Plateau",70-79,2,0,0
2020-06-18,Piedmont,10-19,23,0,0
2020-06-18,Southside,20-29,35,2,0
2020-06-18,Chesterfield,50-59,364,28,3
2020-06-18,"Rappahannock Rapidan",20-29,263,4,0
2020-06-18,"Cumberland Plateau",60-69,5,1,0
2020-06-18,Roanoke,70-79,10,3,0
2020-06-18,"Central Shenandoah",20-29,336,5,0
2020-06-18,Pittsylvania-Danville,80+,3,2,2
2020-06-18,"Virginia Beach",80+,81,27,18
2020-06-18,"Central Shenandoah",50-59,331,28,1
2020-06-18,Lenowisco,Missing,0,0,0
2020-06-18,Fairfax,30-39,2594,158,4
2020-06-18,Lenowisco,60-69,5,4,2
2020-06-18,Loudoun,30-39,652,20,0
2020-06-18,"West Piedmont",80+,12,6,0
2020-06-18,Roanoke,80+,38,3,10
2020-06-18,Fairfax,40-49,2515,228,8
2020-06-18,"Thomas Jefferson",80+,72,23,14
2020-06-18,Roanoke,20-29,52,1,0
2020-06-18,Henrico,60-69,269,44,26
2020-06-18,"Lord Fairfax",40-49,288,13,1
2020-06-18,"Western Tidewater",Missing,5,0,0
2020-06-18,Chickahominy,60-69,68,17,6
2020-06-18,Chesapeake,20-29,97,3,0
2020-06-18,"Three Rivers",Missing,1,0,0
2020-06-18,Henrico,70-79,200,45,35
2020-06-18,"Western Tidewater",20-29,59,2,0
2020-06-18,Peninsula,0-9,30,0,0
2020-06-18,Loudoun,40-49,728,32,0
2020-06-18,Pittsylvania-Danville,30-39,18,1,0
2020-06-18,Loudoun,20-29,574,5,0
2020-06-18,Crater,60-69,185,35,10
2020-06-18,Loudoun,80+,184,47,63
2020-06-18,Arlington,80+,202,80,65
2020-06-18,"Virginia Beach",10-19,38,0,0
2020-06-18,"Mount Rogers",80+,68,23,13
2020-06-18,"Eastern Shore",80+,49,20,17
2020-06-18,Crater,10-19,42,0,0
2020-06-18,Lenowisco,30-39,4,1,1
2020-06-18,Norfolk,Missing,7,1,0
2020-06-18,Henrico,Missing,32,1,1
2020-06-18,"New River",40-49,21,1,0
2020-06-18,"Central Virginia",0-9,5,0,0
2020-06-18,"New River",70-79,13,8,3
2020-06-18,Loudoun,0-9,132,2,0
2020-06-18,"Central Virginia",70-79,20,4,2
2020-06-18,Southside,0-9,2,0,0
2020-06-18,"Three Rivers",40-49,125,11,2
2020-06-18,Chickahominy,30-39,75,2,0
2020-06-18,"Central Shenandoah",60-69,231,39,8
2020-06-18,"Western Tidewater",60-69,113,13,6
2020-06-18,"Cumberland Plateau",30-39,5,0,0
2020-06-18,Portsmouth,10-19,13,0,0
2020-06-18,Chesterfield,Missing,61,0,0
2020-06-18,Alexandria,40-49,405,35,0
2020-06-18,"Thomas Jefferson",70-79,58,19,2
2020-06-18,"Three Rivers",30-39,130,3,0
2020-06-18,"Western Tidewater",70-79,81,20,16
2020-06-18,Arlington,60-69,271,76,19
2020-06-18,"Cumberland Plateau",10-19,13,0,0
2020-06-18,"West Piedmont",30-39,52,1,0
2020-06-18,Peninsula,10-19,35,1,0
2020-06-18,Lenowisco,10-19,3,0,0
2020-06-18,Chesapeake,0-9,19,1,0
2020-06-18,Peninsula,50-59,122,18,2
2020-06-18,"Cumberland Plateau",Missing,0,0,0
2020-06-18,Peninsula,60-69,113,28,3
2020-06-18,"Lord Fairfax",30-39,308,11,1
2020-06-18,"Virginia Beach",Missing,25,0,0
2020-06-18,Arlington,40-49,406,46,4
2020-06-18,"West Piedmont",10-19,32,0,0
2020-06-18,Chickahominy,70-79,52,20,6
2020-06-18,Pittsylvania-Danville,20-29,14,0,0
2020-06-18,Loudoun,50-59,563,42,1
2020-06-18,Richmond,30-39,406,23,1
2020-06-18,"Thomas Jefferson",Missing,1,0,0
2020-06-18,"Rappahannock Rapidan",80+,20,12,4
2020-06-18,"Lord Fairfax",Missing,2,0,0
2020-06-18,"Cumberland Plateau",50-59,4,1,0
2020-06-18,Loudoun,Missing,57,0,1
2020-06-18,Southside,50-59,51,7,0
2020-06-18,Chesterfield,20-29,387,5,0
2020-06-18,Norfolk,70-79,25,16,3
2020-06-18,Alleghany,10-19,12,0,0
2020-06-18,Crater,80+,83,16,2
2020-06-18,Portsmouth,Missing,8,0,0
2020-06-18,"Western Tidewater",10-19,12,0,0
2020-06-18,Chesterfield,10-19,226,0,0
2020-06-18,Southside,60-69,50,12,3
2020-06-18,"West Piedmont",0-9,9,0,0
2020-06-18,"Rappahannock Rapidan",70-79,35,12,7
2020-06-18,"Central Shenandoah",70-79,116,38,12
2020-06-18,Chesapeake,30-39,134,6,0
2020-06-18,Chickahominy,0-9,10,0,0
2020-06-18,"Prince William",0-9,289,6,0
2020-06-18,"Eastern Shore",50-59,275,18,5
2020-06-18,"Mount Rogers",50-59,76,5,1
2020-06-18,Loudoun,10-19,244,0,0
2020-06-18,Southside,80+,77,11,12
2020-06-18,"Central Virginia",80+,14,2,0
2020-06-18,Rappahannock,Missing,17,0,0
2020-06-18,"Rappahannock Rapidan",30-39,283,14,1
2020-06-18,"New River",50-59,28,3,0
2020-06-18,Richmond,80+,37,16,9
2020-06-18,"Mount Rogers",20-29,85,0,0
2020-06-18,"Eastern Shore",20-29,191,6,0
2020-06-18,Hampton,10-19,13,0,0
2020-06-18,Portsmouth,0-9,7,1,0
2020-06-18,Crater,70-79,122,27,6
2020-06-18,Chesterfield,40-49,447,15,2
2020-06-18,Alexandria,Missing,11,0,0
2020-06-18,Southside,30-39,38,0,0
2020-06-18,"Prince William",Missing,124,2,0
2020-06-18,Hampton,60-69,34,11,2
2020-06-18,Fairfax,20-29,2022,64,2
2020-06-18,"Thomas Jefferson",0-9,27,1,0
2020-06-18,Lenowisco,40-49,7,2,0
2020-06-18,"Central Virginia",10-19,15,1,0
2020-06-18,Lenowisco,70-79,5,4,1
2020-06-18,"Virginia Beach",0-9,18,0,0
2020-06-18,Lenowisco,50-59,13,5,0
2020-06-18,Chesapeake,70-79,53,21,2
2020-06-18,"Western Tidewater",80+,128,22,21
2020-06-18,"Thomas Jefferson",10-19,41,1,0
2020-06-18,Richmond,40-49,330,26,1
2020-06-18,"Lord Fairfax",50-59,289,21,2
2020-06-18,"Lord Fairfax",10-19,110,0,0
2020-06-18,"Rappahannock Rapidan",10-19,122,3,0
2020-06-18,Crater,50-59,218,24,2
2020-06-18,Arlington,Missing,10,1,0
2020-06-18,Roanoke,50-59,30,1,0
2020-06-18,Rappahannock,10-19,185,1,0
2020-06-18,Roanoke,10-19,17,0,0
