"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
2020-05-25,20105,72,652
2020-05-25,20106,28,107
2020-05-25,20109,737,2235
2020-05-25,20110,933,2580
2020-05-25,20111,608,1817
2020-05-25,20112,132,886
2020-05-25,20115,27,154
2020-05-25,20117,7,64
2020-05-25,20118,Suppressed*,35
2020-05-25,20119,21,119
2020-05-25,20120,210,1044
2020-05-25,20121,153,735
2020-05-25,20124,40,318
2020-05-25,20129,7,29
2020-05-25,20130,0,7
2020-05-25,20132,39,388
2020-05-25,20135,5,77
2020-05-25,20136,123,736
2020-05-25,20137,5,41
2020-05-25,20139,Suppressed*,7
2020-05-25,20141,12,161
2020-05-25,20143,Suppressed*,25
2020-05-25,20144,Suppressed*,18
2020-05-25,20147,266,1810
2020-05-25,20148,101,987
2020-05-25,20151,174,633
2020-05-25,20152,128,644
2020-05-25,20155,161,976
2020-05-25,20158,11,89
2020-05-25,20164,636,1869
2020-05-25,20165,167,975
2020-05-25,20166,97,481
2020-05-25,20169,72,585
2020-05-25,20170,593,1648
2020-05-25,20171,216,935
2020-05-25,20175,112,805
2020-05-25,20176,327,1518
2020-05-25,20180,11,173
2020-05-25,20181,29,267
2020-05-25,20184,Suppressed*,33
2020-05-25,20186,52,425
2020-05-25,20187,47,407
2020-05-25,20190,153,729
2020-05-25,20191,216,906
2020-05-25,20194,27,263
2020-05-25,20197,Suppressed*,52
2020-05-25,20198,Suppressed*,43
2020-05-25,22003,852,2446
2020-05-25,22015,299,1167
2020-05-25,22025,82,549
2020-05-25,22026,143,726
2020-05-25,22027,41,82
2020-05-25,22030,274,1443
2020-05-25,22031,261,1121
2020-05-25,22032,101,692
2020-05-25,22033,177,950
2020-05-25,22035,0,6
2020-05-25,22039,49,396
2020-05-25,22041,545,1596
2020-05-25,22042,530,1546
2020-05-25,22043,171,671
2020-05-25,22044,191,548
2020-05-25,22046,132,541
2020-05-25,22060,13,103
2020-05-25,22066,51,413
2020-05-25,22079,225,1078
2020-05-25,22101,96,860
2020-05-25,22102,88,708
2020-05-25,22124,42,386
2020-05-25,22125,Suppressed*,31
2020-05-25,22134,14,60
2020-05-25,22150,582,1609
2020-05-25,22151,206,679
2020-05-25,22152,151,735
2020-05-25,22153,117,744
2020-05-25,22172,103,417
2020-05-25,22180,143,702
2020-05-25,22181,40,314
2020-05-25,22182,86,631
2020-05-25,22191,1065,3891
2020-05-25,22192,455,2384
2020-05-25,22193,1008,3841
2020-05-25,22201,174,1037
2020-05-25,22202,164,724
2020-05-25,22203,258,898
2020-05-25,22204,745,2270
2020-05-25,22205,108,783
2020-05-25,22206,141,670
2020-05-25,22207,215,1071
2020-05-25,22209,62,388
2020-05-25,22211,Suppressed*,14
2020-05-25,22213,14,83
2020-05-25,22214,0,2
2020-05-25,22301,60,424
2020-05-25,22302,179,641
2020-05-25,22303,137,590
2020-05-25,22304,521,1922
2020-05-25,22305,493,1191
2020-05-25,22306,625,1665
2020-05-25,22307,48,328
2020-05-25,22308,55,269
2020-05-25,22309,444,1371
2020-05-25,22310,211,881
2020-05-25,22311,330,967
2020-05-25,22312,373,1229
2020-05-25,22314,157,1022
2020-05-25,22315,78,626
2020-05-25,22401,112,737
2020-05-25,22405,86,824
2020-05-25,22406,63,649
2020-05-25,22407,257,1670
2020-05-25,22408,80,733
2020-05-25,22427,Suppressed*,70
2020-05-25,22432,Suppressed*,18
2020-05-25,22433,Suppressed*,6
2020-05-25,22435,Suppressed*,59
2020-05-25,22436,0,12
2020-05-25,22437,Suppressed*,18
2020-05-25,22438,Suppressed*,7
2020-05-25,22443,13,178
2020-05-25,22448,Suppressed*,22
2020-05-25,22454,Suppressed*,36
2020-05-25,22460,Suppressed*,27
2020-05-25,22469,8,49
2020-05-25,22473,13,127
2020-05-25,22476,Suppressed*,6
2020-05-25,22480,0,25
2020-05-25,22482,Suppressed*,89
2020-05-25,22485,55,608
2020-05-25,22488,Suppressed*,26
2020-05-25,22503,5,132
2020-05-25,22504,0,6
2020-05-25,22508,34,373
2020-05-25,22509,Suppressed*,1
2020-05-25,22511,Suppressed*,26
2020-05-25,22514,Suppressed*,32
2020-05-25,22520,27,133
2020-05-25,22529,0,7
2020-05-25,22530,0,2
2020-05-25,22534,Suppressed*,48
2020-05-25,22535,0,14
2020-05-25,22538,0,8
2020-05-25,22539,Suppressed*,57
2020-05-25,22542,Suppressed*,45
2020-05-25,22546,28,311
2020-05-25,22548,0,3
2020-05-25,22551,60,506
2020-05-25,22553,22,347
2020-05-25,22554,300,1648
2020-05-25,22556,138,774
2020-05-25,22560,33,183
2020-05-25,22567,5,94
2020-05-25,22572,262,495
2020-05-25,22576,0,36
2020-05-25,22578,Suppressed*,48
2020-05-25,22579,Suppressed*,4
2020-05-25,22580,7,107
2020-05-25,22601,147,329
2020-05-25,22602,107,234
2020-05-25,22603,47,118
2020-05-25,22610,7,15
2020-05-25,22611,12,96
2020-05-25,22620,Suppressed*,26
2020-05-25,22623,Suppressed*,0
2020-05-25,22624,Suppressed*,11
2020-05-25,22625,6,16
2020-05-25,22627,0,11
2020-05-25,22630,93,215
2020-05-25,22637,Suppressed*,7
2020-05-25,22639,0,6
2020-05-25,22640,Suppressed*,6
2020-05-25,22641,0,1
2020-05-25,22642,16,56
2020-05-25,22643,0,5
2020-05-25,22644,44,40
2020-05-25,22645,16,32
2020-05-25,22646,0,4
2020-05-25,22650,Suppressed*,13
2020-05-25,22652,Suppressed*,16
2020-05-25,22654,Suppressed*,5
2020-05-25,22655,71,144
2020-05-25,22656,11,40
2020-05-25,22657,39,103
2020-05-25,22660,7,10
2020-05-25,22663,5,10
2020-05-25,22664,124,145
2020-05-25,22701,519,1288
2020-05-25,22709,0,23
2020-05-25,22711,0,1
2020-05-25,22712,74,320
2020-05-25,22713,6,31
2020-05-25,22714,15,39
2020-05-25,22715,Suppressed*,21
2020-05-25,22716,Suppressed*,10
2020-05-25,22718,Suppressed*,13
2020-05-25,22719,0,5
2020-05-25,22720,0,18
2020-05-25,22722,0,1
2020-05-25,22723,0,3
2020-05-25,22724,10,52
2020-05-25,22726,22,78
2020-05-25,22727,18,141
2020-05-25,22728,7,66
2020-05-25,22729,Suppressed*,11
2020-05-25,22730,0,2
2020-05-25,22731,Suppressed*,8
2020-05-25,22732,Suppressed*,8
2020-05-25,22733,12,43
2020-05-25,22734,20,105
2020-05-25,22735,Suppressed*,43
2020-05-25,22736,Suppressed*,15
2020-05-25,22737,5,60
2020-05-25,22738,Suppressed*,26
2020-05-25,22740,Suppressed*,28
2020-05-25,22741,0,5
2020-05-25,22742,15,61
2020-05-25,22743,0,2
2020-05-25,22747,0,18
2020-05-25,22749,0,4
2020-05-25,22801,524,1298
2020-05-25,22802,411,1176
2020-05-25,22807,Suppressed*,3
2020-05-25,22810,Suppressed*,16
2020-05-25,22811,Suppressed*,19
2020-05-25,22812,17,207
2020-05-25,22815,59,234
2020-05-25,22820,0,2
2020-05-25,22821,17,120
2020-05-25,22824,55,78
2020-05-25,22827,45,301
2020-05-25,22830,14,43
2020-05-25,22831,Suppressed*,19
2020-05-25,22832,Suppressed*,20
2020-05-25,22834,Suppressed*,26
2020-05-25,22835,128,325
2020-05-25,22840,8,92
2020-05-25,22841,12,67
2020-05-25,22842,52,106
2020-05-25,22843,Suppressed*,40
2020-05-25,22844,31,116
2020-05-25,22845,0,3
2020-05-25,22846,6,53
2020-05-25,22847,Suppressed*,14
2020-05-25,22849,12,110
2020-05-25,22850,6,30
2020-05-25,22851,53,123
2020-05-25,22853,41,138
2020-05-25,22901,97,1184
2020-05-25,22902,33,705
2020-05-25,22903,51,885
2020-05-25,22904,0,6
2020-05-25,22911,16,516
2020-05-25,22920,Suppressed*,65
2020-05-25,22922,Suppressed*,53
2020-05-25,22923,9,127
2020-05-25,22931,0,9
2020-05-25,22932,13,220
2020-05-25,22935,Suppressed*,28
