"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-15,Southside,"Not Reported",3,0,0
2020-06-15,Chesapeake,Female,375,50,7
2020-06-15,Richmond,Female,861,77,6
2020-06-15,Roanoke,Male,104,6,2
2020-06-15,Fairfax,"Not Reported",138,5,4
2020-06-15,"Thomas Jefferson",Female,367,43,9
2020-06-15,Chesapeake,"Not Reported",2,0,0
2020-06-15,"Cumberland Plateau",Male,16,1,0
2020-06-15,"Eastern Shore",Female,629,49,22
2020-06-15,"Lord Fairfax","Not Reported",15,0,0
2020-06-15,Rappahannock,"Not Reported",16,1,0
2020-06-15,"Central Shenandoah","Not Reported",0,0,0
2020-06-15,Peninsula,Male,351,62,12
2020-06-15,Norfolk,Male,334,40,6
2020-06-15,Alexandria,Female,1102,101,26
2020-06-15,Lenowisco,Male,24,8,3
2020-06-15,Pittsylvania-Danville,Female,75,16,2
2020-06-15,"New River","Not Reported",3,0,0
2020-06-15,Chesterfield,"Not Reported",76,0,1
2020-06-15,Loudoun,Male,1671,107,29
2020-06-15,"Rappahannock Rapidan",Female,647,38,6
2020-06-15,Piedmont,Female,251,32,3
2020-06-15,Richmond,Male,925,109,21
2020-06-15,Crater,Female,502,65,14
2020-06-15,Portsmouth,Female,182,33,6
2020-06-15,Arlington,"Not Reported",10,1,0
2020-06-15,"Mount Rogers","Not Reported",3,0,0
2020-06-15,"Thomas Jefferson","Not Reported",7,0,0
2020-06-15,"Three Rivers","Not Reported",18,0,0
2020-06-15,Hampton,Male,110,23,3
2020-06-15,Alleghany,Male,121,17,5
2020-06-15,Roanoke,Female,140,5,8
2020-06-15,Loudoun,"Not Reported",21,0,3
2020-06-15,Fairfax,Female,6651,666,216
2020-06-15,"Western Tidewater",Male,351,49,27
2020-06-15,Peninsula,"Not Reported",4,0,0
2020-06-15,"New River",Male,72,11,4
2020-06-15,"Central Shenandoah",Male,829,67,15
2020-06-15,Southside,Male,102,22,10
2020-06-15,Chesterfield,Male,1121,68,29
2020-06-15,Arlington,Female,1156,183,60
2020-06-15,Rappahannock,Male,1004,108,20
2020-06-15,"Central Virginia",Male,139,9,4
2020-06-15,Alleghany,"Not Reported",3,0,0
2020-06-15,Henrico,Male,1018,124,68
2020-06-15,"Thomas Jefferson",Male,334,38,10
2020-06-15,"Lord Fairfax",Male,826,76,30
2020-06-15,"Three Rivers",Male,398,16,2
2020-06-15,Richmond,"Not Reported",46,2,2
2020-06-15,Pittsylvania-Danville,Male,60,16,1
2020-06-15,Portsmouth,"Not Reported",3,0,0
2020-06-15,Norfolk,"Not Reported",1,0,0
2020-06-15,Chesapeake,Male,295,52,9
2020-06-15,Chickahominy,Female,314,48,16
2020-06-15,"Prince William",Male,4147,411,76
2020-06-15,"Eastern Shore","Not Reported",3,0,0
2020-06-15,"Eastern Shore",Male,626,44,19
2020-06-15,"Rappahannock Rapidan",Male,680,62,11
2020-06-15,Henrico,"Not Reported",9,0,1
2020-06-15,"Cumberland Plateau",Female,19,1,0
2020-06-15,"West Piedmont",Male,163,19,3
2020-06-15,Hampton,"Not Reported",2,0,0
2020-06-15,Alexandria,"Not Reported",9,0,0
2020-06-15,"Western Tidewater","Not Reported",2,0,0
2020-06-15,"Cumberland Plateau","Not Reported",0,0,0
2020-06-15,"Virginia Beach",Male,422,58,16
2020-06-15,Alleghany,Female,139,10,9
2020-06-15,Lenowisco,Female,22,8,1
2020-06-15,"Virginia Beach","Not Reported",6,0,0
2020-06-15,"Western Tidewater",Female,347,29,19
2020-06-15,"Mount Rogers",Male,252,43,13
2020-06-15,"Lord Fairfax",Female,891,71,31
2020-06-15,Piedmont,"Not Reported",1,0,0
2020-06-15,Alexandria,Male,1049,124,22
2020-06-15,Pittsylvania-Danville,"Not Reported",1,0,0
2020-06-15,"West Piedmont","Not Reported",6,0,0
2020-06-15,Loudoun,Female,1712,97,39
2020-06-15,Hampton,Female,129,14,2
2020-06-15,Henrico,Female,1262,114,67
2020-06-15,"Prince William","Not Reported",93,1,0
2020-06-15,Chickahominy,Male,247,52,19
2020-06-15,"Rappahannock Rapidan","Not Reported",32,2,1
2020-06-15,Peninsula,Female,414,59,21
2020-06-15,Lenowisco,"Not Reported",0,0,0
2020-06-15,Crater,"Not Reported",17,3,0
2020-06-15,Chickahominy,"Not Reported",7,1,0
2020-06-15,Portsmouth,Male,201,25,6
2020-06-15,"New River",Female,74,7,0
2020-06-15,Rappahannock,Female,1120,82,9
2020-06-15,"Central Virginia",Female,130,8,0
2020-06-15,Roanoke,"Not Reported",6,0,0
2020-06-15,"West Piedmont",Female,162,14,2
2020-06-15,"Mount Rogers",Female,313,20,9
2020-06-15,Piedmont,Male,645,39,4
2020-06-15,Chesterfield,Female,1163,59,26
2020-06-15,Fairfax,Male,6426,847,216
2020-06-15,Crater,Male,728,45,7
2020-06-15,"Central Virginia","Not Reported",0,0,0
2020-06-15,"Prince William",Female,4066,332,65
2020-06-15,"Virginia Beach",Female,471,50,11
2020-06-15,Norfolk,Female,333,42,1
2020-06-15,"Three Rivers",Female,168,30,7
2020-06-15,Arlington,Male,1180,221,65
2020-06-15,"Central Shenandoah",Female,958,77,17
2020-06-15,Southside,Female,207,23,16
