"INMATES, DEPUTIES & CIVILIANS TESTED",1542
NEGATIVE TESTS,1479
TOTAL INMATE POSITIVE TESTS,47
NEW INMATE POSITIVE TESTS,37
DEPUTY POSITIVE TESTS,12
CIVILIAN STAFF POSITIVE TESTS,4
