"INMATES, DEPUTIES & CIVILIANS TESTED",1526
NEGATIVE TESTS*,1438
TOTAL INMATE POSITIVE TESTS,59
NEW INMATE POSITIVE TESTS,54
DEPUTY POSITIVE TESTS,13
CIVILIAN POSITIVE TESTS,3
