DEPUTIES TESTED,114
DEPUTY NEGATIVE RESULTS,95
DEPUTY POSITIVE RESULTS,19
DEPUTY RESULTS PENDING,0
ACTIVE DEPUTY CASES,3
DEPUTIES CLEARED*,16
TOTAL DEPUTIES,418
