"INMATES, DEPUTIES & CIVILIANS TESTED",1532
NEGATIVE TESTS,1442
TOTAL INMATE POSITIVE TESTS,83
NEW INMATE POSITIVE TESTS,42
DEPUTY POSITIVE TESTS,6
CIVILIAN STAFF POSITIVE TESTS,1
