DEPUTIES TESTED,156
DEPUTY NEGATIVE RESULTS,97
DEPUTY POSITIVE RESULTS,59
DEPUTY RESULTS PENDING,0
ACTIVE DEPUTY CASES,4
DEPUTIES CLEARED*,55
TOTAL DEPUTIES,407
