INMATES TESTED,72
INMATE NEGATIVE RESULTS,64
INMATE POSITIVE RESULTS,5
INMATE RESULTS pending3,
ACTIVE INMATE CASES,2
INMATES CLEARED OR RELEASED*,3
INMATE DEATHS DUE TO COVID-19,0
TOTAL INMATES (CURRENT JAIL POPULATION),1030
