"INMATES, DEPUTIES & CIVILIANS TESTED",1505
NEGATIVE TESTS,1468
TOTAL INMATE POSITIVE TESTS,26
NEW INMATE POSITIVE TESTS,26
DEPUTY POSITIVE TESTS,10
CIVILIAN STAFF POSITIVE TESTS,1
