DEPUTIES TESTED,76
DEPUTY NEGATIVE RESULTS,72
DEPUTY POSITIVE RESULTS,3
DEPUTY RESULTS PENDING,1
DEPUTIES CLEARED*,2
TOTAL DEPUTIES,415
