INMATES TESTED,68
INMATE NEGATIVE RESULTS,64
INMATE POSITIVE RESULTS*,4
INMATE RESULTS PENDING,0
ACTIVE INMATE CASES,1
INMATES CLEARED OR RELEASED**,3
TOTAL INMATES (CURRENT JAIL POPULATION),1022
