"INMATES, DEPUTIES & CIVILIANS TESTED",1518
NEGATIVE TESTS,1471
TOTAL INMATE POSITIVE TESTS,45
NEW INMATE POSITIVE TESTS,32
DEPUTY POSITIVE TESTS,1
CIVILIAN POSITIVE TESTS,1
