DEPUTIES TESTED,147
DEPUTY NEGATIVE RESULTS,97
DEPUTY POSITIVE RESULTS,50
DEPUTY RESULTS PENDING,0
ACTIVE DEPUTY CASES,8
DEPUTIES CLEARED*,42
TOTAL DEPUTIES,407
