DEPUTIES TESTED,139
DEPUTY NEGATIVE RESULTS,97
DEPUTY POSITIVE RESULTS,42
DEPUTY RESULTS PENDING,0
ACTIVE DEPUTY CASES,4
DEPUTIES CLEARED*,38
TOTAL DEPUTIES,410
