"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
7/9/2020,24471,10,108
7/9/2020,24323,Suppressed*,29
7/9/2020,24646,0,16
7/9/2020,24354,24,1100
7/9/2020,23894,Suppressed*,52
7/9/2020,22401,253,2567
7/9/2020,22182,131,1731
7/9/2020,24630,0,229
7/9/2020,23140,22,512
7/9/2020,23839,Suppressed*,69
7/9/2020,24477,36,608
7/9/2020,20176,813,5498
7/9/2020,20137,15,144
7/9/2020,24649,0,63
7/9/2020,22947,9,375
7/9/2020,23851,64,2106
7/9/2020,22601,343,11805
7/9/2020,22509,Suppressed*,6
7/9/2020,22015,395,2983
7/9/2020,23690,Suppressed*,182
7/9/2020,24348,13,1269
7/9/2020,22637,Suppressed*,67
7/9/2020,20139,Suppressed*,16
7/9/2020,24176,6,49
7/9/2020,23314,24,513
7/9/2020,24421,7,179
7/9/2020,20198,7,142
7/9/2020,22976,0,17
7/9/2020,22435,6,193
7/9/2020,24605,9,708
7/9/2020,24340,9,171
7/9/2020,23221,52,1498
7/9/2020,23336,10,187
7/9/2020,22044,277,1384
7/9/2020,24065,6,129
7/9/2020,22851,75,306
7/9/2020,22181,70,909
7/9/2020,24014,93,633
7/9/2020,23237,412,2842
7/9/2020,24266,7,322
7/9/2020,24531,18,1349
7/9/2020,23942,17,126
7/9/2020,23883,5,143
7/9/2020,23231,212,3472
7/9/2020,24078,68,481
7/9/2020,23460,Suppressed*,48
7/9/2020,24102,Suppressed*,38
7/9/2020,22611,29,514
7/9/2020,23967,Suppressed*,76
7/9/2020,23923,8,179
7/9/2020,24378,Suppressed*,61
7/9/2020,24416,16,347
7/9/2020,24375,0,56
7/9/2020,24651,0,482
7/9/2020,22576,0,112
7/9/2020,22066,82,1087
7/9/2020,23486,Suppressed*,8
7/9/2020,23701,182,2227
7/9/2020,24011,0,17980
7/9/2020,23806,0,176
7/9/2020,23551,0,12
7/9/2020,23875,55,979
7/9/2020,23821,5,225
7/9/2020,23846,Suppressed*,61
7/9/2020,23156,5,96
7/9/2020,20169,108,1649
7/9/2020,24541,52,1574
7/9/2020,23898,13,163
7/9/2020,23876,0,15
7/9/2020,22640,Suppressed*,13
7/9/2020,23669,129,3004
7/9/2020,22035,Suppressed*,39
7/9/2020,24301,17,726
7/9/2020,23917,13,312
7/9/2020,23503,146,1908
7/9/2020,22939,14,526
7/9/2020,24216,10,149
7/9/2020,24538,5,251
7/9/2020,24473,0,35
7/9/2020,20166,217,1301
7/9/2020,22041,757,3571
7/9/2020,24631,0,38
7/9/2020,22193,1614,8749
7/9/2020,20135,11,226
7/9/2020,22201,226,2704
7/9/2020,23434,297,4959
7/9/2020,20144,Suppressed*,52
7/9/2020,23303,19,137
7/9/2020,24350,Suppressed*,43
7/9/2020,23395,18,105
7/9/2020,24598,6,93
7/9/2020,20120,366,2817
7/9/2020,22812,40,625
7/9/2020,20180,32,574
7/9/2020,24079,Suppressed*,46
7/9/2020,22134,22,154
7/9/2020,23059,109,2491
7/9/2020,24374,Suppressed*,44
7/9/2020,23461,Suppressed*,93
7/9/2020,24016,30,546
7/9/2020,22508,60,1028
7/9/2020,23139,66,1650
7/9/2020,23837,59,355
7/9/2020,22802,541,2782
7/9/2020,24445,Suppressed*,73
7/9/2020,23021,0,12
7/9/2020,24503,51,1263
7/9/2020,22952,5,149
7/9/2020,22042,829,3884
7/9/2020,22973,22,712
7/9/2020,24258,0,41
7/9/2020,24382,25,1007
7/9/2020,22656,21,162
7/9/2020,22211,Suppressed*,21
7/9/2020,20191,330,2190
7/9/2020,24211,12,851
7/9/2020,23930,33,528
7/9/2020,20110,1558,7120
7/9/2020,22438,Suppressed*,44
7/9/2020,22844,54,426
7/9/2020,23602,116,2751
7/9/2020,24589,Suppressed*,133
7/9/2020,24603,13,48
7/9/2020,22719,0,13
7/9/2020,23102,10,234
7/9/2020,22315,119,1797
7/9/2020,23228,329,3610
7/9/2020,24517,11,402
7/9/2020,22749,0,16
7/9/2020,22902,208,2504
7/9/2020,24248,5,106
7/9/2020,22650,Suppressed*,26
7/9/2020,23888,13,167
7/9/2020,24151,46,884
7/9/2020,20117,10,164
7/9/2020,20170,1076,4380
7/9/2020,22967,Suppressed*,117
7/9/2020,23976,Suppressed*,31
7/9/2020,23229,285,3670
7/9/2020,23603,13,167
7/9/2020,23513,182,2310
7/9/2020,24558,14,406
7/9/2020,23032,0,29
7/9/2020,22204,1047,5855
7/9/2020,22191,1743,8785
7/9/2020,24139,9,46
7/9/2020,23845,0,45
7/9/2020,23056,0,10
7/9/2020,23150,107,1165
7/9/2020,22949,0,123
7/9/2020,24013,27,238
7/9/2020,20121,260,1862
7/9/2020,24459,6,36
7/9/2020,23462,321,5362
7/9/2020,20190,221,2119
7/9/2020,24601,0,3
7/9/2020,20106,47,309
7/9/2020,24595,0,11
7/9/2020,23422,7,47
7/9/2020,22824,94,290
7/9/2020,23966,14,226
7/9/2020,22932,25,627
7/9/2020,22202,221,2041
7/9/2020,23188,197,3670
7/9/2020,23702,60,734
7/9/2020,23130,Suppressed*,13
7/9/2020,23350,75,405
7/9/2020,24553,Suppressed*,125
7/9/2020,22958,7,127
7/9/2020,24562,Suppressed*,41
