"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-07-07,24471,10,106
2020-07-07,24323,Suppressed*,29
2020-07-07,24646,0,16
2020-07-07,24354,24,1092
2020-07-07,23894,Suppressed*,52
2020-07-07,22401,249,2523
2020-07-07,22182,129,1657
2020-07-07,24630,0,221
2020-07-07,23140,22,502
2020-07-07,23839,Suppressed*,67
2020-07-07,24477,36,593
2020-07-07,20176,798,5329
2020-07-07,20137,15,138
2020-07-07,24649,0,61
2020-07-07,22947,10,356
2020-07-07,23851,56,1821
2020-07-07,22601,342,11579
2020-07-07,22509,Suppressed*,6
2020-07-07,22015,395,2889
2020-07-07,23690,Suppressed*,172
2020-07-07,24348,13,1267
2020-07-07,22637,Suppressed*,60
2020-07-07,20139,Suppressed*,16
2020-07-07,24176,6,49
2020-07-07,23314,22,498
2020-07-07,24421,7,175
2020-07-07,20198,7,135
2020-07-07,22976,0,17
2020-07-07,22435,6,184
2020-07-07,24605,9,674
2020-07-07,24340,9,170
2020-07-07,23221,51,1442
2020-07-07,23336,10,182
2020-07-07,22044,276,1350
2020-07-07,24065,6,123
2020-07-07,22851,74,283
2020-07-07,22181,69,867
2020-07-07,24014,89,593
2020-07-07,23237,402,2786
2020-07-07,24266,7,317
2020-07-07,24531,16,1297
2020-07-07,23942,16,122
2020-07-07,23883,5,140
2020-07-07,23231,209,3392
2020-07-07,24078,63,469
2020-07-07,23460,Suppressed*,46
2020-07-07,24102,Suppressed*,38
2020-07-07,22611,29,490
2020-07-07,23967,Suppressed*,67
2020-07-07,23923,8,170
2020-07-07,24378,Suppressed*,60
2020-07-07,24416,16,344
2020-07-07,24375,0,56
2020-07-07,24651,0,474
2020-07-07,22576,0,110
2020-07-07,22066,83,1051
2020-07-07,23486,Suppressed*,8
2020-07-07,23701,178,2155
2020-07-07,24011,0,16674
2020-07-07,23806,0,170
2020-07-07,23551,0,10
2020-07-07,23875,54,959
2020-07-07,23821,Suppressed*,221
2020-07-07,23846,Suppressed*,58
2020-07-07,23156,5,91
2020-07-07,20169,106,1589
2020-07-07,24541,50,1497
2020-07-07,23898,12,157
2020-07-07,23876,0,15
2020-07-07,22640,Suppressed*,13
2020-07-07,23669,112,2897
2020-07-07,22035,Suppressed*,39
2020-07-07,24301,17,713
2020-07-07,23917,13,303
2020-07-07,23503,130,1832
2020-07-07,22939,13,509
2020-07-07,24216,10,148
2020-07-07,24538,5,244
2020-07-07,24473,0,30
2020-07-07,20166,215,1274
2020-07-07,22041,755,3510
2020-07-07,24631,0,36
2020-07-07,22193,1610,8535
2020-07-07,20135,11,216
2020-07-07,22201,228,2618
2020-07-07,23434,274,4765
2020-07-07,20144,Suppressed*,52
2020-07-07,23303,19,135
2020-07-07,24350,Suppressed*,43
2020-07-07,23395,18,101
2020-07-07,24598,5,89
2020-07-07,20120,364,2708
2020-07-07,22812,40,598
2020-07-07,20180,32,553
2020-07-07,24079,Suppressed*,43
2020-07-07,22134,22,151
2020-07-07,23059,107,2415
2020-07-07,24374,Suppressed*,43
2020-07-07,23461,Suppressed*,89
2020-07-07,24016,28,525
2020-07-07,22508,60,1000
2020-07-07,23139,66,1608
2020-07-07,23837,58,315
2020-07-07,22802,539,2703
2020-07-07,24445,0,69
2020-07-07,23021,0,12
2020-07-07,24503,51,1223
2020-07-07,22952,5,145
2020-07-07,22042,822,3767
2020-07-07,22973,20,695
2020-07-07,24258,0,40
2020-07-07,24382,25,1003
2020-07-07,22656,22,154
2020-07-07,22211,Suppressed*,20
2020-07-07,20191,328,2124
2020-07-07,24211,10,828
2020-07-07,23930,33,522
2020-07-07,20110,1550,7011
2020-07-07,22438,Suppressed*,44
2020-07-07,22844,51,327
2020-07-07,23602,106,2662
2020-07-07,24589,0,126
2020-07-07,24603,13,47
2020-07-07,22719,0,13
2020-07-07,23102,10,222
2020-07-07,22315,118,1729
2020-07-07,23228,324,3531
2020-07-07,24517,11,392
2020-07-07,22749,0,16
2020-07-07,22902,201,2362
2020-07-07,24248,5,102
2020-07-07,22650,Suppressed*,26
2020-07-07,23888,13,163
2020-07-07,24151,44,848
2020-07-07,20117,10,159
2020-07-07,20170,1070,4271
2020-07-07,22967,Suppressed*,112
2020-07-07,23976,Suppressed*,30
2020-07-07,23229,283,3562
2020-07-07,23603,11,160
2020-07-07,23513,165,2197
2020-07-07,24558,12,385
2020-07-07,23032,0,20
2020-07-07,22204,1038,5744
2020-07-07,22191,1727,8568
2020-07-07,24139,9,45
2020-07-07,23845,0,45
2020-07-07,23056,0,9
2020-07-07,23150,106,1140
2020-07-07,22949,0,118
2020-07-07,24013,27,227
2020-07-07,20121,258,1805
2020-07-07,24459,7,35
2020-07-07,23462,297,5162
2020-07-07,20190,221,2070
2020-07-07,24601,0,3
2020-07-07,20106,45,298
2020-07-07,24595,0,11
2020-07-07,23422,7,46
2020-07-07,22824,93,281
2020-07-07,23966,14,223
2020-07-07,22932,25,594
2020-07-07,22202,220,1976
2020-07-07,23188,191,3563
2020-07-07,23702,54,697
2020-07-07,23130,Suppressed*,13
2020-07-07,23350,75,402
2020-07-07,24553,Suppressed*,118
2020-07-07,22958,6,122
2020-07-07,24562,Suppressed*,40
2020-07-07,23175,Suppressed*,163
2020-07-07,23120,50,861
2020-07-07,23129,Suppressed*,23
2020-07-07,24347,Suppressed*,63
2020-07-07,24271,0,101
2020-07-07,22203,332,2262
2020-07-07,24322,0,8
2020-07-07,23831,223,3175
2020-07-07,24504,11,569
2020-07-07,22663,13,53
2020-07-07,23063,60,637
2020-07-07,23236,167,2524
2020-07-07,23108,0,4
2020-07-07,23117,29,807
2020-07-07,23161,0,5
2020-07-07,23947,9,346
2020-07-07,22443,35,577
2020-07-07,22529,Suppressed*,23
2020-07-07,22642,24,180
2020-07-07,20164,1251,5250
2020-07-07,24292,0,20
2020-07-07,24485,Suppressed*,20
2020-07-07,22720,Suppressed*,52
2020-07-07,22301,90,1106
2020-07-07,23420,90,352
2020-07-07,24171,32,296
2020-07-07,24381,24,178
2020-07-07,24450,20,860
2020-07-07,23426,5,13
2020-07-07,23962,Suppressed*,61
2020-07-07,22937,Suppressed*,98
2020-07-07,23023,Suppressed*,25
2020-07-07,22302,252,2636
2020-07-07,24269,0,8
2020-07-07,23487,83,515
2020-07-07,24077,5,36
2020-07-07,23829,83,831
2020-07-07,23320,308,7495
2020-07-07,23661,42,946
2020-07-07,20119,31,285
2020-07-07,23857,5,63
2020-07-07,24133,5,115
2020-07-07,23454,216,4806
2020-07-07,Out-of-State,0,25371
2020-07-07,23064,0,6
2020-07-07,23230,82,3102
2020-07-07,24527,7,135
2020-07-07,23952,Suppressed*,29
2020-07-07,23836,76,1044
2020-07-07,23833,10,164
2020-07-07,24580,Suppressed*,40
2020-07-07,22644,56,102
2020-07-07,22938,Suppressed*,87
2020-07-07,24018,85,1157
2020-07-07,23071,Suppressed*,105
2020-07-07,24588,9,539
2020-07-07,20118,Suppressed*,125
2020-07-07,23112,201,4166
2020-07-07,24604,0,1
2020-07-07,24095,6,103
2020-07-07,23091,0,27
2020-07-07,24280,0,18
2020-07-07,23919,5,259
2020-07-07,24272,0,9
2020-07-07,22740,Suppressed*,67
2020-07-07,23453,101,2289
2020-07-07,23123,16,222
2020-07-07,22713,8,76
2020-07-07,23401,Suppressed*,42
2020-07-07,24184,13,93
2020-07-07,24070,Suppressed*,52
2020-07-07,22715,Suppressed*,74
2020-07-07,24149,Suppressed*,84
2020-07-07,24083,48,275
