"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
5/31/2020,20105,83,863
5/31/2020,20106,29,131
5/31/2020,20109,896,2822
5/31/2020,20110,1166,3596
5/31/2020,20111,707,2204
5/31/2020,20112,168,1104
5/31/2020,20115,30,187
5/31/2020,20117,7,74
5/31/2020,20118,Suppressed*,45
5/31/2020,20119,21,135
5/31/2020,20120,248,1301
5/31/2020,20121,182,886
5/31/2020,20124,47,406
5/31/2020,20129,7,30
5/31/2020,20130,0,8
5/31/2020,20132,47,448
5/31/2020,20135,5,92
5/31/2020,20136,144,921
5/31/2020,20137,12,54
5/31/2020,20139,Suppressed*,9
5/31/2020,20141,13,177
5/31/2020,20143,Suppressed*,32
5/31/2020,20144,Suppressed*,21
5/31/2020,20147,297,2128
5/31/2020,20148,130,1146
5/31/2020,20151,219,874
5/31/2020,20152,135,1103
5/31/2020,20155,195,1339
5/31/2020,20158,12,107
5/31/2020,20164,797,2561
5/31/2020,20165,213,1327
5/31/2020,20166,118,610
5/31/2020,20169,83,756
5/31/2020,20170,738,2124
5/31/2020,20171,236,1140
5/31/2020,20175,151,1138
5/31/2020,20176,472,2003
5/31/2020,20180,17,200
5/31/2020,20181,33,313
5/31/2020,20184,Suppressed*,35
5/31/2020,20186,54,620
5/31/2020,20187,59,497
5/31/2020,20190,179,1157
5/31/2020,20191,246,1072
5/31/2020,20194,29,322
5/31/2020,20197,Suppressed*,71
5/31/2020,20198,6,48
5/31/2020,22003,1017,3408
5/31/2020,22015,337,1496
5/31/2020,22025,99,656
5/31/2020,22026,179,904
5/31/2020,22027,42,110
5/31/2020,22030,336,2151
5/31/2020,22031,320,1727
5/31/2020,22032,111,846
5/31/2020,22033,208,1243
5/31/2020,22035,0,8
5/31/2020,22039,51,473
5/31/2020,22041,622,2397
5/31/2020,22042,630,2067
5/31/2020,22043,188,807
5/31/2020,22044,221,756
5/31/2020,22046,166,826
5/31/2020,22060,13,137
5/31/2020,22066,61,481
5/31/2020,22079,264,1316
5/31/2020,22101,112,1283
5/31/2020,22102,91,848
5/31/2020,22124,52,482
5/31/2020,22125,Suppressed*,36
5/31/2020,22134,16,67
5/31/2020,22150,660,2464
5/31/2020,22151,243,856
5/31/2020,22152,169,921
5/31/2020,22153,128,915
5/31/2020,22172,123,503
5/31/2020,22180,169,856
5/31/2020,22181,46,363
5/31/2020,22182,95,761
5/31/2020,22191,1240,4930
5/31/2020,22192,534,3017
5/31/2020,22193,1175,4670
5/31/2020,22201,185,1245
5/31/2020,22202,175,893
5/31/2020,22203,283,1123
5/31/2020,22204,855,3187
5/31/2020,22205,117,968
5/31/2020,22206,149,878
5/31/2020,22207,241,1327
5/31/2020,22209,74,488
5/31/2020,22211,Suppressed*,15
5/31/2020,22213,16,104
5/31/2020,22214,0,2
5/31/2020,22301,65,603
5/31/2020,22302,197,1217
5/31/2020,22303,169,734
5/31/2020,22304,577,2928
5/31/2020,22305,548,1736
5/31/2020,22306,722,2253
5/31/2020,22307,56,396
5/31/2020,22308,58,321
5/31/2020,22309,517,1668
5/31/2020,22310,251,1103
5/31/2020,22311,386,1463
5/31/2020,22312,454,1703
5/31/2020,22314,166,1408
5/31/2020,22315,87,793
5/31/2020,22401,142,1054
5/31/2020,22405,102,962
5/31/2020,22406,76,761
5/31/2020,22407,346,2012
5/31/2020,22408,114,924
5/31/2020,22427,5,80
5/31/2020,22432,Suppressed*,24
5/31/2020,22433,Suppressed*,7
5/31/2020,22435,Suppressed*,67
5/31/2020,22436,0,13
5/31/2020,22437,Suppressed*,20
5/31/2020,22438,Suppressed*,8
5/31/2020,22443,20,210
5/31/2020,22448,Suppressed*,23
5/31/2020,22454,Suppressed*,37
5/31/2020,22460,Suppressed*,39
5/31/2020,22469,9,61
5/31/2020,22473,18,155
5/31/2020,22476,Suppressed*,6
5/31/2020,22480,0,27
5/31/2020,22482,Suppressed*,97
5/31/2020,22485,66,712
5/31/2020,22488,Suppressed*,29
5/31/2020,22503,5,152
5/31/2020,22504,0,7
5/31/2020,22508,44,443
5/31/2020,22509,Suppressed*,1
5/31/2020,22511,5,29
5/31/2020,22514,6,51
5/31/2020,22520,30,154
5/31/2020,22529,Suppressed*,8
5/31/2020,22530,0,2
5/31/2020,22534,Suppressed*,59
5/31/2020,22535,0,17
5/31/2020,22538,0,8
5/31/2020,22539,Suppressed*,63
5/31/2020,22542,Suppressed*,72
5/31/2020,22546,39,386
5/31/2020,22548,0,3
5/31/2020,22551,65,584
5/31/2020,22553,32,437
5/31/2020,22554,349,1939
5/31/2020,22556,173,944
5/31/2020,22560,35,469
5/31/2020,22567,6,113
5/31/2020,22572,265,548
5/31/2020,22576,0,41
5/31/2020,22578,Suppressed*,54
5/31/2020,22579,Suppressed*,6
5/31/2020,22580,10,129
5/31/2020,22601,197,6593
5/31/2020,22602,131,301
5/31/2020,22603,72,180
5/31/2020,22610,8,18
5/31/2020,22611,13,107
5/31/2020,22620,6,36
5/31/2020,22623,Suppressed*,2
5/31/2020,22624,Suppressed*,13
5/31/2020,22625,6,22
5/31/2020,22627,0,13
5/31/2020,22630,128,472
5/31/2020,22637,Suppressed*,11
5/31/2020,22639,0,7
5/31/2020,22640,Suppressed*,6
5/31/2020,22641,0,1
5/31/2020,22642,19,67
5/31/2020,22643,0,8
5/31/2020,22644,46,45
5/31/2020,22645,17,39
5/31/2020,22646,0,5
5/31/2020,22650,6,13
5/31/2020,22652,Suppressed*,16
5/31/2020,22654,Suppressed*,5
5/31/2020,22655,87,176
5/31/2020,22656,17,48
5/31/2020,22657,44,124
5/31/2020,22660,10,13
5/31/2020,22663,8,11
5/31/2020,22664,158,478
5/31/2020,22701,593,1900
5/31/2020,22709,Suppressed*,27
5/31/2020,22711,0,2
5/31/2020,22712,80,407
5/31/2020,22713,6,34
5/31/2020,22714,15,47
5/31/2020,22715,Suppressed*,37
5/31/2020,22716,Suppressed*,16
5/31/2020,22718,Suppressed*,14
5/31/2020,22719,0,7
5/31/2020,22720,0,22
5/31/2020,22722,0,3
5/31/2020,22723,0,4
5/31/2020,22724,12,65
5/31/2020,22726,22,85
5/31/2020,22727,18,180
5/31/2020,22728,7,92
5/31/2020,22729,Suppressed*,12
5/31/2020,22730,Suppressed*,3
5/31/2020,22731,Suppressed*,9
5/31/2020,22732,Suppressed*,11
5/31/2020,22733,14,59
5/31/2020,22734,21,130
5/31/2020,22735,Suppressed*,57
5/31/2020,22736,Suppressed*,18
5/31/2020,22737,6,79
5/31/2020,22738,Suppressed*,30
5/31/2020,22740,Suppressed*,31
5/31/2020,22741,0,5
5/31/2020,22742,15,73
5/31/2020,22743,0,2
5/31/2020,22747,0,23
5/31/2020,22749,0,6
5/31/2020,22801,543,1636
5/31/2020,22802,452,1406
5/31/2020,22807,Suppressed*,4
5/31/2020,22810,Suppressed*,18
5/31/2020,22811,Suppressed*,21
5/31/2020,22812,19,259
5/31/2020,22815,69,280
5/31/2020,22820,0,2
5/31/2020,22821,19,145
5/31/2020,22824,68,85
5/31/2020,22827,50,374
5/31/2020,22830,15,56
5/31/2020,22831,Suppressed*,26
5/31/2020,22832,Suppressed*,26
5/31/2020,22834,Suppressed*,41
5/31/2020,22835,135,427
5/31/2020,22840,12,124
5/31/2020,22841,13,86
5/31/2020,22842,57,124
5/31/2020,22843,Suppressed*,45
5/31/2020,22844,37,143
5/31/2020,22845,0,3
5/31/2020,22846,8,65
5/31/2020,22847,Suppressed*,17
5/31/2020,22849,18,137
5/31/2020,22850,6,37
5/31/2020,22851,61,145
5/31/2020,22853,50,164
5/31/2020,22901,116,1535
5/31/2020,22902,57,886
5/31/2020,22903,66,1448
5/31/2020,22904,0,6
5/31/2020,22911,23,681
5/31/2020,22920,Suppressed*,76
5/31/2020,22922,6,62
5/31/2020,22923,11,159
5/31/2020,22931,0,9
5/31/2020,22932,16,266
5/31/2020,22935,Suppressed*,31
5/31/2020,22936,Suppressed*,139
5/31/2020,22937,Suppressed*,47
5/31/2020,22938,Suppressed*,43
5/31/2020,22939,7,165
5/31/2020,22940,Suppressed*,32
5/31/2020,22942,12,369
5/31/2020,22943,0,17
5/31/2020,22946,Suppressed*,8
5/31/2020,22947,Suppressed*,131
5/31/2020,22948,0,4
5/31/2020,22949,0,50
5/31/2020,22952,0,49
5/31/2020,22958,Suppressed*,43
5/31/2020,22959,5,75
5/31/2020,22960,32,438
5/31/2020,22963,28,541
5/31/2020,22964,0,4
5/31/2020,22967,Suppressed*,37
5/31/2020,22968,18,358
5/31/2020,22969,Suppressed*,44
5/31/2020,22971,0,55
5/31/2020,22972,Suppressed*,19
5/31/2020,22973,9,243
5/31/2020,22974,7,171
5/31/2020,22976,0,11
5/31/2020,22980,50,778
5/31/2020,22989,0,5
5/31/2020,23002,23,377
5/31/2020,23004,10,58
5/31/2020,23005,60,586
5/31/2020,23009,18,195
5/31/2020,23011,Suppressed*,29
5/31/2020,23015,11,116
5/31/2020,23021,0,7
5/31/2020,23022,8,50
5/31/2020,23023,Suppressed*,7
5/31/2020,23024,27,245
5/31/2020,23025,0,9
5/31/2020,23027,5,59
5/31/2020,23030,18,166
5/31/2020,23032,0,5
5/31/2020,23035,Suppressed*,22
5/31/2020,23038,8,53
5/31/2020,23039,Suppressed*,33
5/31/2020,23040,15,175
5/31/2020,23043,Suppressed*,24
5/31/2020,23045,0,2
5/31/2020,23047,5,37
5/31/2020,23050,Suppressed*,10
5/31/2020,23055,38,74
5/31/2020,23056,0,0
5/31/2020,23059,61,837
5/31/2020,23060,130,1096
5/31/2020,23061,18,531
5/31/2020,23062,5,63
5/31/2020,23063,56,252
5/31/2020,23064,0,2
5/31/2020,23065,Suppressed*,48
5/31/2020,23066,0,4
5/31/2020,23068,0,6
5/31/2020,23069,9,79
5/31/2020,23070,0,7
5/31/2020,23071,Suppressed*,29
5/31/2020,23072,7,246
5/31/2020,23075,130,454
5/31/2020,23076,0,15
5/31/2020,23079,0,3
5/31/2020,23083,Suppressed*,64
5/31/2020,23084,6,88
5/31/2020,23085,Suppressed*,9
5/31/2020,23086,5,74
5/31/2020,23089,8,156
5/31/2020,23091,0,14
5/31/2020,23092,0,10
5/31/2020,23093,30,531
5/31/2020,23102,8,70
5/31/2020,23103,21,160
5/31/2020,23106,Suppressed*,28
5/31/2020,23108,0,2
