"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
7/12/2020,20105,135,2060
7/12/2020,20106,47,316
7/12/2020,20109,1229,5346
7/12/2020,20110,1584,7290
7/12/2020,20111,1008,4372
7/12/2020,20112,251,2346
7/12/2020,20115,40,441
7/12/2020,20117,11,180
7/12/2020,20118,Suppressed*,133
7/12/2020,20119,32,310
7/12/2020,20120,376,2968
7/12/2020,20121,265,1952
7/12/2020,20124,76,1051
7/12/2020,20129,11,81
7/12/2020,20130,0,23
7/12/2020,20132,86,1468
7/12/2020,20135,12,240
7/12/2020,20136,230,2053
7/12/2020,20137,15,148
7/12/2020,20139,Suppressed*,17
7/12/2020,20141,30,531
7/12/2020,20143,5,94
7/12/2020,20144,Suppressed*,53
7/12/2020,20147,517,5638
7/12/2020,20148,246,3293
7/12/2020,20151,307,1858
7/12/2020,20152,241,2440
7/12/2020,20155,288,3058
7/12/2020,20158,26,373
7/12/2020,20164,1272,5547
7/12/2020,20165,350,4027
7/12/2020,20166,219,1350
7/12/2020,20169,112,1733
7/12/2020,20170,1082,4586
7/12/2020,20171,315,2958
7/12/2020,20175,288,3307
7/12/2020,20176,833,5762
7/12/2020,20180,33,627
7/12/2020,20181,50,752
7/12/2020,20184,Suppressed*,69
7/12/2020,20186,98,1615
7/12/2020,20187,102,1247
7/12/2020,20190,221,2225
7/12/2020,20191,335,2298
7/12/2020,20194,37,762
7/12/2020,20197,13,215
7/12/2020,20198,7,149
7/12/2020,22003,1309,6298
7/12/2020,22015,399,3114
7/12/2020,22025,125,1367
7/12/2020,22026,271,1932
7/12/2020,22027,59,207
7/12/2020,22030,427,4441
7/12/2020,22031,431,3338
7/12/2020,22032,143,1945
7/12/2020,22033,274,2819
7/12/2020,22035,Suppressed*,39
7/12/2020,22039,86,1218
7/12/2020,22041,761,3654
7/12/2020,22042,846,4032
7/12/2020,22043,264,1750
7/12/2020,22044,277,1434
7/12/2020,22046,211,1705
7/12/2020,22060,17,260
7/12/2020,22066,84,1144
7/12/2020,22079,349,2574
7/12/2020,22101,138,2592
7/12/2020,22102,133,1842
7/12/2020,22124,69,1196
7/12/2020,22125,Suppressed*,76
7/12/2020,22134,22,166
7/12/2020,22150,791,4087
7/12/2020,22151,292,1613
7/12/2020,22152,224,2009
7/12/2020,22153,192,2128
7/12/2020,22172,179,1038
7/12/2020,22180,236,2006
7/12/2020,22181,69,958
7/12/2020,22182,131,1834
7/12/2020,22185,0,1
7/12/2020,22191,1767,9245
7/12/2020,22192,808,6605
7/12/2020,22193,1635,9078
7/12/2020,22201,226,2859
7/12/2020,22202,226,2218
7/12/2020,22203,344,2427
7/12/2020,22204,1068,6112
7/12/2020,22205,139,1863
7/12/2020,22206,185,1865
7/12/2020,22207,306,3112
7/12/2020,22209,91,1073
7/12/2020,22211,Suppressed*,21
7/12/2020,22213,18,245
7/12/2020,22214,0,4
7/12/2020,22301,93,1210
7/12/2020,22302,254,2769
7/12/2020,22303,228,1363
7/12/2020,22304,725,5197
7/12/2020,22305,606,2522
7/12/2020,22306,925,3902
7/12/2020,22307,81,897
7/12/2020,22308,75,812
7/12/2020,22309,688,3120
7/12/2020,22310,305,2217
7/12/2020,22311,478,2643
7/12/2020,22312,626,3183
7/12/2020,22314,226,2831
7/12/2020,22315,126,1892
7/12/2020,22401,268,2706
7/12/2020,22405,162,2436
7/12/2020,22406,133,1979
7/12/2020,22407,658,5983
7/12/2020,22408,238,2389
7/12/2020,22427,15,557
7/12/2020,22432,Suppressed*,56
7/12/2020,22433,Suppressed*,10
7/12/2020,22435,9,236
7/12/2020,22436,0,59
7/12/2020,22437,Suppressed*,86
7/12/2020,22438,Suppressed*,51
7/12/2020,22443,37,625
7/12/2020,22448,Suppressed*,69
7/12/2020,22454,Suppressed*,128
7/12/2020,22460,6,176
7/12/2020,22469,44,259
7/12/2020,22473,21,538
7/12/2020,22476,Suppressed*,25
7/12/2020,22480,0,326
7/12/2020,22482,5,384
7/12/2020,22485,102,1809
7/12/2020,22488,57,209
7/12/2020,22503,7,371
7/12/2020,22504,0,20
7/12/2020,22508,61,1066
7/12/2020,22509,Suppressed*,6
7/12/2020,22511,5,121
7/12/2020,22514,17,202
7/12/2020,22520,43,632
7/12/2020,22529,Suppressed*,26
7/12/2020,22530,0,6
7/12/2020,22534,6,185
7/12/2020,22535,Suppressed*,42
7/12/2020,22538,0,20
7/12/2020,22539,Suppressed*,204
7/12/2020,22542,9,155
7/12/2020,22546,77,1219
7/12/2020,22548,0,8
7/12/2020,22551,104,1435
7/12/2020,22553,60,1122
7/12/2020,22554,492,4584
7/12/2020,22556,251,2121
7/12/2020,22560,47,1090
7/12/2020,22567,6,232
7/12/2020,22572,292,1177
7/12/2020,22576,Suppressed*,120
7/12/2020,22578,Suppressed*,168
7/12/2020,22579,Suppressed*,25
7/12/2020,22580,20,366
7/12/2020,22601,362,12454
7/12/2020,22602,197,1347
7/12/2020,22603,134,1155
7/12/2020,22610,9,60
7/12/2020,22611,30,554
7/12/2020,22620,12,140
7/12/2020,22623,Suppressed*,15
7/12/2020,22624,11,96
7/12/2020,22625,7,153
7/12/2020,22627,Suppressed*,41
7/12/2020,22630,272,1848
7/12/2020,22637,Suppressed*,79
7/12/2020,22639,Suppressed*,27
7/12/2020,22640,Suppressed*,13
7/12/2020,22641,0,8
7/12/2020,22642,28,195
7/12/2020,22643,0,20
7/12/2020,22644,56,113
7/12/2020,22645,29,164
7/12/2020,22646,0,18
7/12/2020,22650,Suppressed*,27
7/12/2020,22652,7,58
7/12/2020,22654,Suppressed*,26
7/12/2020,22655,121,795
7/12/2020,22656,26,204
7/12/2020,22657,67,504
7/12/2020,22660,15,72
7/12/2020,22663,14,65
7/12/2020,22664,201,1001
7/12/2020,22701,722,3469
7/12/2020,22709,5,158
7/12/2020,22711,0,4
7/12/2020,22712,112,867
7/12/2020,22713,8,80
7/12/2020,22714,14,80
7/12/2020,22715,Suppressed*,78
7/12/2020,22716,5,52
7/12/2020,22718,5,38
7/12/2020,22719,0,14
7/12/2020,22720,Suppressed*,55
7/12/2020,22722,0,9
7/12/2020,22723,Suppressed*,10
7/12/2020,22724,17,145
7/12/2020,22726,23,102
7/12/2020,22727,21,452
7/12/2020,22728,19,206
7/12/2020,22729,Suppressed*,16
7/12/2020,22730,Suppressed*,6
7/12/2020,22731,Suppressed*,24
7/12/2020,22732,Suppressed*,20
7/12/2020,22733,18,98
7/12/2020,22734,31,268
7/12/2020,22735,Suppressed*,119
7/12/2020,22736,5,31
7/12/2020,22737,19,176
7/12/2020,22738,Suppressed*,70
7/12/2020,22740,Suppressed*,73
7/12/2020,22741,0,15
7/12/2020,22742,19,150
7/12/2020,22743,Suppressed*,6
7/12/2020,22747,Suppressed*,67
7/12/2020,22749,0,17
7/12/2020,22801,707,3880
7/12/2020,22802,545,2899
7/12/2020,22807,Suppressed*,12
7/12/2020,22810,Suppressed*,58
7/12/2020,22811,Suppressed*,42
7/12/2020,22812,43,653
7/12/2020,22815,101,719
7/12/2020,22820,0,9
7/12/2020,22821,35,373
7/12/2020,22824,94,309
7/12/2020,22827,86,916
7/12/2020,22830,16,139
7/12/2020,22831,8,76
7/12/2020,22832,6,70
7/12/2020,22834,7,99
7/12/2020,22835,162,764
7/12/2020,22840,22,376
7/12/2020,22841,23,229
7/12/2020,22842,84,345
7/12/2020,22843,7,134
7/12/2020,22844,58,445
7/12/2020,22845,0,8
7/12/2020,22846,15,156
7/12/2020,22847,6,50
7/12/2020,22849,57,375
7/12/2020,22850,9,75
7/12/2020,22851,77,318
7/12/2020,22853,76,414
7/12/2020,22901,254,4051
7/12/2020,22902,216,2718
7/12/2020,22903,175,3685
7/12/2020,22904,0,44
7/12/2020,22911,93,2053
7/12/2020,22920,9,256
7/12/2020,22922,6,136
7/12/2020,22923,18,416
7/12/2020,22931,0,25
7/12/2020,22932,25,682
7/12/2020,22935,Suppressed*,91
7/12/2020,22936,13,428
7/12/2020,22937,Suppressed*,116
7/12/2020,22938,Suppressed*,93
7/12/2020,22939,15,559
7/12/2020,22940,Suppressed*,92
7/12/2020,22942,27,851
7/12/2020,22943,Suppressed*,41
7/12/2020,22946,Suppressed*,19
7/12/2020,22947,11,397
7/12/2020,22948,0,13
7/12/2020,22949,0,126
7/12/2020,22952,6,158
7/12/2020,22958,8,131
7/12/2020,22959,8,169
7/12/2020,22960,50,1128
7/12/2020,22963,40,1215
7/12/2020,22964,0,14
7/12/2020,22967,Suppressed*,137
7/12/2020,22968,47,878
7/12/2020,22969,Suppressed*,110
7/12/2020,22971,0,103
7/12/2020,22972,Suppressed*,37
7/12/2020,22973,25,737
7/12/2020,22974,30,395
7/12/2020,22976,0,17
7/12/2020,22980,126,2517
7/12/2020,22989,0,6
7/12/2020,23002,40,1201
7/12/2020,23004,13,108
7/12/2020,23005,76,1723
7/12/2020,23009,29,589
7/12/2020,23011,Suppressed*,81
7/12/2020,23015,16,334
7/12/2020,23021,0,12
7/12/2020,23022,12,93
7/12/2020,23023,Suppressed*,27
7/12/2020,23024,43,694
7/12/2020,23025,0,19
7/12/2020,23027,13,128
7/12/2020,23030,31,484
7/12/2020,23032,0,30
7/12/2020,23035,Suppressed*,77
7/12/2020,23038,9,137
7/12/2020,23039,Suppressed*,77
7/12/2020,23040,34,407
7/12/2020,23043,Suppressed*,117
7/12/2020,23045,0,4
7/12/2020,23047,10,176
7/12/2020,23050,Suppressed*,55
7/12/2020,23055,41,116
7/12/2020,23056,0,10
7/12/2020,23059,115,2637
7/12/2020,23060,206,3405
7/12/2020,23061,43,1579
7/12/2020,23062,5,163
7/12/2020,23063,62,661
7/12/2020,23064,0,7
7/12/2020,23065,Suppressed*,128
7/12/2020,23066,0,65
7/12/2020,23068,0,15
7/12/2020,23069,13,293
7/12/2020,23070,0,28
7/12/2020,23071,Suppressed*,110
7/12/2020,23072,16,768
7/12/2020,23075,143,1137
7/12/2020,23076,0,35
7/12/2020,23079,0,22
7/12/2020,23083,9,181
7/12/2020,23084,9,169
7/12/2020,23085,Suppressed*,25
7/12/2020,23086,14,238
7/12/2020,23089,13,400
7/12/2020,23091,0,28
7/12/2020,23092,0,122
7/12/2020,23093,47,1263
7/12/2020,23102,10,248
7/12/2020,23103,31,532
7/12/2020,23106,Suppressed*,78
7/12/2020,23108,0,4
7/12/2020,23109,Suppressed*,154
7/12/2020,23110,0,42
7/12/2020,23111,151,3469
7/12/2020,23112,212,4566
7/12/2020,23113,161,2600
7/12/2020,23114,83,1622
7/12/2020,23115,13,31
7/12/2020,23116,166,2750
7/12/2020,23117,30,849
7/12/2020,23119,Suppressed*,23
7/12/2020,23120,53,941
7/12/2020,23123,17,233
7/12/2020,23124,17,378
7/12/2020,23125,Suppressed*,9
7/12/2020,23126,Suppressed*,44
7/12/2020,23128,Suppressed*,74
7/12/2020,23129,Suppressed*,27
7/12/2020,23130,Suppressed*,13
7/12/2020,23138,0,36
7/12/2020,23139,70,1754
7/12/2020,23140,28,546
7/12/2020,23141,27,583
7/12/2020,23146,9,221
7/12/2020,23148,Suppressed*,153
7/12/2020,23149,8,341
7/12/2020,23150,108,1230
7/12/2020,23153,5,111
7/12/2020,23156,5,98
7/12/2020,23160,11,83
7/12/2020,23161,0,6
7/12/2020,23163,0,9
7/12/2020,23168,16,633
7/12/2020,23169,Suppressed*,81
7/12/2020,23173,Suppressed*,7
7/12/2020,23175,Suppressed*,174
7/12/2020,23176,0,44
7/12/2020,23177,Suppressed*,57
7/12/2020,23180,0,25
7/12/2020,23181,6,486
7/12/2020,23185,254,4165
7/12/2020,23187,Suppressed*,28
7/12/2020,23188,200,3913
7/12/2020,23192,19,542
7/12/2020,23219,29,927
7/12/2020,23220,127,3526
7/12/2020,23221,53,1598
7/12/2020,23222,171,2846
7/12/2020,23223,437,6244
7/12/2020,23224,985,7019
7/12/2020,23225,534,5985
7/12/2020,23226,253,3050
7/12/2020,23227,191,3646
7/12/2020,23228,390,3902
7/12/2020,23229,300,4043
7/12/2020,23230,86,3251
7/12/2020,23231,226,3747
7/12/2020,23233,171,3028
7/12/2020,23234,1141,6010
7/12/2020,23235,307,3723
7/12/2020,23236,177,2745
7/12/2020,23237,414,3003
7/12/2020,23238,297,2974
7/12/2020,23250,0,5
7/12/2020,23294,174,1738
7/12/2020,23301,97,289
7/12/2020,23302,Suppressed*,19
7/12/2020,23303,19,139
7/12/2020,23304,Suppressed*,15
7/12/2020,23306,27,162
7/12/2020,23307,17,78
7/12/2020,23308,51,241
7/12/2020,23310,32,341
7/12/2020,23313,Suppressed*,13
7/12/2020,23314,27,557
7/12/2020,23315,Suppressed*,98
