"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
2020-05-26,20105,76,661
2020-05-26,20106,29,112
2020-05-26,20109,789,2293
2020-05-26,20110,1037,2658
2020-05-26,20111,641,1843
2020-05-26,20112,137,908
2020-05-26,20115,28,163
2020-05-26,20117,7,64
2020-05-26,20118,Suppressed*,36
2020-05-26,20119,21,122
2020-05-26,20120,220,1087
2020-05-26,20121,163,751
2020-05-26,20124,42,332
2020-05-26,20129,7,29
2020-05-26,20130,0,7
2020-05-26,20132,44,391
2020-05-26,20135,5,78
2020-05-26,20136,135,754
2020-05-26,20137,8,44
2020-05-26,20139,Suppressed*,9
2020-05-26,20141,12,163
2020-05-26,20143,Suppressed*,27
2020-05-26,20144,Suppressed*,18
2020-05-26,20147,276,1853
2020-05-26,20148,109,1009
2020-05-26,20151,184,650
2020-05-26,20152,131,665
2020-05-26,20155,173,1010
2020-05-26,20158,12,90
2020-05-26,20164,694,1926
2020-05-26,20165,176,996
2020-05-26,20166,108,498
2020-05-26,20169,74,598
2020-05-26,20170,643,1698
2020-05-26,20171,218,980
2020-05-26,20175,124,820
2020-05-26,20176,342,1556
2020-05-26,20180,15,180
2020-05-26,20181,32,275
2020-05-26,20184,Suppressed*,34
2020-05-26,20186,54,447
2020-05-26,20187,53,433
2020-05-26,20190,162,754
2020-05-26,20191,225,926
2020-05-26,20194,27,269
2020-05-26,20197,Suppressed*,53
2020-05-26,20198,5,44
2020-05-26,22003,870,2515
2020-05-26,22015,306,1208
2020-05-26,22025,91,562
2020-05-26,22026,151,753
2020-05-26,22027,41,83
2020-05-26,22030,286,1483
2020-05-26,22031,275,1162
2020-05-26,22032,102,723
2020-05-26,22033,184,989
2020-05-26,22035,0,6
2020-05-26,22039,49,408
2020-05-26,22041,563,1687
2020-05-26,22042,547,1594
2020-05-26,22043,174,692
2020-05-26,22044,195,573
2020-05-26,22046,137,565
2020-05-26,22060,13,107
2020-05-26,22066,54,435
2020-05-26,22079,235,1117
2020-05-26,22101,103,888
2020-05-26,22102,88,727
2020-05-26,22124,49,393
2020-05-26,22125,Suppressed*,31
2020-05-26,22134,14,60
2020-05-26,22150,598,1659
2020-05-26,22151,214,707
2020-05-26,22152,154,775
2020-05-26,22153,119,765
2020-05-26,22172,110,424
2020-05-26,22180,148,724
2020-05-26,22181,40,322
2020-05-26,22182,90,649
2020-05-26,22191,1132,4009
2020-05-26,22192,480,2434
2020-05-26,22193,1073,3953
2020-05-26,22201,176,1067
2020-05-26,22202,165,741
2020-05-26,22203,268,942
2020-05-26,22204,755,2336
2020-05-26,22205,110,810
2020-05-26,22206,142,679
2020-05-26,22207,222,1107
2020-05-26,22209,66,404
2020-05-26,22211,Suppressed*,14
2020-05-26,22213,15,86
2020-05-26,22214,0,2
2020-05-26,22301,64,431
2020-05-26,22302,181,665
2020-05-26,22303,148,602
2020-05-26,22304,524,1973
2020-05-26,22305,506,1200
2020-05-26,22306,646,1736
2020-05-26,22307,49,337
2020-05-26,22308,57,273
2020-05-26,22309,464,1408
2020-05-26,22310,221,915
2020-05-26,22311,332,986
2020-05-26,22312,382,1265
2020-05-26,22314,159,1047
2020-05-26,22315,79,644
2020-05-26,22401,124,757
2020-05-26,22405,89,839
2020-05-26,22406,66,658
2020-05-26,22407,285,1712
2020-05-26,22408,91,756
2020-05-26,22427,5,73
2020-05-26,22432,Suppressed*,21
2020-05-26,22433,Suppressed*,6
2020-05-26,22435,Suppressed*,61
2020-05-26,22436,0,12
2020-05-26,22437,Suppressed*,18
2020-05-26,22438,Suppressed*,7
2020-05-26,22443,14,183
2020-05-26,22448,Suppressed*,22
2020-05-26,22454,Suppressed*,36
2020-05-26,22460,Suppressed*,32
2020-05-26,22469,8,54
2020-05-26,22473,16,138
2020-05-26,22476,Suppressed*,6
2020-05-26,22480,0,25
2020-05-26,22482,Suppressed*,94
2020-05-26,22485,59,622
2020-05-26,22488,Suppressed*,27
2020-05-26,22503,5,141
2020-05-26,22504,0,6
2020-05-26,22508,35,380
2020-05-26,22509,Suppressed*,1
2020-05-26,22511,Suppressed*,27
2020-05-26,22514,Suppressed*,35
2020-05-26,22520,27,140
2020-05-26,22529,0,7
2020-05-26,22530,0,2
2020-05-26,22534,Suppressed*,48
2020-05-26,22535,0,16
2020-05-26,22538,0,8
2020-05-26,22539,Suppressed*,59
2020-05-26,22542,Suppressed*,52
2020-05-26,22546,31,324
2020-05-26,22548,0,3
2020-05-26,22551,60,513
2020-05-26,22553,24,359
2020-05-26,22554,316,1684
2020-05-26,22556,154,803
2020-05-26,22560,33,191
2020-05-26,22567,5,97
2020-05-26,22572,265,502
2020-05-26,22576,0,37
2020-05-26,22578,Suppressed*,51
2020-05-26,22579,Suppressed*,4
2020-05-26,22580,7,112
2020-05-26,22601,149,326
2020-05-26,22602,107,233
2020-05-26,22603,47,122
2020-05-26,22610,7,15
2020-05-26,22611,12,96
2020-05-26,22620,Suppressed*,27
2020-05-26,22623,Suppressed*,1
2020-05-26,22624,Suppressed*,11
2020-05-26,22625,6,16
2020-05-26,22627,0,11
2020-05-26,22630,93,241
2020-05-26,22637,Suppressed*,8
2020-05-26,22639,0,6
2020-05-26,22640,Suppressed*,6
2020-05-26,22641,0,1
2020-05-26,22642,16,60
2020-05-26,22643,0,5
2020-05-26,22644,44,41
2020-05-26,22645,16,32
2020-05-26,22646,0,4
2020-05-26,22650,Suppressed*,12
2020-05-26,22652,Suppressed*,16
2020-05-26,22654,Suppressed*,5
2020-05-26,22655,71,147
2020-05-26,22656,12,42
2020-05-26,22657,39,106
2020-05-26,22660,7,10
2020-05-26,22663,5,10
2020-05-26,22664,126,148
2020-05-26,22701,541,1335
2020-05-26,22709,Suppressed*,24
2020-05-26,22711,0,2
2020-05-26,22712,76,334
2020-05-26,22713,6,31
2020-05-26,22714,15,40
2020-05-26,22715,Suppressed*,26
2020-05-26,22716,Suppressed*,10
2020-05-26,22718,Suppressed*,13
2020-05-26,22719,0,5
2020-05-26,22720,0,18
2020-05-26,22722,0,1
2020-05-26,22723,0,3
2020-05-26,22724,10,56
2020-05-26,22726,22,78
2020-05-26,22727,18,149
2020-05-26,22728,7,74
2020-05-26,22729,Suppressed*,11
2020-05-26,22730,0,2
2020-05-26,22731,Suppressed*,8
2020-05-26,22732,Suppressed*,9
2020-05-26,22733,12,45
2020-05-26,22734,20,110
2020-05-26,22735,Suppressed*,43
2020-05-26,22736,Suppressed*,15
2020-05-26,22737,6,63
2020-05-26,22738,Suppressed*,26
2020-05-26,22740,Suppressed*,28
2020-05-26,22741,0,5
2020-05-26,22742,15,66
2020-05-26,22743,0,2
2020-05-26,22747,0,22
2020-05-26,22749,0,4
2020-05-26,22801,531,1310
2020-05-26,22802,421,1185
2020-05-26,22807,Suppressed*,3
2020-05-26,22810,Suppressed*,17
2020-05-26,22811,Suppressed*,19
2020-05-26,22812,17,208
2020-05-26,22815,61,239
2020-05-26,22820,0,2
2020-05-26,22821,17,123
2020-05-26,22824,55,82
2020-05-26,22827,45,305
2020-05-26,22830,14,46
2020-05-26,22831,Suppressed*,21
2020-05-26,22832,Suppressed*,20
2020-05-26,22834,Suppressed*,29
2020-05-26,22835,129,326
2020-05-26,22840,8,92
2020-05-26,22841,12,68
2020-05-26,22842,52,108
2020-05-26,22843,Suppressed*,40
2020-05-26,22844,31,117
2020-05-26,22845,0,3
2020-05-26,22846,7,53
2020-05-26,22847,Suppressed*,14
2020-05-26,22849,12,111
2020-05-26,22850,6,30
2020-05-26,22851,54,128
2020-05-26,22853,42,140
2020-05-26,22901,102,1229
2020-05-26,22902,37,734
2020-05-26,22903,57,911
2020-05-26,22904,0,6
2020-05-26,22911,18,531
2020-05-26,22920,Suppressed*,66
2020-05-26,22922,5,56
2020-05-26,22923,9,134
2020-05-26,22931,0,9
2020-05-26,22932,15,227
2020-05-26,22935,Suppressed*,28
2020-05-26,22936,Suppressed*,119
2020-05-26,22937,Suppressed*,44
2020-05-26,22938,Suppressed*,30
2020-05-26,22939,6,96
2020-05-26,22940,Suppressed*,25
2020-05-26,22942,10,323
2020-05-26,22943,0,12
2020-05-26,22946,Suppressed*,6
2020-05-26,22947,Suppressed*,116
2020-05-26,22948,0,4
2020-05-26,22949,0,45
2020-05-26,22952,0,42
2020-05-26,22958,Suppressed*,38
