"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
6/19/2020,20105,106,1382
6/19/2020,20106,38,225
6/19/2020,20109,1096,4107
6/19/2020,20110,1439,5918
6/19/2020,20111,901,3308
6/19/2020,20112,204,1603
6/19/2020,20115,36,277
6/19/2020,20117,8,111
6/19/2020,20118,Suppressed*,83
6/19/2020,20119,27,209
6/19/2020,20120,316,1967
6/19/2020,20121,217,1343
6/19/2020,20124,63,665
6/19/2020,20129,7,58
6/19/2020,20130,0,16
6/19/2020,20132,61,855
6/19/2020,20135,10,145
6/19/2020,20136,185,1435
6/19/2020,20137,15,94
6/19/2020,20139,Suppressed*,12
6/19/2020,20141,18,315
6/19/2020,20143,Suppressed*,60
6/19/2020,20144,Suppressed*,36
6/19/2020,20147,363,3688
6/19/2020,20148,178,2090
6/19/2020,20151,261,1316
6/19/2020,20152,161,1630
6/19/2020,20155,243,2012
6/19/2020,20158,17,203
6/19/2020,20164,1118,4175
6/19/2020,20165,276,2786
6/19/2020,20166,186,990
6/19/2020,20169,94,1133
6/19/2020,20170,977,3291
6/19/2020,20171,288,1859
6/19/2020,20175,222,2233
6/19/2020,20176,664,3721
6/19/2020,20180,25,353
6/19/2020,20181,37,479
6/19/2020,20184,Suppressed*,49
6/19/2020,20186,71,1009
6/19/2020,20187,73,822
6/19/2020,20190,211,1640
6/19/2020,20191,303,1610
6/19/2020,20194,35,511
6/19/2020,20197,6,129
6/19/2020,20198,6,91
6/19/2020,22003,1212,4801
6/19/2020,22015,366,2181
6/19/2020,22025,114,991
6/19/2020,22026,229,1386
6/19/2020,22027,55,161
6/19/2020,22030,388,3150
6/19/2020,22031,395,2486
6/19/2020,22032,131,1275
6/19/2020,22033,248,1939
6/19/2020,22035,Suppressed*,38
6/19/2020,22039,58,761
6/19/2020,22041,719,3028
6/19/2020,22042,770,2992
6/19/2020,22043,238,1237
6/19/2020,22044,265,1071
6/19/2020,22046,199,1172
6/19/2020,22060,14,175
6/19/2020,22066,73,742
6/19/2020,22079,299,1839
6/19/2020,22101,124,1873
6/19/2020,22102,122,1282
6/19/2020,22124,61,760
6/19/2020,22125,Suppressed*,48
6/19/2020,22134,18,112
6/19/2020,22150,745,3288
6/19/2020,22151,270,1185
6/19/2020,22152,195,1372
6/19/2020,22153,165,1420
6/19/2020,22172,144,760
6/19/2020,22180,217,1365
6/19/2020,22181,62,597
6/19/2020,22182,119,1199
6/19/2020,22191,1507,6917
6/19/2020,22192,664,4783
6/19/2020,22193,1442,6890
6/19/2020,22201,213,1826
6/19/2020,22202,202,1343
6/19/2020,22203,315,1698
6/19/2020,22204,966,4384
6/19/2020,22205,137,1353
6/19/2020,22206,172,1228
6/19/2020,22207,271,2089
6/19/2020,22209,85,685
6/19/2020,22211,Suppressed*,18
6/19/2020,22213,18,162
6/19/2020,22214,0,2
6/19/2020,22301,79,842
6/19/2020,22302,230,2212
6/19/2020,22303,206,1017
6/19/2020,22304,647,3917
6/19/2020,22305,585,2088
6/19/2020,22306,823,2980
6/19/2020,22307,74,603
6/19/2020,22308,69,519
6/19/2020,22309,613,2293
6/19/2020,22310,286,1559
6/19/2020,22311,426,2130
6/19/2020,22312,546,2371
6/19/2020,22314,192,1959
6/19/2020,22315,103,1220
6/19/2020,22401,202,1818
6/19/2020,22405,134,1659
6/19/2020,22406,115,1327
6/19/2020,22407,546,3833
6/19/2020,22408,182,1602
6/19/2020,22427,15,189
6/19/2020,22432,Suppressed*,31
6/19/2020,22433,Suppressed*,8
6/19/2020,22435,Suppressed*,130
6/19/2020,22436,0,41
6/19/2020,22437,Suppressed*,50
6/19/2020,22438,Suppressed*,33
6/19/2020,22443,33,359
6/19/2020,22448,Suppressed*,30
6/19/2020,22454,Suppressed*,81
6/19/2020,22460,5,91
6/19/2020,22469,13,115
6/19/2020,22473,20,239
6/19/2020,22476,Suppressed*,21
6/19/2020,22480,0,45
6/19/2020,22482,5,135
6/19/2020,22485,93,1212
6/19/2020,22488,Suppressed*,62
6/19/2020,22503,6,234
6/19/2020,22504,0,10
6/19/2020,22508,56,733
6/19/2020,22509,Suppressed*,7
6/19/2020,22511,5,52
6/19/2020,22514,13,127
6/19/2020,22520,35,318
6/19/2020,22529,Suppressed*,13
6/19/2020,22530,0,3
6/19/2020,22534,Suppressed*,119
6/19/2020,22535,Suppressed*,30
6/19/2020,22538,0,15
6/19/2020,22539,Suppressed*,105
6/19/2020,22542,7,107
6/19/2020,22546,60,756
6/19/2020,22548,0,3
6/19/2020,22551,88,989
6/19/2020,22553,44,758
6/19/2020,22554,435,3098
6/19/2020,22556,220,1491
6/19/2020,22560,39,748
6/19/2020,22567,6,158
6/19/2020,22572,281,800
6/19/2020,22576,0,64
6/19/2020,22578,Suppressed*,89
6/19/2020,22579,Suppressed*,13
6/19/2020,22580,19,252
6/19/2020,22601,288,9774
6/19/2020,22602,159,556
6/19/2020,22603,103,338
6/19/2020,22610,8,29
6/19/2020,22611,21,208
6/19/2020,22620,9,72
6/19/2020,22623,Suppressed*,7
6/19/2020,22624,7,40
6/19/2020,22625,6,45
6/19/2020,22627,0,22
6/19/2020,22630,206,1094
6/19/2020,22637,Suppressed*,21
6/19/2020,22639,0,14
6/19/2020,22640,Suppressed*,12
6/19/2020,22641,0,2
6/19/2020,22642,20,113
6/19/2020,22643,0,14
6/19/2020,22644,48,75
6/19/2020,22645,24,79
6/19/2020,22646,0,9
6/19/2020,22650,Suppressed*,18
6/19/2020,22652,7,29
6/19/2020,22654,Suppressed*,11
6/19/2020,22655,109,349
6/19/2020,22656,20,84
6/19/2020,22657,56,253
6/19/2020,22660,14,28
