"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
7/3/2020,24471,10,100
7/3/2020,24323,Suppressed*,26
7/3/2020,24646,0,16
7/3/2020,24354,24,1062
7/3/2020,23894,Suppressed*,51
7/3/2020,22401,246,2403
7/3/2020,22182,125,1578
7/3/2020,24630,0,187
7/3/2020,23140,22,488
7/3/2020,23839,Suppressed*,66
7/3/2020,24477,33,546
7/3/2020,20176,770,5068
7/3/2020,20137,16,136
7/3/2020,24649,0,59
7/3/2020,22947,8,325
7/3/2020,23851,50,1723
7/3/2020,22601,336,11114
7/3/2020,22509,Suppressed*,6
7/3/2020,22015,382,2773
7/3/2020,23690,Suppressed*,155
7/3/2020,24348,10,194
7/3/2020,22637,Suppressed*,55
7/3/2020,20139,Suppressed*,16
7/3/2020,24176,6,45
7/3/2020,23314,18,464
7/3/2020,24421,7,161
7/3/2020,20198,6,130
7/3/2020,22976,0,17
7/3/2020,22435,5,169
7/3/2020,24605,8,518
7/3/2020,24340,9,164
7/3/2020,23221,47,1345
7/3/2020,23336,10,174
7/3/2020,22044,274,1305
7/3/2020,24065,5,110
7/3/2020,22851,73,269
7/3/2020,22181,66,824
7/3/2020,24014,86,531
7/3/2020,23237,390,2670
7/3/2020,24266,7,307
7/3/2020,24531,16,363
7/3/2020,23942,14,120
7/3/2020,23883,5,130
7/3/2020,23231,199,3252
7/3/2020,24078,59,438
7/3/2020,23460,Suppressed*,42
7/3/2020,24102,Suppressed*,33
7/3/2020,22611,27,450
7/3/2020,23967,Suppressed*,66
7/3/2020,23923,8,168
7/3/2020,24378,Suppressed*,46
7/3/2020,24416,17,332
7/3/2020,24375,0,51
7/3/2020,24651,0,417
7/3/2020,22576,0,106
7/3/2020,22066,79,1012
7/3/2020,23486,Suppressed*,8
7/3/2020,23701,169,2061
7/3/2020,24011,0,15723
7/3/2020,23806,0,172
7/3/2020,23551,0,10
7/3/2020,23875,54,925
7/3/2020,23821,Suppressed*,216
7/3/2020,23846,Suppressed*,53
7/3/2020,23156,5,83
7/3/2020,20169,104,1522
7/3/2020,24541,43,1406
7/3/2020,23898,12,145
7/3/2020,23876,0,15
7/3/2020,22640,Suppressed*,13
7/3/2020,23669,99,2735
7/3/2020,22035,Suppressed*,39
7/3/2020,24301,17,687
7/3/2020,23917,13,294
7/3/2020,23503,112,1711
7/3/2020,22939,12,482
7/3/2020,24216,10,112
7/3/2020,24538,5,235
7/3/2020,24473,0,28
7/3/2020,20166,209,1228
7/3/2020,22041,746,3438
7/3/2020,24631,0,37
7/3/2020,22193,1570,8240
7/3/2020,20135,10,201
7/3/2020,22201,221,2448
7/3/2020,23434,258,4434
7/3/2020,20144,Suppressed*,51
7/3/2020,23303,19,131
7/3/2020,24350,Suppressed*,38
7/3/2020,23395,18,96
7/3/2020,24598,5,80
7/3/2020,20120,360,2580
7/3/2020,22812,40,557
7/3/2020,20180,30,520
7/3/2020,24079,Suppressed*,41
7/3/2020,22134,21,147
7/3/2020,23059,102,2336
7/3/2020,24374,Suppressed*,40
7/3/2020,23461,Suppressed*,82
7/3/2020,24016,26,412
7/3/2020,22508,59,958
7/3/2020,23139,63,1534
7/3/2020,23837,57,305
7/3/2020,22802,532,2601
7/3/2020,24445,0,64
7/3/2020,23021,0,12
7/3/2020,24503,53,1156
7/3/2020,22952,5,132
7/3/2020,22042,816,3616
7/3/2020,22973,14,671
7/3/2020,24258,0,36
7/3/2020,24382,23,890
7/3/2020,22656,22,137
7/3/2020,22211,Suppressed*,20
7/3/2020,20191,325,2020
7/3/2020,24211,10,779
7/3/2020,23930,33,509
7/3/2020,20110,1526,6849
7/3/2020,22438,Suppressed*,45
7/3/2020,22844,46,298
7/3/2020,23602,92,2514
7/3/2020,24589,0,123
7/3/2020,24603,13,45
7/3/2020,22719,0,12
7/3/2020,23102,10,206
7/3/2020,22315,112,1624
7/3/2020,23228,318,3238
7/3/2020,24517,10,372
7/3/2020,22749,0,16
7/3/2020,22902,186,2210
7/3/2020,24248,Suppressed*,93
7/3/2020,22650,Suppressed*,23
7/3/2020,23888,13,155
7/3/2020,24151,40,755
7/3/2020,20117,10,151
7/3/2020,20170,1060,4108
7/3/2020,22967,Suppressed*,98
7/3/2020,23976,Suppressed*,27
7/3/2020,23229,276,3382
7/3/2020,23603,9,143
7/3/2020,23513,147,2050
