"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
7/4/2020,24471,10,103
7/4/2020,24323,Suppressed*,28
7/4/2020,24646,0,16
7/4/2020,24354,24,1063
7/4/2020,23894,Suppressed*,51
7/4/2020,22401,247,2452
7/4/2020,22182,127,1607
7/4/2020,24630,0,201
7/4/2020,23140,22,491
7/4/2020,23839,Suppressed*,68
7/4/2020,24477,33,555
7/4/2020,20176,783,5156
7/4/2020,20137,16,136
7/4/2020,24649,0,59
7/4/2020,22947,9,336
7/4/2020,23851,51,1764
7/4/2020,22601,339,11311
7/4/2020,22509,Suppressed*,6
7/4/2020,22015,386,2810
7/4/2020,23690,Suppressed*,160
7/4/2020,24348,11,1107
7/4/2020,22637,Suppressed*,55
7/4/2020,20139,Suppressed*,16
7/4/2020,24176,6,46
7/4/2020,23314,20,471
7/4/2020,24421,7,164
7/4/2020,20198,7,130
7/4/2020,22976,0,17
7/4/2020,22435,5,173
7/4/2020,24605,8,568
7/4/2020,24340,9,165
7/4/2020,23221,49,1379
7/4/2020,23336,10,177
7/4/2020,22044,275,1316
7/4/2020,24065,5,113
7/4/2020,22851,73,272
7/4/2020,22181,67,836
7/4/2020,24014,88,553
7/4/2020,23237,391,2700
7/4/2020,24266,7,310
7/4/2020,24531,16,368
7/4/2020,23942,14,120
7/4/2020,23883,5,131
7/4/2020,23231,202,3283
7/4/2020,24078,60,444
7/4/2020,23460,Suppressed*,43
7/4/2020,24102,Suppressed*,35
7/4/2020,22611,28,461
7/4/2020,23967,Suppressed*,67
7/4/2020,23923,8,168
7/4/2020,24378,Suppressed*,56
7/4/2020,24416,16,335
7/4/2020,24375,0,54
7/4/2020,24651,0,438
7/4/2020,22576,0,108
7/4/2020,22066,81,1024
7/4/2020,23486,Suppressed*,8
7/4/2020,23701,172,2096
7/4/2020,24011,0,16010
7/4/2020,23806,0,172
7/4/2020,23551,0,10
7/4/2020,23875,54,935
7/4/2020,23821,Suppressed*,217
7/4/2020,23846,Suppressed*,53
7/4/2020,23156,5,81
7/4/2020,20169,105,1542
7/4/2020,24541,45,1430
7/4/2020,23898,12,146
7/4/2020,23876,0,15
7/4/2020,22640,Suppressed*,13
7/4/2020,23669,100,2773
7/4/2020,22035,Suppressed*,39
7/4/2020,24301,17,695
7/4/2020,23917,13,297
7/4/2020,23503,120,1743
7/4/2020,22939,13,484
7/4/2020,24216,10,137
7/4/2020,24538,5,236
7/4/2020,24473,0,28
7/4/2020,20166,211,1244
7/4/2020,22041,751,3459
7/4/2020,24631,0,36
7/4/2020,22193,1579,8343
7/4/2020,20135,10,203
7/4/2020,22201,225,2490
7/4/2020,23434,259,4490
7/4/2020,20144,Suppressed*,51
7/4/2020,23303,19,133
7/4/2020,24350,Suppressed*,41
7/4/2020,23395,18,97
7/4/2020,24598,5,81
7/4/2020,20120,360,2616
7/4/2020,22812,40,579
7/4/2020,20180,31,529
7/4/2020,24079,Suppressed*,41
7/4/2020,22134,22,147
7/4/2020,23059,105,2352
7/4/2020,24374,Suppressed*,42
7/4/2020,23461,Suppressed*,86
7/4/2020,24016,26,486
7/4/2020,22508,60,971
7/4/2020,23139,63,1548
7/4/2020,23837,57,307
7/4/2020,22802,539,2649
7/4/2020,24445,0,66
7/4/2020,23021,0,12
7/4/2020,24503,53,1176
7/4/2020,22952,5,133
7/4/2020,22042,820,3654
7/4/2020,22973,19,675
7/4/2020,24258,0,37
7/4/2020,24382,23,925
7/4/2020,22656,22,143
7/4/2020,22211,Suppressed*,20
7/4/2020,20191,328,2049
7/4/2020,24211,10,787
7/4/2020,23930,33,513
7/4/2020,20110,1530,6899
7/4/2020,22438,Suppressed*,45
7/4/2020,22844,46,311
7/4/2020,23602,95,2544
7/4/2020,24589,0,124
7/4/2020,24603,13,45
7/4/2020,22719,0,12
7/4/2020,23102,10,215
7/4/2020,22315,113,1649
7/4/2020,23228,321,3275
7/4/2020,24517,10,374
7/4/2020,22749,0,16
7/4/2020,22902,198,2258
7/4/2020,24248,Suppressed*,98
7/4/2020,22650,Suppressed*,23
7/4/2020,23888,13,159
7/4/2020,24151,40,770
7/4/2020,20117,10,153
7/4/2020,20170,1065,4157
7/4/2020,22967,Suppressed*,99
7/4/2020,23976,Suppressed*,29
7/4/2020,23229,277,3426
7/4/2020,23603,10,143
7/4/2020,23513,155,2100
7/4/2020,24558,10,374
7/4/2020,23032,0,20
7/4/2020,22204,1027,5576
7/4/2020,22191,1689,8366
7/4/2020,24139,9,43
7/4/2020,23845,0,43
7/4/2020,23056,0,6
7/4/2020,23150,106,1106
7/4/2020,22949,0,114
7/4/2020,24013,25,198
7/4/2020,20121,251,1761
7/4/2020,24459,6,31
7/4/2020,23462,264,4937
7/4/2020,20190,220,1994
7/4/2020,24601,0,3
7/4/2020,20106,42,288
7/4/2020,24595,0,11
7/4/2020,23422,7,44
7/4/2020,22824,93,268
7/4/2020,23966,14,218
7/4/2020,22932,25,562
7/4/2020,22202,219,1902
7/4/2020,23188,173,3290
7/4/2020,23702,50,675
7/4/2020,23130,Suppressed*,13
7/4/2020,23350,75,394
7/4/2020,24553,Suppressed*,114
7/4/2020,22958,5,113
7/4/2020,24562,Suppressed*,37
7/4/2020,23175,Suppressed*,157
7/4/2020,23120,45,818
7/4/2020,23129,Suppressed*,22
7/4/2020,24347,Suppressed*,60
7/4/2020,24271,0,95
7/4/2020,22203,328,2194
7/4/2020,24322,0,8
7/4/2020,23831,219,3112
7/4/2020,24504,10,554
7/4/2020,22663,13,50
7/4/2020,23063,60,621
7/4/2020,23236,161,2447
7/4/2020,23108,0,3
7/4/2020,23117,29,773
7/4/2020,23161,0,5
7/4/2020,23947,9,341
7/4/2020,22443,35,500
7/4/2020,22529,Suppressed*,18
7/4/2020,22642,22,171
7/4/2020,20164,1247,5140
7/4/2020,24292,0,17
7/4/2020,24485,Suppressed*,20
7/4/2020,22720,Suppressed*,52
7/4/2020,22301,91,1068
7/4/2020,23420,90,342
7/4/2020,24171,32,288
7/4/2020,24381,24,169
7/4/2020,24450,19,797
7/4/2020,23426,5,13
7/4/2020,23962,Suppressed*,60
7/4/2020,22937,Suppressed*,95
7/4/2020,23023,Suppressed*,27
7/4/2020,22302,245,2595
7/4/2020,24269,0,8
7/4/2020,23487,79,489
7/4/2020,24077,5,34
7/4/2020,23829,82,828
7/4/2020,23320,301,7176
7/4/2020,23661,42,900
7/4/2020,20119,30,274
7/4/2020,23857,5,61
7/4/2020,24133,5,105
7/4/2020,23454,196,4593
7/4/2020,Out-of-State,0,24342
7/4/2020,23064,0,6
7/4/2020,23230,76,3074
7/4/2020,24527,7,130
7/4/2020,23952,Suppressed*,28
7/4/2020,23836,76,1017
7/4/2020,23833,10,158
7/4/2020,24580,Suppressed*,40
7/4/2020,22644,56,100
7/4/2020,22938,Suppressed*,83
7/4/2020,24018,84,1077
7/4/2020,23071,Suppressed*,103
7/4/2020,24588,8,518
7/4/2020,20118,Suppressed*,117
7/4/2020,23112,193,4006
7/4/2020,24604,0,1
7/4/2020,24095,6,98
7/4/2020,23091,0,26
7/4/2020,24280,0,18
7/4/2020,23919,5,249
7/4/2020,24272,0,9
7/4/2020,22740,Suppressed*,65
7/4/2020,23453,88,2198
7/4/2020,23123,16,219
7/4/2020,22713,8,76
7/4/2020,23401,5,41
7/4/2020,24184,12,81
7/4/2020,24070,Suppressed*,47
