"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-07-12,20105,135,2060
2020-07-12,20106,47,316
2020-07-12,20109,1229,5346
2020-07-12,20110,1584,7290
2020-07-12,20111,1008,4372
2020-07-12,20112,251,2346
2020-07-12,20115,40,441
2020-07-12,20117,11,180
2020-07-12,20118,Suppressed*,133
2020-07-12,20119,32,310
2020-07-12,20120,376,2968
2020-07-12,20121,265,1952
2020-07-12,20124,76,1051
2020-07-12,20129,11,81
2020-07-12,20130,0,23
2020-07-12,20132,86,1468
2020-07-12,20135,12,240
2020-07-12,20136,230,2053
2020-07-12,20137,15,148
2020-07-12,20139,Suppressed*,17
2020-07-12,20141,30,531
2020-07-12,20143,5,94
2020-07-12,20144,Suppressed*,53
2020-07-12,20147,517,5638
2020-07-12,20148,246,3293
2020-07-12,20151,307,1858
2020-07-12,20152,241,2440
2020-07-12,20155,288,3058
2020-07-12,20158,26,373
2020-07-12,20164,1272,5547
2020-07-12,20165,350,4027
2020-07-12,20166,219,1350
2020-07-12,20169,112,1733
2020-07-12,20170,1082,4586
2020-07-12,20171,315,2958
2020-07-12,20175,288,3307
2020-07-12,20176,833,5762
2020-07-12,20180,33,627
2020-07-12,20181,50,752
2020-07-12,20184,Suppressed*,69
2020-07-12,20186,98,1615
2020-07-12,20187,102,1247
2020-07-12,20190,221,2225
2020-07-12,20191,335,2298
2020-07-12,20194,37,762
2020-07-12,20197,13,215
2020-07-12,20198,7,149
2020-07-12,22003,1309,6298
2020-07-12,22015,399,3114
2020-07-12,22025,125,1367
2020-07-12,22026,271,1932
2020-07-12,22027,59,207
2020-07-12,22030,427,4441
2020-07-12,22031,431,3338
2020-07-12,22032,143,1945
2020-07-12,22033,274,2819
2020-07-12,22035,Suppressed*,39
2020-07-12,22039,86,1218
2020-07-12,22041,761,3654
2020-07-12,22042,846,4032
2020-07-12,22043,264,1750
2020-07-12,22044,277,1434
2020-07-12,22046,211,1705
2020-07-12,22060,17,260
2020-07-12,22066,84,1144
2020-07-12,22079,349,2574
2020-07-12,22101,138,2592
2020-07-12,22102,133,1842
2020-07-12,22124,69,1196
2020-07-12,22125,Suppressed*,76
2020-07-12,22134,22,166
2020-07-12,22150,791,4087
2020-07-12,22151,292,1613
2020-07-12,22152,224,2009
2020-07-12,22153,192,2128
2020-07-12,22172,179,1038
2020-07-12,22180,236,2006
2020-07-12,22181,69,958
2020-07-12,22182,131,1834
2020-07-12,22185,0,1
2020-07-12,22191,1767,9245
2020-07-12,22192,808,6605
2020-07-12,22193,1635,9078
2020-07-12,22201,226,2859
2020-07-12,22202,226,2218
2020-07-12,22203,344,2427
2020-07-12,22204,1068,6112
2020-07-12,22205,139,1863
2020-07-12,22206,185,1865
2020-07-12,22207,306,3112
