"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
6/17/2020,20105,102,1336
6/17/2020,20106,35,212
6/17/2020,20109,1080,3983
6/17/2020,20110,1406,5756
6/17/2020,20111,867,3192
6/17/2020,20112,198,1558
6/17/2020,20115,36,272
6/17/2020,20117,8,107
6/17/2020,20118,Suppressed*,81
6/17/2020,20119,27,206
6/17/2020,20120,309,1894
6/17/2020,20121,215,1292
6/17/2020,20124,63,635
6/17/2020,20129,7,57
6/17/2020,20130,0,14
6/17/2020,20132,60,824
6/17/2020,20135,10,143
6/17/2020,20136,183,1383
6/17/2020,20137,15,93
6/17/2020,20139,Suppressed*,10
6/17/2020,20141,18,304
6/17/2020,20143,Suppressed*,57
6/17/2020,20144,Suppressed*,35
6/17/2020,20147,359,3555
6/17/2020,20148,174,1997
6/17/2020,20151,260,1270
6/17/2020,20152,157,1584
6/17/2020,20155,241,1922
6/17/2020,20158,16,193
6/17/2020,20164,1108,4062
6/17/2020,20165,276,2711
6/17/2020,20166,184,972
6/17/2020,20169,93,1090
6/17/2020,20170,969,3210
6/17/2020,20171,287,1795
6/17/2020,20175,217,2152
6/17/2020,20176,654,3577
6/17/2020,20180,24,342
6/17/2020,20181,36,461
6/17/2020,20184,Suppressed*,47
6/17/2020,20186,71,987
6/17/2020,20187,72,788
6/17/2020,20190,210,1589
6/17/2020,20191,296,1565
6/17/2020,20194,35,497
6/17/2020,20197,7,123
6/17/2020,20198,6,88
6/17/2020,22003,1207,4691
6/17/2020,22015,364,2118
6/17/2020,22025,113,971
6/17/2020,22026,226,1360
6/17/2020,22027,44,154
6/17/2020,22030,384,3062
6/17/2020,22031,393,2413
6/17/2020,22032,129,1233
6/17/2020,22033,246,1877
6/17/2020,22035,Suppressed*,38
6/17/2020,22039,58,743
6/17/2020,22041,711,2966
6/17/2020,22042,765,2903
6/17/2020,22043,236,1184
6/17/2020,22044,264,1053
6/17/2020,22046,197,1129
6/17/2020,22060,14,173
6/17/2020,22066,72,719
6/17/2020,22079,297,1788
6/17/2020,22101,123,1816
6/17/2020,22102,122,1238
6/17/2020,22124,60,724
6/17/2020,22125,Suppressed*,44
6/17/2020,22134,18,110
6/17/2020,22150,739,3223
6/17/2020,22151,269,1158
6/17/2020,22152,195,1330
6/17/2020,22153,164,1368
6/17/2020,22172,143,727
6/17/2020,22180,216,1319
6/17/2020,22181,61,578
6/17/2020,22182,118,1165
6/17/2020,22191,1490,6768
6/17/2020,22192,650,4647
6/17/2020,22193,1424,6736
6/17/2020,22201,211,1765
6/17/2020,22202,200,1306
6/17/2020,22203,312,1646
6/17/2020,22204,956,4260
6/17/2020,22205,136,1281
6/17/2020,22206,168,1193
6/17/2020,22207,270,1947
6/17/2020,22209,85,662
6/17/2020,22211,Suppressed*,16
6/17/2020,22213,18,152
6/17/2020,22214,0,2
6/17/2020,22301,77,818
6/17/2020,22302,229,2172
6/17/2020,22303,204,985
6/17/2020,22304,640,3809
6/17/2020,22305,584,2058
6/17/2020,22306,815,2899
6/17/2020,22307,72,576
6/17/2020,22308,67,497
6/17/2020,22309,608,2249
6/17/2020,22310,284,1505
6/17/2020,22311,424,2093
6/17/2020,22312,539,2309
6/17/2020,22314,192,1910
6/17/2020,22315,101,1156
6/17/2020,22401,200,1783
6/17/2020,22405,132,1620
6/17/2020,22406,110,1287
6/17/2020,22407,532,3692
6/17/2020,22408,177,1552
6/17/2020,22427,15,180
6/17/2020,22432,Suppressed*,27
6/17/2020,22433,Suppressed*,8
6/17/2020,22435,Suppressed*,91
6/17/2020,22436,0,32
6/17/2020,22437,Suppressed*,36
6/17/2020,22438,Suppressed*,25
6/17/2020,22443,33,347
6/17/2020,22448,Suppressed*,29
6/17/2020,22454,Suppressed*,65
6/17/2020,22460,5,66
6/17/2020,22469,13,95
6/17/2020,22473,19,210
6/17/2020,22476,Suppressed*,18
6/17/2020,22480,0,40
6/17/2020,22482,5,125
6/17/2020,22485,92,1185
6/17/2020,22488,Suppressed*,56
6/17/2020,22503,6,217
6/17/2020,22504,0,9
6/17/2020,22508,55,712
6/17/2020,22509,Suppressed*,5
6/17/2020,22511,5,43
6/17/2020,22514,13,121
6/17/2020,22520,35,260
6/17/2020,22529,Suppressed*,12
6/17/2020,22530,0,3
6/17/2020,22534,Suppressed*,114
6/17/2020,22535,Suppressed*,30
6/17/2020,22538,0,13
6/17/2020,22539,Suppressed*,98
6/17/2020,22542,7,103
6/17/2020,22546,55,734
6/17/2020,22548,0,3
6/17/2020,22551,87,951
6/17/2020,22553,45,737
6/17/2020,22554,429,3019
6/17/2020,22556,216,1448
6/17/2020,22560,38,717
6/17/2020,22567,6,152
6/17/2020,22572,281,664
6/17/2020,22576,0,59
6/17/2020,22578,Suppressed*,84
6/17/2020,22579,Suppressed*,9
6/17/2020,22580,19,241
6/17/2020,22601,282,9655
6/17/2020,22602,158,523
6/17/2020,22603,101,315
6/17/2020,22610,8,25
6/17/2020,22611,19,195
6/17/2020,22620,8,71
6/17/2020,22623,Suppressed*,7
6/17/2020,22624,7,37
6/17/2020,22625,6,41
6/17/2020,22627,0,21
6/17/2020,22630,204,1046
6/17/2020,22637,Suppressed*,21
6/17/2020,22639,0,14
6/17/2020,22640,Suppressed*,12
6/17/2020,22641,0,2
6/17/2020,22642,20,106
6/17/2020,22643,0,14
6/17/2020,22644,48,73
6/17/2020,22645,24,75
6/17/2020,22646,0,9
6/17/2020,22650,Suppressed*,17
6/17/2020,22652,7,30
6/17/2020,22654,Suppressed*,11
6/17/2020,22655,108,318
6/17/2020,22656,20,79
6/17/2020,22657,53,239
6/17/2020,22660,12,25
6/17/2020,22663,13,23
6/17/2020,22664,183,754
6/17/2020,22701,686,2523
6/17/2020,22709,Suppressed*,39
6/17/2020,22711,0,3
6/17/2020,22712,99,578
6/17/2020,22713,7,52
6/17/2020,22714,14,61
6/17/2020,22715,Suppressed*,54
6/17/2020,22716,Suppressed*,26
6/17/2020,22718,Suppressed*,24
6/17/2020,22719,0,9
6/17/2020,22720,Suppressed*,38
6/17/2020,22722,0,6
6/17/2020,22723,0,7
6/17/2020,22724,13,98
6/17/2020,22726,22,88
6/17/2020,22727,19,249
6/17/2020,22728,12,143
6/17/2020,22729,Suppressed*,13
6/17/2020,22730,Suppressed*,5
6/17/2020,22731,Suppressed*,15
6/17/2020,22732,Suppressed*,13
6/17/2020,22733,17,74
6/17/2020,22734,25,175
6/17/2020,22735,Suppressed*,77
6/17/2020,22736,Suppressed*,24
6/17/2020,22737,7,109
6/17/2020,22738,Suppressed*,42
6/17/2020,22740,Suppressed*,47
6/17/2020,22741,0,12
6/17/2020,22742,20,115
6/17/2020,22743,0,3
6/17/2020,22747,Suppressed*,31
6/17/2020,22749,0,15
6/17/2020,22801,616,2511
6/17/2020,22802,492,1982
6/17/2020,22807,Suppressed*,6
6/17/2020,22810,Suppressed*,31
6/17/2020,22811,Suppressed*,30
6/17/2020,22812,29,416
6/17/2020,22815,85,444
6/17/2020,22820,0,5
6/17/2020,22821,25,229
6/17/2020,22824,76,161
6/17/2020,22827,69,584
6/17/2020,22830,16,85
6/17/2020,22831,Suppressed*,45
6/17/2020,22832,Suppressed*,47
6/17/2020,22834,6,56
6/17/2020,22835,152,535
6/17/2020,22840,17,218
6/17/2020,22841,18,135
6/17/2020,22842,74,199
6/17/2020,22843,6,85
6/17/2020,22844,42,220
6/17/2020,22845,0,4
6/17/2020,22846,12,102
6/17/2020,22847,Suppressed*,32
6/17/2020,22849,31,210
6/17/2020,22850,8,54
6/17/2020,22851,69,195
6/17/2020,22853,56,251
6/17/2020,22901,156,2297
6/17/2020,22902,109,1448
6/17/2020,22903,90,2114
6/17/2020,22904,0,12
6/17/2020,22911,39,1038
6/17/2020,22920,6,143
6/17/2020,22922,6,96
6/17/2020,22923,11,233
6/17/2020,22931,0,16
6/17/2020,22932,21,385
6/17/2020,22935,Suppressed*,62
6/17/2020,22936,Suppressed*,252
6/17/2020,22937,Suppressed*,68
6/17/2020,22938,Suppressed*,60
6/17/2020,22939,12,283
6/17/2020,22940,Suppressed*,48
6/17/2020,22942,18,537
6/17/2020,22943,0,26
6/17/2020,22946,Suppressed*,14
6/17/2020,22947,8,218
6/17/2020,22948,0,7
6/17/2020,22949,0,78
6/17/2020,22952,Suppressed*,99
6/17/2020,22958,Suppressed*,78
6/17/2020,22959,6,103
6/17/2020,22960,40,587
6/17/2020,22963,30,795
6/17/2020,22964,0,10
6/17/2020,22967,Suppressed*,65
6/17/2020,22968,27,543
6/17/2020,22969,Suppressed*,74
6/17/2020,22971,0,73
6/17/2020,22972,Suppressed*,21
6/17/2020,22973,10,444
6/17/2020,22974,9,250
6/17/2020,22976,0,16
6/17/2020,22980,63,1278
6/17/2020,22989,0,6
6/17/2020,23002,30,619
6/17/2020,23004,11,83
6/17/2020,23005,71,1089
6/17/2020,23009,21,373
6/17/2020,23011,Suppressed*,44
6/17/2020,23015,13,223
6/17/2020,23021,0,10
6/17/2020,23022,8,66
6/17/2020,23023,Suppressed*,16
6/17/2020,23024,34,449
6/17/2020,23025,0,11
6/17/2020,23027,7,82
6/17/2020,23030,25,292
6/17/2020,23032,0,12
6/17/2020,23035,Suppressed*,36
6/17/2020,23038,8,96
6/17/2020,23039,Suppressed*,48
6/17/2020,23040,30,286
6/17/2020,23043,Suppressed*,65
6/17/2020,23045,0,2
6/17/2020,23047,6,87
6/17/2020,23050,Suppressed*,21
6/17/2020,23055,41,88
6/17/2020,23056,0,0
6/17/2020,23059,88,1574
6/17/2020,23060,168,2028
6/17/2020,23061,23,699
6/17/2020,23062,5,85
6/17/2020,23063,59,402
6/17/2020,23064,0,3
6/17/2020,23065,Suppressed*,84
6/17/2020,23066,0,7
6/17/2020,23068,0,10
6/17/2020,23069,9,165
6/17/2020,23070,0,18
6/17/2020,23071,Suppressed*,65
6/17/2020,23072,9,335
6/17/2020,23075,138,795
6/17/2020,23076,0,20
6/17/2020,23079,0,13
6/17/2020,23083,7,120
6/17/2020,23084,10,122
6/17/2020,23085,Suppressed*,18
6/17/2020,23086,5,143
6/17/2020,23089,10,266
6/17/2020,23091,0,22
6/17/2020,23092,0,28
6/17/2020,23093,37,784
6/17/2020,23102,10,139
6/17/2020,23103,22,313
6/17/2020,23106,Suppressed*,52
6/17/2020,23108,0,2
6/17/2020,23109,Suppressed*,68
6/17/2020,23110,0,20
6/17/2020,23111,119,2208
6/17/2020,23112,150,2788
6/17/2020,23113,136,1660
6/17/2020,23114,64,1039
6/17/2020,23115,13,14
6/17/2020,23116,130,1725
6/17/2020,23117,25,531
6/17/2020,23119,Suppressed*,9
6/17/2020,23120,41,577
6/17/2020,23123,16,174
6/17/2020,23124,5,241
6/17/2020,23125,0,4
6/17/2020,23126,Suppressed*,22
6/17/2020,23128,Suppressed*,37
6/17/2020,23129,Suppressed*,15
6/17/2020,23130,Suppressed*,11
6/17/2020,23138,0,17
6/17/2020,23139,46,1068
6/17/2020,23140,22,357
6/17/2020,23141,20,390
6/17/2020,23146,6,127
6/17/2020,23148,Suppressed*,81
6/17/2020,23149,7,199
6/17/2020,23150,92,821
6/17/2020,23153,5,72
6/17/2020,23156,5,52
6/17/2020,23160,7,61
6/17/2020,23161,0,4
6/17/2020,23163,0,4
6/17/2020,23168,11,369
6/17/2020,23169,0,48
6/17/2020,23173,Suppressed*,5
6/17/2020,23175,Suppressed*,115
6/17/2020,23176,0,26
6/17/2020,23177,0,36
6/17/2020,23180,0,16
6/17/2020,23181,Suppressed*,247
6/17/2020,23185,165,2582
6/17/2020,23187,Suppressed*,18
6/17/2020,23188,149,2161
6/17/2020,23192,13,316
6/17/2020,23219,28,654
6/17/2020,23220,89,1926
6/17/2020,23221,40,848
6/17/2020,23222,143,1875
6/17/2020,23223,370,4175
6/17/2020,23224,769,4624
6/17/2020,23225,422,3662
6/17/2020,23226,210,3922
6/17/2020,23227,153,2083
6/17/2020,23228,271,2374
6/17/2020,23229,230,2227
6/17/2020,23230,53,2766
6/17/2020,23231,166,2406
6/17/2020,23233,142,1722
6/17/2020,23234,828,4037
6/17/2020,23235,204,2422
6/17/2020,23236,122,1759
6/17/2020,23237,283,1980
6/17/2020,23238,269,1773
6/17/2020,23250,0,3
6/17/2020,23294,133,1141
6/17/2020,23301,104,236
6/17/2020,23302,Suppressed*,16
6/17/2020,23303,19,107
6/17/2020,23304,Suppressed*,12
6/17/2020,23306,27,104
6/17/2020,23307,16,54
6/17/2020,23308,51,189
6/17/2020,23310,29,185
6/17/2020,23313,Suppressed*,6
6/17/2020,23314,16,311
6/17/2020,23315,Suppressed*,57
6/17/2020,23316,14,67
6/17/2020,23320,215,4842
6/17/2020,23321,73,1655
6/17/2020,23322,120,1834
6/17/2020,23323,116,1533
6/17/2020,23324,100,940
6/17/2020,23325,60,791
6/17/2020,23336,10,122
6/17/2020,23337,0,19
6/17/2020,23347,18,59
6/17/2020,23350,74,277
6/17/2020,23354,14,37
6/17/2020,23356,Suppressed*,68
6/17/2020,23357,42,91
6/17/2020,23358,0,4
6/17/2020,23359,14,47
6/17/2020,23389,Suppressed*,5
6/17/2020,23395,17,65
6/17/2020,23398,5,16
6/17/2020,23401,6,27
6/17/2020,23405,10,49
6/17/2020,23407,60,142
6/17/2020,23408,Suppressed*,8
6/17/2020,23409,Suppressed*,8
6/17/2020,23410,64,210
6/17/2020,23413,81,295
6/17/2020,23414,32,77
6/17/2020,23415,37,202
