"Report Date","ZIP Code","Number of Cases","Total Number of People Tested"
2020-05-08,23302,Suppressed*,6
2020-05-08,23303,9,24
2020-05-08,23304,Suppressed*,5
2020-05-08,23306,14,39
2020-05-08,23307,8,21
2020-05-08,23308,29,59
2020-05-08,23310,12,59
2020-05-08,23313,Suppressed*,3
2020-05-08,23314,6,113
2020-05-08,23315,Suppressed*,20
2020-05-08,23316,7,27
2020-05-08,23320,114,"1,008"
2020-05-08,23321,41,466
2020-05-08,23322,56,629
2020-05-08,23323,46,445
2020-05-08,23324,27,289
2020-05-08,23325,30,253
2020-05-08,23336,Suppressed*,28
2020-05-08,23337,0,5
2020-05-08,23347,7,21
2020-05-08,23350,40,110
2020-05-08,23354,6,15
2020-05-08,23356,Suppressed*,20
2020-05-08,23357,16,32
2020-05-08,23359,8,13
2020-05-08,23389,0,2
2020-05-08,23395,7,17
2020-05-08,23398,Suppressed*,7
2020-05-08,23401,Suppressed*,9
2020-05-08,23405,9,23
2020-05-08,23407,23,36
2020-05-08,23408,Suppressed*,1
2020-05-08,23409,Suppressed*,2
2020-05-08,23410,34,80
2020-05-08,23413,55,156
2020-05-08,23414,17,29
2020-05-08,23415,25,65
2020-05-08,23416,6,21
2020-05-08,23417,29,96
2020-05-08,23418,26,57
2020-05-08,23420,44,98
2020-05-08,23421,82,184
2020-05-08,23422,Suppressed*,12
2020-05-08,23423,Suppressed*,7
2020-05-08,23426,5,6
2020-05-08,23427,Suppressed*,3
2020-05-08,23430,22,215
2020-05-08,23432,Suppressed*,18
2020-05-08,23433,0,22
2020-05-08,23434,112,884
2020-05-08,23435,88,437
2020-05-08,23436,0,14
2020-05-08,23437,5,61
2020-05-08,23438,Suppressed*,33
2020-05-08,23440,0,2
2020-05-08,23441,10,23
2020-05-08,23442,12,34
2020-05-08,23451,38,668
2020-05-08,23452,70,"1,029"
2020-05-08,23453,43,519
2020-05-08,23454,68,941
2020-05-08,23455,31,721
2020-05-08,23456,55,815
2020-05-08,23457,Suppressed*,47
2020-05-08,23459,0,19
2020-05-08,23460,0,6
2020-05-08,23461,0,5
2020-05-08,23462,95,"1,042"
2020-05-08,23464,63,974
2020-05-08,23480,Suppressed*,8
2020-05-08,23486,0,3
2020-05-08,23487,58,107
2020-05-08,23488,7,16
2020-05-08,23502,35,393
2020-05-08,23503,22,391
2020-05-08,23504,46,741
2020-05-08,23505,23,330
2020-05-08,23507,6,118
2020-05-08,23508,19,190
2020-05-08,23509,20,199
2020-05-08,23510,45,368
2020-05-08,23511,0,24
2020-05-08,23513,17,374
2020-05-08,23517,5,61
2020-05-08,23518,28,487
2020-05-08,23523,5,99
2020-05-08,23551,0,1
2020-05-08,23601,17,289
2020-05-08,23602,28,465
2020-05-08,23603,Suppressed*,35
2020-05-08,23604,0,20
2020-05-08,23605,11,164
2020-05-08,23606,16,323
2020-05-08,23607,18,176
2020-05-08,23608,49,509
2020-05-08,23651,Suppressed*,7
2020-05-08,23661,13,154
2020-05-08,23662,7,132
2020-05-08,23663,10,139
2020-05-08,23664,7,97
2020-05-08,23665,Suppressed*,22
2020-05-08,23666,58,618
2020-05-08,23669,41,433
2020-05-08,23690,0,41
2020-05-08,23691,0,5
2020-05-08,23692,9,240
2020-05-08,23693,11,239
2020-05-08,23696,0,43
2020-05-08,23701,93,505
2020-05-08,23702,13,135
2020-05-08,23703,40,362
2020-05-08,23704,27,358
2020-05-08,23707,18,191
2020-05-08,23708,Suppressed*,65
2020-05-08,23709,0,59
2020-05-08,23801,10,91
2020-05-08,23803,52,484
2020-05-08,23805,21,250
2020-05-08,23821,Suppressed*,25
2020-05-08,23824,7,123
2020-05-08,23827,Suppressed*,12
2020-05-08,23828,0,4
2020-05-08,23829,78,453
2020-05-08,23830,Suppressed*,23
2020-05-08,23831,51,358
2020-05-08,23832,121,563
2020-05-08,23833,0,18
2020-05-08,23834,84,373
2020-05-08,23836,17,141
2020-05-08,23837,44,48
2020-05-08,23838,24,193
2020-05-08,23839,0,14
2020-05-08,23840,Suppressed*,27
2020-05-08,23841,Suppressed*,44
2020-05-08,23842,6,74
2020-05-08,23843,0,2
2020-05-08,23844,Suppressed*,6
2020-05-08,23845,0,4
2020-05-08,23846,0,13
2020-05-08,23847,70,289
2020-05-08,23850,0,21
2020-05-08,23851,24,185
2020-05-08,23856,Suppressed*,3
2020-05-08,23857,Suppressed*,5
2020-05-08,23860,38,426
2020-05-08,23866,0,30
2020-05-08,23867,16,45
2020-05-08,23868,10,52
2020-05-08,23872,Suppressed*,41
2020-05-08,23874,0,11
2020-05-08,23875,18,160
2020-05-08,23876,0,2
2020-05-08,23878,Suppressed*,14
2020-05-08,23879,5,13
2020-05-08,23881,Suppressed*,17
2020-05-08,23882,5,43
2020-05-08,23883,Suppressed*,38
2020-05-08,23884,Suppressed*,0
2020-05-08,23885,Suppressed*,32
2020-05-08,23887,0,3
2020-05-08,23888,Suppressed*,33
2020-05-08,23889,Suppressed*,6
2020-05-08,23890,Suppressed*,39
2020-05-08,23891,22,100
2020-05-08,23893,Suppressed*,5
2020-05-08,23894,0,4
2020-05-08,23897,Suppressed*,3
2020-05-08,23898,5,26
2020-05-08,23899,Suppressed*,8
2020-05-08,23901,55,273
2020-05-08,23915,Suppressed*,13
2020-05-08,23917,10,45
2020-05-08,23919,Suppressed*,21
2020-05-08,23920,Suppressed*,28
2020-05-08,23921,7,58
2020-05-08,23922,6,73
2020-05-08,23923,Suppressed*,39
2020-05-08,23924,11,83
2020-05-08,23927,55,161
2020-05-08,23930,Suppressed*,118
2020-05-08,23934,Suppressed*,14
2020-05-08,23936,190,182
2020-05-08,23937,Suppressed*,36
2020-05-08,23938,0,4
2020-05-08,23942,Suppressed*,25
2020-05-08,23944,Suppressed*,41
2020-05-08,23947,0,65
2020-05-08,23950,7,50
2020-05-08,23952,0,3
2020-05-08,23954,Suppressed*,35
2020-05-08,23958,7,67
2020-05-08,23959,0,22
2020-05-08,23960,Suppressed*,42
2020-05-08,23962,Suppressed*,12
2020-05-08,23963,0,6
2020-05-08,23964,Suppressed*,19
2020-05-08,23966,Suppressed*,44
2020-05-08,23967,0,11
2020-05-08,23968,Suppressed*,11
2020-05-08,23970,10,84
2020-05-08,23974,Suppressed*,83
2020-05-08,23976,0,4
2020-05-08,24011,0,4
2020-05-08,24012,24,124
2020-05-08,24013,Suppressed*,32
2020-05-08,24014,47,90
2020-05-08,24015,10,48
2020-05-08,24016,Suppressed*,40
2020-05-08,24017,12,112
2020-05-08,24018,23,175
2020-05-08,24019,8,123
2020-05-08,24053,0,20
2020-05-08,24054,Suppressed*,30
2020-05-08,24055,Suppressed*,74
2020-05-08,24058,0,3
2020-05-08,24059,0,1
2020-05-08,24060,30,439
2020-05-08,24064,0,17
2020-05-08,24065,Suppressed*,22
2020-05-08,24066,Suppressed*,11
2020-05-08,24067,Suppressed*,6
2020-05-08,24069,0,14
2020-05-08,24070,0,8
2020-05-08,24072,0,10
2020-05-08,24073,18,336
2020-05-08,24076,0,5
2020-05-08,24077,Suppressed*,3
2020-05-08,24078,Suppressed*,61
2020-05-08,24079,0,11
2020-05-08,24082,0,2
2020-05-08,24083,6,15
2020-05-08,24084,6,130
2020-05-08,24085,6,6
2020-05-08,24087,6,37
2020-05-08,24088,0,7
2020-05-08,24089,0,22
2020-05-08,24090,10,19
2020-05-08,24091,Suppressed*,50
2020-05-08,24092,0,6
2020-05-08,24093,0,1
2020-05-08,24095,Suppressed*,17
2020-05-08,24101,Suppressed*,26
2020-05-08,24102,0,2
2020-05-08,24104,Suppressed*,35
2020-05-08,24105,0,2
2020-05-08,24112,12,193
2020-05-08,24120,0,7
2020-05-08,24121,Suppressed*,62
2020-05-08,24122,Suppressed*,10
2020-05-08,24124,0,31
2020-05-08,24127,Suppressed*,22
2020-05-08,24128,Suppressed*,17
2020-05-08,24131,0,1
2020-05-08,24132,0,4
2020-05-08,24133,0,21
2020-05-08,24134,0,21
2020-05-08,24136,0,12
2020-05-08,24137,Suppressed*,8
2020-05-08,24138,0,18
2020-05-08,24139,0,3
2020-05-08,24141,Suppressed*,134
2020-05-08,24142,0,1
2020-05-08,24147,Suppressed*,9
2020-05-08,24148,Suppressed*,50
2020-05-08,24149,0,26
2020-05-08,24150,Suppressed*,3
2020-05-08,24151,11,32
2020-05-08,24153,47,319
2020-05-08,24161,0,3
2020-05-08,24162,5,39
2020-05-08,24165,0,12
2020-05-08,24167,0,2
2020-05-08,24168,Suppressed*,6
2020-05-08,24171,Suppressed*,50
2020-05-08,24174,Suppressed*,13
2020-05-08,24175,Suppressed*,27
2020-05-08,24176,Suppressed*,6
2020-05-08,24179,9,60
2020-05-08,24184,6,7
2020-05-08,24185,0,1
2020-05-08,24201,Suppressed*,141
2020-05-08,24202,7,101
2020-05-08,24210,14,228
2020-05-08,24211,8,118
2020-05-08,24216,9,53
2020-05-08,24217,0,1
2020-05-08,24219,9,357
2020-05-08,24220,0,5
2020-05-08,24221,0,3
2020-05-08,24224,5,57
2020-05-08,24225,0,7
2020-05-08,24226,0,12
2020-05-08,24228,0,86
2020-05-08,24230,0,87
2020-05-08,24236,5,37
2020-05-08,24237,0,7
2020-05-08,24239,0,4
2020-05-08,24243,0,26
2020-05-08,24244,Suppressed*,78
2020-05-08,24245,0,12
2020-05-08,24246,0,4
2020-05-08,24248,Suppressed*,28
2020-05-08,24250,0,8
2020-05-08,24251,Suppressed*,119
2020-05-08,24256,0,35
2020-05-08,24258,0,16
2020-05-08,24260,0,48
2020-05-08,24263,Suppressed*,80
2020-05-08,24265,0,8
2020-05-08,24266,Suppressed*,98
2020-05-08,24269,0,4
2020-05-08,24270,Suppressed*,4
2020-05-08,24271,0,15
2020-05-08,24272,0,6
2020-05-08,24273,Suppressed*,67
2020-05-08,24277,Suppressed*,81
2020-05-08,24279,0,29
2020-05-08,24280,0,5
2020-05-08,24281,0,19
2020-05-08,24282,0,9
2020-05-08,24283,0,32
2020-05-08,24290,0,17
2020-05-08,24292,0,8
2020-05-08,24293,Suppressed*,115
2020-05-08,24301,Suppressed*,191
2020-05-08,24311,0,23
2020-05-08,24312,0,13
2020-05-08,24313,Suppressed*,5
2020-05-08,24314,0,26
2020-05-08,24315,0,32
2020-05-08,24316,0,2
2020-05-08,24317,Suppressed*,22
2020-05-08,24318,0,8
2020-05-08,24319,5,77
2020-05-08,24322,0,1
2020-05-08,24323,Suppressed*,7
2020-05-08,24324,0,30
2020-05-08,24325,0,3
2020-05-08,24326,0,4
2020-05-08,24328,0,9
2020-05-08,24330,Suppressed*,25
2020-05-08,24333,50,219
2020-05-08,24340,Suppressed*,75
2020-05-08,24343,6,75
2020-05-08,24347,0,14
2020-05-08,24348,0,57
2020-05-08,24350,0,7
2020-05-08,24351,0,2
2020-05-08,24352,0,6
2020-05-08,24354,Suppressed*,181
2020-05-08,24360,Suppressed*,76
2020-05-08,24361,Suppressed*,62
2020-05-08,24363,0,4
2020-05-08,24366,Suppressed*,13
2020-05-08,24368,Suppressed*,53
2020-05-08,24370,Suppressed*,68
2020-05-08,24374,0,11
2020-05-08,24375,0,10
2020-05-08,24377,0,2
2020-05-08,24378,0,5
2020-05-08,24380,Suppressed*,7
2020-05-08,24381,Suppressed*,25
2020-05-08,24382,Suppressed*,151
2020-05-08,24401,20,284
2020-05-08,24412,0,1
2020-05-08,24413,0,4
2020-05-08,24415,0,2
2020-05-08,24416,9,20
2020-05-08,24421,Suppressed*,9
2020-05-08,24422,6,70
2020-05-08,24426,Suppressed*,122
2020-05-08,24430,0,18
2020-05-08,24431,Suppressed*,21
2020-05-08,24432,Suppressed*,1
2020-05-08,24433,0,1
2020-05-08,24435,Suppressed*,6
2020-05-08,24437,0,4
2020-05-08,24439,0,7
2020-05-08,24440,7,25
2020-05-08,24441,14,75
2020-05-08,24442,0,2
2020-05-08,24445,0,23
2020-05-08,24448,0,3
2020-05-08,24450,6,56
2020-05-08,24457,0,8
2020-05-08,24458,0,4
2020-05-08,24460,0,7
2020-05-08,24465,Suppressed*,10
2020-05-08,24467,Suppressed*,11
2020-05-08,24471,Suppressed*,19
2020-05-08,24472,0,11
2020-05-08,24473,0,2
2020-05-08,24474,0,5
2020-05-08,24476,0,4
2020-05-08,24477,8,93
2020-05-08,24479,0,13
2020-05-08,24482,Suppressed*,36
2020-05-08,24483,Suppressed*,3
2020-05-08,24484,0,4
2020-05-08,24485,0,1
2020-05-08,24486,13,44
2020-05-08,24487,0,2
2020-05-08,24501,23,335
2020-05-08,24502,33,441
2020-05-08,24503,10,219
2020-05-08,24504,5,100
2020-05-08,24517,0,64
2020-05-08,24520,0,24
2020-05-08,24521,Suppressed*,147
2020-05-08,24522,15,135
2020-05-08,24523,6,192
2020-05-08,24526,Suppressed*,17
2020-05-08,24527,Suppressed*,30
2020-05-08,24528,Suppressed*,42
2020-05-08,24529,Suppressed*,40
2020-05-08,24530,0,12
2020-05-08,24531,Suppressed*,54
2020-05-08,24534,Suppressed*,22
2020-05-08,24536,0,2
2020-05-08,24538,Suppressed*,59
2020-05-08,24539,0,7
2020-05-08,24540,18,274
2020-05-08,24541,21,269
2020-05-08,24549,0,31
2020-05-08,24550,5,70
2020-05-08,24551,18,257
2020-05-08,24553,Suppressed*,25
2020-05-08,24554,Suppressed*,40
2020-05-08,24555,0,4
2020-05-08,24556,0,33
2020-05-08,24557,Suppressed*,52
2020-05-08,24558,Suppressed*,82
2020-05-08,24562,0,11
2020-05-08,24563,Suppressed*,58
2020-05-08,24565,0,7
2020-05-08,24566,Suppressed*,10
2020-05-08,24569,0,12
2020-05-08,24571,Suppressed*,19
2020-05-08,24572,9,217
2020-05-08,24574,Suppressed*,30
2020-05-08,24577,Suppressed*,43
2020-05-08,24578,Suppressed*,3
2020-05-08,24579,0,4
2020-05-08,24580,Suppressed*,12
2020-05-08,24586,Suppressed*,47
2020-05-08,24588,Suppressed*,113
2020-05-08,24589,0,23
2020-05-08,24590,10,150
2020-05-08,24592,9,220
2020-05-08,24593,Suppressed*,22
2020-05-08,24594,Suppressed*,23
2020-05-08,24595,0,2
2020-05-08,24597,Suppressed*,12
2020-05-08,24598,Suppressed*,22
2020-05-08,24599,Suppressed*,11
2020-05-08,24602,0,9
2020-05-08,24603,Suppressed*,9
2020-05-08,24605,Suppressed*,103
2020-05-08,24606,0,2
2020-05-08,24607,0,2
2020-05-08,24609,Suppressed*,75
2020-05-08,24612,0,3
2020-05-08,24613,0,18
2020-05-08,24614,15,113
2020-05-08,24620,0,18
2020-05-08,24622,0,15
2020-05-08,24628,0,5
2020-05-08,24630,0,59
2020-05-08,24631,0,16
2020-05-08,24634,0,7
2020-05-08,24635,0,11
2020-05-08,24637,0,21
2020-05-08,24639,Suppressed*,50
2020-05-08,24641,0,81
2020-05-08,24646,0,5
2020-05-08,24649,0,19
2020-05-08,24651,0,59
2020-05-08,24656,0,31
2020-05-08,24657,0,2
2020-05-08,"Not Reported",432,17674
2020-05-08,Out-of-State,0,1986
