"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
7/8/2020,20105,130,1906
7/8/2020,20106,47,303
7/8/2020,20109,1216,5030
7/8/2020,20110,1558,7043
7/8/2020,20111,991,4164
7/8/2020,20112,249,2167
7/8/2020,20115,40,408
7/8/2020,20117,10,164
7/8/2020,20118,Suppressed*,126
7/8/2020,20119,31,287
7/8/2020,20120,367,2746
7/8/2020,20121,259,1828
7/8/2020,20124,71,960
7/8/2020,20129,10,74
7/8/2020,20130,0,21
7/8/2020,20132,82,1366
7/8/2020,20135,11,218
7/8/2020,20136,225,1929
7/8/2020,20137,15,138
7/8/2020,20139,Suppressed*,16
7/8/2020,20141,29,486
7/8/2020,20143,5,84
7/8/2020,20144,Suppressed*,52
7/8/2020,20147,491,5244
7/8/2020,20148,236,3053
7/8/2020,20151,303,1768
7/8/2020,20152,232,2271
7/8/2020,20155,279,2808
7/8/2020,20158,24,336
7/8/2020,20164,1259,5284
7/8/2020,20165,342,3784
7/8/2020,20166,217,1283
7/8/2020,20169,107,1601
7/8/2020,20170,1074,4310
7/8/2020,20171,311,2576
7/8/2020,20175,280,3105
7/8/2020,20176,801,5385
7/8/2020,20180,32,558
7/8/2020,20181,47,696
7/8/2020,20184,Suppressed*,66
7/8/2020,20186,86,1544
7/8/2020,20187,90,1171
7/8/2020,20190,221,2097
7/8/2020,20191,329,2149
7/8/2020,20194,36,692
7/8/2020,20197,13,199
7/8/2020,20198,7,135
7/8/2020,22003,1291,6045
7/8/2020,22015,395,2920
7/8/2020,22025,125,1274
7/8/2020,22026,262,1812
7/8/2020,22027,59,195
7/8/2020,22030,423,4118
7/8/2020,22031,431,3168
7/8/2020,22032,139,1808
7/8/2020,22033,268,2589
7/8/2020,22035,Suppressed*,39
7/8/2020,22039,80,1111
7/8/2020,22041,755,3525
7/8/2020,22042,824,3801
7/8/2020,22043,256,1639
7/8/2020,22044,277,1360
7/8/2020,22046,208,1605
7/8/2020,22060,15,245
7/8/2020,22066,83,1069
7/8/2020,22079,337,2422
7/8/2020,22101,133,2438
7/8/2020,22102,132,1703
7/8/2020,22124,66,1114
7/8/2020,22125,Suppressed*,75
7/8/2020,22134,22,151
7/8/2020,22150,784,3953
7/8/2020,22151,286,1542
7/8/2020,22152,218,1855
7/8/2020,22153,184,1987
7/8/2020,22172,169,957
7/8/2020,22180,233,1862
7/8/2020,22181,69,881
7/8/2020,22182,130,1685
7/8/2020,22185,0,1
7/8/2020,22191,1734,8627
7/8/2020,22192,783,6212
7/8/2020,22193,1614,8603
7/8/2020,22201,227,2641
7/8/2020,22202,218,2001
7/8/2020,22203,335,2275
7/8/2020,22204,1044,5791
7/8/2020,22205,138,1750
7/8/2020,22206,182,1756
7/8/2020,22207,297,2758
7/8/2020,22209,89,975
7/8/2020,22211,Suppressed*,20
7/8/2020,22213,18,230
7/8/2020,22214,0,3
7/8/2020,22301,91,1117
7/8/2020,22302,253,2654
7/8/2020,22303,224,1285
7/8/2020,22304,713,4913
7/8/2020,22305,595,2429
7/8/2020,22306,908,3719
7/8/2020,22307,79,839
7/8/2020,22308,74,758
7/8/2020,22309,670,2939
7/8/2020,22310,301,2089
7/8/2020,22311,464,2522
7/8/2020,22312,618,3003
7/8/2020,22314,218,2626
7/8/2020,22315,119,1750
7/8/2020,22401,251,2543
7/8/2020,22405,156,2213
7/8/2020,22406,127,1765
7/8/2020,22407,646,5664
7/8/2020,22408,227,2221
7/8/2020,22427,15,529
7/8/2020,22432,Suppressed*,48
7/8/2020,22433,Suppressed*,9
7/8/2020,22435,6,187
7/8/2020,22436,0,57
7/8/2020,22437,Suppressed*,77
7/8/2020,22438,Suppressed*,45
7/8/2020,22443,35,587
7/8/2020,22448,Suppressed*,59
7/8/2020,22454,Suppressed*,122
7/8/2020,22460,5,150
7/8/2020,22469,18,207
7/8/2020,22473,20,374
7/8/2020,22476,Suppressed*,23
7/8/2020,22480,0,318
7/8/2020,22482,5,241
7/8/2020,22485,96,1673
7/8/2020,22488,24,166
7/8/2020,22503,6,351
7/8/2020,22504,0,17
7/8/2020,22508,60,1013
7/8/2020,22509,Suppressed*,6
7/8/2020,22511,5,95
7/8/2020,22514,16,193
7/8/2020,22520,41,588
7/8/2020,22529,Suppressed*,24
7/8/2020,22530,0,3
7/8/2020,22534,5,175
7/8/2020,22535,Suppressed*,40
7/8/2020,22538,0,18
7/8/2020,22539,Suppressed*,154
7/8/2020,22542,9,147
7/8/2020,22546,70,1137
7/8/2020,22548,0,8
7/8/2020,22551,103,1351
7/8/2020,22553,55,1054
7/8/2020,22554,483,4142
7/8/2020,22556,242,1946
7/8/2020,22560,42,1033
7/8/2020,22567,6,216
7/8/2020,22572,287,1111
7/8/2020,22576,0,110
7/8/2020,22578,Suppressed*,152
7/8/2020,22579,Suppressed*,18
7/8/2020,22580,19,337
7/8/2020,22601,343,11786
7/8/2020,22602,187,1107
7/8/2020,22603,130,707
7/8/2020,22610,9,55
7/8/2020,22611,30,500
7/8/2020,22620,12,123
7/8/2020,22623,Suppressed*,12
7/8/2020,22624,10,80
7/8/2020,22625,7,116
7/8/2020,22627,Suppressed*,38
7/8/2020,22630,268,1696
7/8/2020,22637,Suppressed*,66
7/8/2020,22639,Suppressed*,25
7/8/2020,22640,Suppressed*,13
7/8/2020,22641,0,5
7/8/2020,22642,24,181
7/8/2020,22643,0,19
7/8/2020,22644,56,103
7/8/2020,22645,28,145
7/8/2020,22646,0,15
7/8/2020,22650,Suppressed*,27
7/8/2020,22652,7,50
7/8/2020,22654,Suppressed*,23
7/8/2020,22655,118,672
7/8/2020,22656,21,158
7/8/2020,22657,66,435
7/8/2020,22660,15,65
7/8/2020,22663,13,56
7/8/2020,22664,200,962
7/8/2020,22701,709,3303
7/8/2020,22709,5,64
7/8/2020,22711,0,3
7/8/2020,22712,108,818
7/8/2020,22713,8,76
7/8/2020,22714,14,73
7/8/2020,22715,Suppressed*,74
7/8/2020,22716,Suppressed*,48
7/8/2020,22718,Suppressed*,35
7/8/2020,22719,0,13
7/8/2020,22720,Suppressed*,54
7/8/2020,22722,0,9
7/8/2020,22723,Suppressed*,9
7/8/2020,22724,17,138
7/8/2020,22726,22,99
7/8/2020,22727,20,427
7/8/2020,22728,13,195
7/8/2020,22729,Suppressed*,14
7/8/2020,22730,Suppressed*,6
7/8/2020,22731,Suppressed*,20
7/8/2020,22732,Suppressed*,20
7/8/2020,22733,17,95
7/8/2020,22734,30,255
7/8/2020,22735,Suppressed*,118
7/8/2020,22736,5,30
7/8/2020,22737,14,153
7/8/2020,22738,Suppressed*,64
7/8/2020,22740,Suppressed*,67
7/8/2020,22741,0,15
7/8/2020,22742,19,145
7/8/2020,22743,Suppressed*,4
7/8/2020,22747,Suppressed*,66
7/8/2020,22749,0,16
7/8/2020,22801,699,3543
7/8/2020,22802,541,2745
7/8/2020,22807,Suppressed*,10
7/8/2020,22810,Suppressed*,50
7/8/2020,22811,Suppressed*,38
7/8/2020,22812,40,608
7/8/2020,22815,100,683
7/8/2020,22820,0,7
7/8/2020,22821,34,352
7/8/2020,22824,93,288
7/8/2020,22827,78,840
7/8/2020,22830,16,134
7/8/2020,22831,8,71
7/8/2020,22832,6,67
7/8/2020,22834,7,91
7/8/2020,22835,162,723
7/8/2020,22840,20,341
7/8/2020,22841,24,207
7/8/2020,22842,83,318
7/8/2020,22843,6,127
7/8/2020,22844,54,421
7/8/2020,22845,0,8
7/8/2020,22846,15,148
7/8/2020,22847,Suppressed*,46
7/8/2020,22849,53,341
7/8/2020,22850,8,73
7/8/2020,22851,75,299
7/8/2020,22853,73,385
7/8/2020,22901,231,3618
7/8/2020,22902,203,2415
7/8/2020,22903,148,3272
7/8/2020,22904,0,29
7/8/2020,22911,78,1887
7/8/2020,22920,8,240
7/8/2020,22922,6,128
7/8/2020,22923,14,372
7/8/2020,22931,0,21
7/8/2020,22932,25,617
7/8/2020,22935,Suppressed*,86
7/8/2020,22936,7,384
7/8/2020,22937,Suppressed*,101
7/8/2020,22938,Suppressed*,88
7/8/2020,22939,14,516
7/8/2020,22940,Suppressed*,85
7/8/2020,22942,27,804
7/8/2020,22943,Suppressed*,35
7/8/2020,22946,Suppressed*,19
7/8/2020,22947,10,364
7/8/2020,22948,0,11
7/8/2020,22949,0,122
7/8/2020,22952,5,145
7/8/2020,22958,7,125
7/8/2020,22959,7,157
7/8/2020,22960,49,1082
7/8/2020,22963,37,1114
7/8/2020,22964,0,14
7/8/2020,22967,Suppressed*,114
7/8/2020,22968,44,820
7/8/2020,22969,Suppressed*,100
7/8/2020,22971,0,94
7/8/2020,22972,Suppressed*,35
7/8/2020,22973,20,703
7/8/2020,22974,25,371
7/8/2020,22976,0,17
7/8/2020,22980,117,2224
7/8/2020,22989,0,6
7/8/2020,23002,38,979
7/8/2020,23004,13,105
7/8/2020,23005,77,1573
7/8/2020,23009,28,546
7/8/2020,23011,Suppressed*,72
7/8/2020,23015,15,313
7/8/2020,23021,0,12
7/8/2020,23022,10,87
7/8/2020,23023,Suppressed*,26
7/8/2020,23024,43,663
7/8/2020,23025,0,17
7/8/2020,23027,13,115
7/8/2020,23030,31,459
7/8/2020,23032,0,22
7/8/2020,23035,Suppressed*,72
7/8/2020,23038,9,124
7/8/2020,23039,Suppressed*,73
7/8/2020,23040,34,383
7/8/2020,23043,Suppressed*,104
7/8/2020,23045,0,3
7/8/2020,23047,10,168
7/8/2020,23050,Suppressed*,45
7/8/2020,23055,41,109
7/8/2020,23056,0,10
7/8/2020,23059,108,2449
7/8/2020,23060,195,3156
7/8/2020,23061,36,1482
7/8/2020,23062,5,154
7/8/2020,23063,60,638
7/8/2020,23064,0,6
7/8/2020,23065,Suppressed*,120
7/8/2020,23066,0,64
7/8/2020,23068,0,14
7/8/2020,23069,12,276
7/8/2020,23070,0,28
7/8/2020,23071,Suppressed*,106
7/8/2020,23072,9,687
7/8/2020,23075,142,1064
7/8/2020,23076,0,32
7/8/2020,23079,0,19
7/8/2020,23083,9,166
7/8/2020,23084,9,161
7/8/2020,23085,Suppressed*,22
7/8/2020,23086,9,230
7/8/2020,23089,12,373
7/8/2020,23091,0,27
7/8/2020,23092,0,119
7/8/2020,23093,45,1202
7/8/2020,23102,10,226
7/8/2020,23103,30,500
7/8/2020,23106,Suppressed*,73
7/8/2020,23108,0,4
7/8/2020,23109,Suppressed*,144
7/8/2020,23110,0,37
7/8/2020,23111,143,3224
7/8/2020,23112,202,4216
7/8/2020,23113,158,2426
7/8/2020,23114,79,1495
7/8/2020,23115,13,28
7/8/2020,23116,159,2557
7/8/2020,23117,30,817
7/8/2020,23119,Suppressed*,22
7/8/2020,23120,49,871
7/8/2020,23123,16,224
7/8/2020,23124,14,356
7/8/2020,23125,Suppressed*,9
7/8/2020,23126,Suppressed*,39
7/8/2020,23128,Suppressed*,70
7/8/2020,23129,Suppressed*,23
7/8/2020,23130,Suppressed*,13
7/8/2020,23138,0,35
7/8/2020,23139,66,1624
7/8/2020,23140,22,504
7/8/2020,23141,26,555
7/8/2020,23146,8,199
7/8/2020,23148,Suppressed*,143
7/8/2020,23149,7,278
7/8/2020,23150,108,1152
7/8/2020,23153,5,106
7/8/2020,23156,5,95
7/8/2020,23160,11,77
7/8/2020,23161,0,5
7/8/2020,23163,0,8
7/8/2020,23168,12,603
7/8/2020,23169,Suppressed*,76
7/8/2020,23173,Suppressed*,7
7/8/2020,23175,Suppressed*,163
7/8/2020,23176,0,42
7/8/2020,23177,0,48
7/8/2020,23180,0,23
7/8/2020,23181,5,452
7/8/2020,23185,229,3886
7/8/2020,23187,Suppressed*,27
7/8/2020,23188,194,3617
7/8/2020,23192,18,497
7/8/2020,23219,30,878
7/8/2020,23220,119,3223
7/8/2020,23221,52,1472
7/8/2020,23222,165,2644
7/8/2020,23223,418,5782
7/8/2020,23224,949,6481
7/8/2020,23225,522,5394
7/8/2020,23226,248,2894
7/8/2020,23227,186,3179
7/8/2020,23228,327,3553
7/8/2020,23229,286,3610
7/8/2020,23230,82,3107
7/8/2020,23231,210,3425
7/8/2020,23233,161,2724
7/8/2020,23234,1106,5595
7/8/2020,23235,296,3427
7/8/2020,23236,167,2542
7/8/2020,23237,408,2810
7/8/2020,23238,293,2658
7/8/2020,23250,0,5
7/8/2020,23294,170,1618
7/8/2020,23301,97,284
7/8/2020,23302,Suppressed*,19
7/8/2020,23303,19,137
7/8/2020,23304,Suppressed*,15
7/8/2020,23306,27,156
7/8/2020,23307,17,76
7/8/2020,23308,51,233
7/8/2020,23310,31,315
7/8/2020,23313,Suppressed*,10
7/8/2020,23314,23,502
7/8/2020,23315,Suppressed*,90
7/8/2020,23316,14,99
7/8/2020,23320,314,7720
7/8/2020,23321,124,2348
7/8/2020,23322,167,5076
7/8/2020,23323,207,2536
7/8/2020,23324,196,1551
7/8/2020,23325,79,1179
7/8/2020,23336,10,182
7/8/2020,23337,0,25
7/8/2020,23347,19,85
7/8/2020,23350,75,401
7/8/2020,23354,15,53
7/8/2020,23356,Suppressed*,101
7/8/2020,23357,42,111
7/8/2020,23358,0,7
7/8/2020,23359,16,65
7/8/2020,23389,Suppressed*,11
