"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-07-03,24471,10,100
2020-07-03,24323,Suppressed*,26
2020-07-03,24646,0,16
2020-07-03,24354,24,1062
2020-07-03,23894,Suppressed*,51
2020-07-03,22401,246,2403
2020-07-03,22182,125,1578
2020-07-03,24630,0,187
2020-07-03,23140,22,488
2020-07-03,23839,Suppressed*,66
2020-07-03,24477,33,546
2020-07-03,20176,770,5068
2020-07-03,20137,16,136
2020-07-03,24649,0,59
2020-07-03,22947,8,325
2020-07-03,23851,50,1723
2020-07-03,22601,336,11114
2020-07-03,22509,Suppressed*,6
2020-07-03,22015,382,2773
2020-07-03,23690,Suppressed*,155
2020-07-03,24348,10,194
2020-07-03,22637,Suppressed*,55
2020-07-03,20139,Suppressed*,16
2020-07-03,24176,6,45
2020-07-03,23314,18,464
2020-07-03,24421,7,161
2020-07-03,20198,6,130
2020-07-03,22976,0,17
2020-07-03,22435,5,169
2020-07-03,24605,8,518
2020-07-03,24340,9,164
2020-07-03,23221,47,1345
2020-07-03,23336,10,174
2020-07-03,22044,274,1305
2020-07-03,24065,5,110
2020-07-03,22851,73,269
2020-07-03,22181,66,824
2020-07-03,24014,86,531
2020-07-03,23237,390,2670
2020-07-03,24266,7,307
2020-07-03,24531,16,363
2020-07-03,23942,14,120
2020-07-03,23883,5,130
2020-07-03,23231,199,3252
2020-07-03,24078,59,438
2020-07-03,23460,Suppressed*,42
2020-07-03,24102,Suppressed*,33
2020-07-03,22611,27,450
2020-07-03,23967,Suppressed*,66
2020-07-03,23923,8,168
2020-07-03,24378,Suppressed*,46
2020-07-03,24416,17,332
2020-07-03,24375,0,51
2020-07-03,24651,0,417
2020-07-03,22576,0,106
2020-07-03,22066,79,1012
2020-07-03,23486,Suppressed*,8
2020-07-03,23701,169,2061
2020-07-03,24011,0,15723
2020-07-03,23806,0,172
2020-07-03,23551,0,10
2020-07-03,23875,54,925
2020-07-03,23821,Suppressed*,216
2020-07-03,23846,Suppressed*,53
2020-07-03,23156,5,83
2020-07-03,20169,104,1522
2020-07-03,24541,43,1406
2020-07-03,23898,12,145
2020-07-03,23876,0,15
2020-07-03,22640,Suppressed*,13
2020-07-03,23669,99,2735
2020-07-03,22035,Suppressed*,39
2020-07-03,24301,17,687
2020-07-03,23917,13,294
2020-07-03,23503,112,1711
2020-07-03,22939,12,482
2020-07-03,24216,10,112
2020-07-03,24538,5,235
2020-07-03,24473,0,28
2020-07-03,20166,209,1228
2020-07-03,22041,746,3438
2020-07-03,24631,0,37
2020-07-03,22193,1570,8240
2020-07-03,20135,10,201
2020-07-03,22201,221,2448
2020-07-03,23434,258,4434
2020-07-03,20144,Suppressed*,51
2020-07-03,23303,19,131
2020-07-03,24350,Suppressed*,38
2020-07-03,23395,18,96
2020-07-03,24598,5,80
2020-07-03,20120,360,2580
2020-07-03,22812,40,557
2020-07-03,20180,30,520
2020-07-03,24079,Suppressed*,41
2020-07-03,22134,21,147
2020-07-03,23059,102,2336
2020-07-03,24374,Suppressed*,40
2020-07-03,23461,Suppressed*,82
2020-07-03,24016,26,412
2020-07-03,22508,59,958
2020-07-03,23139,63,1534
2020-07-03,23837,57,305
2020-07-03,22802,532,2601
2020-07-03,24445,0,64
2020-07-03,23021,0,12
2020-07-03,24503,53,1156
2020-07-03,22952,5,132
2020-07-03,22042,816,3616
2020-07-03,22973,14,671
2020-07-03,24258,0,36
2020-07-03,24382,23,890
2020-07-03,22656,22,137
2020-07-03,22211,Suppressed*,20
2020-07-03,20191,325,2020
2020-07-03,24211,10,779
2020-07-03,23930,33,509
2020-07-03,20110,1526,6849
2020-07-03,22438,Suppressed*,45
2020-07-03,22844,46,298
2020-07-03,23602,92,2514
2020-07-03,24589,0,123
2020-07-03,24603,13,45
2020-07-03,22719,0,12
2020-07-03,23102,10,206
2020-07-03,22315,112,1624
2020-07-03,23228,318,3238
2020-07-03,24517,10,372
2020-07-03,22749,0,16
2020-07-03,22902,186,2210
2020-07-03,24248,Suppressed*,93
2020-07-03,22650,Suppressed*,23
2020-07-03,23888,13,155
2020-07-03,24151,40,755
2020-07-03,20117,10,151
2020-07-03,20170,1060,4108
2020-07-03,22967,Suppressed*,98
2020-07-03,23976,Suppressed*,27
2020-07-03,23229,276,3382
2020-07-03,23603,9,143
2020-07-03,23513,147,2050
2020-07-03,24558,10,372
2020-07-03,23032,0,20
2020-07-03,22204,1018,5533
2020-07-03,22191,1675,8275
2020-07-03,24139,9,43
2020-07-03,23845,0,42
2020-07-03,23056,0,5
2020-07-03,23150,105,1097
2020-07-03,22949,0,113
2020-07-03,24013,23,187
2020-07-03,20121,249,1736
2020-07-03,24459,6,31
2020-07-03,23462,254,4845
2020-07-03,20190,218,1976
2020-07-03,24601,0,2
2020-07-03,20106,41,283
2020-07-03,24595,0,11
2020-07-03,23422,7,45
2020-07-03,22824,93,263
2020-07-03,23966,14,217
2020-07-03,22932,23,547
2020-07-03,22202,217,1870
2020-07-03,23188,168,3222
2020-07-03,23702,48,667
2020-07-03,23130,Suppressed*,13
2020-07-03,23350,75,395
2020-07-03,24553,Suppressed*,112
2020-07-03,22958,Suppressed*,111
2020-07-03,24562,Suppressed*,37
2020-07-03,23175,Suppressed*,156
2020-07-03,23120,47,808
2020-07-03,23129,Suppressed*,22
2020-07-03,24347,Suppressed*,60
2020-07-03,24271,0,94
2020-07-03,22203,327,2178
2020-07-03,24322,0,8
2020-07-03,23831,219,3073
2020-07-03,24504,10,554
2020-07-03,22663,13,48
2020-07-03,23063,60,618
2020-07-03,23236,162,2413
2020-07-03,23108,0,3
2020-07-03,23117,27,768
2020-07-03,23161,0,5
2020-07-03,23947,9,339
2020-07-03,22443,35,494
2020-07-03,22529,Suppressed*,17
2020-07-03,22642,22,167
2020-07-03,20164,1237,5088
2020-07-03,24292,0,17
2020-07-03,24485,Suppressed*,20
2020-07-03,22720,Suppressed*,52
2020-07-03,22301,89,1063
2020-07-03,23420,90,341
2020-07-03,24171,32,283
2020-07-03,24381,24,152
2020-07-03,24450,16,791
2020-07-03,23426,5,13
2020-07-03,23962,Suppressed*,60
2020-07-03,22937,Suppressed*,93
2020-07-03,23023,Suppressed*,27
2020-07-03,22302,242,2569
2020-07-03,24269,0,8
2020-07-03,23487,79,482
2020-07-03,24077,5,29
2020-07-03,23829,82,828
2020-07-03,23320,295,7037
2020-07-03,23661,41,894
2020-07-03,20119,29,271
2020-07-03,23857,Suppressed*,61
2020-07-03,24133,5,104
2020-07-03,23454,190,4488
2020-07-03,Out-of-State,0,24064
2020-07-03,23064,0,6
2020-07-03,23230,75,3057
2020-07-03,24527,7,129
2020-07-03,23952,Suppressed*,28
2020-07-03,23836,76,1008
2020-07-03,23833,10,159
2020-07-03,24580,Suppressed*,40
2020-07-03,22644,56,97
2020-07-03,22938,Suppressed*,81
2020-07-03,24018,81,1047
2020-07-03,23071,Suppressed*,102
2020-07-03,24588,6,515
2020-07-03,20118,Suppressed*,116
2020-07-03,23112,192,3965
2020-07-03,24095,6,95
2020-07-03,23091,0,26
2020-07-03,24280,0,17
2020-07-03,23919,5,247
2020-07-03,24272,0,9
2020-07-03,22740,Suppressed*,64
2020-07-03,23453,83,2160
2020-07-03,23123,16,216
2020-07-03,22713,8,74
2020-07-03,23401,5,41
2020-07-03,24184,12,80
2020-07-03,24070,Suppressed*,46
2020-07-03,22715,Suppressed*,68
2020-07-03,24149,Suppressed*,73
2020-07-03,24083,44,197
2020-07-03,23306,27,149
2020-07-03,22448,Suppressed*,55
2020-07-03,22610,9,47
2020-07-03,24256,Suppressed*,70
2020-07-03,24089,6,107
2020-07-03,24251,Suppressed*,310
2020-07-03,23030,32,436
2020-07-03,24602,0,15
2020-07-03,23488,8,37
2020-07-03,22840,19,311
2020-07-03,23069,11,264
2020-07-03,23899,Suppressed*,29
2020-07-03,23959,0,70
2020-07-03,22655,120,595
2020-07-03,23045,0,2
2020-07-03,24246,0,14
2020-07-03,23125,Suppressed*,9
2020-07-03,22192,751,5929
2020-07-03,23089,10,350
2020-07-03,22959,7,150
2020-07-03,22206,176,1650
2020-07-03,22405,144,2068
2020-07-03,23455,95,3194
2020-07-03,23651,Suppressed*,26
2020-07-03,22511,5,82
2020-07-03,22436,0,53
2020-07-03,24412,0,2
2020-07-03,23890,95,370
2020-07-03,23093,39,1135
2020-07-03,23220,108,2857
2020-07-03,22025,123,1208
2020-07-03,24282,0,21
2020-07-03,24066,6,76
2020-07-03,23924,98,620
2020-07-03,24435,6,68
2020-07-03,22514,15,174
2020-07-03,23459,17,137
2020-07-03,22408,215,2081
2020-07-03,24088,5,70
2020-07-03,23307,17,76
2020-07-03,22454,Suppressed*,111
2020-07-03,22026,254,1739
2020-07-03,24179,47,438
2020-07-03,23043,Suppressed*,95
2020-07-03,24219,10,665
2020-07-03,24120,5,39
2020-07-03,24093,0,3
2020-07-03,23954,Suppressed*,190
2020-07-03,22032,133,1701
2020-07-03,23885,6,190
2020-07-03,20136,216,1823
2020-07-03,23038,9,119
2020-07-03,22843,6,121
2020-07-03,23075,140,1024
2020-07-03,24147,Suppressed*,24
2020-07-03,22476,Suppressed*,22
2020-07-03,24380,Suppressed*,48
2020-07-03,24245,0,39
2020-07-03,23901,151,1623
2020-07-03,23708,6,367
2020-07-03,23068,0,13
2020-07-03,20187,78,1110
2020-07-03,24162,9,84
2020-07-03,23872,9,164
2020-07-03,23226,237,2665
2020-07-03,23062,5,150
2020-07-03,22846,15,141
2020-07-03,23025,0,15
2020-07-03,23065,Suppressed*,119
2020-07-03,20186,81,1474
2020-07-03,23337,0,24
2020-07-03,24530,Suppressed*,51
2020-07-03,22733,17,92
2020-07-03,23850,Suppressed*,87
2020-07-03,23662,19,637
2020-07-03,23828,Suppressed*,30
2020-07-03,24483,Suppressed*,21
2020-07-03,22729,Suppressed*,14
2020-07-03,24413,0,8
2020-07-03,22831,8,67
2020-07-03,23009,27,524
2020-07-03,22102,128,1600
2020-07-03,23604,19,67
2020-07-03,24433,0,4
2020-07-03,23887,Suppressed*,30
2020-07-03,23313,Suppressed*,10
2020-07-03,23509,60,1929
2020-07-03,23250,0,4
2020-07-03,24244,5,333
2020-07-03,24069,9,98
2020-07-03,24090,15,87
2020-07-03,23148,Suppressed*,124
2020-07-03,23187,Suppressed*,24
2020-07-03,23027,12,106
2020-07-03,23106,Suppressed*,70
2020-07-03,22722,0,9
2020-07-03,23432,9,81
2020-07-03,24377,0,7
2020-07-03,24174,Suppressed*,122
2020-07-03,23937,7,169
2020-07-03,24432,Suppressed*,15
2020-07-03,24260,0,131
2020-07-03,24551,35,1235
2020-07-03,22305,588,2355
2020-07-03,23856,8,92
2020-07-03,22709,Suppressed*,56
2020-07-03,23238,283,2500
2020-07-03,23409,Suppressed*,10
2020-07-03,24607,0,3
2020-07-03,22308,72,701
2020-07-03,23115,13,25
2020-07-03,24073,57,1916
2020-07-03,23801,31,272
2020-07-03,22664,196,918
2020-07-03,24363,Suppressed*,30
2020-07-03,24411,0,2
2020-07-03,23664,12,474
2020-07-03,23889,5,68
2020-07-03,23169,Suppressed*,69
2020-07-03,22936,6,350
2020-07-03,23415,38,243
2020-07-03,23004,12,101
2020-07-03,23128,Suppressed*,66
2020-07-03,24352,5,41
2020-07-03,22811,Suppressed*,36
2020-07-03,23416,12,102
2020-07-03,22101,132,2320
2020-07-03,23114,75,1391
2020-07-03,23607,59,1183
2020-07-03,24422,11,468
2020-07-03,24228,Suppressed*,192
2020-07-03,23844,Suppressed*,37
