"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-06-20,20105,108,1409
2020-06-20,20106,38,230
2020-06-20,20109,1106,4198
2020-06-20,20110,1441,6052
2020-06-20,20111,911,3416
2020-06-20,20112,209,1653
2020-06-20,20115,36,285
2020-06-20,20117,8,116
2020-06-20,20118,Suppressed*,89
2020-06-20,20119,27,219
2020-06-20,20120,318,2026
2020-06-20,20121,222,1374
2020-06-20,20124,63,688
2020-06-20,20129,7,59
2020-06-20,20130,0,16
2020-06-20,20132,63,886
2020-06-20,20135,10,146
2020-06-20,20136,188,1480
2020-06-20,20137,15,99
2020-06-20,20139,Suppressed*,12
2020-06-20,20141,18,324
2020-06-20,20143,Suppressed*,60
2020-06-20,20144,Suppressed*,36
2020-06-20,20147,368,3785
2020-06-20,20148,179,2153
2020-06-20,20151,263,1344
2020-06-20,20152,163,1661
2020-06-20,20155,244,2086
2020-06-20,20158,17,209
2020-06-20,20164,1129,4262
2020-06-20,20165,277,2830
2020-06-20,20166,193,1029
2020-06-20,20169,94,1174
2020-06-20,20170,994,3404
2020-06-20,20171,291,1910
2020-06-20,20175,224,2299
2020-06-20,20176,670,3819
2020-06-20,20180,25,362
2020-06-20,20181,37,497
2020-06-20,20184,Suppressed*,49
2020-06-20,20186,71,1034
2020-06-20,20187,74,847
2020-06-20,20190,213,1666
2020-06-20,20191,305,1663
2020-06-20,20194,35,533
2020-06-20,20197,6,133
2020-06-20,20198,6,95
2020-06-20,22003,1216,4882
2020-06-20,22015,369,2219
2020-06-20,22025,114,1012
2020-06-20,22026,232,1419
2020-06-20,22027,55,162
2020-06-20,22030,394,3224
2020-06-20,22031,396,2518
2020-06-20,22032,131,1309
2020-06-20,22033,253,1976
2020-06-20,22035,Suppressed*,38
2020-06-20,22039,58,781
2020-06-20,22041,720,3072
2020-06-20,22042,773,3041
2020-06-20,22043,239,1269
2020-06-20,22044,266,1095
2020-06-20,22046,201,1203
2020-06-20,22060,14,176
2020-06-20,22066,74,774
2020-06-20,22079,304,1882
2020-06-20,22101,124,1911
2020-06-20,22102,123,1318
2020-06-20,22124,61,792
2020-06-20,22125,Suppressed*,50
2020-06-20,22134,18,113
2020-06-20,22150,748,3332
2020-06-20,22151,275,1224
2020-06-20,22152,197,1407
2020-06-20,22153,166,1450
2020-06-20,22172,147,782
2020-06-20,22180,217,1405
2020-06-20,22181,62,618
2020-06-20,22182,121,1230
2020-06-20,22191,1514,7086
2020-06-20,22192,667,4913
2020-06-20,22193,1452,7056
2020-06-20,22201,213,1889
2020-06-20,22202,203,1389
2020-06-20,22203,318,1743
2020-06-20,22204,971,4463
2020-06-20,22205,138,1386
2020-06-20,22206,172,1252
2020-06-20,22207,270,2146
2020-06-20,22209,85,699
2020-06-20,22211,Suppressed*,18
2020-06-20,22213,18,169
2020-06-20,22214,0,2
2020-06-20,22301,81,859
2020-06-20,22302,233,2245
2020-06-20,22303,208,1041
2020-06-20,22304,655,3987
2020-06-20,22305,590,2120
2020-06-20,22306,830,3046
2020-06-20,22307,74,620
2020-06-20,22308,69,532
2020-06-20,22309,615,2331
2020-06-20,22310,288,1592
2020-06-20,22311,428,2171
2020-06-20,22312,549,2437
2020-06-20,22314,192,1998
2020-06-20,22315,103,1256
2020-06-20,22401,205,1895
2020-06-20,22405,134,1713
2020-06-20,22406,115,1383
2020-06-20,22407,559,3961
2020-06-20,22408,184,1676
2020-06-20,22427,15,196
2020-06-20,22432,Suppressed*,36
2020-06-20,22433,Suppressed*,9
2020-06-20,22435,Suppressed*,131
2020-06-20,22436,0,43
2020-06-20,22437,Suppressed*,52
2020-06-20,22438,Suppressed*,37
2020-06-20,22443,33,366
2020-06-20,22448,Suppressed*,31
2020-06-20,22454,Suppressed*,87
2020-06-20,22460,5,108
2020-06-20,22469,13,128
2020-06-20,22473,21,261
2020-06-20,22476,Suppressed*,21
2020-06-20,22480,0,48
2020-06-20,22482,5,145
2020-06-20,22485,94,1253
2020-06-20,22488,Suppressed*,69
2020-06-20,22503,6,245
2020-06-20,22504,0,10
2020-06-20,22508,57,758
2020-06-20,22509,Suppressed*,7
2020-06-20,22511,5,59
2020-06-20,22514,14,131
2020-06-20,22520,36,337
2020-06-20,22529,Suppressed*,14
2020-06-20,22530,0,3
2020-06-20,22534,5,124
2020-06-20,22535,Suppressed*,31
2020-06-20,22538,0,15
2020-06-20,22539,Suppressed*,108
2020-06-20,22542,7,109
2020-06-20,22546,64,787
2020-06-20,22548,0,3
2020-06-20,22551,88,1036
2020-06-20,22553,45,794
2020-06-20,22554,435,3201
2020-06-20,22556,220,1538
2020-06-20,22560,39,770
2020-06-20,22567,6,161
2020-06-20,22572,282,905
2020-06-20,22576,0,69
2020-06-20,22578,Suppressed*,92
2020-06-20,22579,Suppressed*,14
2020-06-20,22580,19,264
2020-06-20,22601,288,9914
2020-06-20,22602,160,590
2020-06-20,22603,103,362
2020-06-20,22610,8,30
2020-06-20,22611,21,220
2020-06-20,22620,9,80
2020-06-20,22623,Suppressed*,8
2020-06-20,22624,7,40
2020-06-20,22625,6,46
2020-06-20,22627,0,24
2020-06-20,22630,207,1123
2020-06-20,22637,Suppressed*,23
2020-06-20,22639,0,14
2020-06-20,22640,Suppressed*,12
2020-06-20,22641,0,2
2020-06-20,22642,20,117
2020-06-20,22643,0,15
2020-06-20,22644,48,79
2020-06-20,22645,24,84
2020-06-20,22646,0,11
2020-06-20,22650,Suppressed*,17
2020-06-20,22652,7,33
2020-06-20,22654,Suppressed*,13
2020-06-20,22655,110,380
2020-06-20,22656,20,92
2020-06-20,22657,57,269
2020-06-20,22660,14,36
2020-06-20,22663,13,29
2020-06-20,22664,187,787
2020-06-20,22701,689,2640
2020-06-20,22709,Suppressed*,44
2020-06-20,22711,0,3
2020-06-20,22712,100,628
2020-06-20,22713,7,55
2020-06-20,22714,14,64
2020-06-20,22715,Suppressed*,57
2020-06-20,22716,Suppressed*,28
2020-06-20,22718,Suppressed*,25
2020-06-20,22719,0,10
2020-06-20,22720,Suppressed*,44
2020-06-20,22722,0,7
2020-06-20,22723,0,7
2020-06-20,22724,14,103
2020-06-20,22726,22,88
2020-06-20,22727,19,261
2020-06-20,22728,12,148
2020-06-20,22729,Suppressed*,13
2020-06-20,22730,Suppressed*,5
2020-06-20,22731,Suppressed*,15
