"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-07-20,20105,147,2301
2020-07-20,20106,49,344
2020-07-20,20109,1268,5777
2020-07-20,20110,1629,7940
2020-07-20,20111,1037,4790
2020-07-20,20112,268,2625
2020-07-20,20115,40,495
2020-07-20,20117,11,193
2020-07-20,20118,5,154
2020-07-20,20119,35,337
2020-07-20,20120,396,3374
2020-07-20,20121,274,2180
2020-07-20,20124,80,1202
2020-07-20,20129,11,88
2020-07-20,20130,0,28
2020-07-20,20132,89,1625
2020-07-20,20135,12,260
2020-07-20,20136,251,2351
2020-07-20,20137,15,165
2020-07-20,20139,Suppressed*,19
2020-07-20,20141,33,618
2020-07-20,20143,5,99
2020-07-20,20144,Suppressed*,60
2020-07-20,20147,552,6452
2020-07-20,20148,268,3825
2020-07-20,20151,314,2074
2020-07-20,20152,247,2711
2020-07-20,20155,309,3378
2020-07-20,20158,27,418
2020-07-20,20164,1311,5957
2020-07-20,20165,370,4532
2020-07-20,20166,229,1495
2020-07-20,20169,121,1956
2020-07-20,20170,1105,4996
2020-07-20,20171,329,3331
2020-07-20,20175,302,3640
2020-07-20,20176,910,6431
2020-07-20,20180,39,703
2020-07-20,20181,54,828
2020-07-20,20184,Suppressed*,84
2020-07-20,20186,108,1721
2020-07-20,20187,115,1358
2020-07-20,20190,226,2552
2020-07-20,20191,335,2577
2020-07-20,20194,43,878
2020-07-20,20197,14,242
2020-07-20,20198,8,162
2020-07-20,22003,1348,6888
2020-07-20,22015,427,3522
2020-07-20,22025,131,1550
2020-07-20,22026,285,2167
2020-07-20,22027,59,239
2020-07-20,22030,457,5061
2020-07-20,22031,444,3868
2020-07-20,22032,151,2223
2020-07-20,22033,298,3220
2020-07-20,22035,Suppressed*,40
2020-07-20,22039,95,1409
2020-07-20,22041,778,3929
2020-07-20,22042,867,4410
2020-07-20,22043,268,1956
2020-07-20,22044,282,1570
2020-07-20,22046,218,1905
2020-07-20,22060,30,356
2020-07-20,22066,89,1306
2020-07-20,22079,366,2869
2020-07-20,22101,150,2839
2020-07-20,22102,144,2101
2020-07-20,22124,72,1377
2020-07-20,22125,Suppressed*,83
2020-07-20,22134,24,191
2020-07-20,22150,801,4551
2020-07-20,22151,299,1799
2020-07-20,22152,238,2280
2020-07-20,22153,208,2417
2020-07-20,22172,189,1169
2020-07-20,22180,241,2278
2020-07-20,22181,77,1148
2020-07-20,22182,144,2114
2020-07-20,22185,0,Suppressed*
2020-07-20,22191,1875,10432
2020-07-20,22192,859,7326
2020-07-20,22193,1690,10004
2020-07-20,22201,235,3355
2020-07-20,22202,235,2555
2020-07-20,22203,354,2716
2020-07-20,22204,1105,6706
2020-07-20,22205,153,2096
2020-07-20,22206,199,2119
2020-07-20,22207,328,3776
2020-07-20,22209,92,1248
