"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-07-18,20105,140,2239
2020-07-18,20106,49,333
2020-07-18,20109,1260,5677
2020-07-18,20110,1619,7819
2020-07-18,20111,1029,4688
2020-07-18,20112,264,2557
2020-07-18,20115,40,478
2020-07-18,20117,11,190
2020-07-18,20118,5,150
2020-07-18,20119,35,330
2020-07-18,20120,390,3254
2020-07-18,20121,271,2130
2020-07-18,20124,79,1158
2020-07-18,20129,11,87
2020-07-18,20130,0,26
2020-07-18,20132,88,1581
2020-07-18,20135,12,255
2020-07-18,20136,246,2257
2020-07-18,20137,15,163
2020-07-18,20139,Suppressed*,17
2020-07-18,20141,30,594
2020-07-18,20143,5,97
2020-07-18,20144,Suppressed*,57
2020-07-18,20147,544,6256
2020-07-18,20148,265,3674
2020-07-18,20151,313,2027
2020-07-18,20152,245,2635
2020-07-18,20155,306,3278
2020-07-18,20158,26,403
2020-07-18,20164,1303,5835
2020-07-18,20165,364,4369
2020-07-18,20166,227,1468
2020-07-18,20169,118,1898
2020-07-18,20170,1098,4870
2020-07-18,20171,327,3228
2020-07-18,20175,299,3531
2020-07-18,20176,884,6238
2020-07-18,20180,39,681
2020-07-18,20181,53,806
2020-07-18,20184,Suppressed*,76
2020-07-18,20186,105,1697
2020-07-18,20187,115,1326
2020-07-18,20190,228,2475
2020-07-18,20191,335,2492
2020-07-18,20194,41,846
2020-07-18,20197,14,237
2020-07-18,20198,7,160
2020-07-18,22003,1339,6733
2020-07-18,22015,423,3413
2020-07-18,22025,127,1503
2020-07-18,22026,281,2109
2020-07-18,22027,59,231
2020-07-18,22030,449,4934
2020-07-18,22031,440,3765
2020-07-18,22032,148,2151
2020-07-18,22033,295,3113
2020-07-18,22035,Suppressed*,40
2020-07-18,22039,91,1360
2020-07-18,22041,769,3869
2020-07-18,22042,862,4319
2020-07-18,22043,263,1897
2020-07-18,22044,281,1536
2020-07-18,22046,217,1856
2020-07-18,22060,30,325
2020-07-18,22066,89,1265
2020-07-18,22079,361,2784
2020-07-18,22101,149,2779
2020-07-18,22102,139,2029
2020-07-18,22124,72,1338
2020-07-18,22125,Suppressed*,80
2020-07-18,22134,23,179
2020-07-18,22150,798,4469
2020-07-18,22151,296,1744
2020-07-18,22152,237,2210
2020-07-18,22153,203,2340
2020-07-18,22172,185,1126
2020-07-18,22180,241,2201
2020-07-18,22181,75,1109
2020-07-18,22182,140,2043
2020-07-18,22185,0,Suppressed*
2020-07-18,22191,1856,10169
2020-07-18,22192,849,7144
2020-07-18,22193,1675,9794
2020-07-18,22201,231,3235
2020-07-18,22202,233,2463
2020-07-18,22203,351,2640
2020-07-18,22204,1103,6555
2020-07-18,22205,152,2042
2020-07-18,22206,199,2056
2020-07-18,22207,326,3707
2020-07-18,22209,95,1210
2020-07-18,22211,Suppressed*,21
2020-07-18,22213,20,274
2020-07-18,22214,0,Suppressed*
2020-07-18,22301,95,1320
2020-07-18,22302,261,2992
2020-07-18,22303,233,1468
2020-07-18,22304,757,5613
2020-07-18,22305,617,2698
2020-07-18,22306,938,4153
2020-07-18,22307,84,985
2020-07-18,22308,78,886
2020-07-18,22309,709,3340
2020-07-18,22310,306,2399
2020-07-18,22311,490,2791
2020-07-18,22312,644,3399
2020-07-18,22314,237,3091
2020-07-18,22315,133,2069
2020-07-18,22401,283,3002
2020-07-18,22405,171,2603
2020-07-18,22406,145,2142
2020-07-18,22407,688,6366
2020-07-18,22408,245,2534
2020-07-18,22427,17,733
2020-07-18,22432,Suppressed*,67
2020-07-18,22433,Suppressed*,12
2020-07-18,22435,13,274
2020-07-18,22436,Suppressed*,64
2020-07-18,22437,Suppressed*,89
2020-07-18,22438,Suppressed*,55
2020-07-18,22443,38,730
2020-07-18,22448,Suppressed*,76
2020-07-18,22454,Suppressed*,136
2020-07-18,22460,8,191
2020-07-18,22469,44,280
2020-07-18,22473,23,592
2020-07-18,22476,Suppressed*,27
2020-07-18,22480,0,341
2020-07-18,22482,8,426
2020-07-18,22485,102,1936
