Facility ID,Facility,Latitude,Longitude,VA Confirmed Total_Display,Active,Convalescent,Known Deaths
652,"Richmond, VA HCS",37.49796,-77.46681,101,23,69,9
590,"Hampton, VA HCS",37.015768,-76.332371,68,4,60,4
658,"Salem, VA HCS",37.276111,-80.023889,9,2,7,0
