"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-15,Henrico,10-19,205,3,0
2020-07-15,"Mount Rogers",30-39,121,4,0
2020-07-15,"Eastern Shore",30-39,236,8,0
2020-07-15,Chesterfield,0-9,132,0,0
2020-07-15,"Central Shenandoah",10-19,132,1,0
2020-07-15,Crater,0-9,30,1,0
2020-07-15,Fairfax,70-79,689,247,111
2020-07-15,Rappahannock,80+,98,34,19
2020-07-15,Alexandria,10-19,184,4,0
2020-07-15,Portsmouth,40-49,103,7,0
2020-07-15,"Three Rivers",50-59,115,9,0
2020-07-15,Alleghany,Missing,2,0,0
2020-07-15,Alexandria,30-39,571,32,0
2020-07-15,Southside,Missing,0,0,0
2020-07-15,Portsmouth,60-69,84,20,6
2020-07-15,Roanoke,30-39,138,1,0
2020-07-15,"Three Rivers",60-69,83,13,0
2020-07-15,Fairfax,50-59,2284,304,33
2020-07-15,Portsmouth,50-59,107,21,2
2020-07-15,Chickahominy,80+,83,34,26
2020-07-15,"Rappahannock Rapidan",50-59,239,29,2
2020-07-15,Fairfax,80+,803,297,290
2020-07-15,Hampton,Missing,13,0,0
2020-07-15,"Cumberland Plateau",80+,4,2,0
2020-07-15,Alleghany,50-59,91,5,1
2020-07-15,"Prince William",40-49,2061,155,7
2020-07-15,Fairfax,Missing,157,5,0
2020-07-15,"Virginia Beach",40-49,286,19,1
2020-07-15,Richmond,Missing,21,0,0
2020-07-15,Norfolk,40-49,213,15,1
2020-07-15,Piedmont,80+,51,22,11
2020-07-15,"Virginia Beach",60-69,186,21,2
2020-07-15,"West Piedmont",40-49,108,8,2
2020-07-15,Arlington,10-19,117,5,0
2020-07-15,Lenowisco,0-9,3,0,0
2020-07-15,Pittsylvania-Danville,50-59,63,12,0
2020-07-15,"Virginia Beach",50-59,240,18,1
2020-07-15,Chesapeake,Missing,25,1,0
2020-07-15,"Central Shenandoah",80+,123,31,17
2020-07-15,"Thomas Jefferson",40-49,197,14,0
2020-07-15,"Rappahannock Rapidan",60-69,129,17,4
2020-07-15,Norfolk,30-39,342,16,1
2020-07-15,"Rappahannock Rapidan",Missing,8,0,0
2020-07-15,"Lord Fairfax",80+,155,38,41
2020-07-15,"Three Rivers",10-19,39,0,0
2020-07-15,Piedmont,40-49,204,11,0
2020-07-15,Norfolk,80+,45,11,5
2020-07-15,Peninsula,20-29,364,1,0
2020-07-15,Norfolk,50-59,188,23,3
2020-07-15,"Thomas Jefferson",50-59,157,12,2
2020-07-15,Richmond,70-79,88,37,14
2020-07-15,Chesterfield,70-79,140,28,21
