"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-19,Hampton,20-29,183,3,0
2020-07-19,"Central Shenandoah",40-49,392,15,0
2020-07-19,Pittsylvania-Danville,0-9,13,0,0
2020-07-19,Crater,30-39,316,9,0
2020-07-19,"Virginia Beach",70-79,122,30,9
2020-07-19,"Virginia Beach",30-39,500,13,0
2020-07-19,Piedmont,0-9,24,0,0
2020-07-19,"Central Shenandoah",30-39,362,7,0
2020-07-19,Hampton,50-59,84,9,1
2020-07-19,Peninsula,70-79,119,39,12
2020-07-19,Arlington,20-29,520,22,0
2020-07-19,"West Piedmont",70-79,35,14,4
2020-07-19,Richmond,20-29,577,16,0
2020-07-19,Roanoke,0-9,17,0,0
2020-07-19,Hampton,30-39,130,3,0
2020-07-19,"Thomas Jefferson",30-39,267,9,0
2020-07-19,"Western Tidewater",40-49,169,6,2
2020-07-19,Richmond,50-59,320,55,2
2020-07-19,"Western Tidewater",50-59,204,15,4
2020-07-19,Crater,Missing,14,0,0
2020-07-19,Arlington,50-59,401,67,6
2020-07-19,Piedmont,70-79,80,26,4
2020-07-19,Alexandria,60-69,214,48,2
2020-07-19,Portsmouth,30-39,203,9,1
2020-07-19,Lenowisco,20-29,16,0,0
2020-07-19,"Central Virginia",30-39,84,1,0
2020-07-19,Norfolk,10-19,114,1,0
2020-07-19,"New River",10-19,40,0,0
2020-07-19,"Central Virginia",20-29,135,2,0
2020-07-19,Rappahannock,50-59,428,51,4
2020-07-19,Rappahannock,60-69,233,47,6
2020-07-19,Piedmont,20-29,183,2,0
2020-07-19,"New River",60-69,30,5,0
2020-07-19,Roanoke,40-49,92,1,0
2020-07-19,"Three Rivers",20-29,154,4,0
2020-07-19,Rappahannock,40-49,501,46,2
2020-07-19,Portsmouth,80+,20,8,6
2020-07-19,"Central Shenandoah",Missing,1,0,0
2020-07-19,"Eastern Shore",70-79,49,16,9
2020-07-19,"Mount Rogers",70-79,80,29,13
2020-07-19,"Cumberland Plateau",70-79,9,1,0
2020-07-19,Piedmont,10-19,39,0,0
2020-07-19,Southside,20-29,67,2,0
2020-07-19,Chesterfield,50-59,501,44,4
