"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-08,"Virginia Beach",70-79,80,26,7
2020-07-08,"Virginia Beach",30-39,255,12,0
2020-07-08,Piedmont,0-9,23,0,0
2020-07-08,"Central Shenandoah",30-39,329,6,0
2020-07-08,Hampton,50-59,54,9,1
2020-07-08,Peninsula,70-79,95,38,12
2020-07-08,Arlington,20-29,454,21,0
2020-07-08,"West Piedmont",70-79,28,10,4
2020-07-08,Richmond,20-29,490,14,0
2020-07-08,Roanoke,0-9,17,0,0
2020-07-08,Hampton,30-39,86,3,0
2020-07-08,"Thomas Jefferson",30-39,223,6,0
2020-07-08,"Western Tidewater",40-49,118,5,2
2020-07-08,Richmond,50-59,297,52,1
2020-07-08,"Western Tidewater",50-59,156,13,2
2020-07-08,Henrico,10-19,180,4,0
2020-07-08,"Mount Rogers",30-39,113,4,0
2020-07-08,"Eastern Shore",30-39,234,8,0
2020-07-08,Chesterfield,0-9,121,0,0
2020-07-08,"Central Shenandoah",10-19,117,1,0
2020-07-08,Crater,0-9,26,1,0
2020-07-08,Fairfax,70-79,671,243,109
2020-07-08,Rappahannock,80+,91,32,19
2020-07-08,Alexandria,10-19,175,3,0
2020-07-08,Portsmouth,40-49,75,7,0
2020-07-08,"Three Rivers",50-59,100,9,0
2020-07-08,Alleghany,Missing,1,0,0
2020-07-08,Alexandria,30-39,554,30,0
2020-07-08,Southside,Missing,0,0,0
2020-07-08,Portsmouth,60-69,58,18,5
2020-07-08,Roanoke,30-39,107,0,0
2020-07-08,"Three Rivers",60-69,70,11,0
2020-07-08,Fairfax,50-59,2247,299,32
2020-07-08,Portsmouth,50-59,83,20,2
2020-07-08,Chickahominy,80+,82,34,26
2020-07-08,"Rappahannock Rapidan",50-59,214,26,2
2020-07-08,Fairfax,80+,784,298,291
2020-07-08,Hampton,Missing,5,0,0
2020-07-08,"Cumberland Plateau",80+,0,0,0
2020-07-08,Alleghany,50-59,76,5,1
2020-07-08,"Prince William",40-49,2001,149,7
2020-07-08,Fairfax,Missing,157,3,0
2020-07-08,"Virginia Beach",40-49,202,19,1
2020-07-08,Richmond,Missing,18,0,0
2020-07-08,Norfolk,40-49,156,14,1
2020-07-08,Piedmont,80+,48,18,10
2020-07-08,"Virginia Beach",60-69,156,18,1
2020-07-08,"West Piedmont",40-49,97,8,2
2020-07-08,Arlington,10-19,102,5,0
2020-07-08,Lenowisco,0-9,3,0,0
2020-07-08,Pittsylvania-Danville,50-59,48,11,0
2020-07-08,"Virginia Beach",50-59,181,16,0
2020-07-08,Chesapeake,Missing,14,1,0
2020-07-08,"Central Shenandoah",80+,114,27,16
2020-07-08,"Thomas Jefferson",40-49,178,13,0
2020-07-08,"Rappahannock Rapidan",60-69,124,17,4
2020-07-08,Norfolk,30-39,235,12,0
2020-07-08,"Rappahannock Rapidan",Missing,7,0,0
2020-07-08,"Lord Fairfax",80+,154,37,39
2020-07-08,"Three Rivers",10-19,27,0,0
2020-07-08,Piedmont,40-49,195,10,0
2020-07-08,Norfolk,80+,31,11,4
2020-07-08,Peninsula,20-29,247,1,0
2020-07-08,Norfolk,50-59,146,20,3
2020-07-08,"Thomas Jefferson",50-59,134,12,2
2020-07-08,Richmond,70-79,86,37,11
2020-07-08,Chesterfield,70-79,132,24,19
2020-07-08,Piedmont,30-39,209,4,0
2020-07-08,"Prince William",30-39,1779,91,2
2020-07-08,Alleghany,20-29,100,1,0
2020-07-08,Alleghany,0-9,12,0,0
2020-07-08,"Mount Rogers",40-49,114,3,1
2020-07-08,"Eastern Shore",40-49,247,10,2
2020-07-08,"Central Virginia",60-69,48,4,2
2020-07-08,Richmond,10-19,193,2,0
2020-07-08,Pittsylvania-Danville,60-69,32,9,1
2020-07-08,Pittsylvania-Danville,Missing,0,0,0
2020-07-08,Chesterfield,60-69,298,40,10
2020-07-08,Southside,10-19,9,0,0
2020-07-08,"New River",80+,13,4,2
2020-07-08,"Central Virginia",50-59,68,2,2
2020-07-08,Hampton,70-79,25,8,0
2020-07-08,Pittsylvania-Danville,10-19,15,0,0
2020-07-08,Richmond,60-69,206,47,6
2020-07-08,Norfolk,0-9,45,1,0
2020-07-08,"Cumberland Plateau",40-49,18,0,0
2020-07-08,"Eastern Shore",10-19,59,1,0
2020-07-08,"Mount Rogers",10-19,58,0,0
2020-07-08,"Rappahannock Rapidan",0-9,72,1,0
2020-07-08,"Three Rivers",0-9,9,1,0
2020-07-08,Henrico,40-49,397,26,2
2020-07-08,Alexandria,50-59,310,50,10
2020-07-08,Arlington,0-9,49,2,0
2020-07-08,Chickahominy,Missing,13,0,0
2020-07-08,"New River",20-29,67,0,0
2020-07-08,"Virginia Beach",20-29,400,6,0
2020-07-08,Chesapeake,50-59,165,26,1
2020-07-08,Alleghany,80+,41,8,6
2020-07-08,Fairfax,10-19,882,25,0
2020-07-08,Chesapeake,60-69,123,32,5
2020-07-08,"West Piedmont",Missing,0,0,0
2020-07-08,Peninsula,80+,55,24,15
2020-07-08,Crater,40-49,236,14,1
2020-07-08,Chesapeake,40-49,162,27,1
2020-07-08,"Thomas Jefferson",20-29,186,2,0
2020-07-08,"Lord Fairfax",20-29,353,5,0
2020-07-08,Norfolk,20-29,351,5,0
2020-07-08,Arlington,30-39,464,43,0
2020-07-08,"West Piedmont",60-69,64,8,0
2020-07-08,Henrico,50-59,341,38,8
2020-07-08,"West Piedmont",50-59,102,11,1
2020-07-08,"Cumberland Plateau",20-29,5,0,0
2020-07-08,Alexandria,70-79,102,38,19
2020-07-08,Portsmouth,20-29,132,7,0
2020-07-08,"Western Tidewater",30-39,131,9,0
2020-07-08,"Central Shenandoah",0-9,55,0,0
2020-07-08,Henrico,80+,319,65,84
2020-07-08,Alexandria,0-9,133,2,0
2020-07-08,Pittsylvania-Danville,40-49,55,6,0
2020-07-08,Henrico,20-29,381,15,0
2020-07-08,Roanoke,60-69,38,3,0
2020-07-08,Peninsula,30-39,209,7,1
2020-07-08,Alleghany,60-69,62,7,1
2020-07-08,"Prince William",70-79,315,97,42
2020-07-08,Norfolk,60-69,109,30,2
2020-07-08,Southside,40-49,55,5,0
2020-07-08,Chesterfield,30-39,647,7,0
2020-07-08,Loudoun,70-79,143,46,17
2020-07-08,"Central Virginia",40-49,61,0,0
2020-07-08,"New River",Missing,0,0,0
2020-07-08,Chickahominy,20-29,95,0,0
2020-07-08,"New River",0-9,7,0,0
2020-07-08,"Cumberland Plateau",0-9,2,0,0
2020-07-08,"Three Rivers",70-79,33,8,4
2020-07-08,"Rappahannock Rapidan",40-49,301,19,2
2020-07-08,Hampton,0-9,12,0,0
2020-07-08,Piedmont,50-59,195,22,0
2020-07-08,Rappahannock,20-29,444,13,0
2020-07-08,Chickahominy,40-49,94,12,1
2020-07-08,"Three Rivers",80+,35,7,4
2020-07-08,Rappahannock,30-39,495,23,0
2020-07-08,"Lord Fairfax",60-69,230,47,14
2020-07-08,"Western Tidewater",0-9,13,0,0
2020-07-08,Rappahannock,70-79,105,30,14
2020-07-08,"Prince William",80+,236,81,70
2020-07-08,Hampton,80+,10,3,2
2020-07-08,Alexandria,80+,93,28,25
2020-07-08,"Mount Rogers",60-69,96,10,0
2020-07-08,"Eastern Shore",60-69,179,29,8
2020-07-08,"Lord Fairfax",70-79,136,41,17
2020-07-08,"New River",30-39,34,1,0
2020-07-08,Chesapeake,10-19,61,1,0
2020-07-08,Hampton,40-49,60,5,0
2020-07-08,Peninsula,Missing,7,0,0
2020-07-08,Henrico,70-79,212,47,40
2020-07-08,"Western Tidewater",20-29,106,3,0
2020-07-08,Peninsula,0-9,41,0,0
2020-07-08,Loudoun,40-49,829,48,1
2020-07-08,Pittsylvania-Danville,30-39,33,1,0
2020-07-08,Loudoun,20-29,689,6,0
2020-07-08,Crater,60-69,242,45,12
2020-07-08,Loudoun,80+,190,50,71
2020-07-08,Arlington,80+,203,84,69
2020-07-08,"Virginia Beach",10-19,80,0,0
2020-07-08,"Mount Rogers",80+,78,25,20
2020-07-08,"Eastern Shore",80+,50,22,18
2020-07-08,Crater,10-19,55,0,0
2020-07-08,Lenowisco,30-39,7,1,1
2020-07-08,Norfolk,Missing,9,1,0
2020-07-08,Henrico,Missing,29,1,1
2020-07-08,"New River",40-49,40,1,0
2020-07-08,"Central Virginia",0-9,7,0,0
2020-07-08,"New River",70-79,18,8,4
2020-07-08,Loudoun,0-9,156,3,0
2020-07-08,"Central Virginia",70-79,22,4,2
2020-07-08,Southside,0-9,6,0,0
2020-07-08,"Three Rivers",40-49,138,11,2
2020-07-08,Chickahominy,30-39,91,2,0
2020-07-08,"Central Shenandoah",60-69,275,47,11
2020-07-08,"Western Tidewater",60-69,139,16,6
2020-07-08,"Cumberland Plateau",30-39,12,0,0
2020-07-08,Portsmouth,10-19,27,0,0
2020-07-08,Chesterfield,Missing,71,0,0
2020-07-08,Alexandria,40-49,444,37,0
2020-07-08,"Thomas Jefferson",70-79,68,21,5
2020-07-08,"Three Rivers",30-39,141,3,0
2020-07-08,"Western Tidewater",70-79,93,22,18
2020-07-08,Arlington,60-69,285,80,19
2020-07-08,"Cumberland Plateau",10-19,23,0,0
2020-07-08,"West Piedmont",30-39,88,2,0
2020-07-08,Peninsula,10-19,70,1,0
2020-07-08,"West Piedmont",20-29,82,1,0
2020-07-08,Arlington,70-79,175,72,32
2020-07-08,Chickahominy,50-59,120,22,1
2020-07-08,Alleghany,40-49,77,1,0
2020-07-08,"Prince William",50-59,1472,191,14
2020-07-08,"Mount Rogers",0-9,37,1,0
2020-07-08,"Eastern Shore",0-9,20,2,0
2020-07-08,"Thomas Jefferson",60-69,87,18,3
2020-07-08,Pittsylvania-Danville,70-79,23,11,0
2020-07-08,Chesterfield,80+,144,28,44
2020-07-08,Richmond,0-9,99,5,0
2020-07-08,Chesapeake,80+,68,24,12
2020-07-08,Peninsula,40-49,158,7,1
2020-07-08,Henrico,0-9,104,2,0
2020-07-08,Lenowisco,80+,0,0,0
2020-07-08,Piedmont,60-69,137,19,2
2020-07-08,"West Piedmont",0-9,17,1,0
2020-07-08,"Rappahannock Rapidan",70-79,44,13,7
2020-07-08,"Central Shenandoah",70-79,136,40,12
2020-07-08,Chesapeake,30-39,199,10,0
2020-07-08,Chickahominy,0-9,14,0,0
2020-07-08,"Prince William",0-9,351,10,0
2020-07-08,"Eastern Shore",50-59,275,19,5
2020-07-08,"Mount Rogers",50-59,106,6,1
2020-07-08,Loudoun,10-19,551,0,0
2020-07-08,Southside,80+,81,12,13
2020-07-08,"Central Virginia",80+,20,2,0
2020-07-08,Rappahannock,Missing,18,0,0
2020-07-08,"Rappahannock Rapidan",30-39,318,18,1
2020-07-08,"New River",50-59,33,4,0
2020-07-08,Richmond,80+,37,20,9
2020-07-08,"Mount Rogers",20-29,118,0,0
2020-07-08,"Eastern Shore",20-29,197,6,0
2020-07-08,Hampton,10-19,22,0,0
2020-07-08,Portsmouth,0-9,23,1,0
2020-07-08,Crater,70-79,148,36,17
2020-07-08,Chesterfield,40-49,577,20,2
2020-07-08,Alexandria,Missing,11,0,0
2020-07-08,Southside,30-39,58,2,0
2020-07-08,"Prince William",Missing,136,2,0
2020-07-08,Hampton,60-69,46,11,2
2020-07-08,Fairfax,20-29,2250,77,3
2020-07-08,"Thomas Jefferson",0-9,48,1,0
2020-07-08,Lenowisco,40-49,7,2,0
2020-07-08,"Central Virginia",10-19,60,1,0
2020-07-08,Lenowisco,70-79,8,4,1
2020-07-08,Crater,Missing,9,0,0
2020-07-08,Arlington,50-59,381,66,6
2020-07-08,Piedmont,70-79,71,20,3
2020-07-08,Alexandria,60-69,205,46,2
2020-07-08,Portsmouth,30-39,128,7,1
2020-07-08,Lenowisco,20-29,7,0,0
2020-07-08,"Central Virginia",30-39,64,1,0
2020-07-08,Norfolk,10-19,62,1,0
2020-07-08,"New River",10-19,32,0,0
2020-07-08,"Central Virginia",20-29,94,2,0
2020-07-08,Rappahannock,50-59,393,50,4
2020-07-08,Rappahannock,60-69,216,46,5
2020-07-08,Piedmont,20-29,171,2,0
2020-07-08,"New River",60-69,27,4,0
2020-07-08,Roanoke,40-49,72,1,0
2020-07-08,"Three Rivers",20-29,115,4,0
2020-07-08,Rappahannock,40-49,458,40,2
2020-07-08,Portsmouth,80+,22,8,5
2020-07-08,"Central Shenandoah",Missing,1,0,0
2020-07-08,"Eastern Shore",70-79,47,16,9
2020-07-08,"Mount Rogers",70-79,69,27,11
2020-07-08,"Cumberland Plateau",70-79,5,0,0
2020-07-08,Piedmont,10-19,34,0,0
2020-07-08,Southside,20-29,46,2,0
2020-07-08,Chesterfield,50-59,459,35,4
2020-07-08,"Rappahannock Rapidan",20-29,281,4,0
2020-07-08,"Cumberland Plateau",60-69,7,1,0
2020-07-08,Roanoke,70-79,16,3,1
2020-07-08,"Central Shenandoah",20-29,424,8,0
2020-07-08,Pittsylvania-Danville,80+,9,5,2
2020-07-08,"Virginia Beach",80+,94,31,21
2020-07-08,"Central Shenandoah",50-59,384,33,2
2020-07-08,Lenowisco,Missing,0,0,0
2020-07-08,Fairfax,30-39,2777,180,5
2020-07-08,Lenowisco,60-69,7,5,2
2020-07-08,Loudoun,30-39,749,26,0
2020-07-08,"West Piedmont",80+,17,8,1
2020-07-08,Roanoke,80+,43,3,9
2020-07-08,Fairfax,40-49,2684,255,9
2020-07-08,"Thomas Jefferson",80+,95,27,19
2020-07-08,Roanoke,20-29,121,3,0
2020-07-08,Henrico,60-69,292,48,30
2020-07-08,"Lord Fairfax",40-49,336,17,1
2020-07-08,"Western Tidewater",Missing,6,0,0
2020-07-08,Chickahominy,60-69,77,18,6
2020-07-08,Chesapeake,20-29,190,4,0
2020-07-08,"Three Rivers",Missing,1,0,0
