"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-24,Arlington,50-59,301,56,4
2020-05-24,Piedmont,70-79,36,12,2
2020-05-24,Alexandria,60-69,149,29,1
2020-05-24,Portsmouth,30-39,63,3,0
2020-05-24,Lenowisco,20-29,6,0,0
2020-05-24,"Central Virginia",30-39,32,1,0
2020-05-24,Norfolk,10-19,17,1,0
2020-05-24,"New River",10-19,3,0,0
2020-05-24,"Central Virginia",20-29,26,2,0
2020-05-24,Rappahannock,50-59,193,28,1
2020-05-24,Rappahannock,60-69,118,34,4
2020-05-24,Piedmont,20-29,99,0,0
2020-05-24,"New River",60-69,15,2,0
2020-05-24,Roanoke,40-49,16,0,0
2020-05-24,"Three Rivers",20-29,77,1,0
2020-05-24,Rappahannock,40-49,228,26,2
2020-05-24,Portsmouth,80+,15,5,3
2020-05-24,"Central Shenandoah",Missing,1,0,0
2020-05-24,"Eastern Shore",70-79,41,9,4
2020-05-24,"Mount Rogers",70-79,16,6,1
2020-05-24,"Cumberland Plateau",70-79,2,0,0
2020-05-24,Piedmont,10-19,8,0,0
2020-05-24,Southside,20-29,24,2,0
2020-05-24,Chesterfield,50-59,200,17,1
2020-05-24,"Rappahannock Rapidan",20-29,194,2,0
2020-05-24,"Cumberland Plateau",60-69,4,1,0
2020-05-24,Roanoke,70-79,8,2,0
2020-05-24,"Central Shenandoah",20-29,251,5,0
2020-05-24,Pittsylvania-Danville,80+,3,2,2
2020-05-24,"Virginia Beach",80+,67,19,12
2020-05-24,"Central Shenandoah",50-59,242,20,1
2020-05-24,Lenowisco,Missing,0,0,0
2020-05-24,Fairfax,30-39,1761,122,3
2020-05-24,Lenowisco,60-69,5,4,2
2020-05-24,Loudoun,30-39,321,13,0
2020-05-24,"West Piedmont",80+,6,2,0
2020-05-24,Roanoke,80+,36,3,9
2020-05-24,Fairfax,40-49,1734,174,5
2020-05-24,"Thomas Jefferson",80+,61,21,14
2020-05-24,Roanoke,20-29,17,0,0
2020-05-24,Henrico,60-69,181,32,21
2020-05-24,"Lord Fairfax",40-49,170,8,1
2020-05-24,"Western Tidewater",Missing,2,0,0
2020-05-24,Chickahominy,60-69,46,14,4
2020-05-24,Chesapeake,20-29,49,3,0
2020-05-24,"Three Rivers",Missing,1,0,0
2020-05-24,Henrico,10-19,42,1,0
2020-05-24,"Mount Rogers",30-39,56,4,0
2020-05-24,"Eastern Shore",30-39,167,6,0
2020-05-24,Chickahominy,50-59,75,15,0
2020-05-24,Alleghany,40-49,19,0,0
2020-05-24,"Prince William",50-59,914,119,5
2020-05-24,"Mount Rogers",0-9,17,1,0
2020-05-24,"Eastern Shore",0-9,10,1,0
2020-05-24,"Thomas Jefferson",60-69,49,14,2
2020-05-24,Pittsylvania-Danville,70-79,10,7,0
2020-05-24,Chesterfield,80+,96,13,19
2020-05-24,Richmond,0-9,27,2,0
2020-05-24,Chesapeake,80+,35,12,6
2020-05-24,Peninsula,40-49,64,5,1
2020-05-24,Henrico,0-9,39,0,0
2020-05-24,Lenowisco,80+,0,0,0
2020-05-24,Piedmont,60-69,98,12,2
2020-05-24,"West Piedmont",0-9,1,0,0
2020-05-24,"Rappahannock Rapidan",70-79,27,6,4
2020-05-24,"Central Shenandoah",70-79,81,25,11
2020-05-24,Chesapeake,30-39,78,3,0
2020-05-24,Chickahominy,0-9,5,0,0
2020-05-24,"Prince William",0-9,162,3,0
2020-05-24,"Eastern Shore",50-59,209,9,5
2020-05-24,"Mount Rogers",50-59,42,3,0
2020-05-24,Loudoun,10-19,88,0,0
2020-05-24,Southside,80+,66,6,8
2020-05-24,"Central Virginia",80+,5,2,0
2020-05-24,Rappahannock,Missing,13,0,0
2020-05-24,"Rappahannock Rapidan",30-39,217,11,1
2020-05-24,"New River",50-59,15,2,0
2020-05-24,Richmond,80+,25,12,7
2020-05-24,"Mount Rogers",20-29,40,0,0
2020-05-24,"Eastern Shore",20-29,127,2,0
2020-05-24,Hampton,10-19,7,0,0
2020-05-24,Portsmouth,0-9,2,1,0
2020-05-24,Crater,70-79,54,16,4
2020-05-24,Chesterfield,40-49,239,9,2
2020-05-24,Alexandria,Missing,6,0,0
2020-05-24,Southside,30-39,19,0,0
2020-05-24,"Prince William",Missing,81,0,0
2020-05-24,Hampton,60-69,24,9,1
2020-05-24,Fairfax,20-29,1338,55,1
2020-05-24,"Thomas Jefferson",0-9,8,1,0
2020-05-24,Lenowisco,40-49,5,2,0
2020-05-24,"Central Virginia",10-19,12,1,0
2020-05-24,Lenowisco,70-79,5,3,1
2020-05-24,Chesterfield,0-9,22,0,0
2020-05-24,"Central Shenandoah",10-19,67,1,0
2020-05-24,Crater,0-9,8,1,0
2020-05-24,Fairfax,70-79,482,176,67
2020-05-24,Rappahannock,80+,21,11,3
2020-05-24,Alexandria,10-19,114,1,0
2020-05-24,Portsmouth,40-49,42,3,0
2020-05-24,"Three Rivers",50-59,65,3,0
2020-05-24,Alleghany,Missing,0,0,0
2020-05-24,Alexandria,30-39,403,22,0
2020-05-24,Southside,Missing,0,0,0
2020-05-24,Portsmouth,60-69,32,9,4
2020-05-24,Roanoke,30-39,26,0,0
2020-05-24,"Three Rivers",60-69,65,10,0
2020-05-24,Fairfax,50-59,1492,211,18
2020-05-24,Portsmouth,50-59,49,12,1
2020-05-24,Chickahominy,80+,65,24,17
2020-05-24,"Rappahannock Rapidan",50-59,140,18,0
2020-05-24,Fairfax,80+,620,228,204
2020-05-24,Hampton,Missing,2,0,0
2020-05-24,"Cumberland Plateau",80+,0,0,0
2020-05-24,Alleghany,50-59,39,4,1
2020-05-24,"Prince William",40-49,1211,96,2
2020-05-24,Fairfax,Missing,44,1,0
2020-05-24,"Virginia Beach",40-49,91,14,1
2020-05-24,Richmond,Missing,11,0,0
2020-05-24,Norfolk,40-49,72,10,0
2020-05-24,Piedmont,80+,14,3,1
2020-05-24,"Virginia Beach",60-69,92,14,1
2020-05-24,"West Piedmont",40-49,22,2,1
2020-05-24,Arlington,10-19,53,6,0
2020-05-24,Lenowisco,0-9,3,0,0
2020-05-24,Pittsylvania-Danville,50-59,19,6,0
2020-05-24,"Virginia Beach",50-59,100,12,0
2020-05-24,Chesapeake,Missing,3,0,0
2020-05-24,"Central Shenandoah",80+,69,16,10
2020-05-24,"Thomas Jefferson",40-49,50,5,0
2020-05-24,"Rappahannock Rapidan",60-69,70,9,1
2020-05-24,Norfolk,30-39,85,7,0
2020-05-24,"Rappahannock Rapidan",Missing,2,0,0
2020-05-24,"Lord Fairfax",80+,84,22,24
2020-05-24,"Three Rivers",10-19,13,0,0
2020-05-24,Piedmont,40-49,129,4,0
2020-05-24,Norfolk,80+,9,6,3
2020-05-24,Peninsula,20-29,65,1,0
2020-05-24,Norfolk,50-59,63,9,0
2020-05-24,"Thomas Jefferson",50-59,65,8,1
2020-05-24,Richmond,70-79,45,21,7
2020-05-24,Chesterfield,70-79,72,13,7
2020-05-24,Piedmont,30-39,123,1,0
2020-05-24,"Prince William",30-39,1060,65,2
2020-05-24,Alleghany,20-29,31,1,0
2020-05-24,Alleghany,0-9,0,0,0
2020-05-24,"Mount Rogers",40-49,39,0,0
2020-05-24,"Eastern Shore",40-49,169,6,2
2020-05-24,"Central Virginia",60-69,33,3,1
2020-05-24,Richmond,10-19,55,2,0
2020-05-24,Pittsylvania-Danville,60-69,10,5,1
2020-05-24,Pittsylvania-Danville,Missing,0,0,0
2020-05-24,Chesterfield,60-69,134,18,8
2020-05-24,Southside,10-19,3,0,0
2020-05-24,"New River",80+,4,2,0
2020-05-24,"Central Virginia",50-59,31,2,1
2020-05-24,Hampton,70-79,12,6,0
2020-05-24,Pittsylvania-Danville,10-19,1,0,0
2020-05-24,Richmond,60-69,111,34,5
2020-05-24,Chickahominy,40-49,51,7,1
2020-05-24,"Three Rivers",80+,22,5,3
2020-05-24,Rappahannock,30-39,252,10,0
2020-05-24,"Virginia Beach",0-9,4,0,0
2020-05-24,Lenowisco,50-59,13,5,0
2020-05-24,Chesapeake,70-79,36,18,2
2020-05-24,"Western Tidewater",80+,127,21,19
2020-05-24,"Thomas Jefferson",10-19,12,0,0
2020-05-24,Richmond,40-49,196,12,0
2020-05-24,"Lord Fairfax",50-59,198,14,2
2020-05-24,"Lord Fairfax",10-19,51,0,0
2020-05-24,"Rappahannock Rapidan",10-19,86,1,0
2020-05-24,Crater,50-59,86,17,1
2020-05-24,Arlington,Missing,4,0,0
2020-05-24,Roanoke,50-59,15,1,0
2020-05-24,Rappahannock,10-19,81,1,0
2020-05-24,Roanoke,10-19,4,0,0
2020-05-24,"Eastern Shore",Missing,0,0,0
2020-05-24,"Mount Rogers",Missing,0,0,0
2020-05-24,"Prince William",60-69,494,89,16
2020-05-24,Alleghany,70-79,21,4,7
2020-05-24,Crater,20-29,69,6,0
2020-05-24,Loudoun,60-69,147,25,3
2020-05-24,Fairfax,0-9,197,8,0
2020-05-24,Roanoke,Missing,3,0,0
2020-05-24,Alexandria,20-29,252,5,1
2020-05-24,Portsmouth,70-79,17,5,3
2020-05-24,Alleghany,30-39,15,2,0
2020-05-24,"Prince William",20-29,948,31,0
2020-05-24,Southside,70-79,44,9,10
2020-05-24,Piedmont,Missing,1,0,0
2020-05-24,Rappahannock,0-9,36,1,0
2020-05-24,Henrico,30-39,189,6,0
2020-05-24,"Prince William",10-19,340,3,0
2020-05-24,Chickahominy,10-19,13,0,0
2020-05-24,"Lord Fairfax",0-9,18,0,0
2020-05-24,"Central Virginia",Missing,0,0,0
2020-05-24,Fairfax,60-69,1010,223,37
2020-05-24,Hampton,20-29,30,1,0
2020-05-24,"Central Shenandoah",40-49,231,7,0
2020-05-24,Pittsylvania-Danville,0-9,1,0,0
2020-05-24,Crater,30-39,68,1,0
2020-05-24,"Virginia Beach",70-79,52,22,5
2020-05-24,"Virginia Beach",30-39,87,7,0
2020-05-24,Piedmont,0-9,3,0,0
2020-05-24,"Central Shenandoah",30-39,216,5,0
2020-05-24,Hampton,50-59,35,8,1
2020-05-24,Peninsula,70-79,76,36,10
2020-05-24,Arlington,20-29,286,21,0
2020-05-24,"West Piedmont",70-79,13,6,2
2020-05-24,Richmond,20-29,189,7,0
2020-05-24,Roanoke,0-9,5,0,0
2020-05-24,Hampton,30-39,30,2,0
2020-05-24,"Thomas Jefferson",30-39,68,4,0
2020-05-24,"Western Tidewater",40-49,80,4,1
2020-05-24,Richmond,50-59,147,28,0
2020-05-24,"Western Tidewater",50-59,107,7,0
2020-05-24,Crater,Missing,0,0,0
2020-05-24,Chesapeake,0-9,9,1,0
2020-05-24,Peninsula,50-59,98,15,2
2020-05-24,"Cumberland Plateau",Missing,0,0,0
2020-05-24,Peninsula,60-69,100,26,3
2020-05-24,"Lord Fairfax",30-39,173,9,0
2020-05-24,"Virginia Beach",Missing,14,0,0
2020-05-24,Arlington,40-49,310,43,3
2020-05-24,"West Piedmont",10-19,12,0,0
2020-05-24,Chickahominy,70-79,39,17,4
2020-05-24,Pittsylvania-Danville,20-29,8,0,0
2020-05-24,Loudoun,50-59,314,23,1
2020-05-24,Richmond,30-39,206,12,0
2020-05-24,"Thomas Jefferson",Missing,1,0,0
2020-05-24,"Rappahannock Rapidan",80+,19,11,4
2020-05-24,"Lord Fairfax",Missing,1,0,0
