"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-24,"Cumberland Plateau",50-59,3,1,0
2020-05-24,Loudoun,Missing,10,0,0
2020-05-24,Southside,50-59,37,5,0
2020-05-24,Chesterfield,20-29,172,4,0
2020-05-24,Norfolk,70-79,18,13,2
2020-05-24,Alleghany,10-19,2,0,0
2020-05-24,Crater,80+,40,7,0
2020-05-24,Portsmouth,Missing,1,0,0
2020-05-24,"Western Tidewater",10-19,8,0,0
2020-05-24,Chesterfield,10-19,97,0,0
2020-05-24,Southside,60-69,37,10,3
2020-05-24,Norfolk,0-9,6,0,0
2020-05-24,"Cumberland Plateau",40-49,5,0,0
2020-05-24,"Eastern Shore",10-19,40,0,0
2020-05-24,"Mount Rogers",10-19,19,0,0
2020-05-24,"Rappahannock Rapidan",0-9,44,1,0
2020-05-24,"Three Rivers",0-9,3,0,0
2020-05-24,Henrico,40-49,209,14,0
2020-05-24,Alexandria,50-59,230,35,7
2020-05-24,Arlington,0-9,31,2,0
2020-05-24,Chickahominy,Missing,5,0,0
2020-05-24,"New River",20-29,25,0,0
2020-05-24,"Virginia Beach",20-29,77,2,0
2020-05-24,Chesapeake,50-59,84,16,1
2020-05-24,Alleghany,80+,21,7,5
2020-05-24,Fairfax,10-19,410,12,0
2020-05-24,Chesapeake,60-69,60,17,4
2020-05-24,"West Piedmont",Missing,1,0,0
2020-05-24,Peninsula,80+,45,23,15
2020-05-24,Crater,40-49,74,11,1
2020-05-24,Chesapeake,40-49,68,12,0
2020-05-24,"Thomas Jefferson",20-29,52,0,0
2020-05-24,"Lord Fairfax",20-29,174,2,0
2020-05-24,Norfolk,20-29,84,1,0
2020-05-24,Arlington,30-39,338,40,0
2020-05-24,"West Piedmont",60-69,22,1,0
2020-05-24,Henrico,50-59,196,22,6
2020-05-24,"West Piedmont",50-59,30,3,1
2020-05-24,"Cumberland Plateau",20-29,1,0,0
2020-05-24,Alexandria,70-79,85,32,12
2020-05-24,Portsmouth,20-29,38,2,0
2020-05-24,"Western Tidewater",30-39,55,3,0
2020-05-24,"Central Shenandoah",0-9,34,0,0
2020-05-24,Henrico,80+,251,53,58
2020-05-24,Alexandria,0-9,89,1,0
2020-05-24,Pittsylvania-Danville,40-49,17,5,0
2020-05-24,Henrico,20-29,157,8,0
2020-05-24,Roanoke,60-69,10,1,0
2020-05-24,Peninsula,30-39,68,6,1
2020-05-24,Alleghany,60-69,26,6,1
2020-05-24,"Prince William",70-79,169,50,27
2020-05-24,Norfolk,60-69,40,14,1
2020-05-24,Southside,40-49,19,5,0
2020-05-24,Chesterfield,30-39,251,1,0
2020-05-24,Loudoun,70-79,79,29,10
2020-05-24,"Central Virginia",40-49,27,0,0
2020-05-24,"New River",Missing,0,0,0
2020-05-24,Chickahominy,20-29,48,0,0
2020-05-24,"New River",0-9,2,0,0
2020-05-24,"Cumberland Plateau",0-9,0,0,0
2020-05-24,"Three Rivers",70-79,21,4,2
2020-05-24,"Rappahannock Rapidan",40-49,201,13,1
2020-05-24,Hampton,0-9,6,0,0
2020-05-24,Piedmont,50-59,132,11,0
2020-05-24,Rappahannock,20-29,221,8,0
2020-05-24,"West Piedmont",20-29,12,0,0
2020-05-24,Arlington,70-79,143,63,28
2020-05-24,"Lord Fairfax",60-69,147,27,7
2020-05-24,"Western Tidewater",0-9,5,0,0
2020-05-24,Rappahannock,70-79,38,16,5
2020-05-24,"Prince William",80+,134,45,43
2020-05-24,Hampton,80+,3,2,1
2020-05-24,Alexandria,80+,73,23,17
2020-05-24,"Mount Rogers",60-69,29,2,0
2020-05-24,"Eastern Shore",60-69,134,13,5
2020-05-24,"Lord Fairfax",70-79,81,19,9
2020-05-24,"New River",30-39,8,1,0
2020-05-24,Chesapeake,10-19,11,0,0
2020-05-24,Hampton,40-49,25,2,0
2020-05-24,Peninsula,Missing,8,0,0
2020-05-24,Henrico,70-79,159,39,32
2020-05-24,"Western Tidewater",20-29,43,1,0
2020-05-24,Peninsula,0-9,16,0,0
2020-05-24,Loudoun,40-49,401,19,0
2020-05-24,Pittsylvania-Danville,30-39,9,0,0
2020-05-24,Loudoun,20-29,274,3,0
2020-05-24,Crater,60-69,80,23,8
2020-05-24,Loudoun,80+,136,37,38
2020-05-24,Arlington,80+,174,66,47
2020-05-24,"Virginia Beach",10-19,19,0,0
2020-05-24,"Mount Rogers",80+,17,4,5
2020-05-24,"Eastern Shore",80+,43,14,11
2020-05-24,Crater,10-19,16,0,0
2020-05-24,Lenowisco,30-39,3,1,1
2020-05-24,Norfolk,Missing,5,0,0
2020-05-24,Henrico,Missing,23,1,1
2020-05-24,"New River",40-49,13,1,0
2020-05-24,"Central Virginia",0-9,3,0,0
2020-05-24,"New River",70-79,9,5,1
2020-05-24,Loudoun,0-9,51,1,0
2020-05-24,"Central Virginia",70-79,13,4,2
2020-05-24,Southside,0-9,1,0,0
2020-05-24,"Three Rivers",40-49,103,8,1
2020-05-24,Chickahominy,30-39,49,0,0
2020-05-24,"Central Shenandoah",60-69,175,30,6
2020-05-24,"Western Tidewater",60-69,99,11,4
2020-05-24,"Cumberland Plateau",30-39,5,0,0
2020-05-24,Portsmouth,10-19,3,0,0
2020-05-24,Chesterfield,Missing,22,0,0
2020-05-24,Alexandria,40-49,332,27,0
2020-05-24,"Thomas Jefferson",70-79,50,15,2
2020-05-24,"Three Rivers",30-39,102,2,0
2020-05-24,"Western Tidewater",70-79,74,17,11
2020-05-24,Arlington,60-69,233,67,16
2020-05-24,"Cumberland Plateau",10-19,12,0,0
2020-05-24,"West Piedmont",30-39,18,1,0
2020-05-24,Peninsula,10-19,11,1,0
2020-05-24,Lenowisco,10-19,2,0,0
,Lenowisco,10-19,2,0,0
,,,,,
