"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-02,Norfolk,0-9,40,1,0
2020-07-02,"Cumberland Plateau",40-49,14,0,0
2020-07-02,"Eastern Shore",10-19,57,1,0
2020-07-02,"Mount Rogers",10-19,56,0,0
2020-07-02,"Rappahannock Rapidan",0-9,70,1,0
2020-07-02,"Three Rivers",0-9,9,1,0
2020-07-02,Henrico,40-49,382,26,2
2020-07-02,Alexandria,50-59,303,48,10
2020-07-02,Arlington,0-9,44,2,0
2020-07-02,Chickahominy,Missing,12,0,0
2020-07-02,"New River",20-29,61,0,0
2020-07-02,"Virginia Beach",20-29,290,4,0
2020-07-02,Chesapeake,50-59,147,22,1
2020-07-02,Alleghany,80+,40,8,6
2020-07-02,Fairfax,10-19,823,25,0
2020-07-02,Chesapeake,60-69,118,30,5
2020-07-02,"West Piedmont",Missing,0,0,0
2020-07-02,Peninsula,80+,51,24,15
2020-07-02,Crater,40-49,230,14,1
2020-07-02,Chesapeake,40-49,151,22,0
2020-07-02,"Thomas Jefferson",20-29,157,2,0
2020-07-02,"Lord Fairfax",20-29,345,5,0
2020-07-02,Norfolk,20-29,270,3,0
2020-07-02,Arlington,30-39,452,43,0
2020-07-02,"West Piedmont",60-69,54,7,0
2020-07-02,Henrico,50-59,324,38,8
2020-07-02,"West Piedmont",50-59,93,10,1
2020-07-02,"Cumberland Plateau",20-29,5,0,0
2020-07-02,Alexandria,70-79,101,38,19
2020-07-02,Portsmouth,20-29,106,5,0
2020-07-02,"Western Tidewater",30-39,117,7,0
2020-07-02,"Central Shenandoah",0-9,54,0,0
2020-07-02,Henrico,80+,311,66,77
2020-07-02,Alexandria,0-9,127,2,0
2020-07-02,Pittsylvania-Danville,40-49,47,6,0
2020-07-02,Henrico,20-29,361,14,0
2020-07-02,Roanoke,60-69,33,3,0
2020-07-02,Peninsula,30-39,167,7,1
2020-07-02,Alleghany,60-69,49,7,1
2020-07-02,"Prince William",70-79,302,87,40
2020-07-02,Norfolk,60-69,89,26,2
2020-07-02,Southside,40-49,51,5,0
2020-07-02,Chesterfield,30-39,619,5,0
2020-07-02,Loudoun,70-79,143,45,14
2020-07-02,"Central Virginia",40-49,52,0,0
2020-07-02,"New River",Missing,0,0,0
2020-07-02,Chickahominy,20-29,83,0,0
2020-07-02,"New River",0-9,7,0,0
2020-07-02,"Cumberland Plateau",0-9,1,0,0
2020-07-02,"Three Rivers",70-79,32,7,4
2020-07-02,"Rappahannock Rapidan",40-49,288,19,2
2020-07-02,Hampton,0-9,11,0,0
2020-07-02,Piedmont,50-59,187,22,0
2020-07-02,"Three Rivers",30-39,140,3,0
2020-07-02,"Western Tidewater",70-79,87,21,17
2020-07-02,Arlington,60-69,282,79,19
2020-07-02,"Cumberland Plateau",10-19,19,0,0
2020-07-02,"West Piedmont",30-39,75,1,0
2020-07-02,Peninsula,10-19,53,1,0
2020-07-02,Lenowisco,10-19,3,0,0
2020-07-02,Chesapeake,0-9,27,1,0
2020-07-02,Peninsula,50-59,136,20,3
2020-07-02,"Cumberland Plateau",Missing,0,0,0
2020-07-02,Peninsula,60-69,129,29,3
2020-07-02,"Lord Fairfax",30-39,341,11,1
2020-07-02,"Virginia Beach",Missing,25,0,0
2020-07-02,Arlington,40-49,429,48,6
2020-07-02,"West Piedmont",10-19,66,0,0
2020-07-02,Chickahominy,70-79,57,22,6
2020-07-02,Pittsylvania-Danville,20-29,24,0,0
2020-07-02,Loudoun,50-59,629,54,2
2020-07-02,Richmond,30-39,481,25,1
2020-07-02,"Thomas Jefferson",Missing,1,0,0
2020-07-02,"Rappahannock Rapidan",80+,21,13,6
2020-07-02,"Lord Fairfax",Missing,2,0,0
2020-07-02,"Cumberland Plateau",50-59,6,1,0
2020-07-02,Loudoun,Missing,59,0,1
2020-07-02,Southside,50-59,60,8,0
2020-07-02,Chesterfield,20-29,507,5,0
2020-07-02,Norfolk,70-79,40,24,4
2020-07-02,Alleghany,10-19,70,0,0
2020-07-02,Crater,80+,99,18,7
2020-07-02,Portsmouth,Missing,10,0,0
2020-07-02,"Western Tidewater",10-19,16,0,0
2020-07-02,Chesterfield,10-19,304,0,0
2020-07-02,Southside,60-69,55,12,4
2020-07-02,"Western Tidewater",40-49,104,5,1
2020-07-02,Richmond,50-59,285,49,1
2020-07-02,"Western Tidewater",50-59,143,13,2
2020-07-02,Crater,Missing,8,0,0
2020-07-02,Arlington,50-59,380,66,6
2020-07-02,Piedmont,70-79,66,18,2
