"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-18,Chesapeake,20-29,332,4,0
2020-07-18,"Three Rivers",Missing,3,0,0
2020-07-18,Henrico,10-19,218,3,0
2020-07-18,"Mount Rogers",30-39,138,4,0
2020-07-18,"Eastern Shore",30-39,239,8,0
2020-07-18,Chesterfield,0-9,133,0,0
2020-07-18,"Central Shenandoah",10-19,139,1,0
2020-07-18,Crater,0-9,30,1,0
2020-07-18,Fairfax,70-79,695,248,115
2020-07-18,Rappahannock,80+,98,34,19
2020-07-18,Alexandria,10-19,189,4,0
2020-07-18,Portsmouth,40-49,122,8,0
2020-07-18,"Three Rivers",50-59,119,10,0
2020-07-18,Alleghany,Missing,2,0,0
2020-07-18,Alexandria,30-39,585,32,0
2020-07-18,Southside,Missing,0,0,0
2020-07-18,Portsmouth,60-69,95,22,6
2020-07-18,Roanoke,30-39,140,1,0
2020-07-18,"Three Rivers",60-69,84,14,0
2020-07-18,Fairfax,50-59,2310,314,32
2020-07-18,Portsmouth,50-59,123,22,2
2020-07-18,Chickahominy,80+,83,34,26
2020-07-18,"Rappahannock Rapidan",50-59,244,29,2
2020-07-18,Fairfax,80+,816,301,293
2020-07-18,Hampton,Missing,15,0,0
2020-07-18,"Cumberland Plateau",80+,4,2,0
2020-07-18,Alleghany,50-59,96,6,1
2020-07-18,"Prince William",40-49,2095,163,7
2020-07-18,Fairfax,Missing,158,5,0
2020-07-18,"Virginia Beach",40-49,336,19,1
2020-07-18,Richmond,Missing,23,0,0
2020-07-18,Norfolk,40-49,272,15,1
2020-07-18,Piedmont,80+,54,23,12
2020-07-18,"Virginia Beach",60-69,218,22,2
2020-07-18,"West Piedmont",40-49,109,10,2
2020-07-18,Arlington,10-19,126,5,0
2020-07-18,Lenowisco,0-9,4,0,0
2020-07-18,Pittsylvania-Danville,50-59,70,14,0
2020-07-18,"Virginia Beach",50-59,279,18,1
2020-07-18,Chesapeake,Missing,40,1,0
2020-07-18,"Central Shenandoah",80+,125,33,18
2020-07-18,"Thomas Jefferson",40-49,208,14,0
2020-07-18,"Rappahannock Rapidan",60-69,134,17,4
2020-07-18,Norfolk,30-39,420,16,1
2020-07-18,"Rappahannock Rapidan",Missing,12,0,0
2020-07-18,"Lord Fairfax",80+,165,39,44
2020-07-18,"Three Rivers",10-19,40,0,0
2020-07-18,Piedmont,40-49,204,11,0
2020-07-18,Norfolk,80+,53,12,5
2020-07-18,Peninsula,20-29,428,1,0
2020-07-18,Norfolk,50-59,227,24,3
2020-07-18,"Thomas Jefferson",50-59,165,13,2
2020-07-18,Richmond,70-79,91,37,14
2020-07-18,Chesterfield,70-79,147,31,22
2020-07-18,Piedmont,30-39,222,5,0
2020-07-18,"Prince William",30-39,1884,94,2
2020-07-18,Alleghany,20-29,126,1,0
2020-07-18,Alleghany,0-9,14,0,0
2020-07-18,"Mount Rogers",40-49,136,5,1
2020-07-18,"Eastern Shore",40-49,250,12,2
2020-07-18,"Central Virginia",60-69,56,4,2
2020-07-18,Richmond,10-19,209,2,0
2020-07-18,Pittsylvania-Danville,60-69,52,10,1
2020-07-18,Pittsylvania-Danville,Missing,0,0,0
2020-07-18,Chesterfield,60-69,320,51,12
2020-07-18,Southside,10-19,17,0,0
2020-07-18,"New River",80+,13,4,2
2020-07-18,"Central Virginia",50-59,88,2,2
2020-07-18,Hampton,70-79,34,8,0
2020-07-18,Pittsylvania-Danville,10-19,20,0,0
2020-07-18,Richmond,60-69,220,53,7
2020-07-18,Chickahominy,40-49,103,12,1
2020-07-18,"Three Rivers",80+,39,8,4
2020-07-18,Rappahannock,30-39,524,25,0
2020-07-18,"Lord Fairfax",60-69,250,52,14
2020-07-18,"Western Tidewater",0-9,19,0,0
2020-07-18,Rappahannock,70-79,119,35,15
2020-07-18,"Prince William",80+,243,82,74
2020-07-18,Hampton,80+,14,2,1
2020-07-18,Alexandria,80+,93,28,25
2020-07-18,"Mount Rogers",60-69,112,12,0
2020-07-18,"Eastern Shore",60-69,179,29,8
2020-07-18,"Lord Fairfax",70-79,150,44,17
2020-07-18,"New River",30-39,37,1,0
2020-07-18,Chesapeake,10-19,96,1,0
2020-07-18,Hampton,40-49,95,6,0
2020-07-18,"West Piedmont",0-9,22,1,0
2020-07-18,"Rappahannock Rapidan",70-79,46,14,8
2020-07-18,"Central Shenandoah",70-79,147,44,13
2020-07-18,Chesapeake,30-39,320,13,0
2020-07-18,Chickahominy,0-9,16,0,0
2020-07-18,"Prince William",0-9,383,10,0
2020-07-18,"Eastern Shore",50-59,276,20,5
2020-07-18,"Mount Rogers",50-59,132,9,1
2020-07-18,Loudoun,10-19,636,0,0
2020-07-18,Southside,80+,83,12,13
2020-07-18,"Central Virginia",80+,26,2,0
2020-07-18,Rappahannock,Missing,22,0,0
2020-07-18,"Rappahannock Rapidan",30-39,344,18,1
2020-07-18,"New River",50-59,43,4,0
2020-07-18,Richmond,80+,40,21,9
2020-07-18,"Mount Rogers",20-29,146,0,0
2020-07-18,"Eastern Shore",20-29,199,6,0
2020-07-18,Hampton,10-19,42,0,0
2020-07-18,Portsmouth,0-9,32,3,0
2020-07-18,Crater,70-79,156,40,18
2020-07-18,Chesterfield,40-49,641,24,3
2020-07-18,Alexandria,Missing,11,0,0
2020-07-18,Southside,30-39,79,4,0
2020-07-18,"Prince William",Missing,153,3,0
2020-07-18,Hampton,60-69,62,11,2
2020-07-18,Fairfax,20-29,2381,87,3
2020-07-18,"Thomas Jefferson",0-9,59,1,0
2020-07-18,Lenowisco,40-49,11,2,0
2020-07-18,"Central Virginia",10-19,72,1,0
2020-07-18,Lenowisco,70-79,15,6,1
2020-07-18,"Virginia Beach",0-9,73,0,0
2020-07-18,Lenowisco,50-59,27,6,1
2020-07-18,Chesapeake,70-79,93,31,3
2020-07-18,"Western Tidewater",80+,156,29,35
2020-07-18,"Thomas Jefferson",10-19,94,2,0
2020-07-18,Richmond,40-49,414,31,3
2020-07-18,"Lord Fairfax",50-59,372,31,3
2020-07-18,"Lord Fairfax",10-19,168,1,0
2020-07-18,"Rappahannock Rapidan",10-19,146,3,0
2020-07-18,Crater,50-59,316,36,3
2020-07-18,Arlington,Missing,11,1,0
2020-07-18,Roanoke,50-59,59,1,0
2020-07-18,Rappahannock,10-19,274,3,0
2020-07-18,Roanoke,10-19,65,0,0
2020-07-18,"Eastern Shore",Missing,6,0,0
2020-07-18,"Mount Rogers",Missing,1,0,0
2020-07-18,"Prince William",60-69,816,169,43
2020-07-18,Alleghany,70-79,67,8,7
2020-07-18,Crater,20-29,286,9,0
2020-07-18,Loudoun,60-69,264,53,7
2020-07-18,Fairfax,0-9,519,19,0
2020-07-18,Roanoke,Missing,4,0,0
