"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-14,Chickahominy,40-49,46,7,1
2020-05-14,"Three Rivers",80+,21,5,3
2020-05-14,Rappahannock,30-39,183,10,0
2020-05-14,"Lord Fairfax",60-69,116,23,7
2020-05-14,"Western Tidewater",0-9,3,0,0
2020-05-14,Rappahannock,70-79,24,14,4
2020-05-14,"Prince William",80+,107,35,32
2020-05-14,Hampton,80+,3,2,1
2020-05-14,Alexandria,80+,55,20,14
2020-05-14,"Mount Rogers",60-69,20,1,0
2020-05-14,"Eastern Shore",60-69,113,8,3
2020-05-14,"Lord Fairfax",70-79,59,15,6
2020-05-14,"New River",30-39,6,0,0
2020-05-14,Chesapeake,10-19,8,0,0
2020-05-14,Hampton,40-49,18,2,0
2020-05-14,Peninsula,Missing,3,0,0
2020-05-14,Henrico,70-79,152,37,31
2020-05-14,"Western Tidewater",20-29,31,0,0
2020-05-14,Peninsula,0-9,11,0,0
2020-05-14,Loudoun,40-49,296,15,0
2020-05-14,Pittsylvania-Danville,30-39,9,0,0
2020-05-14,Loudoun,20-29,195,2,0
2020-05-14,Crater,60-69,61,22,8
2020-05-14,Loudoun,80+,111,33,33
2020-05-14,Arlington,80+,137,55,36
2020-05-14,"Virginia Beach",10-19,15,0,0
2020-05-14,"Mount Rogers",80+,4,4,3
2020-05-14,"Eastern Shore",80+,37,11,4
2020-05-14,Crater,10-19,14,0,0
2020-05-14,Lenowisco,30-39,3,1,1
2020-05-14,Norfolk,Missing,5,0,0
2020-05-14,Henrico,Missing,11,1,1
2020-05-14,"New River",40-49,13,1,0
2020-05-14,"Central Virginia",0-9,3,0,0
2020-05-14,"New River",70-79,9,5,1
2020-05-14,Loudoun,0-9,36,1,0
2020-05-14,"Central Virginia",70-79,13,4,1
2020-05-14,Southside,0-9,1,0,0
2020-05-14,"Three Rivers",40-49,78,7,1
2020-05-14,Chickahominy,30-39,41,0,0
2020-05-14,"Central Shenandoah",60-69,145,22,4
2020-05-14,"Western Tidewater",60-69,88,10,4
2020-05-14,"Cumberland Plateau",30-39,5,0,0
2020-05-14,Portsmouth,10-19,1,0,0
2020-05-14,Chesterfield,Missing,3,0,0
2020-05-14,Alexandria,40-49,262,22,0
2020-05-14,"Thomas Jefferson",70-79,44,15,1
2020-05-14,"Three Rivers",30-39,71,2,0
2020-05-14,"Western Tidewater",70-79,65,17,10
2020-05-14,Arlington,60-69,193,50,11
2020-05-14,"Cumberland Plateau",10-19,11,0,0
2020-05-14,"West Piedmont",30-39,3,0,0
2020-05-14,Peninsula,10-19,8,1,0
2020-05-14,Norfolk,0-9,4,0,0
2020-05-14,"Cumberland Plateau",40-49,4,0,0
2020-05-14,"Eastern Shore",10-19,31,0,0
2020-05-14,"Mount Rogers",10-19,11,0,0
2020-05-14,"Rappahannock Rapidan",0-9,22,1,0
2020-05-14,"Three Rivers",0-9,2,0,0
2020-05-14,Henrico,40-49,159,13,0
2020-05-14,Alexandria,50-59,178,32,7
2020-05-14,Arlington,0-9,22,2,0
2020-05-14,Chickahominy,Missing,2,0,0
2020-05-14,"New River",20-29,21,0,0
2020-05-14,"Virginia Beach",20-29,64,1,0
2020-05-14,Chesapeake,50-59,71,15,1
2020-05-14,Alleghany,80+,21,7,2
2020-05-14,Fairfax,10-19,263,10,0
2020-05-14,Chesapeake,60-69,50,16,3
2020-05-14,"West Piedmont",Missing,0,0,0
2020-05-14,Peninsula,80+,34,22,13
2020-05-14,Crater,40-49,58,10,1
2020-05-14,Chesapeake,40-49,56,10,0
2020-05-14,"Thomas Jefferson",20-29,47,0,0
2020-05-14,"Lord Fairfax",20-29,122,0,0
2020-05-14,Norfolk,20-29,67,1,0
